C27001_001E,C27001_001EA,C27001_001M,C27001_001MA,C27001_002E,C27001_002EA,C27001_002M,C27001_002MA,C27001_003E,C27001_003EA,C27001_003M,C27001_003MA,C27001_004E,C27001_004EA,C27001_004M,C27001_004MA,C27001_005E,C27001_005EA,C27001_005M,C27001_005MA,C27001_006E,C27001_006EA,C27001_006M,C27001_006MA,C27001_007E,C27001_007EA,C27001_007M,C27001_007MA,C27001_008E,C27001_008EA,C27001_008M,C27001_008MA,C27001_009E,C27001_009EA,C27001_009M,C27001_009MA,C27001_010E,C27001_010EA,C27001_010M,C27001_010MA,C27001_011E,C27001_011EA,C27001_011M,C27001_011MA,C27001_012E,C27001_012EA,C27001_012M,C27001_012MA,C27001_013E,C27001_013EA,C27001_013M,C27001_013MA,C27001_014E,C27001_014EA,C27001_014M,C27001_014MA,C27001_015E,C27001_015EA,C27001_015M,C27001_015MA,C27001_016E,C27001_016EA,C27001_016M,C27001_016MA,C27001_017E,C27001_017EA,C27001_017M,C27001_017MA,C27001_018E,C27001_018EA,C27001_018M,C27001_018MA,C27001_019E,C27001_019EA,C27001_019M,C27001_019MA,C27001_020E,C27001_020EA,C27001_020M,C27001_020MA,C27001_021E,C27001_021EA,C27001_021M,C27001_021MA,GEO_ID,NAME,state
4616028,null,1808,null,2216414,null,5319,null,573816,null,3795,null,538614,null,5231,null,35202,null,4239,null,1378994,null,3722,null,1079088,null,9524,null,299906,null,9201,null,263604,null,2165,null,262590,null,2267,null,1014,null,541,null,2399614,null,5277,null,550411,null,3893,null,518883,null,5338,null,31528,null,3559,null,1488722,null,3325,null,1221618,null,8009,null,267104,null,7857,null,360481,null,2152,null,358598,null,2331,null,1883,null,806,null,0400000US01,Alabama,01
678081,null,2615,null,344335,null,2643,null,93877,null,1414,null,80791,null,2460,null,13086,null,2134,null,226171,null,2648,null,159760,null,4325,null,66411,null,4110,null,24287,null,861,null,24147,null,863,null,140,null,119,null,333746,null,1899,null,89384,null,1416,null,77477,null,1987,null,11907,null,1928,null,217556,null,1601,null,166307,null,4031,null,51249,null,3955,null,26806,null,946,null,26596,null,964,null,210,null,134,null,0400000US02,Alaska,02
6501531,null,2050,null,3232732,null,3982,null,885157,null,2681,null,776257,null,7592,null,108900,null,6626,null,1960942,null,2813,null,1446099,null,11940,null,514843,null,11950,null,386633,null,1604,null,381175,null,2180,null,5458,null,1381,null,3268799,null,3527,null,844657,null,2773,null,745704,null,6129,null,98953,null,6163,null,1956699,null,2375,null,1563727,null,11922,null,392972,null,11590,null,467443,null,1886,null,462064,null,2286,null,5379,null,1433,null,0400000US04,Arizona,04
2833391,null,1646,null,1376266,null,4518,null,361673,null,3078,null,338542,null,3961,null,23131,null,2935,null,844601,null,2887,null,618812,null,8301,null,225789,null,8251,null,169992,null,1484,null,169233,null,1501,null,759,null,423,null,1457125,null,4146,null,345011,null,3309,null,324081,null,3772,null,20930,null,2675,null,890281,null,2626,null,679668,null,8273,null,210613,null,7936,null,221833,null,2063,null,220482,null,2086,null,1351,null,625,null,0400000US05,Arkansas,05
36376938,null,5731,null,18072031,null,8343,null,4833502,null,4622,null,4370776,null,14793,null,462726,null,14076,null,11498591,null,7798,null,8346462,null,30579,null,3152129,null,30408,null,1739938,null,3731,null,1709847,null,4797,null,30091,null,3745,null,18304907,null,7752,null,4589184,null,4115,null,4160912,null,14070,null,428272,null,13898,null,11431245,null,5797,null,8987624,null,25264,null,2443621,null,25092,null,2284478,null,4506,null,2241969,null,5871,null,42509,null,3523,null,0400000US06,California,06
4930142,null,2876,null,2457378,null,4175,null,626239,null,2633,null,559278,null,5918,null,66961,null,5533,null,1602871,null,3911,null,1232803,null,10692,null,370068,null,11361,null,228268,null,1588,null,226680,null,1504,null,1588,null,797,null,2472764,null,3736,null,598972,null,2437,null,541567,null,6016,null,57405,null,5535,null,1585418,null,3309,null,1307436,null,9064,null,277982,null,8621,null,288374,null,2165,null,284584,null,2087,null,3790,null,1278,null,0400000US08,Colorado,08
3456856,null,1297,null,1679224,null,2358,null,412724,null,1538,null,396930,null,3037,null,15794,null,2580,null,1071986,null,2152,null,909280,null,7121,null,162706,null,7004,null,194514,null,1526,null,193052,null,1526,null,1462,null,585,null,1777632,null,2298,null,394075,null,1373,null,379436,null,2960,null,14639,null,2469,null,1118080,null,1965,null,1009255,null,5881,null,108825,null,5619,null,265477,null,1588,null,263693,null,1907,null,1784,null,849,null,0400000US09,Connecticut,09
869483,null,1017,null,418177,null,1741,null,105566,null,1078,null,99371,null,1994,null,6195,null,1745,null,259529,null,1344,null,215478,null,3756,null,44051,null,3451,null,53082,null,626,null,52617,null,707,null,465,null,413,null,451306,null,1383,null,101198,null,1027,null,96083,null,1617,null,5115,null,1441,null,281863,null,1108,null,248858,null,3101,null,33005,null,3058,null,68245,null,939,null,67977,null,953,null,268,null,236,null,0400000US10,Delaware,10
589408,null,861,null,275835,null,1117,null,57205,null,826,null,55310,null,1238,null,1895,null,1121,null,192046,null,1242,null,169557,null,2997,null,22489,null,2791,null,26584,null,883,null,26240,null,1014,null,344,null,361,null,313573,null,1063,null,56505,null,825,null,55202,null,944,null,1303,null,696,null,217888,null,586,null,202673,null,2320,null,15215,null,2284,null,39180,null,1205,null,39034,null,1185,null,146,null,176,null,0400000US11,District of Columbia,11
18192784,null,3804,null,8856789,null,8200,null,2072946,null,4614,null,1770799,null,12092,null,302147,null,10506,null,5404791,null,7884,null,3678952,null,19421,null,1725839,null,19380,null,1379052,null,3521,null,1362049,null,4425,null,17003,null,2498,null,9335995,null,7600,null,1977715,null,4515,null,1679325,null,12893,null,298390,null,12327,null,5618927,null,7114,null,4189917,null,21760,null,1429010,null,21086,null,1739353,null,6174,null,1716413,null,6491,null,22940,null,3032,null,0400000US12,Florida,12
