C03002_001E,C03002_001EA,C03002_001M,C03002_001MA,C03002_002E,C03002_002EA,C03002_002M,C03002_002MA,C03002_003E,C03002_003EA,C03002_003M,C03002_003MA,C03002_004E,C03002_004EA,C03002_004M,C03002_004MA,C03002_005E,C03002_005EA,C03002_005M,C03002_005MA,C03002_006E,C03002_006EA,C03002_006M,C03002_006MA,C03002_007E,C03002_007EA,C03002_007M,C03002_007MA,C03002_008E,C03002_008EA,C03002_008M,C03002_008MA,C03002_009E,C03002_009EA,C03002_009M,C03002_009MA,C03002_010E,C03002_010EA,C03002_010M,C03002_010MA,C03002_011E,C03002_011EA,C03002_011M,C03002_011MA,C03002_012E,C03002_012EA,C03002_012M,C03002_012MA,GEO_ID,NAME,state
9829211,null,0,*****,9013245,null,2805,null,5636308,null,2952,null,2908588,null,10506,null,17562,null,2201,null,289918,null,4604,null,5549,null,2406,null,23460,null,4435,null,131860,null,9857,null,5715,null,1750,null,126145,null,9575,null,815966,null,2805,null,0400000US13,Georgia,13
1295178,null,0,*****,1179212,null,0,*****,322423,null,1346,null,27133,null,3500,null,1683,null,591,null,467289,null,9951,null,109696,null,4084,null,3352,null,1485,null,247636,null,11728,null,2553,null,1115,null,245083,null,11741,null,115966,null,0,*****,0400000US15,Hawaii,15
1545801,null,0,*****,1380517,null,0,*****,1305296,null,1309,null,8651,null,1636,null,17746,null,2178,null,17009,null,1395,null,1197,null,780,null,1416,null,708,null,29202,null,3235,null,1182,null,1144,null,28020,null,2903,null,165284,null,0,*****,0400000US16,Idaho,16
12910409,null,0,*****,10940636,null,1523,null,8319709,null,5551,null,1854264,null,8109,null,15083,null,1783,null,561160,null,4480,null,1370,null,514,null,21837,null,4750,null,167213,null,9300,null,8777,null,2025,null,158436,null,8732,null,1969773,null,1523,null,0400000US17,Illinois,17
6423113,null,0,*****,6074307,null,1594,null,5307393,null,3203,null,559978,null,5030,null,10944,null,1625,null,90000,null,2894,null,1052,null,654,null,9249,null,2542,null,95691,null,5456,null,4759,null,1562,null,90932,null,5248,null,348806,null,1594,null,0400000US18,Indiana,18
3007857,null,0,*****,2877174,null,1482,null,2704080,null,1680,null,74327,null,3548,null,8290,null,1414,null,45754,null,2204,null,341,null,267,null,2170,null,1148,null,42212,null,3704,null,1412,null,739,null,40800,null,3610,null,130683,null,1482,null,0400000US19,Iowa,19
2818747,null,0,*****,2556650,null,847,null,2249960,null,1885,null,153960,null,4246,null,19805,null,1765,null,61435,null,1821,null,1606,null,1301,null,3398,null,1337,null,66486,null,4785,null,1472,null,869,null,65014,null,4668,null,262097,null,847,null,0400000US20,Kansas,20
4314113,null,0,*****,4201080,null,2728,null,3762991,null,3203,null,320043,null,6265,null,9418,null,1989,null,41995,null,1846,null,1014,null,634,null,3895,null,1492,null,61724,null,4639,null,1413,null,664,null,60311,null,4652,null,113033,null,2728,null,0400000US21,Kentucky,21
4492076,null,0,*****,4330184,null,1757,null,2755285,null,1936,null,1427993,null,5945,null,20024,null,2139,null,66626,null,2414,null,907,null,582,null,5831,null,2035,null,53518,null,5460,null,1864,null,706,null,51654,null,5426,null,161892,null,1757,null,0400000US22,Louisiana,22
1318301,null,0,*****,1300838,null,336,null,1241512,null,3694,null,16575,null,3147,null,6372,null,890,null,11816,null,799,null,138,null,228,null,635,null,615,null,23790,null,2714,null,139,null,151,null,23651,null,2703,null,17463,null,336,null,0400000US23,Maine,23
5699478,null,0,*****,5287025,null,1430,null,3228314,null,2859,null,1634380,null,7298,null,9617,null,1529,null,288528,null,3693,null,1920,null,969,null,17128,null,4487,null,107138,null,7700,null,5777,null,1719,null,101361,null,7594,null,412453,null,1430,null,0400000US24,Maryland,24
6593587,null,0,*****,6011353,null,699,null,5154939,null,5481,null,382643,null,5757,null,6344,null,1360,null,326164,null,3660,null,1559,null,762,null,40746,null,6519,null,98958,null,6621,null,10698,null,2853,null,88260,null,5795,null,582234,null,699,null,0400000US25,Massachusetts,25
9969727,null,0,*****,9546896,null,1184,null,7703149,null,2510,null,1372264,null,8189,null,44837,null,3247,null,240892,null,3848,null,2169,null,792,null,13287,null,2967,null,170298,null,9046,null,5864,null,1642,null,164434,null,8543,null,422831,null,1184,null,0400000US26,Michigan,26
5266215,null,0,*****,5042292,null,909,null,4462246,null,2923,null,229953,null,4393,null,51998,null,2603,null,194964,null,2758,null,2656,null,1373,null,8936,null,2659,null,91539,null,5092,null,2817,null,1249,null,88722,null,5103,null,223923,null,909,null,0400000US27,Minnesota,27
2951996,null,0,*****,2884811,null,3110,null,1719121,null,863,null,1093275,null,6079,null,12766,null,2123,null,23046,null,2602,null,342,null,565,null,2110,null,1249,null,34151,null,4301,null,799,null,612,null,33352,null,4272,null,67185,null,3110,null,0400000US28,Mississippi,28
5987580,null,0,*****,5785583,null,1312,null,4895813,null,2837,null,665563,null,6178,null,16943,null,1934,null,86244,null,2762,null,3809,null,931,null,8734,null,3196,null,108477,null,6216,null,1825,null,836,null,106652,null,6269,null,201997,null,1312,null,0400000US29,Missouri,29
974989,null,0,*****,947125,null,665,null,854134,null,788,null,2800,null,1048,null,64236,null,2605,null,5193,null,1064,null,279,null,269,null,656,null,632,null,19827,null,2305,null,340,null,363,null,19487,null,2249,null,27864,null,665,null,0400000US30,Montana,30
1796622,null,0,*****,1646800,null,299,null,1496386,null,1781,null,75948,null,2785,null,12808,null,1531,null,29863,null,1775,null,955,null,845,null,2732,null,1320,null,28108,null,2738,null,449,null,257,null,27659,null,2722,null,149822,null,298,null,0400000US31,Nebraska,31
2643085,null,0,*****,1942792,null,0,*****,1470474,null,2758,null,195351,null,3144,null,27045,null,2505,null,172182,null,3328,null,13431,null,987,null,4742,null,2602,null,59567,null,5725,null,2797,null,1501,null,56770,null,5566,null,700293,null,0,*****,0400000US32,Nevada,32
1324575,null,0,*****,1287974,null,485,null,1227367,null,851,null,15948,null,1453,null,2608,null,814,null,25036,null,1423,null,135,null,135,null,1482,null,838,null,15398,null,2009,null,779,null,606,null,14619,null,1826,null,36601,null,485,null,0400000US33,New Hampshire,33
8707740,null,0,*****,7254923,null,0,*****,5301673,null,4203,null,1126252,null,6483,null,9629,null,1196,null,672495,null,4289,null,768,null,509,null,30748,null,5609,null,113358,null,7275,null,11446,null,2766,null,101912,null,6665,null,1452817,null,0,*****,0400000US34,New Jersey,34
2009671,null,0,*****,1093933,null,0,*****,823796,null,3525,null,38698,null,2464,null,172888,null,3616,null,25900,null,1302,null,1228,null,619,null,3890,null,1198,null,27533,null,4083,null,1202,null,694,null,26331,null,4048,null,915738,null,0,*****,0400000US35,New Mexico,35
19541453,null,0,*****,16267276,null,901,null,11663600,null,5905,null,2848070,null,10337,null,43240,null,3348,null,1365395,null,6469,null,5269,null,1443,null,87862,null,9027,null,253840,null,10865,null,22680,null,3225,null,231160,null,10148,null,3274177,null,901,null,0400000US36,New York,36
9380884,null,0,*****,8665181,null,1211,null,6253124,null,2750,null,1953413,null,10835,null,95481,null,3238,null,183188,null,3630,null,2200,null,757,null,17651,null,2764,null,160124,null,9939,null,6400,null,2438,null,153724,null,9552,null,715703,null,1211,null,0400000US37,North Carolina,37
646844,null,0,*****,634208,null,582,null,576099,null,395,null,6889,null,820,null,36102,null,1633,null,4986,null,914,null,216,null,215,null,528,null,434,null,9388,null,1667,null,47,null,62,null,9341,null,1671,null,12636,null,582,null,0400000US38,North Dakota,38
11542645,null,0,*****,11219670,null,1840,null,9476496,null,2975,null,1348022,null,8122,null,15588,null,2291,null,178482,null,3436,null,2264,null,783,null,15148,null,2982,null,183670,null,8774,null,5262,null,1365,null,178408,null,8604,null,322975,null,1840,null,0400000US39,Ohio,39
3687050,null,0,*****,3386114,null,945,null,2607141,null,2378,null,265791,null,5537,null,214321,null,6631,null,58315,null,2577,null,3150,null,1426,null,4338,null,2373,null,233058,null,8262,null,1395,null,561,null,231663,null,8110,null,300936,null,945,null,0400000US40,Oklahoma,40
3825657,null,0,*****,3397191,null,0,*****,3038879,null,1954,null,63295,null,3589,null,33558,null,2602,null,135877,null,3389,null,13435,null,1920,null,5735,null,1859,null,106412,null,6557,null,3368,null,1287,null,103044,null,6455,null,428466,null,0,*****,0400000US41,Oregon,41
12604767,null,0,*****,11958720,null,862,null,10177758,null,4088,null,1283564,null,7092,null,12317,null,1548,null,309345,null,4107,null,2362,null,1019,null,21032,null,4197,null,152342,null,8355,null,5538,null,1736,null,146804,null,7862,null,646047,null,862,null,0400000US42,Pennsylvania,42
1053209,null,0,*****,927404,null,542,null,818632,null,2207,null,54615,null,2295,null,3351,null,915,null,30543,null,1384,null,76,null,93,null,5874,null,1943,null,14313,null,2586,null,2777,null,1326,null,11536,null,2171,null,125805,null,542,null,0400000US44,Rhode Island,44
4561242,null,0,*****,4357415,null,1518,null,2954621,null,2269,null,1267183,null,5530,null,10354,null,1813,null,57252,null,2591,null,2717,null,1871,null,6410,null,2476,null,58878,null,5554,null,1583,null,790,null,57295,null,5440,null,203827,null,1518,null,0400000US45,South Carolina,45
812383,null,0,*****,792276,null,1274,null,691233,null,2707,null,8518,null,1094,null,68736,null,3370,null,8210,null,1392,null,59,null,101,null,683,null,853,null,14837,null,2300,null,415,null,372,null,14422,null,2255,null,20107,null,1274,null,0400000US46,South Dakota,46
6296254,null,0,*****,6038484,null,1847,null,4814198,null,1266,null,1031984,null,6212,null,11323,null,2242,null,86071,null,2923,null,2116,null,938,null,3762,null,1315,null,89030,null,6664,null,2461,null,889,null,86569,null,6626,null,257770,null,1847,null,0400000US47,Tennessee,47
24782302,null,0,*****,15632614,null,113,null,11546095,null,5746,null,2786724,null,11002,null,69321,null,5470,null,872351,null,6583,null,17527,null,1969,null,44400,null,6894,null,296196,null,10391,null,15131,null,2900,null,281065,null,10192,null,9149688,null,113,null,0400000US48,Texas,48
2784572,null,0,*****,2441405,null,0,*****,2257105,null,1453,null,29554,null,2712,null,28027,null,2497,null,55755,null,2396,null,22294,null,1546,null,3349,null,1376,null,45321,null,4639,null,2403,null,1640,null,42918,null,4649,null,343167,null,0,*****,0400000US49,Utah,49
621760,null,0,*****,612743,null,570,null,589179,null,930,null,4841,null,816,null,1676,null,717,null,6042,null,774,null,38,null,62,null,866,null,922,null,10101,null,1369,null,252,null,192,null,9849,null,1384,null,9017,null,570,null,0400000US50,Vermont,50
7882590,null,0,*****,7318351,null,4047,null,5212297,null,4073,null,1514779,null,8861,null,18544,null,2367,null,389180,null,4696,null,5896,null,2186,null,21838,null,4982,null,155817,null,9316,null,7516,null,2222,null,148301,null,9482,null,564239,null,4047,null,0400000US51,Virginia,51
6664195,null,0,*****,5976831,null,0,*****,4958579,null,3461,null,222162,null,5665,null,79609,null,4978,null,439067,null,5995,null,29371,null,1804,null,16428,null,4272,null,231615,null,10048,null,5022,null,1359,null,226593,null,10078,null,687364,null,0,*****,0400000US53,Washington,53
1819777,null,0,*****,1798196,null,2046,null,1699102,null,1491,null,54893,null,3262,null,2606,null,765,null,11333,null,1409,null,148,null,159,null,901,null,529,null,29213,null,3289,null,312,null,229,null,28901,null,3327,null,21581,null,2046,null,0400000US54,West Virginia,54
5654774,null,0,*****,5355739,null,647,null,4779655,null,1376,null,334444,null,4685,null,43610,null,2111,null,119703,null,2736,null,957,null,472,null,4674,null,1221,null,72696,null,5341,null,1756,null,757,null,70940,null,5135,null,299035,null,647,null,0400000US55,Wisconsin,55
544270,null,0,*****,500291,null,0,*****,468598,null,319,null,5152,null,985,null,12843,null,1288,null,3649,null,1249,null,359,null,291,null,360,null,288,null,9330,null,1429,null,192,null,118,null,9138,null,1427,null,43979,null,0,*****,0400000US56,Wyoming,56
3967288,null,0,*****,50565,null,4331,null,38002,null,3437,null,4190,null,1263,null,0,null,289,null,3382,null,1988,null,61,null,106,null,1547,null,776,null,3383,null,1116,null,165,null,208,null,3218,null,1093,null,3916723,null,4331,null,0400000US72,Puerto Rico,72
