C15002B_001E,C15002B_001EA,C15002B_001M,C15002B_001MA,C15002B_002E,C15002B_002EA,C15002B_002M,C15002B_002MA,C15002B_003E,C15002B_003EA,C15002B_003M,C15002B_003MA,C15002B_004E,C15002B_004EA,C15002B_004M,C15002B_004MA,C15002B_005E,C15002B_005EA,C15002B_005M,C15002B_005MA,C15002B_006E,C15002B_006EA,C15002B_006M,C15002B_006MA,C15002B_007E,C15002B_007EA,C15002B_007M,C15002B_007MA,C15002B_008E,C15002B_008EA,C15002B_008M,C15002B_008MA,C15002B_009E,C15002B_009EA,C15002B_009M,C15002B_009MA,C15002B_010E,C15002B_010EA,C15002B_010M,C15002B_010MA,C15002B_011E,C15002B_011EA,C15002B_011M,C15002B_011MA,GEO_ID,NAME,state
740939,null,4900,null,329401,null,3654,null,74561,null,4386,null,123428,null,4714,null,96096,null,4817,null,35316,null,2801,null,411538,null,3064,null,86604,null,4212,null,122101,null,4978,null,132705,null,5158,null,70128,null,3432,null,0400000US01,Alabama,01
13838,null,1038,null,7697,null,865,null,587,null,358,null,2274,null,884,null,3500,null,747,null,1336,null,567,null,6141,null,585,null,674,null,403,null,1221,null,605,null,3077,null,729,null,1169,null,450,null,0400000US02,Alaska,02
144222,null,2697,null,75167,null,1738,null,8812,null,1689,null,20436,null,2174,null,29873,null,2697,null,16046,null,1888,null,69055,null,1843,null,8234,null,1613,null,13925,null,1953,null,30492,null,2404,null,16404,null,2070,null,0400000US04,Arizona,04
259727,null,4143,null,115454,null,2697,null,27992,null,2409,null,45155,null,2645,null,31289,null,2538,null,11018,null,1805,null,144273,null,2680,null,32015,null,2575,null,43392,null,2780,null,48804,null,2999,null,20062,null,2167,null,0400000US05,Arkansas,05
1406765,null,7504,null,674531,null,4792,null,94235,null,5392,null,178781,null,6281,null,264595,null,7439,null,136920,null,6312,null,732234,null,5398,null,82780,null,4544,null,160690,null,6308,null,324417,null,7285,null,164347,null,6824,null,0400000US06,California,06
117813,null,2937,null,61962,null,2221,null,5808,null,1350,null,20002,null,2308,null,24045,null,2465,null,12107,null,1867,null,55851,null,1762,null,7229,null,1525,null,14437,null,1707,null,21257,null,2010,null,12928,null,1635,null,0400000US08,Colorado,08
207780,null,2396,null,96033,null,1496,null,19625,null,2240,null,34947,null,2521,null,24797,null,2663,null,16664,null,2460,null,111747,null,1879,null,20020,null,2235,null,35550,null,2766,null,37621,null,2887,null,18556,null,2051,null,0400000US09,Connecticut,09
112743,null,1844,null,50579,null,1313,null,8218,null,1341,null,18165,null,1913,null,16455,null,2179,null,7741,null,1371,null,62164,null,1106,null,8832,null,1614,null,20793,null,2216,null,20299,null,2460,null,12240,null,1623,null,0400000US10,Delaware,10
212139,null,1477,null,90973,null,952,null,14548,null,1759,null,35091,null,2483,null,23678,null,2298,null,17656,null,1876,null,121166,null,914,null,22934,null,2385,null,35987,null,2944,null,34586,null,2827,null,27659,null,2533,null,0400000US11,District of Columbia,11
1704707,null,8783,null,790145,null,5788,null,196230,null,8236,null,282477,null,9201,null,203312,null,8241,null,108126,null,6454,null,914562,null,5478,null,192359,null,6762,null,271328,null,9397,null,290354,null,8402,null,160521,null,6471,null,0400000US12,Florida,12
1756140,null,8636,null,780679,null,6538,null,151036,null,6589,null,277832,null,9452,null,223121,null,7951,null,128690,null,7042,null,975461,null,4186,null,162373,null,6553,null,288901,null,8633,null,319905,null,7008,null,204282,null,6227,null,0400000US13,Georgia,13
18246,null,2424,null,11310,null,1733,null,457,null,360,null,3053,null,1335,null,5703,null,1653,null,2097,null,802,null,6936,null,1407,null,0,null,275,null,357,null,267,null,3445,null,1444,null,3134,null,1359,null,0400000US15,Hawaii,15
4361,null,1164,null,2379,null,801,null,433,null,277,null,467,null,303,null,567,null,387,null,912,null,535,null,1982,null,727,null,494,null,343,null,696,null,531,null,501,null,389,null,291,null,305,null,0400000US16,Idaho,16
1130967,null,4701,null,503182,null,3431,null,103981,null,5098,null,154807,null,6609,null,167530,null,5444,null,76864,null,4405,null,627785,null,2979,null,97913,null,4966,null,162331,null,6164,null,238676,null,6696,null,128865,null,6139,null,0400000US17,Illinois,17
336661,null,3464,null,153152,null,2338,null,28499,null,2824,null,58821,null,3535,null,46646,null,3124,null,19186,null,2171,null,183509,null,2400,null,30294,null,3039,null,56174,null,3584,null,69982,null,4006,null,27059,null,2753,null,0400000US18,Indiana,18
