B10051_001E,B10051_001EA,B10051_001M,B10051_001MA,B10051_002E,B10051_002EA,B10051_002M,B10051_002MA,B10051_003E,B10051_003EA,B10051_003M,B10051_003MA,B10051_004E,B10051_004EA,B10051_004M,B10051_004MA,B10051_005E,B10051_005EA,B10051_005M,B10051_005MA,B10051_006E,B10051_006EA,B10051_006M,B10051_006MA,B10051_007E,B10051_007EA,B10051_007M,B10051_007MA,B10051_008E,B10051_008EA,B10051_008M,B10051_008MA,B10051_009E,B10051_009EA,B10051_009M,B10051_009MA,B10051_010E,B10051_010EA,B10051_010M,B10051_010MA,B10051_011E,B10051_011EA,B10051_011M,B10051_011MA,GEO_ID,NAME,state
116708,null,7329,null,64874,null,4541,null,26581,null,3112,null,16065,null,2466,null,10516,null,1622,null,38293,null,3560,null,29100,null,3175,null,9193,null,1573,null,51834,null,4788,null,25563,null,3278,null,26271,null,2939,null,0400000US01,Alabama,01
16036,null,2164,null,7535,null,1755,null,1954,null,848,null,1176,null,582,null,778,null,449,null,5581,null,1590,null,3588,null,1002,null,1993,null,1226,null,8501,null,1477,null,3847,null,876,null,4654,null,1178,null,0400000US02,Alaska,02
167836,null,7898,null,64725,null,5411,null,18549,null,2789,null,10234,null,2145,null,8315,null,1552,null,46176,null,4718,null,33145,null,4229,null,13031,null,1703,null,103111,null,6870,null,52756,null,4899,null,50355,null,4398,null,0400000US04,Arizona,04
64123,null,4447,null,37866,null,3589,null,14735,null,2322,null,7855,null,1590,null,6880,null,1396,null,23131,null,2547,null,17107,null,2330,null,6024,null,1412,null,26257,null,3322,null,14578,null,2543,null,11679,null,1842,null,0400000US05,Arkansas,05
1041636,null,18527,null,298402,null,11195,null,70097,null,4613,null,34616,null,3209,null,35481,null,2991,null,228305,null,10424,null,156778,null,8748,null,71527,null,5683,null,743234,null,15235,null,339115,null,11760,null,404119,null,10697,null,0400000US06,California,06
81255,null,4785,null,33112,null,3366,null,12434,null,2151,null,7453,null,1743,null,4981,null,1317,null,20678,null,2491,null,16042,null,2255,null,4636,null,981,null,48143,null,4170,null,22769,null,3058,null,25374,null,2712,null,0400000US08,Colorado,08
71373,null,5706,null,23974,null,3413,null,9497,null,2287,null,5702,null,1727,null,3795,null,1195,null,14477,null,2479,null,10208,null,2139,null,4269,null,1025,null,47399,null,4338,null,17982,null,3143,null,29417,null,2934,null,0400000US09,Connecticut,09
17741,null,2101,null,8102,null,1422,null,2927,null,1047,null,1868,null,898,null,1059,null,427,null,5175,null,1288,null,3624,null,1046,null,1551,null,587,null,9639,null,1698,null,4469,null,1114,null,5170,null,1256,null,0400000US10,Delaware,10
11948,null,1987,null,4061,null,1201,null,1452,null,674,null,655,null,463,null,797,null,439,null,2609,null,927,null,1778,null,672,null,831,null,580,null,7887,null,1663,null,3649,null,872,null,4238,null,1285,null,0400000US11,District of Columbia,11
424475,null,12113,null,160716,null,7757,null,56249,null,4471,null,29397,null,3462,null,26852,null,2896,null,104467,null,6046,null,69719,null,5164,null,34748,null,3401,null,263759,null,11142,null,110489,null,7393,null,153270,null,7620,null,0400000US12,Florida,12
247023,null,10723,null,110881,null,6910,null,41232,null,3825,null,24472,null,3680,null,16760,null,2156,null,69649,null,5555,null,52634,null,4950,null,17015,null,2044,null,136142,null,6780,null,71881,null,5154,null,64261,null,4620,null,0400000US13,Georgia,13
51174,null,3278,null,10918,null,1843,null,2784,null,926,null,1474,null,792,null,1310,null,547,null,8134,null,1527,null,3979,null,899,null,4155,null,1016,null,40256,null,2895,null,14204,null,2255,null,26052,null,2204,null,0400000US15,Hawaii,15
25491,null,3135,null,11827,null,1963,null,3782,null,1015,null,2066,null,714,null,1716,null,722,null,8045,null,1769,null,5932,null,1661,null,2113,null,661,null,13664,null,2304,null,7081,null,1650,null,6583,null,1355,null,0400000US16,Idaho,16
271114,null,9739,null,101576,null,6198,null,29184,null,3467,null,16269,null,2527,null,12915,null,1935,null,72392,null,4784,null,54434,null,4428,null,17958,null,2082,null,169538,null,7857,null,81600,null,5713,null,87938,null,5611,null,0400000US17,Illinois,17
