C19001I_001E,C19001I_001EA,C19001I_001M,C19001I_001MA,C19001I_002E,C19001I_002EA,C19001I_002M,C19001I_002MA,C19001I_003E,C19001I_003EA,C19001I_003M,C19001I_003MA,C19001I_004E,C19001I_004EA,C19001I_004M,C19001I_004MA,C19001I_005E,C19001I_005EA,C19001I_005M,C19001I_005MA,C19001I_006E,C19001I_006EA,C19001I_006M,C19001I_006MA,C19001I_007E,C19001I_007EA,C19001I_007M,C19001I_007MA,C19001I_008E,C19001I_008EA,C19001I_008M,C19001I_008MA,C19001I_009E,C19001I_009EA,C19001I_009M,C19001I_009MA,C19001I_010E,C19001I_010EA,C19001I_010M,C19001I_010MA,C19001I_011E,C19001I_011EA,C19001I_011M,C19001I_011MA,GEO_ID,NAME,state
34828,null,2176,null,4161,null,1248,null,2291,null,755,null,6105,null,1307,null,5418,null,1087,null,5758,null,1098,null,6165,null,1261,null,3090,null,979,null,1518,null,457,null,136,null,132,null,186,null,164,null,0400000US01,Alabama,01
11006,null,1450,null,663,null,495,null,108,null,105,null,879,null,386,null,1554,null,826,null,1179,null,600,null,2456,null,748,null,2240,null,715,null,1347,null,560,null,383,null,315,null,197,null,185,null,0400000US02,Alaska,02
494599,null,7466,null,50094,null,3892,null,30876,null,3020,null,79470,null,5087,null,70248,null,4758,null,84400,null,5572,null,92321,null,5807,null,46696,null,3665,null,28292,null,2892,null,7081,null,1342,null,5121,null,1225,null,0400000US04,Arizona,04
42256,null,2114,null,4407,null,1242,null,3918,null,1106,null,9006,null,1585,null,7589,null,1678,null,6250,null,1560,null,7057,null,1380,null,2035,null,652,null,1381,null,795,null,409,null,268,null,204,null,138,null,0400000US05,Arkansas,05
3279264,null,16894,null,198863,null,6627,null,204233,null,7552,null,428913,null,10718,null,410360,null,10131,null,544757,null,12016,null,643827,null,13055,null,382027,null,11457,null,323555,null,8658,null,89679,null,5044,null,53050,null,4030,null,0400000US06,California,06
286091,null,5192,null,29891,null,3227,null,24891,null,3323,null,42537,null,3034,null,34792,null,2877,null,48177,null,3890,null,51882,null,3852,null,26660,null,2393,null,19305,null,2335,null,5708,null,1247,null,2248,null,708,null,0400000US08,Colorado,08
129963,null,2992,null,17607,null,2116,null,9853,null,1662,null,16468,null,2205,null,15640,null,2207,null,18092,null,2219,null,20583,null,2471,null,11776,null,1949,null,12549,null,1936,null,3775,null,920,null,3620,null,1097,null,0400000US09,Connecticut,09
15356,null,1351,null,1322,null,635,null,1189,null,593,null,2428,null,908,null,2588,null,942,null,1932,null,651,null,2304,null,760,null,1734,null,668,null,1548,null,691,null,217,null,224,null,94,null,164,null,0400000US10,Delaware,10
17123,null,1441,null,1014,null,516,null,598,null,406,null,1788,null,752,null,2861,null,1115,null,2731,null,928,null,2920,null,800,null,1624,null,669,null,1762,null,607,null,904,null,530,null,921,null,444,null,0400000US11,District of Columbia,11
1201042,null,12247,null,109329,null,4898,null,83158,null,5289,null,173853,null,7254,null,165753,null,6569,null,205728,null,6726,null,215420,null,8188,null,114819,null,5459,null,83987,null,4699,null,27081,null,2769,null,21914,null,2401,null,0400000US12,Florida,12
