B25118_001E,B25118_001EA,B25118_001M,B25118_001MA,B25118_002E,B25118_002EA,B25118_002M,B25118_002MA,B25118_003E,B25118_003EA,B25118_003M,B25118_003MA,B25118_004E,B25118_004EA,B25118_004M,B25118_004MA,B25118_005E,B25118_005EA,B25118_005M,B25118_005MA,B25118_006E,B25118_006EA,B25118_006M,B25118_006MA,B25118_007E,B25118_007EA,B25118_007M,B25118_007MA,B25118_008E,B25118_008EA,B25118_008M,B25118_008MA,B25118_009E,B25118_009EA,B25118_009M,B25118_009MA,B25118_010E,B25118_010EA,B25118_010M,B25118_010MA,B25118_011E,B25118_011EA,B25118_011M,B25118_011MA,B25118_012E,B25118_012EA,B25118_012M,B25118_012MA,B25118_013E,B25118_013EA,B25118_013M,B25118_013MA,B25118_014E,B25118_014EA,B25118_014M,B25118_014MA,B25118_015E,B25118_015EA,B25118_015M,B25118_015MA,B25118_016E,B25118_016EA,B25118_016M,B25118_016MA,B25118_017E,B25118_017EA,B25118_017M,B25118_017MA,B25118_018E,B25118_018EA,B25118_018M,B25118_018MA,B25118_019E,B25118_019EA,B25118_019M,B25118_019MA,B25118_020E,B25118_020EA,B25118_020M,B25118_020MA,B25118_021E,B25118_021EA,B25118_021M,B25118_021MA,B25118_022E,B25118_022EA,B25118_022M,B25118_022MA,B25118_023E,B25118_023EA,B25118_023M,B25118_023MA,B25118_024E,B25118_024EA,B25118_024M,B25118_024MA,B25118_025E,B25118_025EA,B25118_025M,B25118_025MA,GEO_ID,NAME,state
1848051,null,10312,null,1285879,null,10656,null,29854,null,2889,null,47879,null,3367,null,68836,null,4174,null,74457,null,4047,null,69542,null,4099,null,138989,null,5299,null,200809,null,6494,null,257139,null,8058,null,168786,null,5190,null,148487,null,4735,null,81101,null,3908,null,562172,null,10797,null,52488,null,3871,null,71544,null,4069,null,67358,null,4293,null,60341,null,4600,null,49982,null,3662,null,78411,null,4557,null,84510,null,6059,null,56710,null,3591,null,23711,null,2696,null,12585,null,1939,null,4532,null,1232,null,0400000US01,Alabama,01
236597,null,2353,null,154337,null,3768,null,3006,null,994,null,1810,null,485,null,2694,null,726,null,3436,null,716,null,4258,null,835,null,9742,null,1478,null,16184,null,1990,null,28289,null,2168,null,28735,null,2549,null,33767,null,2340,null,22416,null,2106,null,82260,null,3476,null,2231,null,693,null,2754,null,801,null,4890,null,967,null,4703,null,1232,null,4954,null,1067,null,10129,null,1634,null,15368,null,2027,null,17239,null,2188,null,9619,null,1578,null,7548,null,1139,null,2825,null,940,null,0400000US02,Alaska,02
2276865,null,11778,null,1526790,null,12373,null,34287,null,2499,null,36640,null,2593,null,58771,null,4005,null,65759,null,3973,null,73664,null,3909,null,146388,null,5836,null,224348,null,6643,null,312831,null,7790,null,215767,null,6468,null,223780,null,6293,null,134555,null,5492,null,750075,null,11978,null,48194,null,3664,null,57824,null,4502,null,63900,null,4432,null,59702,null,4676,null,63715,null,4236,null,107193,null,5899,null,126339,null,7544,null,122507,null,6381,null,58341,null,4532,null,31819,null,3234,null,10541,null,1727,null,0400000US04,Arizona,04
1124947,null,8066,null,742860,null,10442,null,14484,null,1880,null,27058,null,2424,null,43093,null,3016,null,42660,null,3214,null,47083,null,3442,null,89156,null,4774,null,120848,null,4442,null,155779,null,5922,null,88665,null,4243,null,75549,null,3332,null,38485,null,2628,null,382087,null,9861,null,30153,null,3192,null,49031,null,4285,null,48091,null,3453,null,42037,null,3827,null,37584,null,3852,null,54806,null,4499,null,57338,null,4271,null,40968,null,3553,null,11848,null,1684,null,7804,null,1521,null,2427,null,900,null,0400000US05,Arkansas,05
12214891,null,20992,null,6910054,null,26866,null,101860,null,4538,null,93642,null,4377,null,187049,null,6523,null,196462,null,6636,null,232376,null,8071,null,480053,null,9214,null,759717,null,12936,null,1227662,null,18987,null,1033541,null,16141,null,1352270,null,15225,null,1245422,null,14844,null,5304837,null,27827,null,228481,null,7294,null,271420,null,9414,null,462153,null,12178,null,387273,null,12040,null,368926,null,11187,null,655386,null,14428,null,837942,null,15357,null,927060,null,16665,null,514215,null,11786,null,427385,null,13531,null,224596,null,7947,null,0400000US06,California,06
1910146,null,9468,null,1279955,null,10174,null,19251,null,2067,null,19662,null,1933,null,33396,null,2475,null,40330,null,2839,null,42457,null,3073,null,93745,null,4557,null,162526,null,6588,null,264028,null,8266,null,206113,null,6725,null,234700,null,7013,null,163747,null,4702,null,630191,null,8889,null,39695,null,4081,null,49713,null,3412,null,60032,null,4769,null,52001,null,4225,null,52255,null,3634,null,92444,null,5344,null,106449,null,4967,null,96497,null,5041,null,46048,null,4141,null,26716,null,2884,null,8341,null,1277,null,0400000US08,Colorado,08
1326329,null,5869,null,913166,null,7185,null,9286,null,1537,null,7237,null,1195,null,17606,null,1676,null,22921,null,1964,null,25311,null,2104,null,55005,null,4048,null,93638,null,4016,null,159617,null,5416,null,141811,null,5447,null,198338,null,5911,null,182396,null,5285,null,413163,null,7387,null,28948,null,2738,null,33182,null,3377,null,36361,null,3023,null,29922,null,3071,null,32168,null,3293,null,48321,null,3508,null,62514,null,4352,null,69972,null,4484,null,34643,null,3012,null,23131,null,2401,null,14001,null,1833,null,0400000US09,Connecticut,09
327252,null,4316,null,240908,null,4399,null,3418,null,968,null,3842,null,886,null,7827,null,1154,null,7926,null,1123,null,9915,null,1488,null,20399,null,2020,null,31494,null,2783,null,50270,null,3112,null,36826,null,2585,null,42024,null,2545,null,26967,null,2464,null,86344,null,3763,null,5655,null,1286,null,4562,null,1193,null,6858,null,1548,null,6827,null,1483,null,9097,null,2019,null,12126,null,1739,null,12850,null,1875,null,15478,null,2259,null,6915,null,1279,null,4288,null,1171,null,1688,null,684,null,0400000US10,Delaware,10
249280,null,3172,null,111618,null,3411,null,2131,null,697,null,2065,null,699,null,1814,null,589,null,2546,null,745,null,2357,null,714,null,5177,null,1082,null,9567,null,1636,null,16992,null,1653,null,14107,null,1493,null,20974,null,2338,null,33888,null,2178,null,137662,null,3905,null,11019,null,1825,null,13589,null,2094,null,10115,null,1537,null,7436,null,1527,null,7025,null,1373,null,14530,null,2209,null,18907,null,2044,null,21220,null,2163,null,13124,null,1833,null,11342,null,1728,null,9355,null,1498,null,0400000US11,District of Columbia,11
6987647,null,25717,null,4785064,null,27252,null,114061,null,5124,null,132839,null,6274,null,212871,null,7076,null,236470,null,6560,null,264726,null,8956,null,517595,null,11814,null,751986,null,15272,null,957140,null,12902,null,618492,null,11035,null,585345,null,12675,null,393539,null,8167,null,2202583,null,21786,null,141458,null,7227,null,170482,null,7983,null,207435,null,7163,null,202287,null,8600,null,184358,null,7803,null,333781,null,11178,null,389942,null,11110,null,331460,null,10444,null,129358,null,6866,null,75770,null,4903,null,36252,null,3067,null,0400000US12,Florida,12
