B27013_001E,B27013_001EA,B27013_001M,B27013_001MA,B27013_002E,B27013_002EA,B27013_002M,B27013_002MA,B27013_003E,B27013_003EA,B27013_003M,B27013_003MA,B27013_004E,B27013_004EA,B27013_004M,B27013_004MA,B27013_005E,B27013_005EA,B27013_005M,B27013_005MA,B27013_006E,B27013_006EA,B27013_006M,B27013_006MA,B27013_007E,B27013_007EA,B27013_007M,B27013_007MA,B27013_008E,B27013_008EA,B27013_008M,B27013_008MA,B27013_009E,B27013_009EA,B27013_009M,B27013_009MA,B27013_010E,B27013_010EA,B27013_010M,B27013_010MA,B27013_011E,B27013_011EA,B27013_011M,B27013_011MA,B27013_012E,B27013_012EA,B27013_012M,B27013_012MA,B27013_013E,B27013_013EA,B27013_013M,B27013_013MA,B27013_014E,B27013_014EA,B27013_014M,B27013_014MA,B27013_015E,B27013_015EA,B27013_015M,B27013_015MA,B27013_016E,B27013_016EA,B27013_016M,B27013_016MA,B27013_017E,B27013_017EA,B27013_017M,B27013_017MA,B27013_018E,B27013_018EA,B27013_018M,B27013_018MA,B27013_019E,B27013_019EA,B27013_019M,B27013_019MA,B27013_020E,B27013_020EA,B27013_020M,B27013_020MA,B27013_021E,B27013_021EA,B27013_021M,B27013_021MA,B27013_022E,B27013_022EA,B27013_022M,B27013_022MA,B27013_023E,B27013_023EA,B27013_023M,B27013_023MA,B27013_024E,B27013_024EA,B27013_024M,B27013_024MA,B27013_025E,B27013_025EA,B27013_025M,B27013_025MA,B27013_026E,B27013_026EA,B27013_026M,B27013_026MA,B27013_027E,B27013_027EA,B27013_027M,B27013_027MA,B27013_028E,B27013_028EA,B27013_028M,B27013_028MA,B27013_029E,B27013_029EA,B27013_029M,B27013_029MA,B27013_030E,B27013_030EA,B27013_030M,B27013_030MA,B27013_031E,B27013_031EA,B27013_031M,B27013_031MA,B27013_032E,B27013_032EA,B27013_032M,B27013_032MA,B27013_033E,B27013_033EA,B27013_033M,B27013_033MA,B27013_034E,B27013_034EA,B27013_034M,B27013_034MA,B27013_035E,B27013_035EA,B27013_035M,B27013_035MA,B27013_036E,B27013_036EA,B27013_036M,B27013_036MA,B27013_037E,B27013_037EA,B27013_037M,B27013_037MA,B27013_038E,B27013_038EA,B27013_038M,B27013_038MA,B27013_039E,B27013_039EA,B27013_039M,B27013_039MA,B27013_040E,B27013_040EA,B27013_040M,B27013_040MA,B27013_041E,B27013_041EA,B27013_041M,B27013_041MA,B27013_042E,B27013_042EA,B27013_042M,B27013_042MA,B27013_043E,B27013_043EA,B27013_043M,B27013_043MA,B27013_044E,B27013_044EA,B27013_044M,B27013_044MA,B27013_045E,B27013_045EA,B27013_045M,B27013_045MA,B27013_046E,B27013_046EA,B27013_046M,B27013_046MA,GEO_ID,NAME,state
3491801,null,2890,null,1421526,null,13634,null,798417,null,10437,null,772244,null,10687,null,662137,null,10432,null,110107,null,6217,null,26173,null,2184,null,21209,null,2028,null,4964,null,934,null,623109,null,10408,null,605732,null,10408,null,536557,null,10116,null,69175,null,4841,null,17377,null,1854,null,14466,null,1627,null,2911,null,841,null,835732,null,13707,null,374646,null,8583,null,340801,null,8620,null,188970,null,6907,null,151831,null,7717,null,33845,null,1897,null,25059,null,1575,null,8786,null,1313,null,461086,null,9163,null,430475,null,8919,null,280360,null,7807,null,150115,null,5933,null,30611,null,1989,null,22518,null,1633,null,8093,null,1161,null,1234543,null,12567,null,469535,null,8037,null,265949,null,8069,null,112219,null,4870,null,153730,null,6608,null,203586,null,3471,null,135961,null,3555,null,67625,null,3006,null,765008,null,10339,null,452515,null,10212,null,233744,null,7606,null,218771,null,8308,null,312493,null,3306,null,202012,null,4053,null,110481,null,4297,null,0400000US01,Alabama,01
494820,null,2691,null,204489,null,5787,null,114573,null,3633,null,111620,null,3660,null,89086,null,3526,null,22534,null,2505,null,2953,null,709,null,2383,null,678,null,570,null,315,null,89916,null,3845,null,87522,null,3741,null,72361,null,3576,null,15161,null,2458,null,2394,null,702,null,1650,null,598,null,744,null,518,null,182201,null,5650,null,91985,null,3947,null,87418,null,3870,null,43934,null,3579,null,43484,null,3290,null,4567,null,704,null,3000,null,610,null,1567,null,420,null,90216,null,4118,null,85223,null,4147,null,53750,null,3125,null,31473,null,2851,null,4993,null,929,null,3575,null,892,null,1418,null,626,null,108130,null,4217,null,43900,null,2860,null,27133,null,2809,null,10962,null,1834,null,16171,null,2300,null,16767,null,1160,null,10239,null,1201,null,6528,null,999,null,64230,null,2998,null,44811,null,2707,null,22480,null,2128,null,22331,null,2103,null,19419,null,1248,null,11128,null,1100,null,8291,null,1137,null,0400000US02,Alaska,02
4771717,null,2419,null,1953715,null,17592,null,1126709,null,13959,null,1095339,null,13695,null,836658,null,12979,null,258681,null,11227,null,31370,null,3199,null,23254,null,3034,null,8116,null,1172,null,827006,null,12094,null,806917,null,11374,null,656376,null,10042,null,150541,null,6486,null,20089,null,2199,null,14917,null,1841,null,5172,null,1404,null,1204708,null,18519,null,583900,null,14663,null,531662,null,14185,null,241883,null,8784,null,289779,null,11607,null,52238,null,3250,null,35878,null,3050,null,16360,null,2034,null,620808,null,12055,null,580962,null,12038,null,352353,null,9505,null,228609,null,8793,null,39846,null,2750,null,26916,null,2261,null,12930,null,1637,null,1613294,null,18893,null,636966,null,12814,null,333941,null,12063,null,124131,null,6002,null,209810,null,10376,null,303025,null,4608,null,200574,null,5274,null,102451,null,4742,null,976328,null,13091,null,568820,null,12887,null,256930,null,8106,null,311890,null,10472,null,407508,null,3364,null,253910,null,5054,null,153598,null,4964,null,0400000US04,Arizona,04
2126707,null,2256,null,882790,null,14566,null,490710,null,8031,null,475539,null,7802,null,377622,null,8587,null,97917,null,5765,null,15171,null,1740,null,11298,null,1334,null,3873,null,1001,null,392080,null,9487,null,382654,null,9386,null,321990,null,9167,null,60664,null,4124,null,9426,null,1305,null,7134,null,1174,null,2292,null,629,null,513793,null,10924,null,237644,null,6095,null,217032,null,6012,null,97583,null,5255,null,119449,null,6225,null,20612,null,1693,null,14341,null,1598,null,6271,null,1244,null,276149,null,7378,null,255721,null,7077,null,142154,null,5310,null,113567,null,5648,null,20428,null,1798,null,14239,null,1400,null,6189,null,1058,null,730124,null,11422,null,286239,null,6119,null,152030,null,5831,null,46387,null,2916,null,105643,null,5356,null,134209,null,2315,null,85548,null,2791,null,48661,null,2806,null,443885,null,7486,null,251906,null,7195,null,106063,null,4818,null,145843,null,6453,null,191979,null,3447,null,121341,null,3581,null,70638,null,3207,null,0400000US05,Arkansas,05
26954252,null,6400,null,11062151,null,44495,null,6493369,null,31290,null,6304210,null,30011,null,4938332,null,27925,null,1365878,null,24805,null,189159,null,5701,null,144206,null,5110,null,44953,null,3380,null,4568782,null,27954,null,4449788,null,27025,null,3720989,null,25756,null,728799,null,17679,null,118994,null,5755,null,93309,null,5046,null,25685,null,2592,null,7468639,null,37374,null,3554900,null,26439,null,3323878,null,26606,null,1666062,null,19030,null,1657816,null,25326,null,231022,null,6476,null,154827,null,5153,null,76195,null,4359,null,3913739,null,26419,null,3705287,null,26498,null,2344427,null,22686,null,1360860,null,19904,null,208452,null,5508,null,142592,null,5496,null,65860,null,3324,null,8423462,null,34394,null,3190260,null,23884,null,1870503,null,22631,null,743548,null,13274,null,1126955,null,20302,null,1319757,null,7025,null,764213,null,9379,null,555544,null,8039,null,5233202,null,28416,null,3276170,null,27756,null,1554593,null,21325,null,1721577,null,22593,null,1957032,null,8958,null,1070848,null,12961,null,886184,null,11500,null,0400000US06,California,06
3704931,null,3378,null,1695384,null,15317,null,986503,null,11603,null,962319,null,11509,null,800036,null,12579,null,162283,null,7905,null,24184,null,1895,null,19574,null,1809,null,4610,null,764,null,708881,null,10268,null,693742,null,10228,null,604946,null,9959,null,88796,null,5289,null,15139,null,1587,null,12387,null,1458,null,2752,null,680,null,1080383,null,14419,null,499590,null,11086,null,459477,null,10726,null,255835,null,7851,null,203642,null,8710,null,40113,null,2252,null,29596,null,2095,null,10517,null,1367,null,580793,null,9063,null,548576,null,8931,null,385437,null,8518,null,163139,null,6395,null,32217,null,2258,null,23300,null,1794,null,8917,null,1262,null,929164,null,12141,null,345046,null,7897,null,181075,null,7558,null,87567,null,5000,null,93508,null,5941,null,163971,null,2784,null,115817,null,3091,null,48154,null,2860,null,584118,null,8402,null,343100,null,7924,null,197906,null,6277,null,145194,null,5739,null,241018,null,2874,null,165869,null,3843,null,75149,null,3871,null,0400000US08,Colorado,08
2650057,null,1440,null,1177624,null,12077,null,672549,null,7985,null,648545,null,7603,null,579541,null,8070,null,69004,null,4413,null,24004,null,2104,null,20179,null,2011,null,3825,null,823,null,505075,null,9078,null,489268,null,8960,null,445265,null,8365,null,44003,null,3224,null,15807,null,1481,null,13853,null,1472,null,1954,null,655,null,761894,null,11447,null,325753,null,7927,null,289535,null,7563,null,184806,null,6448,null,104729,null,4987,null,36218,null,2599,null,27203,null,2284,null,9015,null,1330,null,436141,null,8485,null,401646,null,8031,null,298625,null,6881,null,103021,null,5741,null,34495,null,2048,null,26281,null,1853,null,8214,null,1088,null,710539,null,9252,null,268198,null,5849,null,133906,null,4918,null,61842,null,4106,null,72064,null,4012,null,134292,null,2872,null,97798,null,3079,null,36494,null,2606,null,442341,null,6804,null,227166,null,6336,null,138414,null,4409,null,88752,null,5051,null,215175,null,2297,null,149090,null,3243,null,66085,null,3406,null,0400000US09,Connecticut,09
662719,null,1087,null,292493,null,6661,null,160855,null,4599,null,155913,null,4571,null,133470,null,4460,null,22443,null,2352,null,4942,null,937,null,3931,null,820,null,1011,null,413,null,131638,null,4253,null,128055,null,4278,null,112934,null,4371,null,15121,null,2360,null,3583,null,629,null,2998,null,534,null,585,null,309,null,170410,null,5415,null,73490,null,3588,null,65076,null,3337,null,36894,null,2578,null,28182,null,2950,null,8414,null,1236,null,6902,null,985,null,1512,null,582,null,96920,null,4317,null,88410,null,3974,null,60671,null,3175,null,27739,null,3034,null,8510,null,1236,null,6716,null,1023,null,1794,null,610,null,199816,null,5815,null,78266,null,3682,null,38540,null,3431,null,20232,null,2288,null,18308,null,2459,null,39726,null,1566,null,30630,null,1876,null,9096,null,1448,null,121550,null,4107,null,65398,null,3762,null,34906,null,3015,null,30492,null,2711,null,56152,null,1564,null,41472,null,1840,null,14680,null,1513,null,0400000US10,Delaware,10
475698,null,861,null,221239,null,5539,null,110122,null,3523,null,105453,null,3310,null,93550,null,3377,null,11903,null,2002,null,4669,null,1009,null,3800,null,892,null,869,null,557,null,111117,null,4220,null,107024,null,4198,null,94852,null,4105,null,12172,null,2043,null,4093,null,878,null,3541,null,811,null,552,null,347,null,109765,null,5675,null,49587,null,3804,null,45541,null,3761,null,29188,null,2615,null,16353,null,2843,null,4046,null,920,null,2648,null,710,null,1398,null,660,null,60178,null,4183,null,55280,null,3973,null,34200,null,2971,null,21080,null,2790,null,4898,null,907,null,3419,null,810,null,1479,null,532,null,144694,null,5045,null,58921,null,3306,null,41052,null,3179,null,18877,null,2273,null,22175,null,2654,null,17869,null,1385,null,11248,null,1153,null,6621,null,1211,null,85773,null,3843,null,55584,null,3549,null,26794,null,2713,null,28790,null,2845,null,30189,null,1561,null,19704,null,1647,null,10485,null,1331,null,0400000US11,District of Columbia,11
14142123,null,4762,null,5625050,null,36098,null,3107131,null,23469,null,2989653,null,22357,null,2224406,null,16346,null,765247,null,15652,null,117478,null,4543,null,81125,null,3957,null,36353,null,2710,null,2517919,null,22070,null,2444731,null,21636,null,1977823,null,20248,null,466908,null,12362,null,73188,null,3975,null,54402,null,3124,null,18786,null,2491,null,3404884,null,30499,null,1613255,null,21438,null,1442077,null,20794,null,660093,null,13828,null,781984,null,16543,null,171178,null,5897,null,109720,null,4237,null,61458,null,3702,null,1791629,null,19707,null,1640576,null,19816,null,950986,null,13007,null,689590,null,16184,null,151053,null,4933,null,94294,null,4000,null,56759,null,3365,null,5112189,null,30167,null,2063457,null,18394,null,973061,null,16149,null,373853,null,10704,null,599208,null,13946,null,1090396,null,7838,null,693617,null,10195,null,396779,null,9421,null,3048732,null,23057,null,1533620,null,21175,null,726668,null,13652,null,806952,null,16254,null,1515112,null,8784,null,912071,null,11424,null,603041,null,10777,null,0400000US12,Florida,12
