B19301B_001E,B19301B_001EA,B19301B_001M,B19301B_001MA,GEO_ID,NAME,state
14989,null,385,null,0400000US01,Alabama,01
20109,null,2449,null,0400000US02,Alaska,02
18648,null,1265,null,0400000US04,Arizona,04
13281,null,525,null,0400000US05,Arkansas,05
22218,null,395,null,0400000US06,California,06
18628,null,896,null,0400000US08,Colorado,08
21066,null,1002,null,0400000US09,Connecticut,09
19564,null,947,null,0400000US10,Delaware,10
23447,null,995,null,0400000US11,District of Columbia,11
15107,null,306,null,0400000US12,Florida,12
16639,null,261,null,0400000US13,Georgia,13
29055,null,4287,null,0400000US15,Hawaii,15
10364,null,2978,null,0400000US16,Idaho,16
17880,null,486,null,0400000US17,Illinois,17
15837,null,506,null,0400000US18,Indiana,18
17677,null,4561,null,0400000US19,Iowa,19
17901,null,1341,null,0400000US20,Kansas,20
15751,null,771,null,0400000US21,Kentucky,21
14313,null,345,null,0400000US22,Louisiana,22
9739,null,2525,null,0400000US23,Maine,23
26208,null,421,null,0400000US24,Maryland,24
20167,null,1035,null,0400000US25,Massachusetts,25
15485,null,324,null,0400000US26,Michigan,26
14871,null,837,null,0400000US27,Minnesota,27
12204,null,315,null,0400000US28,Mississippi,28
15994,null,454,null,0400000US29,Missouri,29
12980,null,6442,null,0400000US30,Montana,30
13906,null,1244,null,0400000US31,Nebraska,31
19976,null,825,null,0400000US32,Nevada,32
14882,null,2253,null,0400000US33,New Hampshire,33
22703,null,655,null,0400000US34,New Jersey,34
18574,null,2570,null,0400000US35,New Mexico,35
20383,null,303,null,0400000US36,New York,36
16356,null,287,null,0400000US37,North Carolina,37
10824,null,2202,null,0400000US38,North Dakota,38
15458,null,321,null,0400000US39,Ohio,39
14901,null,709,null,0400000US40,Oklahoma,40
16176,null,1668,null,0400000US41,Oregon,41
16912,null,544,null,0400000US42,Pennsylvania,42
15399,null,1324,null,0400000US44,Rhode Island,44
14536,null,298,null,0400000US45,South Carolina,45
13569,null,3631,null,0400000US46,South Dakota,46
15438,null,347,null,0400000US47,Tennessee,47
17771,null,265,null,0400000US48,Texas,48
11103,null,1680,null,0400000US49,Utah,49
13625,null,6513,null,0400000US50,Vermont,50
20855,null,380,null,0400000US51,Virginia,51
20087,null,1164,null,0400000US53,Washington,53
14030,null,1362,null,0400000US54,West Virginia,54
13505,null,566,null,0400000US55,Wisconsin,55
20630,null,6726,null,0400000US56,Wyoming,56
9454,null,481,null,0400000US72,Puerto Rico,72
