B17001A_001E,B17001A_001EA,B17001A_001M,B17001A_001MA,B17001A_002E,B17001A_002EA,B17001A_002M,B17001A_002MA,B17001A_003E,B17001A_003EA,B17001A_003M,B17001A_003MA,B17001A_004E,B17001A_004EA,B17001A_004M,B17001A_004MA,B17001A_005E,B17001A_005EA,B17001A_005M,B17001A_005MA,B17001A_006E,B17001A_006EA,B17001A_006M,B17001A_006MA,B17001A_007E,B17001A_007EA,B17001A_007M,B17001A_007MA,B17001A_008E,B17001A_008EA,B17001A_008M,B17001A_008MA,B17001A_009E,B17001A_009EA,B17001A_009M,B17001A_009MA,B17001A_010E,B17001A_010EA,B17001A_010M,B17001A_010MA,B17001A_011E,B17001A_011EA,B17001A_011M,B17001A_011MA,B17001A_012E,B17001A_012EA,B17001A_012M,B17001A_012MA,B17001A_013E,B17001A_013EA,B17001A_013M,B17001A_013MA,B17001A_014E,B17001A_014EA,B17001A_014M,B17001A_014MA,B17001A_015E,B17001A_015EA,B17001A_015M,B17001A_015MA,B17001A_016E,B17001A_016EA,B17001A_016M,B17001A_016MA,B17001A_017E,B17001A_017EA,B17001A_017M,B17001A_017MA,B17001A_018E,B17001A_018EA,B17001A_018M,B17001A_018MA,B17001A_019E,B17001A_019EA,B17001A_019M,B17001A_019MA,B17001A_020E,B17001A_020EA,B17001A_020M,B17001A_020MA,B17001A_021E,B17001A_021EA,B17001A_021M,B17001A_021MA,B17001A_022E,B17001A_022EA,B17001A_022M,B17001A_022MA,B17001A_023E,B17001A_023EA,B17001A_023M,B17001A_023MA,B17001A_024E,B17001A_024EA,B17001A_024M,B17001A_024MA,B17001A_025E,B17001A_025EA,B17001A_025M,B17001A_025MA,B17001A_026E,B17001A_026EA,B17001A_026M,B17001A_026MA,B17001A_027E,B17001A_027EA,B17001A_027M,B17001A_027MA,B17001A_028E,B17001A_028EA,B17001A_028M,B17001A_028MA,B17001A_029E,B17001A_029EA,B17001A_029M,B17001A_029MA,B17001A_030E,B17001A_030EA,B17001A_030M,B17001A_030MA,B17001A_031E,B17001A_031EA,B17001A_031M,B17001A_031MA,B17001A_032E,B17001A_032EA,B17001A_032M,B17001A_032MA,B17001A_033E,B17001A_033EA,B17001A_033M,B17001A_033MA,B17001A_034E,B17001A_034EA,B17001A_034M,B17001A_034MA,B17001A_035E,B17001A_035EA,B17001A_035M,B17001A_035MA,B17001A_036E,B17001A_036EA,B17001A_036M,B17001A_036MA,B17001A_037E,B17001A_037EA,B17001A_037M,B17001A_037MA,B17001A_038E,B17001A_038EA,B17001A_038M,B17001A_038MA,B17001A_039E,B17001A_039EA,B17001A_039M,B17001A_039MA,B17001A_040E,B17001A_040EA,B17001A_040M,B17001A_040MA,B17001A_041E,B17001A_041EA,B17001A_041M,B17001A_041MA,B17001A_042E,B17001A_042EA,B17001A_042M,B17001A_042MA,B17001A_043E,B17001A_043EA,B17001A_043M,B17001A_043MA,B17001A_044E,B17001A_044EA,B17001A_044M,B17001A_044MA,B17001A_045E,B17001A_045EA,B17001A_045M,B17001A_045MA,B17001A_046E,B17001A_046EA,B17001A_046M,B17001A_046MA,B17001A_047E,B17001A_047EA,B17001A_047M,B17001A_047MA,B17001A_048E,B17001A_048EA,B17001A_048M,B17001A_048MA,B17001A_049E,B17001A_049EA,B17001A_049M,B17001A_049MA,B17001A_050E,B17001A_050EA,B17001A_050M,B17001A_050MA,B17001A_051E,B17001A_051EA,B17001A_051M,B17001A_051MA,B17001A_052E,B17001A_052EA,B17001A_052M,B17001A_052MA,B17001A_053E,B17001A_053EA,B17001A_053M,B17001A_053MA,B17001A_054E,B17001A_054EA,B17001A_054M,B17001A_054MA,B17001A_055E,B17001A_055EA,B17001A_055M,B17001A_055MA,B17001A_056E,B17001A_056EA,B17001A_056M,B17001A_056MA,B17001A_057E,B17001A_057EA,B17001A_057M,B17001A_057MA,B17001A_058E,B17001A_058EA,B17001A_058M,B17001A_058MA,B17001A_059E,B17001A_059EA,B17001A_059M,B17001A_059MA,GEO_ID,NAME,state
3227852,null,6396,null,397940,null,14733,null,174607,null,7816,null,18174,null,2496,null,3169,null,917,null,21044,null,2414,null,8133,null,1420,null,2819,null,927,null,5864,null,1228,null,28364,null,3478,null,21101,null,2277,null,19488,null,2097,null,19130,null,2101,null,14049,null,1728,null,7193,null,1114,null,6079,null,1133,null,223333,null,8900,null,19500,null,2151,null,3625,null,1243,null,16683,null,2116,null,7765,null,1398,null,2091,null,671,null,4413,null,806,null,35392,null,2979,null,32398,null,2688,null,27571,null,2771,null,24692,null,2647,null,20072,null,2057,null,12374,null,1573,null,16757,null,1701,null,2829912,null,15730,null,1406012,null,8829,null,80784,null,3161,null,16761,null,1954,null,103267,null,3561,null,52612,null,3030,null,17854,null,1958,null,36632,null,2284,null,113931,null,4095,null,179882,null,3555,null,195492,null,2765,null,218613,null,2806,null,186811,null,1905,null,121988,null,1463,null,81385,null,1486,null,1423900,null,9713,null,79167,null,2325,null,15759,null,1853,null,96081,null,3837,null,52740,null,3714,null,18116,null,1680,null,34548,null,2268,null,98281,null,3814,null,170851,null,3113,null,188592,null,2802,null,219221,null,2953,null,194013,null,2152,null,138629,null,1843,null,117902,null,2251,null,0400000US01,Alabama,01
467787,null,3278,null,31786,null,3752,null,15185,null,2339,null,2348,null,906,null,243,null,201,null,2012,null,778,null,792,null,354,null,226,null,262,null,804,null,435,null,2130,null,909,null,1629,null,682,null,1575,null,702,null,1340,null,546,null,1757,null,558,null,256,null,206,null,73,null,137,null,16601,null,2363,null,1188,null,678,null,334,null,280,null,1292,null,584,null,948,null,525,null,242,null,209,null,414,null,276,null,3183,null,832,null,3657,null,1317,null,1695,null,610,null,1924,null,678,null,975,null,406,null,134,null,114,null,615,null,318,null,436001,null,5563,null,230108,null,3127,null,13255,null,1138,null,2381,null,756,null,15841,null,1702,null,9403,null,1695,null,3264,null,743,null,5421,null,827,null,24180,null,1997,null,36476,null,1863,null,31112,null,1336,null,38789,null,753,null,31162,null,726,null,12479,null,358,null,6345,null,329,null,205893,null,3315,null,13672,null,1010,null,2394,null,704,null,14003,null,1335,null,9006,null,1198,null,2845,null,642,null,5666,null,699,null,18109,null,1170,null,28326,null,1413,null,28890,null,956,null,36721,null,864,null,27557,null,533,null,11552,null,670,null,7152,null,662,null,0400000US02,Alaska,02
5185681,null,23053,null,763324,null,27107,null,357592,null,15184,null,46118,null,4392,null,8597,null,2057,null,39312,null,3483,null,18231,null,2418,null,5338,null,1213,null,13294,null,2179,null,50686,null,4058,null,49559,null,5193,null,42179,null,4373,null,31778,null,3678,null,32015,null,3694,null,11594,null,1819,null,8891,null,1698,null,405732,null,15053,null,44416,null,3989,null,8708,null,1812,null,45206,null,4241,null,17008,null,2656,null,6265,null,1383,null,13462,null,2174,null,54266,null,4877,null,60705,null,4347,null,47581,null,3866,null,40509,null,3786,null,32067,null,2605,null,15442,null,1954,null,20097,null,2261,null,4422357,null,30553,null,2235847,null,17644,null,146576,null,5227,null,28909,null,3349,null,165121,null,6200,null,88771,null,4291,null,28533,null,2688,null,58059,null,3298,null,177774,null,5139,null,330944,null,6588,null,306574,null,4811,null,314110,null,4858,null,257246,null,3897,null,180059,null,1919,null,153171,null,2020,null,2186510,null,16094,null,132617,null,4461,null,26151,null,2574,null,153903,null,5842,null,81074,null,4348,null,24747,null,2329,null,50126,null,2627,null,155678,null,4858,null,288043,null,5712,null,283926,null,3890,null,315888,null,4683,null,285336,null,3086,null,200173,null,2395,null,188848,null,2945,null,0400000US04,Arizona,04
2206263,null,6446,null,322204,null,13994,null,142733,null,7906,null,17772,null,2393,null,3610,null,883,null,17313,null,2499,null,6349,null,1343,null,2356,null,689,null,3900,null,963,null,20167,null,3253,null,19019,null,2659,null,14467,null,2058,null,15502,null,1901,null,11863,null,1559,null,4954,null,1029,null,5461,null,1078,null,179471,null,8935,null,19370,null,2453,null,2624,null,1011,null,15610,null,1986,null,5801,null,1341,null,1913,null,755,null,5163,null,1230,null,26579,null,2526,null,25422,null,2685,null,20133,null,2197,null,18507,null,2359,null,14556,null,1790,null,9157,null,1500,null,14636,null,1734,null,1884059,null,14864,null,937853,null,8390,null,53988,null,2677,null,11630,null,1924,null,67672,null,3565,null,33402,null,2704,null,12496,null,1663,null,25502,null,1834,null,73094,null,3530,null,125953,null,3644,null,126710,null,2507,null,141241,null,2296,null,124312,null,1630,null,84675,null,1402,null,57178,null,1525,null,946206,null,9653,null,51206,null,2221,null,10240,null,1482,null,65487,null,3224,null,35559,null,2539,null,10716,null,1513,null,22098,null,1895,null,60248,null,3227,null,118026,null,3033,null,127302,null,2938,null,143255,null,2346,null,131061,null,1985,null,92504,null,1949,null,78504,null,2474,null,0400000US05,Arkansas,05
22721616,null,77227,null,2866461,null,53246,null,1315007,null,30543,null,163221,null,8707,null,24705,null,2809,null,154332,null,7031,null,72623,null,4688,null,24229,null,2768,null,49749,null,4064,null,181687,null,9534,null,164534,null,8578,null,164626,null,6568,null,137326,null,5787,null,99162,null,4309,null,39863,null,3058,null,38950,null,3435,null,1551454,null,29485,null,157680,null,7156,null,28024,null,2936,null,156858,null,7640,null,75508,null,4984,null,23360,null,2662,null,47905,null,3447,null,224033,null,9153,null,229002,null,7830,null,184477,null,8043,null,157682,null,6362,null,116522,null,4997,null,64138,null,4038,null,86265,null,4600,null,19855155,null,73703,null,10033763,null,42846,null,622717,null,10720,null,121185,null,5775,null,715462,null,12668,null,403391,null,7049,null,128820,null,5350,null,284139,null,6253,null,906751,null,12459,null,1433868,null,14736,null,1424248,null,11008,null,1564169,null,8916,null,1204778,null,6670,null,689779,null,4049,null,534456,null,4411,null,9821392,null,40487,null,594091,null,9624,null,105850,null,5549,null,678739,null,11336,null,368994,null,8027,null,124015,null,5501,null,263465,null,6309,null,787664,null,11162,null,1262012,null,10351,null,1319061,null,9138,null,1529870,null,10410,null,1244983,null,7052,null,768885,null,4993,null,773763,null,6414,null,0400000US06,California,06
4167522,null,15631,null,484197,null,20567,null,228272,null,11670,null,28923,null,3195,null,4335,null,1180,null,21950,null,2515,null,10424,null,1959,null,2301,null,813,null,6588,null,1263,null,44222,null,3946,null,36264,null,3222,null,23477,null,3351,null,21836,null,2561,null,16075,null,1930,null,7011,null,1299,null,4866,null,1137,null,255925,null,11553,null,23417,null,2867,null,4523,null,1219,null,24994,null,3074,null,8591,null,1728,null,3094,null,817,null,6466,null,1390,null,53825,null,4330,null,40849,null,3726,null,26091,null,2790,null,21879,null,2600,null,16196,null,1819,null,11715,null,1846,null,14285,null,2022,null,3683325,null,20512,null,1859351,null,12933,null,114344,null,3399,null,23276,null,2205,null,140056,null,4437,null,65558,null,3396,null,24178,null,2158,null,47361,null,2322,null,158246,null,4573,null,269172,null,4376,null,281313,null,4215,null,299774,null,2734,null,237255,null,2662,null,121211,null,1685,null,77607,null,1336,null,1823974,null,11552,null,112845,null,3352,null,20963,null,2167,null,129120,null,3966,null,64357,null,3626,null,22550,null,2393,null,44512,null,2277,null,130905,null,4125,null,248452,null,4276,null,263172,null,2968,null,303457,null,2927,null,246377,null,2205,null,129030,null,1931,null,108234,null,2406,null,0400000US08,Colorado,08
2707032,null,11487,null,181993,null,11783,null,80044,null,6613,null,6974,null,1585,null,622,null,315,null,6514,null,1559,null,4668,null,1276,null,1382,null,593,null,2534,null,781,null,14808,null,2920,null,10105,null,1601,null,7195,null,1555,null,10090,null,1797,null,8607,null,1318,null,3027,null,740,null,3518,null,861,null,101949,null,7088,null,6309,null,1501,null,938,null,655,null,6680,null,1614,null,2567,null,929,null,848,null,497,null,2432,null,777,null,16303,null,2846,null,12436,null,1819,null,12991,null,1924,null,13496,null,1894,null,10856,null,1522,null,6245,null,1039,null,9848,null,1618,null,2525039,null,14467,null,1240358,null,9004,null,64920,null,1869,null,13648,null,1320,null,91444,null,3351,null,52002,null,2728,null,17115,null,1589,null,34529,null,1837,null,97422,null,3412,null,135953,null,2542,null,174178,null,2149,null,220956,null,2310,null,168408,null,1806,null,97022,null,980,null,72761,null,1241,null,1284681,null,8295,null,64206,null,1546,null,13122,null,1446,null,85975,null,3257,null,48098,null,2916,null,17513,null,1367,null,33344,null,1524,null,87060,null,3407,null,131613,null,2256,null,177904,null,2564,null,225046,null,2276,null,176748,null,1752,null,110078,null,1272,null,113974,null,2207,null,0400000US09,Connecticut,09
620533,null,4577,null,53496,null,6983,null,22591,null,3705,null,2994,null,1179,null,420,null,265,null,2755,null,1060,null,956,null,593,null,215,null,174,null,1265,null,611,null,3425,null,1170,null,2716,null,1012,null,1813,null,769,null,2473,null,614,null,1692,null,549,null,984,null,563,null,883,null,431,null,30905,null,4404,null,2744,null,1078,null,337,null,272,null,3431,null,1100,null,1017,null,777,null,887,null,605,null,353,null,279,null,4356,null,1201,null,4567,null,1238,null,4005,null,993,null,3424,null,774,null,2310,null,706,null,1152,null,465,null,2322,null,664,null,567037,null,7890,null,281195,null,4624,null,16224,null,1403,null,2727,null,744,null,20001,null,1619,null,10479,null,1486,null,3408,null,862,null,7578,null,1002,null,20336,null,1744,null,36272,null,1354,null,37810,null,1058,null,44274,null,826,null,38033,null,697,null,24941,null,564,null,19112,null,488,null,285842,null,4516,null,14202,null,1269,null,2966,null,829,null,17897,null,1399,null,9500,null,1244,null,2745,null,675,null,7281,null,881,null,19437,null,1360,null,34445,null,1257,null,37354,null,1034,null,45756,null,904,null,40488,null,841,null,28579,null,603,null,25192,null,855,null,0400000US10,Delaware,10
214338,null,4322,null,15743,null,2240,null,7981,null,1510,null,154,null,183,null,68,null,113,null,162,null,188,null,182,null,291,null,72,null,121,null,0,null,296,null,2561,null,796,null,2242,null,704,null,212,null,180,null,963,null,734,null,845,null,403,null,333,null,275,null,187,null,224,null,7762,null,1421,null,146,null,155,null,162,null,268,null,146,null,176,null,190,null,219,null,63,null,107,null,72,null,121,null,2109,null,714,null,2264,null,888,null,311,null,244,null,794,null,401,null,1176,null,528,null,58,null,104,null,271,null,256,null,198595,null,4598,null,100011,null,2491,null,6258,null,883,null,800,null,547,null,4637,null,814,null,1217,null,441,null,286,null,220,null,485,null,360,null,4356,null,1099,null,27572,null,975,null,20144,null,691,null,12913,null,910,null,10612,null,675,null,6899,null,562,null,3832,null,275,null,98584,null,3090,null,5903,null,673,null,679,null,354,null,3904,null,759,null,1929,null,755,null,656,null,455,null,1576,null,472,null,6262,null,1016,null,27820,null,1136,null,16856,null,697,null,10258,null,682,null,11155,null,664,null,6843,null,427,null,4743,null,1642,null,0400000US11,District of Columbia,11
13992294,null,28316,null,1729617,null,31826,null,791749,null,17629,null,74904,null,5168,null,12989,null,2154,null,71865,null,5648,null,35569,null,3646,null,12114,null,2154,null,24647,null,3207,null,108663,null,6790,null,100586,null,5627,null,84438,null,5751,null,100180,null,6989,null,78080,null,4737,null,44976,null,3924,null,42738,null,2939,null,937868,null,21772,null,77472,null,5808,null,10379,null,2095,null,69316,null,4822,null,31795,null,3457,null,9405,null,1582,null,22337,null,2726,null,125666,null,5603,null,114798,null,5782,null,114590,null,5302,null,110849,null,5945,null,89232,null,5231,null,66230,null,3955,null,95799,null,5869,null,12262677,null,34490,null,6080357,null,20262,null,322016,null,6044,null,56368,null,3786,null,384635,null,8631,null,214970,null,8993,null,72510,null,3782,null,135130,null,4952,null,460629,null,9081,null,755800,null,8403,null,828478,null,6585,null,909490,null,7566,null,782733,null,4751,null,583416,null,4497,null,574182,null,4215,null,6182320,null,26102,null,300772,null,6935,null,57197,null,4685,null,364302,null,8495,null,195406,null,7239,null,68746,null,3544,null,134296,null,4619,null,403491,null,6666,null,688708,null,6871,null,786554,null,6077,null,943023,null,7123,null,856999,null,5822,null,656440,null,4502,null,726386,null,6927,null,0400000US12,Florida,12
