C17020D_001E,C17020D_001EA,C17020D_001M,C17020D_001MA,C17020D_002E,C17020D_002EA,C17020D_002M,C17020D_002MA,C17020D_003E,C17020D_003EA,C17020D_003M,C17020D_003MA,C17020D_004E,C17020D_004EA,C17020D_004M,C17020D_004MA,C17020D_005E,C17020D_005EA,C17020D_005M,C17020D_005MA,C17020D_006E,C17020D_006EA,C17020D_006M,C17020D_006MA,C17020D_007E,C17020D_007EA,C17020D_007M,C17020D_007MA,C17020D_008E,C17020D_008EA,C17020D_008M,C17020D_008MA,C17020D_009E,C17020D_009EA,C17020D_009M,C17020D_009MA,GEO_ID,NAME,state
49626,null,2295,null,6150,null,2248,null,1337,null,851,null,4570,null,1570,null,243,null,270,null,43476,null,3095,null,11909,null,1710,null,28151,null,1954,null,3416,null,831,null,0400000US01,Alabama,01
33521,null,1784,null,4183,null,1611,null,2184,null,1240,null,1749,null,569,null,250,null,266,null,29338,null,2200,null,5312,null,1372,null,21235,null,1329,null,2791,null,648,null,0400000US02,Alaska,02
165769,null,3877,null,22045,null,3488,null,4186,null,1678,null,16252,null,2627,null,1607,null,723,null,143724,null,4725,null,33062,null,2632,null,97341,null,3548,null,13321,null,1007,null,0400000US04,Arizona,04
31477,null,2536,null,5106,null,1801,null,691,null,480,null,3874,null,1500,null,541,null,286,null,26371,null,2644,null,7424,null,1313,null,17155,null,1912,null,1792,null,615,null,0400000US05,Arkansas,05
4557362,null,14012,null,473512,null,17185,null,111227,null,7245,null,298420,null,12021,null,63865,null,4524,null,4083850,null,21320,null,836351,null,9440,null,2785062,null,14276,null,462437,null,5094,null,0400000US06,California,06
127944,null,3688,null,11089,null,2322,null,2104,null,1000,null,7670,null,1671,null,1315,null,666,null,116855,null,3868,null,27651,null,2033,null,79135,null,2982,null,10069,null,939,null,0400000US08,Colorado,08
119627,null,2325,null,6248,null,2283,null,1902,null,1231,null,3791,null,1274,null,555,null,428,null,113379,null,3007,null,28684,null,1854,null,78006,null,2068,null,6689,null,872,null,0400000US09,Connecticut,09
26960,null,979,null,1288,null,709,null,328,null,374,null,791,null,390,null,169,null,179,null,25672,null,1167,null,6445,null,791,null,17476,null,852,null,1751,null,614,null,0400000US10,Delaware,10
16303,null,1079,null,2104,null,861,null,0,null,296,null,1808,null,698,null,296,null,269,null,14199,null,1221,null,1764,null,931,null,11539,null,910,null,896,null,245,null,0400000US11,District of Columbia,11
438845,null,6193,null,52510,null,6950,null,12349,null,2845,null,33613,null,4458,null,6548,null,1746,null,386335,null,8239,null,87948,null,4151,null,263826,null,5878,null,34561,null,2065,null,0400000US12,Florida,12
283382,null,4701,null,39807,null,5202,null,10503,null,2140,null,25616,null,3537,null,3688,null,1280,null,243575,null,6012,null,63522,null,2987,null,165700,null,4234,null,14353,null,1614,null,0400000US13,Georgia,13
