C17020D_001E,C17020D_001EA,C17020D_001M,C17020D_001MA,C17020D_002E,C17020D_002EA,C17020D_002M,C17020D_002MA,C17020D_003E,C17020D_003EA,C17020D_003M,C17020D_003MA,C17020D_004E,C17020D_004EA,C17020D_004M,C17020D_004MA,C17020D_005E,C17020D_005EA,C17020D_005M,C17020D_005MA,C17020D_006E,C17020D_006EA,C17020D_006M,C17020D_006MA,C17020D_007E,C17020D_007EA,C17020D_007M,C17020D_007MA,C17020D_008E,C17020D_008EA,C17020D_008M,C17020D_008MA,C17020D_009E,C17020D_009EA,C17020D_009M,C17020D_009MA,GEO_ID,NAME,state
469500,null,10295,null,32239,null,3700,null,4420,null,1419,null,19349,null,2725,null,8470,null,1361,null,437261,null,10195,null,62789,null,4532,null,276792,null,7043,null,97680,null,2271,null,0400000US15,Hawaii,15
16978,null,1459,null,1836,null,967,null,552,null,380,null,1266,null,690,null,18,null,38,null,15142,null,1728,null,3516,null,915,null,10435,null,1308,null,1191,null,552,null,0400000US16,Idaho,16
552916,null,4993,null,58426,null,7240,null,13915,null,3204,null,38089,null,4690,null,6422,null,1600,null,494490,null,7884,null,118266,null,3917,null,333818,null,5129,null,42406,null,2194,null,0400000US17,Illinois,17
86854,null,3170,null,15807,null,3083,null,3388,null,1217,null,11409,null,2001,null,1010,null,676,null,71047,null,3983,null,19135,null,1943,null,47197,null,2737,null,4715,null,1211,null,0400000US18,Indiana,18
43794,null,2324,null,3963,null,1024,null,562,null,351,null,3353,null,845,null,48,null,95,null,39831,null,2432,null,9916,null,1293,null,27979,null,1843,null,1936,null,524,null,0400000US19,Iowa,19
58718,null,2073,null,5960,null,1578,null,1259,null,702,null,4555,null,1106,null,146,null,168,null,52758,null,2315,null,13434,null,1159,null,36601,null,1693,null,2723,null,575,null,0400000US20,Kansas,20
41165,null,1760,null,3813,null,1258,null,845,null,553,null,2406,null,808,null,562,null,432,null,37352,null,2133,null,10780,null,1386,null,25089,null,1407,null,1483,null,512,null,0400000US21,Kentucky,21
66333,null,2420,null,8289,null,2029,null,1388,null,1030,null,6657,null,1421,null,244,null,167,null,58044,null,2833,null,16465,null,1444,null,37606,null,2219,null,3973,null,913,null,0400000US22,Louisiana,22
11831,null,1019,null,1392,null,693,null,250,null,288,null,1079,null,599,null,63,null,107,null,10439,null,1140,null,2962,null,776,null,7221,null,956,null,256,null,200,null,0400000US23,Maine,23
286059,null,3642,null,19964,null,3120,null,4287,null,1374,null,13248,null,2271,null,2429,null,789,null,266095,null,4384,null,59344,null,2435,null,182787,null,3201,null,23964,null,1215,null,0400000US24,Maryland,24
317074,null,4344,null,38862,null,4944,null,8409,null,2170,null,26669,null,3507,null,3784,null,1086,null,278212,null,5791,null,65649,null,3033,null,195272,null,4280,null,17291,null,1255,null,0400000US25,Massachusetts,25
234876,null,3809,null,38204,null,6183,null,12489,null,2642,null,23538,null,3586,null,2177,null,953,null,196672,null,5809,null,50250,null,2834,null,132986,null,3685,null,13436,null,1238,null,0400000US26,Michigan,26
190857,null,3304,null,33033,null,4647,null,13214,null,2611,null,17783,null,2614,null,2036,null,786,null,157824,null,5230,null,46815,null,3140,null,104399,null,2841,null,6610,null,874,null,0400000US27,Minnesota,27
22204,null,2627,null,3298,null,1433,null,881,null,675,null,1865,null,863,null,552,null,443,null,18906,null,2702,null,2992,null,1130,null,14682,null,2216,null,1232,null,543,null,0400000US28,Mississippi,28
83953,null,2828,null,9693,null,1984,null,1659,null,695,null,7038,null,1620,null,996,null,555,null,74260,null,3145,null,19097,null,1651,null,49754,null,2454,null,5409,null,866,null,0400000US29,Missouri,29
5074,null,1055,null,1446,null,555,null,0,null,240,null,1446,null,555,null,0,null,240,null,3628,null,1009,null,1053,null,612,null,2483,null,810,null,92,null,129,null,0400000US30,Montana,30
29213,null,1812,null,4933,null,1820,null,1743,null,1060,null,2963,null,961,null,227,null,208,null,24280,null,2116,null,7193,null,1305,null,16042,null,1190,null,1045,null,435,null,0400000US31,Nebraska,31
173283,null,3353,null,15124,null,2988,null,3624,null,1600,null,10212,null,1930,null,1288,null,577,null,158159,null,4566,null,31844,null,2622,null,107136,null,3139,null,19179,null,935,null,0400000US32,Nevada,32
23673,null,1579,null,3394,null,1156,null,541,null,465,null,2804,null,913,null,49,null,59,null,20279,null,1891,null,6769,null,1156,null,11808,null,1228,null,1702,null,529,null,0400000US33,New Hampshire,33
669312,null,4956,null,47795,null,7032,null,12700,null,2769,null,28154,null,4215,null,6941,null,1826,null,621517,null,8196,null,152454,null,4068,null,421245,null,5117,null,47818,null,2145,null,0400000US34,New Jersey,34
28244,null,1745,null,3114,null,1423,null,847,null,618,null,1886,null,869,null,381,null,330,null,25130,null,2006,null,6927,null,1274,null,16251,null,1421,null,1952,null,678,null,0400000US35,New Mexico,35
1345432,null,7928,null,214990,null,14486,null,56652,null,5751,null,133299,null,8831,null,25039,null,2897,null,1130442,null,16293,null,245591,null,6953,null,787350,null,10680,null,97501,null,3108,null,0400000US36,New York,36
177198,null,5672,null,21998,null,3934,null,6473,null,1814,null,14130,null,2439,null,1395,null,773,null,155200,null,5672,null,42113,null,2144,null,101597,null,4212,null,11490,null,1354,null,0400000US37,North Carolina,37
4759,null,863,null,755,null,480,null,83,null,175,null,672,null,443,null,0,null,208,null,4004,null,848,null,969,null,421,null,2640,null,697,null,395,null,271,null,0400000US38,North Dakota,38
174735,null,3758,null,19872,null,3513,null,5362,null,1734,null,13270,null,2226,null,1240,null,599,null,154863,null,4300,null,39076,null,2173,null,104696,null,3074,null,11091,null,1291,null,0400000US39,Ohio,39
58340,null,2824,null,9376,null,2857,null,2952,null,1437,null,6017,null,1667,null,407,null,306,null,48964,null,3399,null,10280,null,1589,null,34870,null,2459,null,3814,null,625,null,0400000US40,Oklahoma,40
134972,null,3701,null,20147,null,3155,null,5247,null,1749,null,13489,null,2004,null,1411,null,531,null,114825,null,4278,null,25911,null,2481,null,77877,null,2890,null,11037,null,1209,null,0400000US41,Oregon,41
300344,null,4933,null,41311,null,5791,null,11926,null,3002,null,26475,null,3498,null,2910,null,856,null,259033,null,6186,null,66157,null,3029,null,170953,null,4476,null,21923,null,1441,null,0400000US42,Pennsylvania,42
29661,null,1490,null,4061,null,1844,null,1233,null,736,null,2669,null,1239,null,159,null,184,null,25600,null,2045,null,6653,null,1142,null,16079,null,1579,null,2868,null,752,null,0400000US44,Rhode Island,44
55118,null,2786,null,4405,null,1586,null,877,null,675,null,3301,null,1173,null,227,null,225,null,50713,null,3364,null,12591,null,1689,null,34187,null,2651,null,3935,null,756,null,0400000US45,South Carolina,45
8019,null,1394,null,1294,null,942,null,618,null,553,null,676,null,509,null,0,null,223,null,6725,null,1382,null,1840,null,862,null,4538,null,869,null,347,null,393,null,0400000US46,South Dakota,46
84785,null,3104,null,10513,null,3255,null,1879,null,954,null,8297,null,2594,null,337,null,303,null,74272,null,4175,null,19459,null,2102,null,49343,null,2916,null,5470,null,942,null,0400000US47,Tennessee,47
872002,null,7235,null,105186,null,10309,null,27414,null,4710,null,66719,null,6101,null,11053,null,2049,null,766816,null,11754,null,199240,null,6158,null,517818,null,6464,null,49758,null,2498,null,0400000US48,Texas,48
55890,null,2431,null,11522,null,3063,null,1507,null,1078,null,8759,null,2195,null,1256,null,551,null,44368,null,3692,null,12183,null,1854,null,29740,null,2401,null,2445,null,776,null,0400000US49,Utah,49
5314,null,773,null,1065,null,698,null,351,null,300,null,714,null,450,null,0,null,211,null,4249,null,945,null,1368,null,466,null,2483,null,541,null,398,null,239,null,0400000US50,Vermont,50
385961,null,4775,null,31358,null,3812,null,6255,null,1676,null,21564,null,2873,null,3539,null,1080,null,354603,null,5958,null,82448,null,3364,null,244777,null,3838,null,27378,null,1833,null,0400000US51,Virginia,51
435361,null,5890,null,46011,null,6674,null,11322,null,3045,null,27380,null,3948,null,7309,null,1478,null,389350,null,8988,null,78502,null,4454,null,275811,null,5468,null,35037,null,1804,null,0400000US53,Washington,53
11185,null,1407,null,1136,null,534,null,210,null,276,null,828,null,389,null,98,null,120,null,10049,null,1430,null,2302,null,549,null,6466,null,1178,null,1281,null,552,null,0400000US54,West Virginia,54
117147,null,3009,null,19301,null,3395,null,6138,null,1745,null,12331,null,1881,null,832,null,437,null,97846,null,4161,null,31110,null,2362,null,62182,null,2346,null,4554,null,767,null,0400000US55,Wisconsin,55
3382,null,1234,null,298,null,225,null,41,null,77,null,257,null,217,null,0,null,265,null,3084,null,1208,null,497,null,336,null,1566,null,528,null,1021,null,837,null,0400000US56,Wyoming,56
12270,null,2637,null,5204,null,1423,null,1605,null,730,null,3127,null,1133,null,472,null,260,null,7066,null,2197,null,1479,null,813,null,4979,null,1681,null,608,null,350,null,0400000US72,Puerto Rico,72
