B19019_001E,B19019_001EA,B19019_001M,B19019_001MA,B19019_002E,B19019_002EA,B19019_002M,B19019_002MA,B19019_003E,B19019_003EA,B19019_003M,B19019_003MA,B19019_004E,B19019_004EA,B19019_004M,B19019_004MA,B19019_005E,B19019_005EA,B19019_005M,B19019_005MA,B19019_006E,B19019_006EA,B19019_006M,B19019_006MA,B19019_007E,B19019_007EA,B19019_007M,B19019_007MA,B19019_008E,B19019_008EA,B19019_008M,B19019_008MA,GEO_ID,NAME,state
43674,null,375,null,24081,null,443,null,50319,null,693,null,54707,null,1284,null,64639,null,1582,null,59459,null,3085,null,51380,null,3510,null,47060,null,4137,null,0400000US37,North Carolina,37
47827,null,995,null,23773,null,1289,null,54648,null,2186,null,68198,null,3499,null,77511,null,3589,null,80440,null,9382,null,63711,null,11777,null,61902,null,19026,null,0400000US38,North Dakota,38
45395,null,350,null,23941,null,321,null,51579,null,592,null,59322,null,915,null,70279,null,1168,null,64452,null,1973,null,62181,null,3467,null,56843,null,3779,null,0400000US39,Ohio,39
41664,null,502,null,22556,null,643,null,48674,null,880,null,54058,null,1938,null,61284,null,2545,null,55486,null,2674,null,52284,null,6046,null,54340,null,8968,null,0400000US40,Oklahoma,40
48457,null,623,null,25360,null,748,null,54605,null,981,null,61181,null,1444,null,70851,null,2449,null,62650,null,2441,null,60890,null,4687,null,62833,null,5601,null,0400000US41,Oregon,41
49520,null,286,null,24722,null,317,null,54471,null,464,null,66300,null,942,null,77049,null,1292,null,75576,null,1741,null,69412,null,3039,null,66428,null,3863,null,0400000US42,Pennsylvania,42
54119,null,1522,null,27711,null,1760,null,61242,null,2777,null,71351,null,3420,null,86206,null,4142,null,84580,null,7098,null,54820,null,12085,null,102775,null,39868,null,0400000US44,Rhode Island,44
42442,null,565,null,22815,null,685,null,50299,null,845,null,53177,null,1232,null,61055,null,1852,null,54572,null,3533,null,55743,null,4390,null,50027,null,7993,null,0400000US45,South Carolina,45
45043,null,1214,null,23695,null,912,null,52323,null,1662,null,58560,null,4044,null,67255,null,3424,null,68322,null,5699,null,63517,null,7825,null,57281,null,6658,null,0400000US46,South Dakota,46
41725,null,439,null,22305,null,591,null,47238,null,767,null,52866,null,1376,null,61430,null,1276,null,58685,null,2688,null,56654,null,4309,null,53089,null,6047,null,0400000US47,Tennessee,47
48259,null,244,null,27408,null,389,null,55197,null,549,null,56802,null,749,null,64589,null,1098,null,56467,null,1228,null,54799,null,2503,null,54337,null,2204,null,0400000US48,Texas,48
55117,null,803,null,28294,null,1016,null,56148,null,1370,null,61194,null,2187,null,67515,null,2109,null,67973,null,2346,null,72821,null,3591,null,81071,null,3976,null,0400000US49,Utah,49
51618,null,950,null,24757,null,1362,null,57144,null,2023,null,65360,null,3695,null,73952,null,3838,null,69908,null,10279,null,74468,null,9190,null,66453,null,6474,null,0400000US50,Vermont,50
59330,null,482,null,32921,null,858,null,64323,null,818,null,73078,null,1692,null,83832,null,2193,null,81875,null,2727,null,80649,null,5377,null,90503,null,7398,null,0400000US51,Virginia,51
56548,null,528,null,30600,null,603,null,64267,null,919,null,70677,null,1371,null,81079,null,1531,null,71648,null,2801,null,72839,null,3561,null,65774,null,5864,null,0400000US53,Washington,53
37435,null,707,null,18774,null,483,null,42015,null,1180,null,50984,null,2004,null,57433,null,3351,null,54744,null,5281,null,52784,null,9159,null,55685,null,9632,null,0400000US54,West Virginia,54
49993,null,405,null,25350,null,602,null,55758,null,733,null,64266,null,1277,null,75053,null,1178,null,71603,null,2553,null,64745,null,3878,null,60595,null,4340,null,0400000US55,Wisconsin,55
52664,null,1877,null,26436,null,1900,null,59316,null,2146,null,71417,null,5736,null,74511,null,3148,null,73046,null,8186,null,76841,null,11837,null,61060,null,20831,null,0400000US56,Wyoming,56
18314,null,327,null,9572,null,262,null,18225,null,497,null,23755,null,690,null,28167,null,844,null,25596,null,1666,null,24750,null,3029,null,25723,null,6024,null,0400000US72,Puerto Rico,72
