C17022_001E,C17022_001EA,C17022_001M,C17022_001MA,C17022_002E,C17022_002EA,C17022_002M,C17022_002MA,C17022_003E,C17022_003EA,C17022_003M,C17022_003MA,C17022_004E,C17022_004EA,C17022_004M,C17022_004MA,C17022_005E,C17022_005EA,C17022_005M,C17022_005MA,C17022_006E,C17022_006EA,C17022_006M,C17022_006MA,C17022_007E,C17022_007EA,C17022_007M,C17022_007MA,C17022_008E,C17022_008EA,C17022_008M,C17022_008MA,C17022_009E,C17022_009EA,C17022_009M,C17022_009MA,C17022_010E,C17022_010EA,C17022_010M,C17022_010MA,C17022_011E,C17022_011EA,C17022_011M,C17022_011MA,C17022_012E,C17022_012EA,C17022_012M,C17022_012MA,C17022_013E,C17022_013EA,C17022_013M,C17022_013MA,C17022_014E,C17022_014EA,C17022_014M,C17022_014MA,C17022_015E,C17022_015EA,C17022_015M,C17022_015MA,C17022_016E,C17022_016EA,C17022_016M,C17022_016MA,C17022_017E,C17022_017EA,C17022_017M,C17022_017MA,C17022_018E,C17022_018EA,C17022_018M,C17022_018MA,C17022_019E,C17022_019EA,C17022_019M,C17022_019MA,C17022_020E,C17022_020EA,C17022_020M,C17022_020MA,C17022_021E,C17022_021EA,C17022_021M,C17022_021MA,GEO_ID,NAME,state
1246056,null,11767,null,238277,null,6913,null,84044,null,4335,null,154233,null,5575,null,19633,null,2433,null,134600,null,5156,null,49011,null,3786,null,28145,null,2673,null,20866,null,2593,null,3847,null,1033,null,17019,null,2365,null,87421,null,4804,null,54539,null,3737,null,32882,null,3150,null,7255,null,1644,null,25627,null,3009,null,871347,null,11157,null,717805,null,10062,null,153542,null,6585,null,46298,null,3898,null,107244,null,6079,null,0400000US01,Alabama,01
159940,null,3646,null,14345,null,1687,null,4689,null,1033,null,9656,null,1622,null,2099,null,831,null,7557,null,1387,null,3045,null,743,null,1618,null,550,null,1427,null,518,null,489,null,346,null,938,null,386,null,7600,null,1361,null,3462,null,979,null,4138,null,982,null,1114,null,459,null,3024,null,839,null,134950,null,3466,null,109374,null,3238,null,25576,null,2390,null,10078,null,1672,null,15498,null,1566,null,0400000US02,Alaska,02
1514235,null,13945,null,248668,null,8823,null,120405,null,6207,null,128263,null,5923,null,26810,null,3404,null,101453,null,5988,null,53127,null,3574,null,30569,null,3131,null,22558,null,2518,null,5906,null,1312,null,16652,null,2326,null,91958,null,4703,null,60123,null,3693,null,31835,null,2993,null,10143,null,1737,null,21692,null,2578,null,1120482,null,12278,null,914728,null,10963,null,205754,null,7304,null,73931,null,5205,null,131823,null,5198,null,0400000US04,Arizona,04
768492,null,8905,null,160516,null,5294,null,68163,null,3551,null,92353,null,5062,null,14438,null,2190,null,77915,null,4657,null,34122,null,3053,null,21430,null,2362,null,12692,null,2092,null,3501,null,980,null,9191,null,1861,null,57852,null,3654,null,38893,null,2897,null,18959,null,2343,null,4262,null,980,null,14697,null,2083,null,516002,null,8327,null,437911,null,8016,null,78091,null,4083,null,27301,null,2726,null,50790,null,3341,null,0400000US05,Arkansas,05
8366253,null,25708,null,1290795,null,16669,null,611117,null,13880,null,679678,null,13711,null,155907,null,7801,null,523771,null,11325,null,306504,null,8019,null,183019,null,6636,null,123485,null,6430,null,39124,null,3680,null,84361,null,4888,null,488569,null,12442,null,309486,null,10366,null,179083,null,8195,null,54158,null,4365,null,124925,null,6937,null,6280385,null,26711,null,4937588,null,27123,null,1342797,null,19897,null,482380,null,13496,null,860417,null,13232,null,0400000US06,California,06
1233139,null,11054,null,155947,null,6390,null,74463,null,5259,null,81484,null,4696,null,15708,null,2473,null,65776,null,4318,null,29882,null,3001,null,17735,null,2084,null,12147,null,2242,null,2792,null,881,null,9355,null,2001,null,61333,null,4214,null,39865,null,2921,null,21468,null,2759,null,6255,null,1284,null,15213,null,2259,null,985977,null,9614,null,837705,null,9672,null,148272,null,5400,null,51349,null,3557,null,96923,null,4623,null,0400000US08,Colorado,08
890530,null,9200,null,81266,null,4953,null,23630,null,2394,null,57636,null,4249,null,6531,null,1277,null,51105,null,4074,null,17315,null,2200,null,7818,null,1451,null,9497,null,1774,null,1778,null,733,null,7719,null,1518,null,35301,null,3114,null,18427,null,2510,null,16874,null,2108,null,3150,null,998,null,13724,null,1787,null,756648,null,9155,null,618073,null,8417,null,138575,null,5295,null,44006,null,3283,null,94569,null,4189,null,0400000US09,Connecticut,09
220655,null,4595,null,23759,null,2847,null,6568,null,1355,null,17191,null,2503,null,2869,null,1093,null,14322,null,2074,null,4726,null,1133,null,2446,null,676,null,2280,null,811,null,384,null,387,null,1896,null,693,null,13180,null,2100,null,8155,null,1602,null,5025,null,1176,null,1234,null,557,null,3791,null,978,null,178990,null,4483,null,142693,null,3965,null,36297,null,2725,null,10768,null,1639,null,25529,null,1975,null,0400000US10,Delaware,10
109030,null,4490,null,19777,null,2088,null,1736,null,590,null,18041,null,2039,null,2477,null,819,null,15564,null,1969,null,3144,null,992,null,1094,null,611,null,2050,null,784,null,222,null,215,null,1828,null,725,null,4922,null,1141,null,1673,null,711,null,3249,null,870,null,395,null,341,null,2854,null,731,null,81187,null,4018,null,52192,null,3057,null,28995,null,2740,null,5699,null,1159,null,23296,null,2555,null,0400000US11,District of Columbia,11
4542466,null,26422,null,721483,null,12906,null,316776,null,9507,null,404707,null,11084,null,76860,null,5178,null,327847,null,11545,null,167430,null,5870,null,99268,null,5590,null,68162,null,4375,null,16337,null,2670,null,51825,null,3676,null,300247,null,11854,null,190753,null,9502,null,109494,null,5839,null,26683,null,2878,null,82811,null,5069,null,3353306,null,25699,null,2728602,null,23845,null,624704,null,15215,null,189879,null,6945,null,434825,null,11808,null,0400000US12,Florida,12
2370143,null,18487,null,423715,null,9489,null,165232,null,6346,null,258483,null,8631,null,40171,null,3981,null,218312,null,7925,null,87688,null,5366,null,45566,null,3982,null,42122,null,3598,null,8518,null,1476,null,33604,null,3380,null,148328,null,7129,null,86491,null,5042,null,61837,null,4702,null,12775,null,2118,null,49062,null,4067,null,1710412,null,17170,null,1379541,null,15172,null,330871,null,10626,null,97409,null,5299,null,233462,null,8583,null,0400000US13,Georgia,13
310366,null,5604,null,32893,null,2761,null,13960,null,1905,null,18933,null,2414,null,3640,null,1208,null,15293,null,2134,null,8192,null,1489,null,5154,null,968,null,3038,null,927,null,1000,null,558,null,2038,null,805,null,14372,null,2152,null,7789,null,1590,null,6583,null,1402,null,2642,null,851,null,3941,null,1095,null,254909,null,5994,null,201961,null,5731,null,52948,null,3597,null,18585,null,2322,null,34363,null,2775,null,0400000US15,Hawaii,15
397214,null,6069,null,61622,null,3627,null,35779,null,2761,null,25843,null,2714,null,5421,null,1334,null,20422,null,2138,null,17781,null,2055,null,13154,null,1822,null,4627,null,1091,null,1079,null,653,null,3548,null,879,null,29145,null,2764,null,21199,null,2431,null,7946,null,1400,null,1838,null,631,null,6108,null,1225,null,288666,null,6739,null,251663,null,6656,null,37003,null,2567,null,15306,null,1955,null,21697,null,1903,null,0400000US16,Idaho,16
3120138,null,16955,null,436850,null,10779,null,160548,null,6626,null,276302,null,8065,null,48183,null,4225,null,228119,null,7085,null,88968,null,4379,null,48748,null,3171,null,40220,null,3460,null,9120,null,1587,null,31100,null,3056,null,161430,null,5940,null,99979,null,4603,null,61451,null,3465,null,14626,null,1988,null,46825,null,3264,null,2432890,null,15683,null,2000751,null,16378,null,432139,null,9100,null,142834,null,5303,null,289305,null,8104,null,0400000US17,Illinois,17
1657555,null,11425,null,247816,null,7846,null,93204,null,4360,null,154612,null,7142,null,27906,null,3502,null,126706,null,5947,null,56851,null,4249,null,32455,null,3066,null,24396,null,2683,null,5585,null,1357,null,18811,null,2439,null,96209,null,4557,null,60974,null,3930,null,35235,null,2617,null,10778,null,1771,null,24457,null,2204,null,1256679,null,12115,null,1064717,null,11836,null,191962,null,7124,null,61573,null,3682,null,130389,null,5774,null,0400000US18,Indiana,18
798262,null,8113,null,90647,null,4875,null,36010,null,2608,null,54637,null,3985,null,9245,null,1768,null,45392,null,3397,null,24018,null,2525,null,13428,null,1639,null,10590,null,1610,null,2603,null,952,null,7987,null,1504,null,44321,null,3100,null,26981,null,2171,null,17340,null,2231,null,4836,null,1243,null,12504,null,1865,null,639276,null,7541,null,559922,null,7732,null,79354,null,3459,null,31281,null,2644,null,48073,null,2382,null,0400000US19,Iowa,19
