B20005I_001E,B20005I_001EA,B20005I_001M,B20005I_001MA,B20005I_002E,B20005I_002EA,B20005I_002M,B20005I_002MA,B20005I_003E,B20005I_003EA,B20005I_003M,B20005I_003MA,B20005I_004E,B20005I_004EA,B20005I_004M,B20005I_004MA,B20005I_005E,B20005I_005EA,B20005I_005M,B20005I_005MA,B20005I_006E,B20005I_006EA,B20005I_006M,B20005I_006MA,B20005I_007E,B20005I_007EA,B20005I_007M,B20005I_007MA,B20005I_008E,B20005I_008EA,B20005I_008M,B20005I_008MA,B20005I_009E,B20005I_009EA,B20005I_009M,B20005I_009MA,B20005I_010E,B20005I_010EA,B20005I_010M,B20005I_010MA,B20005I_011E,B20005I_011EA,B20005I_011M,B20005I_011MA,B20005I_012E,B20005I_012EA,B20005I_012M,B20005I_012MA,B20005I_013E,B20005I_013EA,B20005I_013M,B20005I_013MA,B20005I_014E,B20005I_014EA,B20005I_014M,B20005I_014MA,B20005I_015E,B20005I_015EA,B20005I_015M,B20005I_015MA,B20005I_016E,B20005I_016EA,B20005I_016M,B20005I_016MA,B20005I_017E,B20005I_017EA,B20005I_017M,B20005I_017MA,B20005I_018E,B20005I_018EA,B20005I_018M,B20005I_018MA,B20005I_019E,B20005I_019EA,B20005I_019M,B20005I_019MA,B20005I_020E,B20005I_020EA,B20005I_020M,B20005I_020MA,B20005I_021E,B20005I_021EA,B20005I_021M,B20005I_021MA,B20005I_022E,B20005I_022EA,B20005I_022M,B20005I_022MA,B20005I_023E,B20005I_023EA,B20005I_023M,B20005I_023MA,B20005I_024E,B20005I_024EA,B20005I_024M,B20005I_024MA,B20005I_025E,B20005I_025EA,B20005I_025M,B20005I_025MA,B20005I_026E,B20005I_026EA,B20005I_026M,B20005I_026MA,B20005I_027E,B20005I_027EA,B20005I_027M,B20005I_027MA,B20005I_028E,B20005I_028EA,B20005I_028M,B20005I_028MA,B20005I_029E,B20005I_029EA,B20005I_029M,B20005I_029MA,B20005I_030E,B20005I_030EA,B20005I_030M,B20005I_030MA,B20005I_031E,B20005I_031EA,B20005I_031M,B20005I_031MA,B20005I_032E,B20005I_032EA,B20005I_032M,B20005I_032MA,B20005I_033E,B20005I_033EA,B20005I_033M,B20005I_033MA,B20005I_034E,B20005I_034EA,B20005I_034M,B20005I_034MA,B20005I_035E,B20005I_035EA,B20005I_035M,B20005I_035MA,B20005I_036E,B20005I_036EA,B20005I_036M,B20005I_036MA,B20005I_037E,B20005I_037EA,B20005I_037M,B20005I_037MA,B20005I_038E,B20005I_038EA,B20005I_038M,B20005I_038MA,B20005I_039E,B20005I_039EA,B20005I_039M,B20005I_039MA,B20005I_040E,B20005I_040EA,B20005I_040M,B20005I_040MA,B20005I_041E,B20005I_041EA,B20005I_041M,B20005I_041MA,B20005I_042E,B20005I_042EA,B20005I_042M,B20005I_042MA,B20005I_043E,B20005I_043EA,B20005I_043M,B20005I_043MA,B20005I_044E,B20005I_044EA,B20005I_044M,B20005I_044MA,B20005I_045E,B20005I_045EA,B20005I_045M,B20005I_045MA,B20005I_046E,B20005I_046EA,B20005I_046M,B20005I_046MA,B20005I_047E,B20005I_047EA,B20005I_047M,B20005I_047MA,B20005I_048E,B20005I_048EA,B20005I_048M,B20005I_048MA,B20005I_049E,B20005I_049EA,B20005I_049M,B20005I_049MA,B20005I_050E,B20005I_050EA,B20005I_050M,B20005I_050MA,B20005I_051E,B20005I_051EA,B20005I_051M,B20005I_051MA,B20005I_052E,B20005I_052EA,B20005I_052M,B20005I_052MA,B20005I_053E,B20005I_053EA,B20005I_053M,B20005I_053MA,B20005I_054E,B20005I_054EA,B20005I_054M,B20005I_054MA,B20005I_055E,B20005I_055EA,B20005I_055M,B20005I_055MA,B20005I_056E,B20005I_056EA,B20005I_056M,B20005I_056MA,B20005I_057E,B20005I_057EA,B20005I_057M,B20005I_057MA,B20005I_058E,B20005I_058EA,B20005I_058M,B20005I_058MA,B20005I_059E,B20005I_059EA,B20005I_059M,B20005I_059MA,B20005I_060E,B20005I_060EA,B20005I_060M,B20005I_060MA,B20005I_061E,B20005I_061EA,B20005I_061M,B20005I_061MA,B20005I_062E,B20005I_062EA,B20005I_062M,B20005I_062MA,B20005I_063E,B20005I_063EA,B20005I_063M,B20005I_063MA,B20005I_064E,B20005I_064EA,B20005I_064M,B20005I_064MA,B20005I_065E,B20005I_065EA,B20005I_065M,B20005I_065MA,B20005I_066E,B20005I_066EA,B20005I_066M,B20005I_066MA,B20005I_067E,B20005I_067EA,B20005I_067M,B20005I_067MA,B20005I_068E,B20005I_068EA,B20005I_068M,B20005I_068MA,B20005I_069E,B20005I_069EA,B20005I_069M,B20005I_069MA,B20005I_070E,B20005I_070EA,B20005I_070M,B20005I_070MA,B20005I_071E,B20005I_071EA,B20005I_071M,B20005I_071MA,B20005I_072E,B20005I_072EA,B20005I_072M,B20005I_072MA,B20005I_073E,B20005I_073EA,B20005I_073M,B20005I_073MA,B20005I_074E,B20005I_074EA,B20005I_074M,B20005I_074MA,B20005I_075E,B20005I_075EA,B20005I_075M,B20005I_075MA,B20005I_076E,B20005I_076EA,B20005I_076M,B20005I_076MA,B20005I_077E,B20005I_077EA,B20005I_077M,B20005I_077MA,B20005I_078E,B20005I_078EA,B20005I_078M,B20005I_078MA,B20005I_079E,B20005I_079EA,B20005I_079M,B20005I_079MA,B20005I_080E,B20005I_080EA,B20005I_080M,B20005I_080MA,B20005I_081E,B20005I_081EA,B20005I_081M,B20005I_081MA,B20005I_082E,B20005I_082EA,B20005I_082M,B20005I_082MA,B20005I_083E,B20005I_083EA,B20005I_083M,B20005I_083MA,B20005I_084E,B20005I_084EA,B20005I_084M,B20005I_084MA,B20005I_085E,B20005I_085EA,B20005I_085M,B20005I_085MA,B20005I_086E,B20005I_086EA,B20005I_086M,B20005I_086MA,B20005I_087E,B20005I_087EA,B20005I_087M,B20005I_087MA,B20005I_088E,B20005I_088EA,B20005I_088M,B20005I_088MA,B20005I_089E,B20005I_089EA,B20005I_089M,B20005I_089MA,B20005I_090E,B20005I_090EA,B20005I_090M,B20005I_090MA,B20005I_091E,B20005I_091EA,B20005I_091M,B20005I_091MA,B20005I_092E,B20005I_092EA,B20005I_092M,B20005I_092MA,B20005I_093E,B20005I_093EA,B20005I_093M,B20005I_093MA,B20005I_094E,B20005I_094EA,B20005I_094M,B20005I_094MA,B20005I_095E,B20005I_095EA,B20005I_095M,B20005I_095MA,GEO_ID,NAME,state
89608,null,2136,null,49563,null,2155,null,30709,null,2409,null,0,null,273,null,30709,null,2409,null,0,null,273,null,213,null,241,null,360,null,330,null,791,null,586,null,1641,null,776,null,3367,null,1195,null,4691,null,1274,null,4381,null,987,null,2798,null,992,null,1972,null,740,null,3416,null,876,null,1200,null,600,null,1661,null,652,null,1008,null,493,null,590,null,362,null,254,null,215,null,493,null,275,null,527,null,298,null,856,null,438,null,490,null,256,null,18854,null,2731,null,5330,null,1339,null,13524,null,2317,null,1107,null,550,null,1083,null,470,null,1452,null,642,null,1967,null,721,null,1792,null,837,null,671,null,348,null,650,null,439,null,827,null,461,null,810,null,391,null,528,null,285,null,698,null,371,null,1145,null,643,null,65,null,94,null,236,null,237,null,151,null,236,null,0,null,273,null,216,null,249,null,15,null,27,null,63,null,61,null,48,null,87,null,40045,null,1617,null,10594,null,1312,null,0,null,273,null,10594,null,1312,null,20,null,34,null,0,null,273,null,422,null,345,null,64,null,84,null,1228,null,561,null,1070,null,571,null,1609,null,649,null,1398,null,581,null,390,null,296,null,627,null,347,null,1001,null,506,null,678,null,395,null,1047,null,504,null,464,null,306,null,70,null,87,null,125,null,122,null,163,null,166,null,140,null,117,null,78,null,134,null,0,null,273,null,29451,null,1898,null,19585,null,1943,null,9866,null,1462,null,2012,null,854,null,1430,null,681,null,2115,null,789,null,1601,null,578,null,1131,null,612,null,201,null,181,null,157,null,155,null,415,null,425,null,249,null,238,null,0,null,273,null,24,null,41,null,96,null,115,null,43,null,70,null,197,null,179,null,0,null,273,null,129,null,184,null,15,null,28,null,0,null,273,null,51,null,90,null,0,null,273,null,0400000US01,Alabama,01
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US02,Alaska,02
1347277,null,2428,null,709764,null,2016,null,342755,null,8778,null,0,null,305,null,342755,null,8778,null,473,null,295,null,1368,null,681,null,2251,null,910,null,11912,null,2914,null,13882,null,3519,null,12747,null,2799,null,11811,null,2583,null,28153,null,4205,null,18250,null,2785,null,26562,null,3596,null,43948,null,4393,null,33001,null,4125,null,29707,null,3142,null,23243,null,3444,null,18695,null,2353,null,14264,null,2394,null,16103,null,2514,null,11715,null,2124,null,15400,null,1992,null,9270,null,1800,null,367009,null,9034,null,172601,null,7186,null,194408,null,8295,null,24753,null,2810,null,23237,null,3179,null,16835,null,2879,null,20666,null,3293,null,16643,null,2934,null,16192,null,2528,null,12698,null,2341,null,14004,null,2476,null,8211,null,2053,null,8454,null,2117,null,10045,null,2099,null,4393,null,1100,null,5252,null,1521,null,3449,null,1310,null,1385,null,678,null,2293,null,975,null,2717,null,1221,null,1441,null,664,null,907,null,667,null,833,null,518,null,637513,null,1823,null,207040,null,7320,null,0,null,305,null,207040,null,7320,null,461,null,331,null,1677,null,833,null,2150,null,884,null,4837,null,1506,null,7963,null,1764,null,13266,null,2555,null,12313,null,2493,null,18707,null,2798,null,15456,null,2471,null,15420,null,2493,null,28038,null,2954,null,23100,null,2880,null,17449,null,2406,null,12345,null,2022,null,9591,null,1827,null,5168,null,1257,null,6776,null,1454,null,4496,null,1258,null,4543,null,1205,null,3284,null,974,null,430473,null,7474,null,268211,null,6840,null,162262,null,6720,null,25710,null,3000,null,23824,null,2591,null,21126,null,3076,null,19669,null,2679,null,15766,null,2186,null,12172,null,1924,null,9634,null,2128,null,7308,null,1985,null,4186,null,1268,null,5645,null,1553,null,5220,null,1414,null,3849,null,1092,null,2514,null,911,null,1466,null,710,null,927,null,501,null,1046,null,662,null,1252,null,630,null,115,null,135,null,237,null,162,null,596,null,667,null,0400000US04,Arizona,04
105174,null,1828,null,55561,null,1691,null,29609,null,2331,null,0,null,273,null,29609,null,2331,null,0,null,273,null,142,null,212,null,104,null,119,null,530,null,358,null,681,null,491,null,2962,null,1034,null,2445,null,863,null,3289,null,1200,null,2741,null,954,null,2662,null,843,null,4715,null,1373,null,2799,null,991,null,1959,null,665,null,1287,null,658,null,583,null,443,null,331,null,303,null,698,null,391,null,330,null,374,null,643,null,428,null,708,null,357,null,25952,null,2816,null,9531,null,1764,null,16421,null,2222,null,2035,null,695,null,1646,null,800,null,2227,null,855,null,1892,null,811,null,1883,null,723,null,518,null,449,null,822,null,510,null,1566,null,774,null,1464,null,1038,null,767,null,401,null,674,null,460,null,339,null,231,null,284,null,254,null,220,null,331,null,0,null,273,null,84,null,100,null,0,null,273,null,0,null,273,null,0,null,273,null,0,null,273,null,49613,null,1513,null,15619,null,2089,null,0,null,273,null,15619,null,2089,null,55,null,91,null,199,null,241,null,176,null,172,null,751,null,469,null,558,null,307,null,1217,null,554,null,1673,null,730,null,1680,null,744,null,1738,null,751,null,1850,null,894,null,2172,null,865,null,1140,null,695,null,976,null,478,null,365,null,280,null,154,null,186,null,116,null,138,null,431,null,301,null,232,null,199,null,86,null,154,null,50,null,86,null,33994,null,2070,null,20168,null,2142,null,13826,null,1984,null,2040,null,719,null,2551,null,1009,null,1643,null,561,null,1302,null,656,null,1511,null,707,null,1674,null,700,null,1720,null,1085,null,377,null,397,null,293,null,266,null,186,null,193,null,240,null,197,null,27,null,48,null,0,null,273,null,110,null,137,null,0,null,273,null,105,null,150,null,0,null,273,null,0,null,273,null,47,null,85,null,0,null,273,null,0400000US05,Arkansas,05
9446065,null,6754,null,4873950,null,4721,null,2314096,null,22567,null,12,null,21,null,2314084,null,22567,null,4094,null,1019,null,6179,null,1386,null,18022,null,2619,null,39112,null,4196,null,75682,null,6122,null,119140,null,6587,null,117554,null,6880,null,176739,null,7457,null,141652,null,7985,null,160547,null,7111,null,242256,null,9258,null,192132,null,8078,null,191904,null,7967,null,147408,null,7303,null,130962,null,6772,null,91229,null,5798,null,144234,null,7151,null,102173,null,5790,null,118451,null,5905,null,94614,null,6274,null,2559854,null,22915,null,1145656,null,15415,null,1414198,null,21762,null,155333,null,6712,null,145842,null,6685,null,127731,null,6750,null,150960,null,7527,null,147933,null,7282,null,112509,null,7302,null,87459,null,6394,null,96491,null,6542,null,58916,null,4989,null,52539,null,4478,null,70519,null,4780,null,50469,null,4877,null,42620,null,3992,null,23860,null,2815,null,20393,null,2878,null,12951,null,2144,null,20165,null,2242,null,11598,null,1741,null,15998,null,2348,null,9912,null,1602,null,4572115,null,5092,null,1399437,null,16158,null,53,null,93,null,1399384,null,16147,null,2488,null,792,null,7903,null,1478,null,15530,null,2280,null,36004,null,3584,null,74379,null,5545,null,91325,null,5378,null,96435,null,5774,null,123922,null,5585,null,92426,null,5071,null,93375,null,6126,null,147306,null,7853,null,124725,null,7000,null,109447,null,5794,null,77546,null,4629,null,63984,null,4308,null,49295,null,3378,null,67862,null,4163,null,45132,null,4243,null,54835,null,3718,null,25465,null,2674,null,3172678,null,16679,null,1884028,null,18125,null,1288650,null,19004,null,198205,null,7149,null,174413,null,7111,null,150711,null,7679,null,165075,null,6484,null,145873,null,6928,null,96982,null,5946,null,71373,null,5073,null,59106,null,3874,null,43049,null,3729,null,31377,null,3238,null,45308,null,3762,null,26885,null,2632,null,19498,null,2831,null,13958,null,2084,null,9900,null,1494,null,6905,null,1572,null,10351,null,1748,null,7132,null,1221,null,9125,null,1781,null,3424,null,1030,null,0400000US06,California,06
684502,null,2262,null,360578,null,1788,null,173382,null,6458,null,0,null,279,null,173382,null,6458,null,185,null,237,null,520,null,543,null,1453,null,845,null,2908,null,1136,null,5084,null,1463,null,9154,null,2323,null,6733,null,1887,null,9819,null,1998,null,6991,null,1718,null,10971,null,2102,null,23750,null,3066,null,15892,null,2402,null,15413,null,2176,null,13328,null,2256,null,10632,null,1706,null,6407,null,1353,null,13200,null,2325,null,6060,null,1322,null,7860,null,1615,null,7022,null,1283,null,187196,null,6313,null,74621,null,4856,null,112575,null,5535,null,15433,null,2004,null,12290,null,1923,null,13756,null,2633,null,13075,null,2405,null,9850,null,1866,null,8711,null,2021,null,3942,null,1452,null,6692,null,2042,null,5357,null,1627,null,5218,null,1505,null,5003,null,1315,null,3119,null,1070,null,3041,null,1093,null,1704,null,673,null,906,null,476,null,1156,null,547,null,1652,null,1013,null,413,null,287,null,660,null,442,null,597,null,327,null,323924,null,2006,null,106566,null,4089,null,0,null,279,null,106566,null,4089,null,16,null,29,null,759,null,547,null,2213,null,722,null,3796,null,1178,null,7464,null,1826,null,5338,null,1779,null,7331,null,1539,null,6405,null,1453,null,7048,null,1261,null,6308,null,1466,null,12545,null,1835,null,10641,null,1602,null,9265,null,1834,null,6901,null,1243,null,5585,null,1193,null,4092,null,1116,null,3691,null,824,null,3214,null,851,null,2537,null,805,null,1417,null,644,null,217358,null,4425,null,119337,null,4623,null,98021,null,4940,null,18923,null,2463,null,13441,null,2245,null,11531,null,1912,null,12784,null,1878,null,10410,null,1843,null,5164,null,1226,null,5838,null,1320,null,3584,null,942,null,2439,null,738,null,2350,null,826,null,2990,null,885,null,3089,null,1026,null,2034,null,883,null,718,null,497,null,1112,null,597,null,299,null,207,null,663,null,376,null,235,null,207,null,117,null,144,null,300,null,262,null,0400000US08,Colorado,08
304211,null,1120,null,153208,null,985,null,69601,null,3208,null,0,null,277,null,69601,null,3208,null,133,null,178,null,284,null,290,null,131,null,189,null,1322,null,694,null,1349,null,734,null,2418,null,1141,null,3215,null,1138,null,3357,null,1279,null,4743,null,1326,null,4607,null,1252,null,7056,null,1623,null,6494,null,1376,null,5958,null,1308,null,4303,null,1281,null,3785,null,1130,null,3125,null,1070,null,6171,null,1165,null,3046,null,898,null,3815,null,1019,null,4289,null,1135,null,83607,null,3230,null,34783,null,2413,null,48824,null,3237,null,8116,null,1281,null,6220,null,1520,null,4044,null,911,null,4324,null,1126,null,3728,null,1013,null,2753,null,947,null,3164,null,1114,null,2624,null,1072,null,1887,null,808,null,2059,null,1282,null,3287,null,1053,null,1469,null,644,null,1140,null,637,null,1028,null,647,null,740,null,490,null,364,null,322,null,709,null,419,null,142,null,136,null,963,null,530,null,63,null,111,null,151003,null,979,null,50049,null,3138,null,0,null,277,null,50049,null,3138,null,44,null,71,null,269,null,290,null,997,null,613,null,1137,null,529,null,2015,null,799,null,2989,null,1112,null,2850,null,925,null,2441,null,704,null,2881,null,866,null,3735,null,1115,null,5669,null,1318,null,4775,null,1201,null,3786,null,1007,null,3040,null,871,null,2191,null,814,null,1956,null,745,null,2807,null,849,null,2228,null,669,null,2254,null,787,null,1985,null,771,null,100954,null,3326,null,50864,null,2688,null,50090,null,3475,null,8584,null,1682,null,8286,null,1780,null,4187,null,1137,null,6550,null,1230,null,2780,null,825,null,4142,null,1133,null,2684,null,929,null,2277,null,790,null,2287,null,831,null,1596,null,667,null,2072,null,852,null,1229,null,507,null,894,null,445,null,195,null,170,null,978,null,629,null,468,null,306,null,220,null,227,null,52,null,89,null,119,null,152,null,490,null,494,null,0400000US09,Connecticut,09
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US10,Delaware,10
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US11,District of Columbia,11
3024465,null,3929,null,1531596,null,3464,null,779361,null,11926,null,75,null,120,null,779286,null,11909,null,1137,null,518,null,1390,null,555,null,6620,null,1850,null,17037,null,2838,null,29562,null,4147,null,43991,null,4908,null,45362,null,4499,null,59638,null,4949,null,50436,null,5408,null,56792,null,4640,null,91594,null,6645,null,68339,null,5513,null,60499,null,4137,null,41193,null,3455,null,34762,null,3611,null,28116,null,3098,null,46657,null,3713,null,25236,null,2607,null,32726,null,3362,null,38199,null,3132,null,752235,null,12251,null,380954,null,8810,null,371281,null,10938,null,34350,null,2773,null,43720,null,4623,null,38970,null,4012,null,45048,null,3806,null,41258,null,3796,null,27855,null,3227,null,21070,null,3229,null,28669,null,3842,null,15789,null,2299,null,13138,null,2205,null,19425,null,2869,null,10398,null,1909,null,7776,null,1609,null,5733,null,1341,null,4396,null,1217,null,3298,null,952,null,2603,null,832,null,1742,null,681,null,2560,null,846,null,3483,null,985,null,1492869,null,3222,null,522362,null,9983,null,0,null,305,null,522362,null,9983,null,680,null,430,null,1864,null,769,null,5304,null,1243,null,13037,null,2325,null,27856,null,3165,null,39063,null,3796,null,30962,null,3338,null,44997,null,3872,null,41407,null,3886,null,39124,null,3806,null,63372,null,4185,null,45964,null,3937,null,41816,null,3845,null,33303,null,3118,null,22277,null,2510,null,13928,null,1869,null,18342,null,2144,null,12841,null,2020,null,14522,null,1953,null,11703,null,1725,null,970507,null,10352,null,617635,null,10505,null,352872,null,8403,null,46909,null,4024,null,41654,null,4004,null,44032,null,3112,null,43576,null,3911,null,41769,null,3693,null,27277,null,2860,null,22569,null,2404,null,17545,null,2846,null,11156,null,2134,null,8829,null,1377,null,13137,null,2254,null,8734,null,1691,null,7509,null,1354,null,5201,null,1183,null,3643,null,963,null,1706,null,700,null,2616,null,812,null,2050,null,737,null,1849,null,769,null,1111,null,538,null,0400000US12,Florida,12
