B17019_001E,B17019_001EA,B17019_001M,B17019_001MA,B17019_002E,B17019_002EA,B17019_002M,B17019_002MA,B17019_003E,B17019_003EA,B17019_003M,B17019_003MA,B17019_004E,B17019_004EA,B17019_004M,B17019_004MA,B17019_005E,B17019_005EA,B17019_005M,B17019_005MA,B17019_006E,B17019_006EA,B17019_006M,B17019_006MA,B17019_007E,B17019_007EA,B17019_007M,B17019_007MA,B17019_008E,B17019_008EA,B17019_008M,B17019_008MA,B17019_009E,B17019_009EA,B17019_009M,B17019_009MA,B17019_010E,B17019_010EA,B17019_010M,B17019_010MA,B17019_011E,B17019_011EA,B17019_011M,B17019_011MA,B17019_012E,B17019_012EA,B17019_012M,B17019_012MA,B17019_013E,B17019_013EA,B17019_013M,B17019_013MA,B17019_014E,B17019_014EA,B17019_014M,B17019_014MA,B17019_015E,B17019_015EA,B17019_015M,B17019_015MA,B17019_016E,B17019_016EA,B17019_016M,B17019_016MA,B17019_017E,B17019_017EA,B17019_017M,B17019_017MA,B17019_018E,B17019_018EA,B17019_018M,B17019_018MA,B17019_019E,B17019_019EA,B17019_019M,B17019_019MA,B17019_020E,B17019_020EA,B17019_020M,B17019_020MA,B17019_021E,B17019_021EA,B17019_021M,B17019_021MA,B17019_022E,B17019_022EA,B17019_022M,B17019_022MA,B17019_023E,B17019_023EA,B17019_023M,B17019_023MA,GEO_ID,NAME,state
1246056,null,11767,null,166703,null,5280,null,51081,null,3470,null,28263,null,2372,null,22818,null,2383,null,115622,null,4531,null,13304,null,2007,null,6543,null,1262,null,6761,null,1339,null,102318,null,4068,null,28879,null,2632,null,73439,null,4346,null,1079353,null,12047,null,833452,null,11027,null,727340,null,10533,null,106112,null,5656,null,245901,null,7893,null,63729,null,4207,null,42181,null,3243,null,21548,null,2824,null,182172,null,7676,null,116449,null,5245,null,65723,null,4567,null,0400000US01,Alabama,01
159940,null,3646,null,9850,null,1365,null,2625,null,686,null,1039,null,389,null,1586,null,548,null,7225,null,1361,null,1319,null,615,null,858,null,508,null,461,null,360,null,5906,null,1216,null,2197,null,836,null,3709,null,921,null,150090,null,3688,null,116518,null,3220,null,91778,null,3107,null,24740,null,2272,null,33572,null,2634,null,12461,null,1669,null,7351,null,1422,null,5110,null,1099,null,21111,null,2081,null,12084,null,1362,null,9027,null,1504,null,0400000US02,Alaska,02
1514235,null,13945,null,175498,null,7259,null,79652,null,4954,null,44352,null,3690,null,35300,null,3138,null,95846,null,5146,null,20151,null,2636,null,5919,null,1129,null,14232,null,2285,null,75695,null,5147,null,21924,null,2702,null,53771,null,4297,null,1338737,null,13081,null,1046173,null,12194,null,856396,null,10213,null,189777,null,8265,null,292564,null,8661,null,96639,null,6054,null,56988,null,3902,null,39651,null,3948,null,195925,null,6956,null,113744,null,5030,null,82181,null,4752,null,0400000US04,Arizona,04
768492,null,8905,null,113410,null,4531,null,42448,null,2721,null,21472,null,2300,null,20976,null,2305,null,70962,null,4404,null,9088,null,1766,null,3517,null,1097,null,5571,null,1409,null,61874,null,4077,null,15516,null,1846,null,46358,null,4170,null,655082,null,7950,null,523949,null,8443,null,437155,null,8119,null,86794,null,5308,null,131133,null,5330,null,40414,null,3461,null,24311,null,2858,null,16103,null,2333,null,90719,null,4490,null,54401,null,3089,null,36318,null,3467,null,0400000US05,Arkansas,05
8366253,null,25708,null,887411,null,13879,null,383236,null,10824,null,122016,null,5388,null,261220,null,9110,null,504175,null,12303,null,106471,null,6044,null,23077,null,2439,null,83394,null,5380,null,397704,null,10265,null,62505,null,4592,null,335199,null,9990,null,7478842,null,27770,null,5657974,null,30044,null,4141265,null,22762,null,1516709,null,22097,null,1820868,null,24083,null,625098,null,14682,null,308207,null,9684,null,316891,null,11144,null,1195770,null,16812,null,582403,null,10941,null,613367,null,13525,null,0400000US06,California,06
1233139,null,11054,null,109626,null,5252,null,47715,null,3972,null,19435,null,2247,null,28280,null,3489,null,61911,null,4325,null,10894,null,1902,null,2715,null,978,null,8179,null,1620,null,51017,null,3855,null,9438,null,1450,null,41579,null,3635,null,1123513,null,10157,null,922053,null,10702,null,781310,null,8913,null,140743,null,6468,null,201460,null,6908,null,65210,null,4379,null,39298,null,3456,null,25912,null,2518,null,136250,null,5728,null,83573,null,4254,null,52677,null,3707,null,0400000US08,Colorado,08
890530,null,9200,null,59484,null,4290,null,14009,null,1938,null,6819,null,1179,null,7190,null,1519,null,45475,null,3661,null,5119,null,1217,null,997,null,533,null,4122,null,1034,null,40356,null,3452,null,5071,null,1094,null,35285,null,3247,null,831046,null,9223,null,653939,null,8630,null,566951,null,8149,null,86988,null,4259,null,177107,null,5856,null,50346,null,3797,null,29831,null,2490,null,20515,null,2659,null,126761,null,4600,null,72614,null,3872,null,54147,null,3486,null,0400000US09,Connecticut,09
220655,null,4595,null,15627,null,2343,null,4115,null,1091,null,1816,null,511,null,2299,null,892,null,11512,null,2117,null,1917,null,802,null,951,null,572,null,966,null,592,null,9595,null,1794,null,3185,null,1139,null,6410,null,1381,null,205028,null,4752,null,155747,null,4527,null,136972,null,3859,null,18775,null,2036,null,49281,null,3041,null,13338,null,1956,null,9021,null,1568,null,4317,null,1152,null,35943,null,2283,null,21125,null,2098,null,14818,null,1916,null,0400000US10,Delaware,10
109030,null,4490,null,15965,null,2196,null,1175,null,453,null,392,null,280,null,783,null,372,null,14790,null,2107,null,1994,null,721,null,392,null,273,null,1602,null,689,null,12796,null,2031,null,845,null,451,null,11951,null,1965,null,93065,null,4537,null,55520,null,3162,null,39376,null,2459,null,16144,null,2010,null,37545,null,3087,null,6799,null,1289,null,2690,null,726,null,4109,null,1158,null,30746,null,2857,null,15044,null,1890,null,15702,null,2165,null,0400000US11,District of Columbia,11
4542466,null,26422,null,488257,null,11108,null,192017,null,7854,null,105575,null,5402,null,86442,null,5776,null,296240,null,10087,null,55004,null,4318,null,20880,null,2780,null,34124,null,3863,null,241236,null,9765,null,65576,null,4852,null,175660,null,8333,null,4054209,null,24841,null,3143382,null,23398,null,2612275,null,19414,null,531107,null,11603,null,910827,null,17910,null,254755,null,8633,null,152596,null,5993,null,102159,null,6473,null,656072,null,14252,null,389473,null,11451,null,266599,null,9708,null,0400000US12,Florida,12
