C27003_001E,C27003_001EA,C27003_001M,C27003_001MA,C27003_002E,C27003_002EA,C27003_002M,C27003_002MA,C27003_003E,C27003_003EA,C27003_003M,C27003_003MA,C27003_004E,C27003_004EA,C27003_004M,C27003_004MA,C27003_005E,C27003_005EA,C27003_005M,C27003_005MA,C27003_006E,C27003_006EA,C27003_006M,C27003_006MA,C27003_007E,C27003_007EA,C27003_007M,C27003_007MA,C27003_008E,C27003_008EA,C27003_008M,C27003_008MA,C27003_009E,C27003_009EA,C27003_009M,C27003_009MA,C27003_010E,C27003_010EA,C27003_010M,C27003_010MA,C27003_011E,C27003_011EA,C27003_011M,C27003_011MA,C27003_012E,C27003_012EA,C27003_012M,C27003_012MA,C27003_013E,C27003_013EA,C27003_013M,C27003_013MA,C27003_014E,C27003_014EA,C27003_014M,C27003_014MA,C27003_015E,C27003_015EA,C27003_015M,C27003_015MA,C27003_016E,C27003_016EA,C27003_016M,C27003_016MA,C27003_017E,C27003_017EA,C27003_017M,C27003_017MA,C27003_018E,C27003_018EA,C27003_018M,C27003_018MA,C27003_019E,C27003_019EA,C27003_019M,C27003_019MA,C27003_020E,C27003_020EA,C27003_020M,C27003_020MA,C27003_021E,C27003_021EA,C27003_021M,C27003_021MA,GEO_ID,NAME,state
4616028,null,1808,null,2216414,null,5319,null,573816,null,3795,null,220708,null,7441,null,353108,null,7840,null,1378994,null,3722,null,190889,null,6390,null,1188105,null,7200,null,263604,null,2165,null,258579,null,2140,null,5025,null,1059,null,2399614,null,5277,null,550411,null,3893,null,209812,null,7287,null,340599,null,6648,null,1488722,null,3325,null,231246,null,6571,null,1257476,null,7223,null,360481,null,2152,null,355086,null,2442,null,5395,null,1068,null,0400000US01,Alabama,01
678081,null,2615,null,344335,null,2643,null,93877,null,1414,null,26801,null,2658,null,67076,null,2736,null,226171,null,2648,null,27436,null,3363,null,198735,null,3431,null,24287,null,861,null,23314,null,946,null,973,null,451,null,333746,null,1899,null,89384,null,1416,null,27074,null,2441,null,62310,null,2629,null,217556,null,1601,null,23784,null,2574,null,193772,null,2777,null,26806,null,946,null,26008,null,945,null,798,null,388,null,0400000US02,Alaska,02
6501531,null,2050,null,3232732,null,3982,null,885157,null,2681,null,322637,null,9402,null,562520,null,8995,null,1960942,null,2813,null,316354,null,10778,null,1644588,null,10427,null,386633,null,1604,null,373072,null,2517,null,13561,null,1862,null,3268799,null,3527,null,844657,null,2773,null,302977,null,9905,null,541680,null,10753,null,1956699,null,2375,null,353848,null,10381,null,1602851,null,10754,null,467443,null,1886,null,452356,null,2787,null,15087,null,2068,null,0400000US04,Arizona,04
2833391,null,1646,null,1376266,null,4518,null,361673,null,3078,null,177000,null,5779,null,184673,null,5045,null,844601,null,2887,null,139985,null,6745,null,704616,null,6938,null,169992,null,1484,null,167008,null,1615,null,2984,null,864,null,1457125,null,4146,null,345011,null,3309,null,160314,null,6322,null,184697,null,6782,null,890281,null,2626,null,142927,null,7108,null,747354,null,7619,null,221833,null,2063,null,219051,null,2119,null,2782,null,712,null,0400000US05,Arkansas,05
36376938,null,5731,null,18072031,null,8343,null,4833502,null,4622,null,1716601,null,20486,null,3116901,null,20442,null,11498591,null,7798,null,1298090,null,21019,null,10200501,null,22587,null,1739938,null,3731,null,1641434,null,5947,null,98504,null,5410,null,18304907,null,7752,null,4589184,null,4115,null,1654043,null,21501,null,2935141,null,21938,null,11431245,null,5797,null,1600360,null,20098,null,9830885,null,20629,null,2284478,null,4506,null,2172704,null,6566,null,111774,null,4908,null,0400000US06,California,06
4930142,null,2876,null,2457378,null,4175,null,626239,null,2633,null,158973,null,6243,null,467266,null,6746,null,1602871,null,3911,null,141286,null,5601,null,1461585,null,6170,null,228268,null,1588,null,220339,null,1727,null,7929,null,1494,null,2472764,null,3736,null,598972,null,2437,null,153509,null,6406,null,445463,null,6555,null,1585418,null,3309,null,151997,null,6270,null,1433421,null,6892,null,288374,null,2165,null,278900,null,2360,null,9474,null,1555,null,0400000US08,Colorado,08
3456856,null,1297,null,1679224,null,2358,null,412724,null,1538,null,111629,null,5765,null,301095,null,5907,null,1071986,null,2152,null,112042,null,6315,null,959944,null,6932,null,194514,null,1526,null,187140,null,1900,null,7374,null,1241,null,1777632,null,2298,null,394075,null,1373,null,95240,null,4931,null,298835,null,4907,null,1118080,null,1965,null,150785,null,5751,null,967295,null,5932,null,265477,null,1588,null,256492,null,2327,null,8985,null,1663,null,0400000US09,Connecticut,09
869483,null,1017,null,418177,null,1741,null,105566,null,1078,null,32288,null,2695,null,73278,null,2626,null,259529,null,1344,null,34914,null,3516,null,224615,null,3611,null,53082,null,626,null,51662,null,847,null,1420,null,686,null,451306,null,1383,null,101198,null,1027,null,33138,null,3219,null,68060,null,3325,null,281863,null,1108,null,50247,null,4079,null,231616,null,4060,null,68245,null,939,null,67015,null,1017,null,1230,null,453,null,0400000US10,Delaware,10
589408,null,861,null,275835,null,1117,null,57205,null,826,null,28745,null,2442,null,28460,null,2586,null,192046,null,1242,null,37075,null,3131,null,154971,null,3230,null,26584,null,883,null,24315,null,1204,null,2269,null,773,null,313573,null,1063,null,56505,null,825,null,29456,null,2374,null,27049,null,2398,null,217888,null,586,null,54566,null,3833,null,163322,null,3869,null,39180,null,1205,null,36193,null,1393,null,2987,null,788,null,0400000US11,District of Columbia,11
18192784,null,3804,null,8856789,null,8200,null,2072946,null,4614,null,692498,null,15216,null,1380448,null,15711,null,5404791,null,7884,null,615582,null,13563,null,4789209,null,14261,null,1379052,null,3521,null,1333158,null,5079,null,45894,null,3733,null,9335995,null,7600,null,1977715,null,4515,null,645305,null,16705,null,1332410,null,16228,null,5618927,null,7114,null,673544,null,14482,null,4945383,null,15196,null,1739353,null,6174,null,1685845,null,6956,null,53508,null,4054,null,0400000US12,Florida,12
