B25072_001E,B25072_001EA,B25072_001M,B25072_001MA,B25072_002E,B25072_002EA,B25072_002M,B25072_002MA,B25072_003E,B25072_003EA,B25072_003M,B25072_003MA,B25072_004E,B25072_004EA,B25072_004M,B25072_004MA,B25072_005E,B25072_005EA,B25072_005M,B25072_005MA,B25072_006E,B25072_006EA,B25072_006M,B25072_006MA,B25072_007E,B25072_007EA,B25072_007M,B25072_007MA,B25072_008E,B25072_008EA,B25072_008M,B25072_008MA,B25072_009E,B25072_009EA,B25072_009M,B25072_009MA,B25072_010E,B25072_010EA,B25072_010M,B25072_010MA,B25072_011E,B25072_011EA,B25072_011M,B25072_011MA,B25072_012E,B25072_012EA,B25072_012M,B25072_012MA,B25072_013E,B25072_013EA,B25072_013M,B25072_013MA,B25072_014E,B25072_014EA,B25072_014M,B25072_014MA,B25072_015E,B25072_015EA,B25072_015M,B25072_015MA,B25072_016E,B25072_016EA,B25072_016M,B25072_016MA,B25072_017E,B25072_017EA,B25072_017M,B25072_017MA,B25072_018E,B25072_018EA,B25072_018M,B25072_018MA,B25072_019E,B25072_019EA,B25072_019M,B25072_019MA,B25072_020E,B25072_020EA,B25072_020M,B25072_020MA,B25072_021E,B25072_021EA,B25072_021M,B25072_021MA,B25072_022E,B25072_022EA,B25072_022M,B25072_022MA,B25072_023E,B25072_023EA,B25072_023M,B25072_023MA,B25072_024E,B25072_024EA,B25072_024M,B25072_024MA,B25072_025E,B25072_025EA,B25072_025M,B25072_025MA,B25072_026E,B25072_026EA,B25072_026M,B25072_026MA,B25072_027E,B25072_027EA,B25072_027M,B25072_027MA,B25072_028E,B25072_028EA,B25072_028M,B25072_028MA,B25072_029E,B25072_029EA,B25072_029M,B25072_029MA,GEO_ID,NAME,state
562172,null,10797,null,78966,null,3945,null,10973,null,2043,null,8218,null,1745,null,7705,null,1804,null,4628,null,1298,null,37243,null,3153,null,10199,null,1922,null,149173,null,6090,null,33423,null,2984,null,21932,null,2835,null,14023,null,2326,null,10641,null,2093,null,53480,null,4002,null,15674,null,2546,null,263627,null,7872,null,63358,null,3994,null,26647,null,2754,null,24143,null,2341,null,20829,null,2874,null,92332,null,5862,null,36318,null,2898,null,70406,null,3873,null,8997,null,1301,null,6038,null,1321,null,7655,null,1311,null,5884,null,1095,null,23415,null,1960,null,18417,null,1994,null,0400000US01,Alabama,01
82260,null,3476,null,12441,null,1774,null,3162,null,1186,null,1796,null,707,null,1071,null,463,null,1060,null,529,null,4555,null,1013,null,797,null,447,null,23480,null,2276,null,5384,null,1211,null,3982,null,1103,null,2308,null,874,null,1855,null,688,null,7012,null,1478,null,2939,null,705,null,41126,null,2728,null,13378,null,1949,null,5535,null,1155,null,4880,null,1098,null,3066,null,1004,null,9875,null,1519,null,4392,null,993,null,5213,null,1058,null,993,null,394,null,493,null,305,null,496,null,321,null,539,null,468,null,2106,null,692,null,586,null,289,null,0400000US02,Alaska,02
750075,null,11978,null,86369,null,4130,null,11331,null,1759,null,8322,null,1310,null,8482,null,1555,null,7040,null,1751,null,43928,null,3386,null,7266,null,1396,null,222805,null,6850,null,54035,null,4005,null,33770,null,3481,null,23719,null,3264,null,20275,null,2819,null,78305,null,4774,null,12701,null,2226,null,362690,null,11051,null,91244,null,5907,null,43688,null,3897,null,37136,null,4224,null,28836,null,3305,null,136560,null,7371,null,25226,null,2976,null,78211,null,4218,null,9724,null,1498,null,4904,null,1094,null,8069,null,1495,null,5540,null,1204,null,39352,null,2763,null,10622,null,1473,null,0400000US04,Arizona,04
382087,null,9861,null,55086,null,3875,null,10730,null,2027,null,4567,null,1131,null,5492,null,1269,null,4437,null,1347,null,25345,null,2713,null,4515,null,1269,null,107097,null,6188,null,29549,null,3181,null,15953,null,2420,null,8687,null,1928,null,8454,null,1848,null,36064,null,3493,null,8390,null,1851,null,173021,null,6242,null,48912,null,3616,null,19050,null,2344,null,14517,null,2132,null,12656,null,1745,null,57668,null,4830,null,20218,null,2336,null,46883,null,2884,null,6017,null,1039,null,4483,null,1032,null,5964,null,1036,null,3950,null,983,null,15117,null,1791,null,11352,null,1437,null,0400000US05,Arkansas,05
5304837,null,27827,null,413489,null,9376,null,49083,null,4102,null,35918,null,3763,null,41312,null,3353,null,32485,null,3407,null,230927,null,7500,null,23764,null,2270,null,1445069,null,15112,null,305012,null,9790,null,201226,null,7211,null,176704,null,5951,null,129661,null,6979,null,587135,null,11148,null,45331,null,4267,null,2847554,null,19177,null,602547,null,14031,null,341695,null,8644,null,318538,null,9602,null,249071,null,8951,null,1206583,null,16949,null,129120,null,5763,null,598725,null,9486,null,68565,null,4279,null,41465,null,3136,null,73764,null,4152,null,56814,null,3617,null,306274,null,7592,null,51843,null,3515,null,0400000US06,California,06
630191,null,8889,null,95733,null,4512,null,12183,null,1770,null,9556,null,1647,null,9686,null,1842,null,8040,null,2005,null,50910,null,3249,null,5358,null,1317,null,184470,null,5970,null,44681,null,3251,null,26439,null,2770,null,20634,null,2436,null,17068,null,2132,null,67889,null,4705,null,7759,null,1655,null,284846,null,7169,null,68387,null,4493,null,34631,null,3190,null,34851,null,3253,null,27181,null,2996,null,102368,null,5652,null,17428,null,2406,null,65142,null,2860,null,7463,null,1168,null,5036,null,851,null,7455,null,1186,null,6068,null,1266,null,30891,null,2673,null,8229,null,1442,null,0400000US08,Colorado,08
413163,null,7387,null,36026,null,3089,null,4945,null,1206,null,3575,null,1161,null,3679,null,1124,null,2501,null,899,null,19254,null,2474,null,2072,null,823,null,97506,null,4407,null,24495,null,2771,null,13921,null,2080,null,11423,null,1829,null,7055,null,1225,null,35578,null,3510,null,5034,null,1445,null,211733,null,6406,null,49698,null,3166,null,25122,null,2601,null,23196,null,2159,null,16831,null,2302,null,85941,null,4774,null,10945,null,1754,null,67898,null,3386,null,9096,null,1123,null,6119,null,1210,null,8366,null,1372,null,6957,null,1114,null,30042,null,2723,null,7318,null,1262,null,0400000US09,Connecticut,09
86344,null,3763,null,6510,null,1144,null,725,null,416,null,668,null,454,null,926,null,573,null,475,null,268,null,3299,null,844,null,417,null,279,null,25483,null,2213,null,5840,null,1339,null,4044,null,1073,null,2378,null,815,null,3143,null,1110,null,9093,null,1602,null,985,null,492,null,42982,null,3441,null,10650,null,1888,null,3981,null,1087,null,4335,null,1266,null,4205,null,1125,null,17440,null,2151,null,2371,null,718,null,11369,null,1555,null,1839,null,677,null,1715,null,692,null,1445,null,595,null,730,null,388,null,4734,null,1026,null,906,null,416,null,0400000US10,Delaware,10
137662,null,3905,null,8398,null,1362,null,507,null,342,null,794,null,383,null,562,null,379,null,731,null,368,null,5054,null,937,null,750,null,332,null,40811,null,2442,null,11126,null,1784,null,4786,null,1058,null,5513,null,1120,null,3755,null,1047,null,14591,null,1987,null,1040,null,511,null,71499,null,2860,null,18237,null,2316,null,7977,null,1472,null,9569,null,1531,null,3903,null,1008,null,27447,null,2415,null,4366,null,1139,null,16954,null,1553,null,3439,null,823,null,1257,null,517,null,2768,null,807,null,1503,null,606,null,7269,null,1354,null,718,null,341,null,0400000US11,District of Columbia,11
2202583,null,21786,null,229578,null,7883,null,20539,null,2619,null,22251,null,2664,null,18108,null,2520,null,18035,null,2518,null,130454,null,5941,null,20191,null,2838,null,590635,null,12706,null,102947,null,5432,null,75245,null,4691,null,66199,null,4707,null,60199,null,5079,null,252756,null,8617,null,33289,null,3676,null,1087667,null,16710,null,184500,null,8656,null,121154,null,5745,null,118278,null,6171,null,102203,null,5093,null,490707,null,11520,null,70825,null,4336,null,294703,null,7749,null,30104,null,2667,null,20762,null,2206,null,30763,null,3068,null,23171,null,2277,null,152761,null,5997,null,37142,null,2981,null,0400000US12,Florida,12
1143333,null,15579,null,133981,null,7354,null,20290,null,2996,null,12963,null,2359,null,13036,null,2144,null,9251,null,1702,null,65647,null,5063,null,12794,null,2121,null,325114,null,9372,null,74027,null,4526,null,38640,null,3493,null,40008,null,4150,null,30747,null,3104,null,120201,null,5992,null,21491,null,2723,null,568979,null,11930,null,131514,null,5723,null,68880,null,4907,null,59691,null,5016,null,46869,null,3820,null,211269,null,8257,null,50756,null,3879,null,115259,null,5237,null,15411,null,1760,null,8684,null,1414,null,12362,null,1880,null,9680,null,1766,null,51077,null,3972,null,18045,null,1697,null,0400000US13,Georgia,13
193255,null,6159,null,19618,null,2467,null,2127,null,818,null,1259,null,577,null,670,null,337,null,1932,null,1051,null,11847,null,2365,null,1783,null,1022,null,51709,null,3602,null,8201,null,1937,null,5761,null,1385,null,5780,null,1321,null,5572,null,1581,null,22701,null,2856,null,3694,null,1207,null,98996,null,4341,null,21323,null,2053,null,10892,null,1695,null,11075,null,1662,null,8210,null,1376,null,39802,null,3535,null,7694,null,1413,null,22932,null,1911,null,3834,null,917,null,2718,null,919,null,2459,null,682,null,2354,null,523,null,8750,null,1357,null,2817,null,561,null,0400000US15,Hawaii,15
158968,null,5233,null,29408,null,2606,null,4520,null,1283,null,3481,null,1095,null,4555,null,1131,null,2725,null,1122,null,12720,null,1890,null,1407,null,648,null,48018,null,3582,null,11120,null,1659,null,7345,null,1507,null,4566,null,1361,null,4073,null,1179,null,17317,null,2264,null,3597,null,1007,null,64465,null,3552,null,16244,null,1968,null,9882,null,1586,null,6151,null,1231,null,4958,null,1000,null,19979,null,1971,null,7251,null,1176,null,17077,null,1783,null,2748,null,770,null,2073,null,658,null,1843,null,584,null,1063,null,469,null,7189,null,1356,null,2161,null,571,null,0400000US16,Idaho,16
1522387,null,14245,null,173380,null,6985,null,23350,null,2786,null,14715,null,1967,null,15515,null,2173,null,11251,null,1648,null,94965,null,5765,null,13584,null,1854,null,419337,null,8467,null,112276,null,5363,null,60619,null,4251,null,45793,null,3107,null,33784,null,3129,null,142317,null,5839,null,24548,null,2557,null,722906,null,12398,null,191713,null,7353,null,80203,null,4962,null,76634,null,4622,null,57558,null,3915,null,267640,null,9280,null,49158,null,2979,null,206764,null,6425,null,28258,null,2838,null,20022,null,1922,null,24684,null,2431,null,18272,null,2253,null,95443,null,4371,null,20085,null,2032,null,0400000US17,Illinois,17
732717,null,11039,null,107299,null,5449,null,17058,null,2137,null,9239,null,1623,null,8421,null,1515,null,9887,null,2073,null,55365,null,4773,null,7329,null,1396,null,196151,null,6496,null,51079,null,3579,null,26135,null,2490,null,22955,null,2978,null,15744,null,2339,null,67881,null,4101,null,12357,null,1908,null,338671,null,10236,null,90684,null,4945,null,42230,null,3610,null,37746,null,3309,null,24607,null,2782,null,114449,null,5705,null,28955,null,2664,null,90596,null,4165,null,14459,null,1900,null,8946,null,1381,null,11100,null,1451,null,8077,null,1228,null,35865,null,2545,null,12149,null,1833,null,0400000US18,Indiana,18
