C18101_001E,C18101_001EA,C18101_001M,C18101_001MA,C18101_002E,C18101_002EA,C18101_002M,C18101_002MA,C18101_003E,C18101_003EA,C18101_003M,C18101_003MA,C18101_004E,C18101_004EA,C18101_004M,C18101_004MA,C18101_005E,C18101_005EA,C18101_005M,C18101_005MA,C18101_006E,C18101_006EA,C18101_006M,C18101_006MA,C18101_007E,C18101_007EA,C18101_007M,C18101_007MA,C18101_008E,C18101_008EA,C18101_008M,C18101_008MA,C18101_009E,C18101_009EA,C18101_009M,C18101_009MA,C18101_010E,C18101_010EA,C18101_010M,C18101_010MA,C18101_011E,C18101_011EA,C18101_011M,C18101_011MA,C18101_012E,C18101_012EA,C18101_012M,C18101_012MA,C18101_013E,C18101_013EA,C18101_013M,C18101_013MA,C18101_014E,C18101_014EA,C18101_014M,C18101_014MA,C18101_015E,C18101_015EA,C18101_015M,C18101_015MA,C18101_016E,C18101_016EA,C18101_016M,C18101_016MA,C18101_017E,C18101_017EA,C18101_017M,C18101_017MA,C18101_018E,C18101_018EA,C18101_018M,C18101_018MA,C18101_019E,C18101_019EA,C18101_019M,C18101_019MA,C18101_020E,C18101_020EA,C18101_020M,C18101_020MA,C18101_021E,C18101_021EA,C18101_021M,C18101_021MA,GEO_ID,NAME,state
4616028,null,1808,null,2216414,null,5319,null,573816,null,3795,null,37699,null,2934,null,536117,null,4885,null,1378994,null,3722,null,203411,null,6667,null,1175583,null,7459,null,263604,null,2165,null,113244,null,3905,null,150360,null,3761,null,2399614,null,5277,null,550411,null,3893,null,21120,null,2500,null,529291,null,4460,null,1488722,null,3325,null,221336,null,7168,null,1267386,null,8162,null,360481,null,2152,null,162999,null,5110,null,197482,null,4633,null,0400000US01,Alabama,01
678081,null,2615,null,344335,null,2643,null,93877,null,1414,null,3726,null,866,null,90151,null,1426,null,226171,null,2648,null,26482,null,3397,null,199689,null,3794,null,24287,null,861,null,10812,null,1050,null,13475,null,1077,null,333746,null,1899,null,89384,null,1416,null,3161,null,727,null,86223,null,1489,null,217556,null,1601,null,22363,null,2791,null,195193,null,2653,null,26806,null,946,null,12385,null,1352,null,14421,null,1323,null,0400000US02,Alaska,02
6501531,null,2050,null,3232732,null,3982,null,885157,null,2681,null,36505,null,4243,null,848652,null,4990,null,1960942,null,2813,null,192138,null,8979,null,1768804,null,9193,null,386633,null,1604,null,140615,null,4504,null,246018,null,4632,null,3268799,null,3527,null,844657,null,2773,null,25208,null,2959,null,819449,null,3941,null,1956699,null,2375,null,188218,null,7403,null,1768481,null,8089,null,467443,null,1886,null,171729,null,5278,null,295714,null,5481,null,0400000US04,Arizona,04
2833391,null,1646,null,1376266,null,4518,null,361673,null,3078,null,25451,null,2740,null,336222,null,3652,null,844601,null,2887,null,140069,null,5326,null,704532,null,6561,null,169992,null,1484,null,76232,null,2931,null,93760,null,2950,null,1457125,null,4146,null,345011,null,3309,null,11623,null,1656,null,333388,null,3968,null,890281,null,2626,null,139278,null,6698,null,751003,null,6980,null,221833,null,2063,null,98705,null,3417,null,123128,null,3481,null,0400000US05,Arkansas,05
36376938,null,5731,null,18072031,null,8343,null,4833502,null,4622,null,166714,null,8517,null,4666788,null,10036,null,11498591,null,7798,null,922880,null,17124,null,10575711,null,19357,null,1739938,null,3731,null,608630,null,9825,null,1131308,null,10058,null,18304907,null,7752,null,4589184,null,4115,null,105977,null,6209,null,4483207,null,6443,null,11431245,null,5797,null,927784,null,13779,null,10503461,null,14396,null,2284478,null,4506,null,905211,null,10751,null,1379267,null,11351,null,0400000US06,California,06
4930142,null,2876,null,2457378,null,4175,null,626239,null,2633,null,24685,null,2870,null,601554,null,3890,null,1602871,null,3911,null,135361,null,6469,null,1467510,null,6712,null,228268,null,1588,null,76089,null,3062,null,152179,null,3314,null,2472764,null,3736,null,598972,null,2437,null,14190,null,1922,null,584782,null,2924,null,1585418,null,3309,null,122143,null,5824,null,1463275,null,6487,null,288374,null,2165,null,103766,null,3935,null,184608,null,3892,null,0400000US08,Colorado,08
3456856,null,1297,null,1679224,null,2358,null,412724,null,1538,null,19366,null,2039,null,393358,null,2513,null,1071986,null,2152,null,88754,null,4769,null,983232,null,5253,null,194514,null,1526,null,54618,null,2704,null,139896,null,2693,null,1777632,null,2298,null,394075,null,1373,null,10322,null,1824,null,383753,null,2116,null,1118080,null,1965,null,95505,null,4662,null,1022575,null,5315,null,265477,null,1588,null,91648,null,3715,null,173829,null,3932,null,0400000US09,Connecticut,09
869483,null,1017,null,418177,null,1741,null,105566,null,1078,null,5101,null,1153,null,100465,null,1441,null,259529,null,1344,null,28393,null,2621,null,231136,null,2954,null,53082,null,626,null,18404,null,1634,null,34678,null,1791,null,451306,null,1383,null,101198,null,1027,null,3250,null,816,null,97948,null,1276,null,281863,null,1108,null,30638,null,2773,null,251225,null,2828,null,68245,null,939,null,25421,null,1736,null,42824,null,1848,null,0400000US10,Delaware,10
589408,null,861,null,275835,null,1117,null,57205,null,826,null,4111,null,1287,null,53094,null,1471,null,192046,null,1242,null,18385,null,2771,null,173661,null,2819,null,26584,null,883,null,9187,null,1153,null,17397,null,1279,null,313573,null,1063,null,56505,null,825,null,2646,null,766,null,53859,null,1115,null,217888,null,586,null,23253,null,2625,null,194635,null,2780,null,39180,null,1205,null,14784,null,1372,null,24396,null,1660,null,0400000US11,District of Columbia,11
18192784,null,3804,null,8856789,null,8200,null,2072946,null,4614,null,93838,null,5829,null,1979108,null,7249,null,5404791,null,7884,null,537585,null,14008,null,4867206,null,15986,null,1379052,null,3521,null,471311,null,9729,null,907741,null,9764,null,9335995,null,7600,null,1977715,null,4515,null,54991,null,3761,null,1922724,null,5633,null,5618927,null,7114,null,533896,null,12181,null,5085031,null,14371,null,1739353,null,6174,null,635210,null,12433,null,1104143,null,11751,null,0400000US12,Florida,12
