B15012_001E,B15012_001EA,B15012_001M,B15012_001MA,B15012_002E,B15012_002EA,B15012_002M,B15012_002MA,B15012_003E,B15012_003EA,B15012_003M,B15012_003MA,B15012_004E,B15012_004EA,B15012_004M,B15012_004MA,B15012_005E,B15012_005EA,B15012_005M,B15012_005MA,B15012_006E,B15012_006EA,B15012_006M,B15012_006MA,B15012_007E,B15012_007EA,B15012_007M,B15012_007MA,B15012_008E,B15012_008EA,B15012_008M,B15012_008MA,B15012_009E,B15012_009EA,B15012_009M,B15012_009MA,B15012_010E,B15012_010EA,B15012_010M,B15012_010MA,B15012_011E,B15012_011EA,B15012_011M,B15012_011MA,B15012_012E,B15012_012EA,B15012_012M,B15012_012MA,B15012_013E,B15012_013EA,B15012_013M,B15012_013MA,B15012_014E,B15012_014EA,B15012_014M,B15012_014MA,B15012_015E,B15012_015EA,B15012_015M,B15012_015MA,B15012_016E,B15012_016EA,B15012_016M,B15012_016MA,GEO_ID,NAME,state
1838430,null,23995,null,86767,null,4738,null,96865,null,5885,null,36378,null,2936,null,86656,null,5011,null,129980,null,6101,null,124476,null,5337,null,32658,null,3402,null,161950,null,6105,null,438202,null,10783,null,252636,null,7113,null,71991,null,4125,null,85857,null,5795,null,62966,null,4205,null,77100,null,4669,null,93948,null,5567,null,0400000US13,Georgia,13
280902,null,8004,null,9032,null,1319,null,19212,null,2270,null,7474,null,1403,null,15705,null,2376,null,24259,null,2647,null,17135,null,2022,null,5378,null,1251,null,24263,null,2608,null,57586,null,3325,null,36892,null,3105,null,14387,null,2013,null,15546,null,2183,null,10606,null,1721,null,9445,null,1511,null,13982,null,1758,null,0400000US15,Hawaii,15
250349,null,6976,null,9514,null,1257,null,23227,null,1881,null,7905,null,1255,null,7990,null,1357,null,16075,null,1704,null,18135,null,1604,null,4886,null,1162,null,24215,null,2382,null,42371,null,2827,null,46025,null,2757,null,6995,null,1205,null,9905,null,1412,null,8157,null,1282,null,8581,null,1246,null,16368,null,2120,null,0400000US16,Idaho,16
2799388,null,21753,null,132834,null,5768,null,150483,null,6654,null,63363,null,4452,null,123305,null,5027,null,221303,null,7434,null,195282,null,6503,null,56445,null,3927,null,242713,null,7313,null,565017,null,10928,null,382038,null,9464,null,130865,null,5686,null,155750,null,6590,null,115320,null,5011,null,126295,null,5146,null,138375,null,5705,null,0400000US17,Illinois,17
1031717,null,16136,null,39108,null,3254,null,59654,null,3677,null,26360,null,2609,null,40745,null,2908,null,58759,null,3955,null,68632,null,3812,null,15976,null,1770,null,118173,null,4683,null,201188,null,7217,null,183901,null,6182,null,39503,null,2650,null,62905,null,4108,null,29715,null,2740,null,33480,null,3272,null,53618,null,3196,null,0400000US18,Indiana,18
552241,null,11192,null,19932,null,1966,null,40268,null,2671,null,9918,null,1470,null,25082,null,2040,null,34556,null,2350,null,28971,null,2631,null,10975,null,1349,null,47781,null,3230,null,106090,null,4300,null,110281,null,4508,null,19570,null,1978,null,31059,null,2091,null,18184,null,1920,null,17075,null,1901,null,32499,null,2834,null,0400000US19,Iowa,19
580879,null,10325,null,18999,null,1790,null,43281,null,2883,null,12233,null,1641,null,22967,null,2104,null,33084,null,2629,null,33543,null,2912,null,10166,null,1456,null,55080,null,2920,null,118021,null,5530,null,107448,null,4665,null,19179,null,2076,null,32261,null,2255,null,21464,null,2556,null,21805,null,2005,null,31348,null,2574,null,0400000US20,Kansas,20
661160,null,13778,null,23301,null,2841,null,44620,null,2926,null,13990,null,1547,null,31594,null,2632,null,41016,null,3185,null,34287,null,2729,null,10765,null,1803,null,70524,null,3602,null,116996,null,4951,null,118332,null,5290,null,29942,null,2730,null,40828,null,2962,null,18073,null,2069,null,23508,null,2172,null,43384,null,3421,null,0400000US21,Kentucky,21
662520,null,12579,null,17036,null,2171,null,40591,null,3038,null,16716,null,1934,null,26342,null,2584,null,34504,null,2983,null,35349,null,2662,null,15613,null,2098,null,79154,null,4471,null,130511,null,5625,null,123099,null,5641,null,20792,null,2062,null,45534,null,3512,null,18586,null,2230,null,20286,null,2445,null,38407,null,3303,null,0400000US22,Louisiana,22
272117,null,8732,null,6911,null,1142,null,20487,null,2069,null,5322,null,1064,null,14286,null,1832,null,25656,null,2179,null,13355,null,1623,null,6288,null,1146,null,30531,null,2641,null,37844,null,2747,null,43958,null,2892,null,17286,null,2027,null,16198,null,1795,null,11102,null,1344,null,8343,null,1312,null,14550,null,1731,null,0400000US23,Maine,23
1481440,null,19754,null,86616,null,4193,null,101503,null,5233,null,48858,null,3217,null,73987,null,4590,null,162344,null,6510,null,113081,null,4760,null,30506,null,2625,null,120879,null,4969,null,248603,null,7925,null,147447,null,5616,null,80230,null,4447,null,88583,null,4440,null,51656,null,3597,null,53365,null,3503,null,73782,null,4506,null,0400000US24,Maryland,24
1870883,null,21683,null,81435,null,5043,null,112526,null,4714,null,54224,null,3406,null,105960,null,4791,null,203214,null,7919,null,153400,null,5317,null,38276,null,3381,null,145186,null,6442,null,311791,null,9245,null,186265,null,7436,null,130635,null,5795,null,125379,null,5465,null,83228,null,4867,null,57634,null,3699,null,81730,null,4781,null,0400000US25,Massachusetts,25
1792609,null,24379,null,67772,null,3869,null,97447,null,4753,null,38278,null,2522,null,71958,null,4232,null,108321,null,5136,null,176392,null,5882,null,36655,null,3065,null,173647,null,6320,null,358297,null,10174,null,280385,null,6513,null,67610,null,3158,null,87632,null,4659,null,56898,null,3494,null,65707,null,4334,null,105610,null,5371,null,0400000US26,Michigan,26
1234790,null,16015,null,51376,null,2842,null,76479,null,3965,null,30292,null,2434,null,62005,null,3749,null,103146,null,4327,null,73486,null,3706,null,18796,null,1914,null,111051,null,4632,null,230844,null,6597,null,183675,null,6092,null,59882,null,3100,null,60190,null,3329,null,51618,null,3409,null,54694,null,3014,null,67256,null,3913,null,0400000US27,Minnesota,27
394808,null,10819,null,11327,null,1814,null,29381,null,2894,null,9906,null,1472,null,14210,null,1825,null,17063,null,1892,null,16767,null,1621,null,6072,null,1294,null,48822,null,4387,null,80065,null,5172,null,80552,null,4576,null,13016,null,1884,null,18712,null,2299,null,10723,null,2022,null,11264,null,1973,null,26928,null,2530,null,0400000US28,Mississippi,28
1092956,null,16030,null,45197,null,3638,null,73570,null,3726,null,22609,null,2200,null,50085,null,2865,null,62999,null,3506,null,57138,null,3972,null,19673,null,2319,null,106881,null,5724,null,224164,null,7104,null,184099,null,6309,null,40551,null,2599,null,56130,null,3015,null,40390,null,3532,null,45977,null,3255,null,63493,null,3742,null,0400000US29,Missouri,29
195542,null,7420,null,5799,null,1123,null,20926,null,2337,null,6410,null,1271,null,8476,null,1286,null,14382,null,2206,null,8781,null,1442,null,3625,null,722,null,18180,null,2293,null,30092,null,3010,null,35436,null,2600,null,8847,null,1684,null,11185,null,1689,null,7457,null,1229,null,5824,null,1148,null,10122,null,1534,null,0400000US30,Montana,30
350170,null,9299,null,11938,null,1675,null,28286,null,2306,null,6749,null,1021,null,15728,null,1541,null,18443,null,2029,null,12875,null,1888,null,7229,null,1195,null,35890,null,2632,null,68974,null,3755,null,67227,null,3512,null,11962,null,1608,null,15751,null,1812,null,8785,null,1210,null,15656,null,1773,null,24677,null,2250,null,0400000US31,Nebraska,31
405627,null,9449,null,13185,null,1878,null,20852,null,2328,null,11383,null,1725,null,15705,null,1972,null,31227,null,2985,null,29646,null,3039,null,7676,null,1387,null,38124,null,3310,null,89045,null,5064,null,54193,null,3812,null,19614,null,1993,null,18748,null,2195,null,13749,null,1639,null,17976,null,2372,null,24504,null,2306,null,0400000US32,Nevada,32
311013,null,7701,null,14231,null,1626,null,19574,null,2122,null,7746,null,1277,null,14624,null,1894,null,25544,null,2166,null,27569,null,2571,null,6550,null,1364,null,26934,null,2311,null,57628,null,3489,null,38502,null,2490,null,18447,null,1947,null,17130,null,1799,null,10716,null,1670,null,9844,null,1628,null,15974,null,2162,null,0400000US33,New Hampshire,33
2199899,null,23700,null,118347,null,4742,null,114262,null,4335,null,61177,null,3036,null,107685,null,5498,null,201214,null,7301,null,185805,null,5433,null,41008,null,2919,null,171355,null,6405,null,454714,null,9542,null,259524,null,7366,null,111105,null,5071,null,119332,null,6372,null,86636,null,5157,null,82620,null,4196,null,85115,null,4990,null,0400000US34,New Jersey,34
359700,null,7969,null,10926,null,1642,null,24291,null,2009,null,14457,null,1642,null,17573,null,1808,null,28582,null,2359,null,31606,null,2896,null,6479,null,1297,null,30492,null,2839,null,52354,null,3337,null,58787,null,4356,null,19205,null,1975,null,19378,null,2197,null,18874,null,2010,null,10113,null,1482,null,16583,null,2093,null,0400000US35,New Mexico,35
4645712,null,34888,null,196756,null,6703,null,213857,null,7372,null,102978,null,4950,null,257501,null,10026,null,499086,null,9935,null,261693,null,8448,null,98141,null,4949,null,390347,null,10428,null,804380,null,14800,null,536710,null,11712,null,311040,null,9435,null,310475,null,8428,null,296112,null,8354,null,172448,null,6675,null,194188,null,7849,null,0400000US36,New York,36
1778026,null,21559,null,77493,null,4470,null,112450,null,5550,null,46537,null,3262,null,92577,null,5533,null,140997,null,5431,null,114956,null,4723,null,31411,null,2991,null,149361,null,6287,null,347781,null,8654,null,245873,null,7212,null,83224,null,4543,null,104488,null,4947,null,57440,null,3734,null,62787,null,3969,null,110651,null,5303,null,0400000US37,North Carolina,37
119502,null,4591,null,3738,null,652,null,9000,null,1015,null,2088,null,622,null,3343,null,787,null,5400,null,1036,null,6181,null,1158,null,2519,null,805,null,14209,null,1483,null,23766,null,2017,null,26778,null,2043,null,3478,null,791,null,4261,null,806,null,2694,null,870,null,3281,null,862,null,8766,null,1081,null,0400000US38,North Dakota,38
2023129,null,21541,null,76480,null,3666,null,104167,null,5070,null,48754,null,3023,null,86715,null,4400,null,135727,null,5492,null,143140,null,6042,null,41660,null,3711,null,202473,null,6567,null,414628,null,9515,null,349101,null,8134,null,77190,null,4475,null,101359,null,5403,null,65952,null,3887,null,82306,null,4453,null,93477,null,4489,null,0400000US39,Ohio,39
583910,null,10660,null,19242,null,1970,null,35982,null,2466,null,13442,null,1777,null,24096,null,2483,null,29954,null,2698,null,30695,null,2270,null,13109,null,1675,null,55917,null,3250,null,122135,null,5124,null,119765,null,4349,null,17253,null,2056,null,29665,null,2184,null,17360,null,1999,null,20620,null,2407,null,34675,null,2859,null,0400000US40,Oklahoma,40
832076,null,14393,null,28145,null,2734,null,67796,null,4354,null,20859,null,2254,null,45728,null,3489,null,80846,null,4668,null,54975,null,3763,null,20813,null,2518,null,67342,null,4993,null,121029,null,4816,null,103735,null,5236,null,52667,null,3837,null,56948,null,3458,null,43997,null,3474,null,33347,null,3193,null,33849,null,2565,null,0400000US41,Oregon,41
2465095,null,21787,null,102143,null,5317,null,148316,null,5867,null,65670,null,3669,null,124277,null,5259,null,180357,null,6115,null,171374,null,6244,null,54546,null,3859,null,237345,null,6834,null,440892,null,9400,null,394777,null,8591,null,112786,null,5633,null,136063,null,5816,null,87371,null,3717,null,87371,null,4078,null,121807,null,5917,null,0400000US42,Pennsylvania,42
239235,null,8423,null,9921,null,1593,null,13304,null,2066,null,4894,null,1139,null,14536,null,1615,null,22075,null,2129,null,16687,null,2064,null,4676,null,1163,null,19901,null,2184,null,38536,null,2896,null,31876,null,2917,null,15590,null,2081,null,14530,null,2228,null,12355,null,1718,null,8008,null,1483,null,12346,null,1579,null,0400000US44,Rhode Island,44
790545,null,13595,null,27416,null,2993,null,51205,null,3350,null,18964,null,2539,null,36194,null,2937,null,59452,null,3828,null,54827,null,3468,null,14006,null,1828,null,67506,null,3932,null,161954,null,7166,null,123765,null,5317,null,34057,null,2712,null,51101,null,3388,null,25718,null,2521,null,23157,null,2853,null,41223,null,3725,null,0400000US45,South Carolina,45
148207,null,6306,null,3043,null,760,null,13942,null,1757,null,2714,null,833,null,6311,null,1273,null,10131,null,1398,null,5573,null,1109,null,2621,null,774,null,16096,null,1615,null,26276,null,2325,null,31622,null,2345,null,5740,null,1166,null,6004,null,1083,null,3388,null,806,null,3825,null,930,null,10921,null,1372,null,0400000US46,South Dakota,46
1056007,null,15975,null,35152,null,3129,null,68318,null,3686,null,23375,null,2593,null,48682,null,3426,null,61887,null,4117,null,63567,null,3869,null,21582,null,2355,null,97744,null,4683,null,226223,null,7208,null,167766,null,6319,null,38499,null,3442,null,64958,null,3999,null,39815,null,3522,null,41775,null,3228,null,56664,null,3869,null,0400000US47,Tennessee,47
4228210,null,33544,null,186179,null,6853,null,256353,null,8419,null,110516,null,4449,null,158623,null,7460,null,263599,null,8147,null,379075,null,11165,null,97434,null,5526,null,350825,null,8252,null,941686,null,16750,null,596345,null,10662,null,172196,null,6506,null,217958,null,7242,null,131716,null,6160,null,149391,null,6972,null,216314,null,8079,null,0400000US48,Texas,48
488462,null,11296,null,21325,null,2210,null,30429,null,2598,null,14008,null,1832,null,21289,null,1772,null,41226,null,3135,null,31269,null,2264,null,8374,null,1397,null,40944,null,2848,null,92116,null,4573,null,68132,null,3815,null,24603,null,1885,null,19271,null,2074,null,21080,null,2131,null,21295,null,2135,null,33101,null,2829,null,0400000US49,Utah,49
153609,null,5126,null,4633,null,939,null,11937,null,1167,null,4335,null,906,null,10074,null,1336,null,13713,null,1363,null,9044,null,1339,null,3627,null,715,null,11882,null,1441,null,17738,null,1855,null,24454,null,1826,null,11332,null,1401,null,10970,null,1536,null,8347,null,1311,null,4074,null,899,null,7449,null,1160,null,0400000US50,Vermont,50
1934324,null,22728,null,108663,null,5789,null,101117,null,4232,null,52514,null,3627,null,93927,null,4288,null,220442,null,7077,null,161832,null,6183,null,36617,null,2839,null,139883,null,6097,null,349303,null,10040,null,205184,null,6597,null,111059,null,5205,null,135711,null,5651,null,62339,null,3770,null,57756,null,3519,null,97977,null,5323,null,0400000US51,Virginia,51
1521073,null,18307,null,76834,null,4800,null,103485,null,5512,null,42182,null,3330,null,79179,null,4145,null,149217,null,6574,null,138113,null,6185,null,30607,null,2425,null,122011,null,5783,null,230492,null,7566,null,170055,null,6539,null,83442,null,3864,null,96998,null,3793,null,69450,null,3563,null,59458,null,4102,null,69550,null,4257,null,0400000US53,Washington,53
239922,null,7597,null,5206,null,993,null,13835,null,1550,null,7476,null,1330,null,10407,null,1466,null,12965,null,1766,null,15166,null,1857,null,3427,null,781,null,28610,null,2682,null,44321,null,2619,null,48943,null,3448,null,7882,null,1518,null,13093,null,1850,null,6102,null,1132,null,7152,null,1358,null,15337,null,2114,null,0400000US54,West Virginia,54
1078485,null,13382,null,36480,null,2982,null,75683,null,3777,null,21992,null,2128,null,48613,null,3088,null,76308,null,3602,null,67044,null,3390,null,16628,null,1795,null,116158,null,4126,null,194623,null,5744,null,185432,null,4823,null,44952,null,2578,null,53026,null,2982,null,36631,null,2774,null,44869,null,2742,null,60046,null,3754,null,0400000US55,Wisconsin,55
92089,null,4260,null,2389,null,630,null,10725,null,1545,null,3333,null,949,null,3626,null,855,null,6411,null,1314,null,6121,null,1078,null,2040,null,743,null,8458,null,1237,null,11863,null,1463,null,19222,null,2130,null,2157,null,681,null,5193,null,1084,null,2499,null,625,null,2940,null,821,null,5112,null,1050,null,0400000US56,Wyoming,56
572338,null,9647,null,16151,null,2006,null,29317,null,2963,null,8960,null,1560,null,21588,null,2470,null,28316,null,2417,null,29783,null,2876,null,18641,null,2035,null,53098,null,3774,null,175937,null,6008,null,111531,null,5237,null,4635,null,1073,null,17197,null,2229,null,7936,null,1430,null,10693,null,1669,null,38555,null,3641,null,0400000US72,Puerto Rico,72
