B15012_001E,B15012_001EA,B15012_001M,B15012_001MA,B15012_002E,B15012_002EA,B15012_002M,B15012_002MA,B15012_003E,B15012_003EA,B15012_003M,B15012_003MA,B15012_004E,B15012_004EA,B15012_004M,B15012_004MA,B15012_005E,B15012_005EA,B15012_005M,B15012_005MA,B15012_006E,B15012_006EA,B15012_006M,B15012_006MA,B15012_007E,B15012_007EA,B15012_007M,B15012_007MA,B15012_008E,B15012_008EA,B15012_008M,B15012_008MA,B15012_009E,B15012_009EA,B15012_009M,B15012_009MA,B15012_010E,B15012_010EA,B15012_010M,B15012_010MA,B15012_011E,B15012_011EA,B15012_011M,B15012_011MA,B15012_012E,B15012_012EA,B15012_012M,B15012_012MA,B15012_013E,B15012_013EA,B15012_013M,B15012_013MA,B15012_014E,B15012_014EA,B15012_014M,B15012_014MA,B15012_015E,B15012_015EA,B15012_015M,B15012_015MA,B15012_016E,B15012_016EA,B15012_016M,B15012_016MA,GEO_ID,NAME,state
743085,null,13238,null,32597,null,2939,null,45127,null,3043,null,18372,null,2300,null,26161,null,2279,null,37928,null,3004,null,56098,null,3452,null,12671,null,1963,null,75159,null,3912,null,167767,null,6194,null,130277,null,5281,null,24691,null,2210,null,33347,null,2833,null,19098,null,2216,null,18345,null,2218,null,45447,null,2800,null,0400000US01,Alabama,01
125950,null,6648,null,3301,null,979,null,13715,null,1541,null,4606,null,1034,null,6649,null,1827,null,10154,null,1665,null,8376,null,1448,null,2446,null,774,null,12305,null,1908,null,15459,null,2078,null,20358,null,2152,null,6146,null,1122,null,6999,null,1188,null,4457,null,976,null,3000,null,744,null,7979,null,1279,null,0400000US02,Alaska,02
1171517,null,15108,null,48992,null,3825,null,59146,null,3499,null,28672,null,2363,null,50595,null,4067,null,82669,null,4866,null,107654,null,5732,null,21852,null,2502,null,107484,null,5276,null,240244,null,8601,null,170867,null,6606,null,50588,null,3451,null,60665,null,4260,null,40087,null,3429,null,42557,null,3345,null,59445,null,4336,null,0400000US04,Arizona,04
391182,null,10758,null,14524,null,2085,null,29454,null,2786,null,7079,null,1525,null,15095,null,1687,null,20788,null,2589,null,15841,null,1698,null,10178,null,1840,null,42140,null,3338,null,79785,null,4286,null,79761,null,4974,null,13235,null,1787,null,19321,null,2199,null,9312,null,1449,null,11590,null,1835,null,23079,null,2396,null,0400000US05,Arkansas,05
7658607,null,45552,null,377661,null,10133,null,485666,null,9524,null,211265,null,6853,null,388650,null,9497,null,781509,null,14057,null,737454,null,12954,null,139043,null,6142,null,582860,null,13136,null,1363585,null,21808,null,584838,null,12393,null,435955,null,10251,null,502694,null,11247,null,416359,null,10293,null,297433,null,9689,null,353635,null,9981,null,0400000US06,California,06
1306430,null,17570,null,67263,null,4097,null,89478,null,4741,null,42458,null,2834,null,64458,null,3944,null,117631,null,4937,null,103769,null,4644,null,24941,null,2203,null,96355,null,4391,null,252079,null,7049,null,143729,null,5020,null,63902,null,4170,null,69768,null,4162,null,52866,null,3314,null,49530,null,3484,null,68203,null,4722,null,0400000US08,Colorado,08
915526,null,13721,null,38274,null,3354,null,48021,null,3214,null,25085,null,2510,null,53050,null,3688,null,95926,null,5368,null,67870,null,2991,null,17232,null,2003,null,70530,null,4040,null,170996,null,4823,null,103138,null,4934,null,60164,null,3137,null,55579,null,3900,null,41614,null,3123,null,28838,null,3263,null,39209,null,2721,null,0400000US09,Connecticut,09
183784,null,6708,null,6827,null,1162,null,10762,null,1763,null,5447,null,1011,null,8512,null,1286,null,14667,null,1973,null,13749,null,1684,null,5684,null,1482,null,16515,null,2101,null,32428,null,2733,null,28029,null,2715,null,8620,null,1367,null,9747,null,1470,null,4955,null,1060,null,6249,null,1444,null,11593,null,1827,null,0400000US10,Delaware,10
225438,null,6411,null,6774,null,1570,null,12715,null,1891,null,5530,null,1004,null,9344,null,1479,null,57282,null,3339,null,8938,null,1529,null,5355,null,1509,null,9519,null,1436,null,23567,null,2756,null,12651,null,1870,null,21588,null,2007,null,21907,null,2290,null,12809,null,2076,null,10879,null,1439,null,6580,null,1179,null,0400000US11,District of Columbia,11
3471589,null,27942,null,121625,null,5708,null,171855,null,6522,null,73938,null,4101,null,158344,null,6555,null,257378,null,8556,null,262070,null,8212,null,73052,null,4184,null,330230,null,10161,null,803983,null,14797,null,514554,null,12107,null,127543,null,5530,null,170575,null,6329,null,111985,null,5201,null,123374,null,5945,null,171083,null,6969,null,0400000US12,Florida,12
