C25032G_001E,C25032G_001EA,C25032G_001M,C25032G_001MA,C25032G_002E,C25032G_002EA,C25032G_002M,C25032G_002MA,C25032G_003E,C25032G_003EA,C25032G_003M,C25032G_003MA,C25032G_004E,C25032G_004EA,C25032G_004M,C25032G_004MA,C25032G_005E,C25032G_005EA,C25032G_005M,C25032G_005MA,GEO_ID,NAME,state
17707,null,1875,null,12378,null,1474,null,1139,null,475,null,1559,null,640,null,2631,null,785,null,0400000US01,Alabama,01
10910,null,1522,null,6366,null,1186,null,2481,null,863,null,986,null,478,null,1077,null,468,null,0400000US02,Alaska,02
33070,null,3060,null,21418,null,2160,null,2430,null,910,null,5958,null,1343,null,3264,null,847,null,0400000US04,Arizona,04
16648,null,2018,null,12222,null,1764,null,1041,null,467,null,1500,null,546,null,1885,null,733,null,0400000US05,Arkansas,05
301207,null,7951,null,185785,null,5975,null,28596,null,3288,null,75713,null,4842,null,11113,null,1668,null,0400000US06,California,06
37763,null,2981,null,25696,null,2182,null,2022,null,822,null,7765,null,1477,null,2280,null,638,null,0400000US08,Colorado,08
15219,null,1821,null,8882,null,1129,null,3441,null,1075,null,2634,null,792,null,262,null,242,null,0400000US09,Connecticut,09
3730,null,873,null,2454,null,716,null,364,null,331,null,685,null,450,null,227,null,246,null,0400000US10,Delaware,10
3573,null,860,null,1108,null,473,null,542,null,413,null,1923,null,563,null,0,null,296,null,0400000US11,District of Columbia,11
88716,null,4433,null,57635,null,3473,null,4790,null,1178,null,19331,null,2309,null,6960,null,1177,null,0400000US12,Florida,12
33950,null,3111,null,22193,null,2435,null,1728,null,734,null,7257,null,1411,null,2772,null,897,null,0400000US13,Georgia,13
72897,null,3871,null,47146,null,3378,null,5557,null,1078,null,20194,null,2384,null,0,null,275,null,0400000US15,Hawaii,15
8160,null,1480,null,4858,null,1063,null,1342,null,629,null,1269,null,609,null,691,null,410,null,0400000US16,Idaho,16
46479,null,3701,null,24050,null,2063,null,7102,null,1496,null,13224,null,2039,null,2103,null,756,null,0400000US17,Illinois,17
26713,null,2234,null,17949,null,1879,null,2189,null,756,null,4829,null,1270,null,1746,null,572,null,0400000US18,Indiana,18
11178,null,1914,null,7819,null,1485,null,748,null,388,null,1842,null,686,null,769,null,417,null,0400000US19,Iowa,19
19094,null,1692,null,13913,null,1419,null,941,null,486,null,2481,null,776,null,1759,null,585,null,0400000US20,Kansas,20
16227,null,2134,null,9642,null,1597,null,1897,null,676,null,2644,null,810,null,2044,null,837,null,0400000US21,Kentucky,21
15125,null,2182,null,9193,null,1623,null,916,null,461,null,2054,null,873,null,2962,null,1092,null,0400000US22,Louisiana,22
8041,null,1248,null,3448,null,733,null,2005,null,787,null,1494,null,666,null,1094,null,527,null,0400000US23,Maine,23
26948,null,2604,null,17334,null,1986,null,615,null,378,null,8631,null,1752,null,368,null,276,null,0400000US24,Maryland,24
34601,null,3010,null,13192,null,1988,null,11923,null,1787,null,9155,null,1481,null,331,null,197,null,0400000US25,Massachusetts,25
46711,null,3293,null,31665,null,2335,null,3292,null,863,null,9039,null,1430,null,2715,null,727,null,0400000US26,Michigan,26
19792,null,1971,null,12696,null,1524,null,1278,null,493,null,5162,null,964,null,656,null,299,null,0400000US27,Minnesota,27
9553,null,1721,null,6272,null,1399,null,273,null,233,null,1710,null,821,null,1298,null,545,null,0400000US28,Mississippi,28
31359,null,3002,null,19513,null,2177,null,4520,null,1134,null,4798,null,1188,null,2528,null,861,null,0400000US29,Missouri,29
4295,null,1040,null,2788,null,778,null,604,null,328,null,233,null,174,null,670,null,364,null,0400000US30,Montana,30
10313,null,1250,null,7485,null,1128,null,313,null,253,null,2012,null,691,null,503,null,256,null,0400000US31,Nebraska,31
22898,null,2462,null,14334,null,1892,null,1818,null,798,null,6001,null,1401,null,745,null,364,null,0400000US32,Nevada,32
4065,null,995,null,2248,null,687,null,787,null,416,null,911,null,508,null,119,null,113,null,0400000US33,New Hampshire,33
42629,null,3468,null,19566,null,2158,null,9324,null,1690,null,12947,null,1915,null,792,null,406,null,0400000US34,New Jersey,34
15662,null,1964,null,9785,null,1667,null,1527,null,762,null,2244,null,905,null,2106,null,698,null,0400000US35,New Mexico,35
103079,null,5477,null,31895,null,2557,null,21060,null,2520,null,46868,null,4064,null,3256,null,1052,null,0400000US36,New York,36
43735,null,3704,null,25880,null,2798,null,3048,null,1003,null,8358,null,1685,null,6449,null,1479,null,0400000US37,North Carolina,37
2301,null,722,null,1627,null,585,null,71,null,106,null,416,null,299,null,187,null,194,null,0400000US38,North Dakota,38
44906,null,3221,null,28280,null,2560,null,5634,null,1121,null,9327,null,1290,null,1665,null,643,null,0400000US39,Ohio,39
76884,null,3450,null,54826,null,2997,null,5080,null,1098,null,7992,null,1520,null,8986,null,1113,null,0400000US40,Oklahoma,40
31518,null,3141,null,18457,null,2408,null,3219,null,767,null,6529,null,1449,null,3313,null,851,null,0400000US41,Oregon,41
41313,null,3073,null,27793,null,2619,null,4961,null,1100,null,7135,null,1255,null,1424,null,435,null,0400000US42,Pennsylvania,42
5350,null,1448,null,1913,null,691,null,1700,null,742,null,1737,null,933,null,0,null,287,null,0400000US44,Rhode Island,44
11757,null,1751,null,6939,null,1304,null,817,null,471,null,1882,null,655,null,2119,null,759,null,0400000US45,South Carolina,45
3592,null,1046,null,1613,null,667,null,205,null,233,null,987,null,589,null,787,null,554,null,0400000US46,South Dakota,46
25434,null,2154,null,17842,null,2063,null,1286,null,613,null,3136,null,867,null,3170,null,924,null,0400000US47,Tennessee,47
131056,null,6188,null,88567,null,4254,null,8187,null,1639,null,26041,null,3557,null,8261,null,1320,null,0400000US48,Texas,48
9235,null,1524,null,6591,null,1223,null,500,null,377,null,1849,null,741,null,295,null,242,null,0400000US49,Utah,49
3877,null,791,null,1714,null,475,null,807,null,394,null,914,null,642,null,442,null,294,null,0400000US50,Vermont,50
39452,null,3701,null,25446,null,2844,null,2577,null,1065,null,10161,null,1657,null,1268,null,494,null,0400000US51,Virginia,51
63406,null,3915,null,38403,null,2749,null,5155,null,1228,null,15905,null,2473,null,3943,null,920,null,0400000US53,Washington,53
8990,null,1379,null,5530,null,1035,null,1465,null,612,null,753,null,539,null,1242,null,487,null,0400000US54,West Virginia,54
18488,null,2074,null,10736,null,1579,null,3804,null,951,null,3656,null,994,null,292,null,173,null,0400000US55,Wisconsin,55
4093,null,1032,null,2437,null,908,null,848,null,468,null,233,null,256,null,575,null,384,null,0400000US56,Wyoming,56
126599,null,4483,null,104829,null,4371,null,9522,null,1514,null,12248,null,1593,null,0,null,289,null,0400000US72,Puerto Rico,72
