C22007_001E,C22007_001EA,C22007_001M,C22007_001MA,C22007_002E,C22007_002EA,C22007_002M,C22007_002MA,C22007_003E,C22007_003EA,C22007_003M,C22007_003MA,C22007_004E,C22007_004EA,C22007_004M,C22007_004MA,C22007_005E,C22007_005EA,C22007_005M,C22007_005MA,C22007_006E,C22007_006EA,C22007_006M,C22007_006MA,C22007_007E,C22007_007EA,C22007_007M,C22007_007MA,C22007_008E,C22007_008EA,C22007_008M,C22007_008MA,C22007_009E,C22007_009EA,C22007_009M,C22007_009MA,C22007_010E,C22007_010EA,C22007_010M,C22007_010MA,C22007_011E,C22007_011EA,C22007_011M,C22007_011MA,C22007_012E,C22007_012EA,C22007_012M,C22007_012MA,C22007_013E,C22007_013EA,C22007_013M,C22007_013MA,C22007_014E,C22007_014EA,C22007_014M,C22007_014MA,C22007_015E,C22007_015EA,C22007_015M,C22007_015MA,C22007_016E,C22007_016EA,C22007_016M,C22007_016MA,C22007_017E,C22007_017EA,C22007_017M,C22007_017MA,C22007_018E,C22007_018EA,C22007_018M,C22007_018MA,C22007_019E,C22007_019EA,C22007_019M,C22007_019MA,C22007_020E,C22007_020EA,C22007_020M,C22007_020MA,C22007_021E,C22007_021EA,C22007_021M,C22007_021MA,C22007_022E,C22007_022EA,C22007_022M,C22007_022MA,C22007_023E,C22007_023EA,C22007_023M,C22007_023MA,C22007_024E,C22007_024EA,C22007_024M,C22007_024MA,C22007_025E,C22007_025EA,C22007_025M,C22007_025MA,C22007_026E,C22007_026EA,C22007_026M,C22007_026MA,C22007_027E,C22007_027EA,C22007_027M,C22007_027MA,C22007_028E,C22007_028EA,C22007_028M,C22007_028MA,C22007_029E,C22007_029EA,C22007_029M,C22007_029MA,GEO_ID,NAME,state
2370143,null,18487,null,291420,null,7981,null,95203,null,5535,null,14663,null,1814,null,36294,null,3675,null,44246,null,3292,null,196217,null,7038,null,25978,null,3145,null,4690,null,1215,null,15218,null,2082,null,6070,null,1456,null,170239,null,6725,null,47094,null,3784,null,96340,null,5249,null,26805,null,2774,null,2078723,null,17598,null,1581627,null,15177,null,186314,null,6019,null,416841,null,9420,null,978472,null,14909,null,497096,null,13285,null,132895,null,6520,null,11881,null,1843,null,71109,null,5177,null,49905,null,3752,null,364201,null,9979,null,40234,null,3094,null,212727,null,7194,null,111240,null,5262,null,0400000US13,Georgia,13
310366,null,5604,null,26360,null,2796,null,11387,null,1799,null,2121,null,623,null,2937,null,883,null,6329,null,1323,null,14973,null,2236,null,2660,null,783,null,602,null,395,null,1609,null,614,null,449,null,239,null,12313,null,1997,null,3304,null,934,null,5800,null,1233,null,3209,null,1067,null,284006,null,5423,null,217477,null,5600,null,25274,null,1893,null,47252,null,3138,null,144951,null,5084,null,66529,null,3881,null,23207,null,2540,null,792,null,413,null,12854,null,2016,null,9561,null,1598,null,43322,null,3219,null,4253,null,852,null,21122,null,2497,null,17947,null,2078,null,0400000US15,Hawaii,15
397214,null,6069,null,37230,null,3117,null,20897,null,2560,null,1635,null,659,null,7669,null,1411,null,11593,null,1857,null,16333,null,2147,null,2685,null,865,null,249,null,304,null,2149,null,776,null,287,null,249,null,13648,null,1850,null,3130,null,1101,null,8762,null,1466,null,1756,null,583,null,359984,null,6095,null,300898,null,6343,null,41969,null,2545,null,70066,null,3172,null,188863,null,5509,null,59086,null,3356,null,20959,null,2549,null,1169,null,487,null,13072,null,2250,null,6718,null,1342,null,38127,null,2678,null,4209,null,1054,null,23275,null,2247,null,10643,null,1446,null,0400000US16,Idaho,16
3120138,null,16955,null,355705,null,9175,null,121820,null,5389,null,17016,null,2165,null,43324,null,3409,null,61480,null,4285,null,233885,null,7496,null,36218,null,3216,null,7844,null,1544,null,22017,null,2855,null,6357,null,1340,null,197667,null,6798,null,55387,null,4172,null,105666,null,5288,null,36614,null,3039,null,2764433,null,15019,null,2188206,null,16349,null,251416,null,5453,null,504338,null,9161,null,1432452,null,14414,null,576227,null,9534,null,178545,null,6131,null,13729,null,1822,null,92187,null,5410,null,72629,null,4078,null,397682,null,9229,null,41945,null,2884,null,215126,null,7501,null,140611,null,5045,null,0400000US17,Illinois,17
1657555,null,11425,null,194400,null,7391,null,68839,null,3812,null,10476,null,1526,null,25161,null,2534,null,33202,null,2838,null,125561,null,5841,null,21618,null,2495,null,4505,null,1053,null,14116,null,2102,null,2997,null,943,null,103943,null,5317,null,27723,null,2999,null,61619,null,3913,null,14601,null,2123,null,1463155,null,11750,null,1182511,null,12219,null,155574,null,4210,null,269347,null,5825,null,757590,null,10996,null,280644,null,7196,null,84224,null,4685,null,5677,null,1116,null,49672,null,3847,null,28875,null,2666,null,196420,null,6407,null,19869,null,1990,null,111568,null,5000,null,64983,null,4262,null,0400000US18,Indiana,18
798262,null,8113,null,82927,null,4782,null,29993,null,2465,null,3407,null,883,null,7882,null,1464,null,18704,null,1920,null,52934,null,4174,null,8758,null,1336,null,1054,null,426,null,5501,null,1219,null,2203,null,700,null,44176,null,4041,null,9031,null,1736,null,27873,null,2935,null,7272,null,1436,null,715335,null,7209,null,606348,null,7302,null,78384,null,3014,null,105817,null,5069,null,422147,null,7456,null,108987,null,4164,null,39207,null,2962,null,2211,null,703,null,21710,null,2317,null,15286,null,1908,null,69780,null,3013,null,4399,null,865,null,42470,null,2576,null,22911,null,1835,null,0400000US19,Iowa,19
722181,null,7254,null,60922,null,3526,null,20695,null,2171,null,2244,null,710,null,7580,null,1251,null,10871,null,1598,null,40227,null,2809,null,7568,null,1376,null,968,null,435,null,5298,null,1283,null,1302,null,556,null,32659,null,2733,null,6455,null,1417,null,21397,null,2093,null,4807,null,1123,null,661259,null,7351,null,536953,null,6972,null,58211,null,2562,null,113552,null,4166,null,365190,null,6459,null,124306,null,4807,null,41090,null,2935,null,1725,null,582,null,24884,null,2820,null,14481,null,1905,null,83216,null,3886,null,7192,null,1172,null,47406,null,3118,null,28618,null,2561,null,0400000US20,Kansas,20
1146621,null,11765,null,181755,null,6620,null,69807,null,4575,null,18226,null,2091,null,27671,null,2793,null,23910,null,2491,null,111948,null,5533,null,18311,null,2364,null,5164,null,1230,null,10244,null,1753,null,2903,null,926,null,93637,null,5159,null,34970,null,3441,null,49999,null,4057,null,8668,null,1306,null,964866,null,10296,null,785869,null,11068,null,117151,null,3967,null,193658,null,5863,null,475060,null,9127,null,178997,null,6765,null,50925,null,3652,null,6497,null,1444,null,28427,null,2627,null,16001,null,1958,null,128072,null,5562,null,19143,null,2304,null,74941,null,4719,null,33988,null,3004,null,0400000US21,Kentucky,21
1128899,null,12816,null,214046,null,7594,null,78209,null,4374,null,10049,null,1502,null,24534,null,2603,null,43626,null,3479,null,135837,null,6016,null,17903,null,2308,null,3968,null,974,null,8902,null,1941,null,5033,null,1105,null,117934,null,5352,null,30395,null,2836,null,63639,null,4453,null,23900,null,2303,null,914853,null,12261,null,695802,null,11466,null,91817,null,3999,null,181268,null,6786,null,422717,null,8855,null,219051,null,6913,null,59870,null,3492,null,5697,null,1045,null,32850,null,2799,null,21323,null,2667,null,159181,null,5583,null,20032,null,2371,null,90282,null,4721,null,48867,null,3174,null,0400000US22,Louisiana,22
347561,null,5549,null,47347,null,3423,null,19787,null,2153,null,3561,null,783,null,6474,null,1151,null,9752,null,1432,null,27560,null,2353,null,6096,null,1201,null,1202,null,469,null,4026,null,1062,null,868,null,395,null,21464,null,2161,null,5834,null,1155,null,12850,null,1625,null,2780,null,906,null,300214,null,5709,null,251356,null,4861,null,37434,null,1919,null,49735,null,2819,null,164187,null,4097,null,48858,null,3094,null,14962,null,1607,null,755,null,322,null,8533,null,1294,null,5674,null,1047,null,33896,null,2663,null,3479,null,744,null,18333,null,1953,null,12084,null,1697,null,0400000US23,Maine,23
1391688,null,11881,null,111899,null,4527,null,33961,null,2906,null,4715,null,1131,null,10419,null,1874,null,18827,null,2397,null,77938,null,4393,null,10973,null,1869,null,1998,null,936,null,6305,null,1575,null,2670,null,980,null,66965,null,4369,null,15282,null,1944,null,34071,null,2880,null,17612,null,1977,null,1279789,null,11789,null,978196,null,11136,null,94797,null,3685,null,202357,null,5389,null,681042,null,10026,null,301593,null,8914,null,78932,null,5282,null,5365,null,1280,null,39843,null,3842,null,33724,null,3201,null,222661,null,6873,null,14134,null,2078,null,119969,null,5401,null,88558,null,4590,null,0400000US24,Maryland,24
1557057,null,14586,null,141813,null,6502,null,42092,null,3221,null,8433,null,1358,null,13529,null,1735,null,20130,null,2367,null,99721,null,5992,null,14397,null,1925,null,4191,null,1195,null,6810,null,1244,null,3396,null,1033,null,85324,null,5223,null,29611,null,3180,null,41287,null,3347,null,14426,null,2416,null,1415244,null,13842,null,1126418,null,12581,null,115674,null,4041,null,227986,null,7005,null,782758,null,11898,null,288826,null,8199,null,84259,null,5272,null,7509,null,1501,null,39029,null,3574,null,37721,null,3037,null,204567,null,6711,null,19164,null,2246,null,99692,null,6012,null,85711,null,4041,null,0400000US25,Massachusetts,25
2523758,null,15653,null,379890,null,8688,null,134622,null,5711,null,24355,null,2451,null,51147,null,3409,null,59120,null,3681,null,245268,null,7588,null,40602,null,3475,null,10278,null,1831,null,22919,null,2431,null,7405,null,1381,null,204666,null,6737,null,56944,null,3800,null,115895,null,5590,null,31827,null,2823,null,2143868,null,15078,null,1743762,null,15026,null,282820,null,4906,null,413802,null,7871,null,1047140,null,13094,null,400106,null,8864,null,126119,null,5724,null,12307,null,1734,null,72312,null,4415,null,41500,null,3021,null,273987,null,7121,null,33083,null,2635,null,153820,null,4339,null,87084,null,4832,null,0400000US26,Michigan,26
1349167,null,10514,null,83348,null,4215,null,28955,null,2265,null,3939,null,761,null,9423,null,1377,null,15593,null,1769,null,54393,null,3792,null,9544,null,1842,null,1690,null,640,null,5268,null,1254,null,2586,null,944,null,44849,null,3282,null,11173,null,1756,null,27030,null,2457,null,6646,null,1334,null,1265819,null,10409,null,1047739,null,10049,null,124994,null,3364,null,191271,null,5555,null,731474,null,9427,null,218080,null,7123,null,70882,null,3967,null,3282,null,912,null,36937,null,2702,null,30663,null,2389,null,147198,null,5342,null,10101,null,1553,null,82111,null,3409,null,54986,null,3429,null,0400000US27,Minnesota,27
754131,null,10408,null,128244,null,5673,null,34253,null,2690,null,6802,null,1199,null,13163,null,1893,null,14288,null,2024,null,93991,null,4964,null,11486,null,2089,null,2946,null,882,null,6506,null,1690,null,2034,null,814,null,82505,null,4529,null,24924,null,2673,null,44973,null,3862,null,12608,null,2024,null,625887,null,9864,null,472274,null,10218,null,73491,null,3102,null,121816,null,5654,null,276967,null,7398,null,153613,null,6317,null,42905,null,3770,null,4470,null,1146,null,24504,null,2818,null,13931,null,2158,null,110708,null,5238,null,15730,null,1838,null,65587,null,4334,null,29391,null,2841,null,0400000US28,Mississippi,28
1543375,null,10732,null,203836,null,6441,null,66798,null,3760,null,9181,null,1286,null,25185,null,2666,null,32432,null,2936,null,137038,null,5530,null,22066,null,2394,null,5450,null,1201,null,11091,null,1800,null,5525,null,1081,null,114972,null,4857,null,29003,null,3093,null,67942,null,4205,null,18027,null,2117,null,1339539,null,10603,null,1086098,null,10531,null,155744,null,3861,null,238723,null,7054,null,691631,null,9561,null,253441,null,8201,null,75836,null,4838,null,6402,null,1199,null,43280,null,4021,null,26154,null,2939,null,177605,null,6609,null,17433,null,2037,null,102529,null,5538,null,57643,null,3538,null,0400000US29,Missouri,29
235940,null,5112,null,22421,null,2313,null,8410,null,1418,null,807,null,383,null,2796,null,703,null,4807,null,1167,null,14011,null,2001,null,4031,null,1164,null,1119,null,624,null,2064,null,729,null,848,null,586,null,9980,null,1671,null,1919,null,800,null,6878,null,1346,null,1183,null,480,null,213519,null,4997,null,179556,null,5080,null,26921,null,1668,null,36385,null,2541,null,116250,null,3747,null,33963,null,2398,null,10552,null,1747,null,996,null,496,null,6421,null,1229,null,3135,null,997,null,23411,null,1973,null,2011,null,674,null,13345,null,1659,null,8055,null,1206,null,0400000US30,Montana,30
457966,null,6887,null,40721,null,3376,null,14824,null,1777,null,1518,null,544,null,4754,null,942,null,8552,null,1599,null,25897,null,2758,null,4307,null,1139,null,238,null,241,null,3146,null,933,null,923,null,569,null,21590,null,2618,null,4710,null,1108,null,13386,null,2115,null,3494,null,889,null,417245,null,7129,null,347546,null,6640,null,37572,null,1885,null,61624,null,2951,null,248350,null,6536,null,69699,null,4166,null,21294,null,2196,null,1049,null,478,null,11237,null,1744,null,9008,null,1388,null,48405,null,3252,null,2942,null,680,null,29045,null,3067,null,16418,null,1701,null,0400000US31,Nebraska,31
632236,null,9999,null,46939,null,3478,null,15285,null,2237,null,2104,null,917,null,5174,null,1166,null,8007,null,1456,null,31654,null,2819,null,7122,null,1579,null,785,null,360,null,3962,null,1207,null,2375,null,936,null,24532,null,2686,null,7682,null,1319,null,13121,null,2054,null,3729,null,1030,null,585297,null,10329,null,436629,null,8385,null,57176,null,2506,null,111247,null,5206,null,268206,null,7236,null,148668,null,7086,null,53225,null,3779,null,3214,null,1006,null,28815,null,2804,null,21196,null,2682,null,95443,null,5696,null,8144,null,1676,null,55118,null,4264,null,32181,null,3031,null,0400000US32,Nevada,32
336491,null,4797,null,22023,null,2441,null,7373,null,1513,null,1133,null,509,null,2396,null,701,null,3844,null,1159,null,14650,null,1828,null,3738,null,1023,null,625,null,423,null,2178,null,822,null,935,null,505,null,10912,null,1930,null,3265,null,1060,null,6239,null,1469,null,1408,null,630,null,314468,null,4462,null,263553,null,4934,null,29096,null,2150,null,50969,null,3278,null,183488,null,4661,null,50915,null,3142,null,16026,null,1907,null,646,null,484,null,9397,null,1539,null,5983,null,987,null,34889,null,2697,null,3311,null,796,null,19656,null,1908,null,11922,null,1616,null,0400000US33,New Hampshire,33
2172031,null,12552,null,124509,null,5796,null,36684,null,3160,null,6830,null,1310,null,13403,null,2154,null,16451,null,2314,null,87825,null,4565,null,14742,null,1833,null,3146,null,970,null,7903,null,1710,null,3693,null,811,null,73083,null,4496,null,23451,null,2544,null,37391,null,3381,null,12241,null,1600,null,2047522,null,13140,null,1574820,null,14306,null,167017,null,4823,null,385582,null,9785,null,1022221,null,12861,null,472702,null,10695,null,132477,null,5271,null,10651,null,1829,null,62571,null,4297,null,59255,null,3603,null,340225,null,8952,null,35635,null,3351,null,173898,null,7466,null,130692,null,5009,null,0400000US34,New Jersey,34
489296,null,6847,null,61047,null,3782,null,22745,null,2501,null,3073,null,901,null,7806,null,1610,null,11866,null,1947,null,38302,null,3269,null,8266,null,1615,null,1784,null,786,null,4176,null,1238,null,2306,null,817,null,30036,null,3000,null,7200,null,1391,null,17884,null,2272,null,4952,null,1293,null,428249,null,7025,null,324335,null,6522,null,53502,null,3068,null,79319,null,4138,null,191514,null,5254,null,103914,null,4980,null,33721,null,3094,null,2475,null,766,null,20586,null,2496,null,10660,null,1659,null,70193,null,4083,null,7454,null,1296,null,39876,null,3401,null,22863,null,2344,null,0400000US35,New Mexico,35
4606840,null,20341,null,581517,null,11694,null,194946,null,6643,null,41320,null,3102,null,68620,null,4071,null,85006,null,4521,null,386571,null,9834,null,60686,null,4385,null,15682,null,2127,null,31003,null,3277,null,14001,null,1678,null,325885,null,8834,null,105702,null,4568,null,163406,null,6091,null,56777,null,3523,null,4025323,null,21002,null,3019652,null,20135,null,366126,null,7725,null,727582,null,11691,null,1925944,null,17934,null,1005671,null,15403,null,281450,null,10457,null,22656,null,2398,null,138915,null,6755,null,119879,null,5896,null,724221,null,11874,null,75701,null,5234,null,379142,null,9527,null,269378,null,6822,null,0400000US36,New York,36
2430277,null,20042,null,289353,null,9267,null,94455,null,5424,null,15080,null,2397,null,35384,null,3209,null,43991,null,3980,null,194898,null,7785,null,31409,null,3005,null,5944,null,1405,null,19230,null,2830,null,6235,null,1405,null,163489,null,7375,null,46710,null,3745,null,95492,null,5698,null,21287,null,2494,null,2140924,null,18187,null,1697060,null,15538,null,243747,null,5407,null,419380,null,8296,null,1033933,null,15073,null,443864,null,10532,null,126859,null,6849,null,10760,null,1415,null,72081,null,4905,null,44018,null,4347,null,317005,null,8936,null,39902,null,2966,null,184382,null,6573,null,92721,null,5455,null,0400000US37,North Carolina,37
172152,null,3488,null,11992,null,1572,null,4291,null,921,null,509,null,337,null,1248,null,573,null,2534,null,672,null,7701,null,1469,null,1131,null,454,null,189,null,160,null,636,null,310,null,306,null,292,null,6570,null,1430,null,1546,null,689,null,4547,null,1276,null,477,null,236,null,160160,null,3440,null,136557,null,2643,null,14542,null,1153,null,22479,null,1542,null,99536,null,2715,null,23603,null,2033,null,8625,null,1358,null,458,null,224,null,3758,null,891,null,4409,null,1137,null,14978,null,1474,null,1319,null,587,null,8695,null,1311,null,4964,null,940,null,0400000US38,North Dakota,38
2947214,null,14853,null,385764,null,8618,null,120262,null,4688,null,20146,null,2215,null,43186,null,3185,null,56930,null,3434,null,265502,null,8163,null,44888,null,4339,null,12752,null,2106,null,26063,null,3040,null,6073,null,1325,null,220614,null,6273,null,66359,null,4360,null,127213,null,5476,null,27042,null,2510,null,2561450,null,15680,null,2050771,null,16081,null,288702,null,5791,null,465581,null,9740,null,1296488,null,13796,null,510679,null,9703,null,145333,null,6951,null,10586,null,1460,null,87894,null,4765,null,46853,null,3610,null,365346,null,8050,null,35140,null,3012,null,211271,null,6396,null,118935,null,4823,null,0400000US39,Ohio,39
949299,null,9633,null,123097,null,5623,null,45954,null,3390,null,6017,null,942,null,16236,null,2193,null,23701,null,2592,null,77143,null,4914,null,13426,null,2236,null,2760,null,820,null,8189,null,1805,null,2477,null,792,null,63717,null,4249,null,16877,null,2025,null,35847,null,3217,null,10993,null,1542,null,826202,null,9974,null,657366,null,10032,null,92769,null,3308,null,164422,null,5362,null,400175,null,8715,null,168836,null,5333,null,56747,null,3495,null,3830,null,805,null,32156,null,2744,null,20761,null,2639,null,112089,null,3866,null,14870,null,2202,null,63650,null,3519,null,33569,null,2738,null,0400000US40,Oklahoma,40
956627,null,9956,null,143106,null,5654,null,59514,null,4439,null,7654,null,1285,null,22184,null,3129,null,29676,null,2515,null,83592,null,4538,null,17721,null,2278,null,3355,null,1098,null,11011,null,1960,null,3355,null,882,null,65871,null,4070,null,17178,null,2431,null,35772,null,2908,null,12921,null,1967,null,813521,null,9693,null,680217,null,11101,null,110182,null,3766,null,154872,null,5625,null,415163,null,9498,null,133304,null,6043,null,44886,null,3637,null,4330,null,986,null,22419,null,2714,null,18137,null,2609,null,88418,null,5081,null,7370,null,1294,null,52156,null,4379,null,28892,null,2586,null,0400000US41,Oregon,41
3195832,null,16060,null,315933,null,7633,null,97027,null,4825,null,19030,null,1974,null,33973,null,2622,null,44024,null,3209,null,218906,null,6426,null,35413,null,3182,null,8737,null,1424,null,20544,null,2564,null,6132,null,1269,null,183493,null,5796,null,61647,null,3970,null,95815,null,5093,null,26031,null,2724,null,2879899,null,15405,null,2317405,null,14777,null,323697,null,6507,null,518745,null,8382,null,1474963,null,15723,null,562494,null,11176,null,170249,null,6625,null,13511,null,1768,null,94692,null,4542,null,62046,null,3926,null,392245,null,9490,null,43600,null,3067,null,215242,null,6357,null,133403,null,6911,null,0400000US42,Pennsylvania,42
257514,null,5605,null,27315,null,2604,null,7781,null,1389,null,1122,null,567,null,3036,null,1034,null,3623,null,865,null,19534,null,2338,null,2737,null,1069,null,586,null,450,null,1478,null,782,null,673,null,534,null,16797,null,1977,null,5586,null,1183,null,8618,null,1675,null,2593,null,861,null,230199,null,5251,null,179411,null,4954,null,20799,null,1956,null,39159,null,2790,null,119453,null,4451,null,50788,null,3645,null,14196,null,2289,null,1635,null,712,null,6778,null,1720,null,5783,null,1352,null,36592,null,2850,null,3741,null,1055,null,18900,null,2508,null,13951,null,1670,null,0400000US44,Rhode Island,44
