C08412_001E,C08412_001EA,C08412_001M,C08412_001MA,C08412_002E,C08412_002EA,C08412_002M,C08412_002MA,C08412_003E,C08412_003EA,C08412_003M,C08412_003MA,C08412_004E,C08412_004EA,C08412_004M,C08412_004MA,C08412_005E,C08412_005EA,C08412_005M,C08412_005MA,C08412_006E,C08412_006EA,C08412_006M,C08412_006MA,C08412_007E,C08412_007EA,C08412_007M,C08412_007MA,C08412_008E,C08412_008EA,C08412_008M,C08412_008MA,C08412_009E,C08412_009EA,C08412_009M,C08412_009MA,C08412_010E,C08412_010EA,C08412_010M,C08412_010MA,C08412_011E,C08412_011EA,C08412_011M,C08412_011MA,C08412_012E,C08412_012EA,C08412_012M,C08412_012MA,C08412_013E,C08412_013EA,C08412_013M,C08412_013MA,C08412_014E,C08412_014EA,C08412_014M,C08412_014MA,C08412_015E,C08412_015EA,C08412_015M,C08412_015MA,C08412_016E,C08412_016EA,C08412_016M,C08412_016MA,C08412_017E,C08412_017EA,C08412_017M,C08412_017MA,C08412_018E,C08412_018EA,C08412_018M,C08412_018MA,C08412_019E,C08412_019EA,C08412_019M,C08412_019MA,C08412_020E,C08412_020EA,C08412_020M,C08412_020MA,C08412_021E,C08412_021EA,C08412_021M,C08412_021MA,C08412_022E,C08412_022EA,C08412_022M,C08412_022MA,C08412_023E,C08412_023EA,C08412_023M,C08412_023MA,C08412_024E,C08412_024EA,C08412_024M,C08412_024MA,C08412_025E,C08412_025EA,C08412_025M,C08412_025MA,C08412_026E,C08412_026EA,C08412_026M,C08412_026MA,C08412_027E,C08412_027EA,C08412_027M,C08412_027MA,C08412_028E,C08412_028EA,C08412_028M,C08412_028MA,C08412_029E,C08412_029EA,C08412_029M,C08412_029MA,C08412_030E,C08412_030EA,C08412_030M,C08412_030MA,GEO_ID,NAME,state
1871352,null,14518,null,256441,null,8460,null,294022,null,8071,null,313516,null,8618,null,300584,null,11236,null,120967,null,5632,null,245859,null,7533,null,104953,null,4927,null,131500,null,6155,null,103510,null,6056,null,988096,null,11550,null,125127,null,6573,null,141779,null,5735,null,155619,null,5730,null,156675,null,6885,null,61199,null,4333,null,142812,null,6304,null,58182,null,3856,null,76725,null,4391,null,69978,null,4697,null,883256,null,11248,null,131314,null,5475,null,152243,null,5902,null,157897,null,5785,null,143909,null,7041,null,59768,null,3713,null,103047,null,4599,null,46771,null,3275,null,54775,null,4286,null,33532,null,2993,null,0400000US01,Alabama,01
327153,null,6801,null,91585,null,3811,null,62647,null,3958,null,58460,null,4486,null,42363,null,4017,null,13838,null,2054,null,26083,null,2704,null,7677,null,1492,null,9943,null,1658,null,14557,null,1622,null,178793,null,4428,null,49646,null,2714,null,31826,null,2671,null,28970,null,2644,null,23934,null,2745,null,6258,null,1405,null,15744,null,2091,null,4996,null,1167,null,6111,null,1061,null,11308,null,1429,null,148360,null,4160,null,41939,null,2771,null,30821,null,3338,null,29490,null,2980,null,18429,null,2640,null,7580,null,1450,null,10339,null,1570,null,2681,null,870,null,3832,null,966,null,3249,null,774,null,0400000US02,Alaska,02
2587695,null,20818,null,353066,null,11101,null,366103,null,12721,null,407110,null,10613,null,379117,null,11487,null,164284,null,7496,null,401130,null,11952,null,176579,null,8084,null,190595,null,8070,null,149711,null,7607,null,1408332,null,14939,null,176567,null,8262,null,181511,null,8225,null,214201,null,8112,null,201320,null,7879,null,88110,null,4986,null,240062,null,9569,null,98798,null,5574,null,113632,null,7152,null,94131,null,6015,null,1179363,null,12880,null,176499,null,6730,null,184592,null,8365,null,192909,null,7522,null,177797,null,7687,null,76174,null,5039,null,161068,null,7505,null,77781,null,5042,null,76963,null,4283,null,55580,null,4138,null,0400000US04,Arizona,04
1181966,null,15192,null,232707,null,8230,null,208992,null,7839,null,203187,null,6938,null,162023,null,6463,null,64899,null,4781,null,141745,null,6001,null,50884,null,3818,null,63108,null,3808,null,54421,null,3813,null,630394,null,10567,null,117141,null,5433,null,107630,null,5479,null,105594,null,5480,null,83768,null,4723,null,35542,null,3257,null,77043,null,4186,null,28411,null,2761,null,36713,null,2677,null,38552,null,3076,null,551572,null,8943,null,115566,null,5566,null,101362,null,5482,null,97593,null,4681,null,78255,null,4325,null,29357,null,3037,null,64702,null,4099,null,22473,null,2332,null,26395,null,2346,null,15869,null,2167,null,0400000US05,Arkansas,05
15307553,null,42824,null,1735134,null,21817,null,2118497,null,25797,null,2412566,null,29478,null,2261682,null,28150,null,890865,null,16056,null,2264796,null,25618,null,979140,null,18999,null,1198857,null,22340,null,1446016,null,20362,null,8441015,null,34026,null,850407,null,14240,null,1079403,null,16943,null,1273150,null,20738,null,1246159,null,20267,null,491979,null,11393,null,1295082,null,20719,null,569813,null,14740,null,711763,null,14994,null,923259,null,17442,null,6866538,null,27178,null,884727,null,15504,null,1039094,null,17366,null,1139416,null,17320,null,1015523,null,15119,null,398886,null,10763,null,969714,null,14796,null,409327,null,8656,null,487094,null,12937,null,522757,null,10366,null,0400000US06,California,06
2287284,null,17319,null,325572,null,8328,null,336166,null,8980,null,348449,null,10814,null,352866,null,8383,null,165479,null,8086,null,300961,null,8395,null,137306,null,5605,null,178834,null,7322,null,141651,null,7272,null,1239772,null,12768,null,162657,null,6046,null,167577,null,6223,null,179326,null,6875,null,185896,null,7002,null,93313,null,5886,null,171018,null,6106,null,76820,null,3821,null,108287,null,5964,null,94878,null,5432,null,1047512,null,10606,null,162915,null,6214,null,168589,null,6016,null,169123,null,7523,null,166970,null,5484,null,72166,null,4297,null,129943,null,5674,null,60486,null,3949,null,70547,null,4316,null,46773,null,4053,null,0400000US08,Colorado,08
1624825,null,12159,null,232180,null,7937,null,260904,null,7197,null,267796,null,9079,null,255387,null,7783,null,107926,null,5632,null,199111,null,6289,null,100448,null,4596,null,101521,null,4603,null,99552,null,4792,null,836029,null,9379,null,106045,null,5777,null,125399,null,5430,null,130364,null,6065,null,129855,null,6155,null,55814,null,3456,null,110233,null,4621,null,54088,null,3718,null,58225,null,3643,null,66006,null,4177,null,788796,null,8803,null,126135,null,4897,null,135505,null,5157,null,137432,null,6380,null,125532,null,5169,null,52112,null,3977,null,88878,null,4212,null,46360,null,2902,null,43296,null,3147,null,33546,null,2672,null,0400000US09,Connecticut,09
403227,null,8703,null,51930,null,4786,null,58302,null,3403,null,71834,null,4339,null,72120,null,4181,null,28189,null,2843,null,50096,null,3847,null,23635,null,2391,null,25407,null,2638,null,21714,null,2616,null,203568,null,5463,null,22992,null,2570,null,26910,null,2397,null,38021,null,3051,null,35834,null,2966,null,12824,null,1957,null,26635,null,2698,null,12615,null,1507,null,14507,null,1621,null,13230,null,2040,null,199659,null,5355,null,28938,null,2944,null,31392,null,2715,null,33813,null,3012,null,36286,null,2514,null,15365,null,1887,null,23461,null,2635,null,11020,null,1779,null,10900,null,1966,null,8484,null,1442,null,0400000US10,Delaware,10
743648,null,11802,null,19101,null,2508,null,29489,null,3006,null,44456,null,3364,null,76313,null,5275,null,38740,null,3692,null,128846,null,5735,null,83559,null,5090,null,132993,null,5407,null,190151,null,7856,null,385130,null,9118,null,11162,null,1795,null,16893,null,2203,null,23701,null,2491,null,38672,null,3625,null,20505,null,2392,null,64485,null,4768,null,45316,null,3759,null,67113,null,4026,null,97283,null,5590,null,358518,null,8289,null,7939,null,1655,null,12596,null,1804,null,20755,null,2531,null,37641,null,3300,null,18235,null,2364,null,64361,null,3422,null,38243,null,3050,null,65880,null,4111,null,92868,null,5584,null,0400000US11,District of Columbia,11
7476832,null,37497,null,800431,null,17865,null,996071,null,16173,null,1180809,null,18634,null,1229656,null,19507,null,484508,null,13399,null,1211286,null,21013,null,505555,null,13089,null,590033,null,16571,null,478483,null,14386,null,3914939,null,24558,null,390183,null,11368,null,482654,null,12542,null,597184,null,13934,null,634632,null,13986,null,254779,null,9301,null,659083,null,13397,null,274924,null,10285,null,328672,null,11981,null,292828,null,10055,null,3561893,null,24317,null,410248,null,11780,null,513417,null,12977,null,583625,null,11256,null,595024,null,10769,null,229729,null,8924,null,552203,null,14041,null,230631,null,8951,null,261361,null,9836,null,185655,null,8659,null,0400000US12,Florida,12
