B08103_001E,B08103_001EA,B08103_001M,B08103_001MA,B08103_002E,B08103_002EA,B08103_002M,B08103_002MA,B08103_003E,B08103_003EA,B08103_003M,B08103_003MA,B08103_004E,B08103_004EA,B08103_004M,B08103_004MA,B08103_005E,B08103_005EA,B08103_005M,B08103_005MA,B08103_006E,B08103_006EA,B08103_006M,B08103_006MA,B08103_007E,B08103_007EA,B08103_007M,B08103_007MA,GEO_ID,NAME,state
41.7,null,0.2,null,42.1,null,0.2,null,38.2,null,0.6,null,39.0,null,4.2,null,36.2,null,3.1,null,37.7,null,3.8,null,47.8,null,2.4,null,0400000US01,Alabama,01
41.2,null,0.5,null,42.0,null,0.7,null,37.2,null,2.2,null,42.0,null,3.5,null,38.1,null,2.0,null,38.0,null,3.8,null,48.5,null,2.2,null,0400000US02,Alaska,02
40.2,null,0.1,null,40.5,null,0.2,null,36.5,null,0.6,null,37.6,null,1.9,null,34.3,null,2.2,null,37.3,null,2.1,null,47.3,null,0.9,null,0400000US04,Arizona,04
41.3,null,0.3,null,41.7,null,0.3,null,38.5,null,0.8,null,40.6,null,5.5,null,38.6,null,3.9,null,39.0,null,2.3,null,46.7,null,1.8,null,0400000US05,Arkansas,05
40.8,null,0.1,null,41.2,null,0.2,null,38.9,null,0.3,null,37.7,null,0.5,null,34.7,null,0.8,null,36.1,null,0.7,null,46.4,null,0.3,null,0400000US06,California,06
41.0,null,0.2,null,41.4,null,0.2,null,37.7,null,0.7,null,37.4,null,1.3,null,31.2,null,1.0,null,35.5,null,0.9,null,47.5,null,0.5,null,0400000US08,Colorado,08
43.9,null,0.2,null,44.5,null,0.3,null,39.3,null,1.0,null,41.3,null,1.5,null,27.8,null,2.7,null,38.0,null,5.4,null,49.4,null,1.1,null,0400000US09,Connecticut,09
42.3,null,0.4,null,42.7,null,0.4,null,37.1,null,2.5,null,41.5,null,6.1,null,29.8,null,3.3,null,41.2,null,5.8,null,49.7,null,2.6,null,0400000US10,Delaware,10
38.7,null,0.5,null,42.8,null,1.3,null,38.8,null,2.0,null,35.9,null,0.7,null,33.2,null,1.5,null,39.0,null,3.3,null,44.4,null,2.0,null,0400000US11,District of Columbia,11
42.4,null,0.1,null,42.8,null,0.2,null,38.5,null,0.5,null,38.2,null,1.4,null,37.9,null,2.4,null,39.8,null,1.4,null,47.0,null,0.7,null,0400000US12,Florida,12
40.7,null,0.2,null,41.4,null,0.2,null,37.8,null,0.7,null,38.5,null,1.5,null,30.1,null,1.7,null,38.4,null,1.4,null,42.6,null,0.6,null,0400000US13,Georgia,13
41.3,null,0.4,null,41.3,null,0.5,null,40.8,null,1.8,null,41.9,null,2.9,null,35.9,null,2.3,null,34.8,null,3.0,null,51.2,null,3.6,null,0400000US15,Hawaii,15
40.6,null,0.4,null,40.7,null,0.4,null,36.5,null,1.4,null,44.6,null,4.0,null,34.2,null,5.0,null,39.1,null,3.6,null,46.5,null,2.1,null,0400000US16,Idaho,16
41.5,null,0.1,null,42.4,null,0.2,null,38.9,null,0.4,null,37.2,null,0.5,null,32.9,null,1.4,null,37.2,null,1.5,null,46.0,null,0.5,null,0400000US17,Illinois,17
