B15010_001E,B15010_001EA,B15010_001M,B15010_001MA,B15010_002E,B15010_002EA,B15010_002M,B15010_002MA,B15010_003E,B15010_003EA,B15010_003M,B15010_003MA,B15010_004E,B15010_004EA,B15010_004M,B15010_004MA,B15010_005E,B15010_005EA,B15010_005M,B15010_005MA,B15010_006E,B15010_006EA,B15010_006M,B15010_006MA,B15010_007E,B15010_007EA,B15010_007M,B15010_007MA,B15010_008E,B15010_008EA,B15010_008M,B15010_008MA,B15010_009E,B15010_009EA,B15010_009M,B15010_009MA,B15010_010E,B15010_010EA,B15010_010M,B15010_010MA,B15010_011E,B15010_011EA,B15010_011M,B15010_011MA,B15010_012E,B15010_012EA,B15010_012M,B15010_012MA,B15010_013E,B15010_013EA,B15010_013M,B15010_013MA,B15010_014E,B15010_014EA,B15010_014M,B15010_014MA,B15010_015E,B15010_015EA,B15010_015M,B15010_015MA,B15010_016E,B15010_016EA,B15010_016M,B15010_016MA,GEO_ID,NAME,state
376423,null,8862,null,11113,null,1735,null,19203,null,2365,null,10453,null,1693,null,13183,null,1881,null,27112,null,2698,null,28997,null,2942,null,6472,null,1337,null,35866,null,3188,null,86217,null,4928,null,51947,null,3718,null,17555,null,1972,null,17150,null,2076,null,11726,null,1556,null,16014,null,2111,null,23415,null,2228,null,0400000US32,Nevada,32
288873,null,6998,null,13303,null,1621,null,18767,null,2090,null,6904,null,1207,null,13089,null,1787,null,21912,null,1955,null,26914,null,2562,null,5890,null,1322,null,24238,null,2160,null,55390,null,3467,null,36667,null,2427,null,16885,null,1826,null,16065,null,1789,null,9892,null,1662,null,7931,null,1437,null,15026,null,2059,null,0400000US33,New Hampshire,33
2037481,null,21317,null,107701,null,4698,null,107493,null,4289,null,54388,null,2771,null,96052,null,5026,null,179532,null,7257,null,181888,null,5467,null,36638,null,2826,null,159922,null,6324,null,438492,null,9376,null,240875,null,6756,null,97554,null,4845,null,108612,null,6012,null,78895,null,5023,null,72510,null,4438,null,76929,null,4757,null,0400000US34,New Jersey,34
327130,null,6924,null,9112,null,1532,null,22807,null,1981,null,13101,null,1519,null,15318,null,1802,null,24112,null,2237,null,30565,null,2865,null,5778,null,1248,null,27981,null,2715,null,49610,null,3276,null,55612,null,4265,null,14829,null,1803,null,16986,null,1985,null,17825,null,1900,null,8655,null,1383,null,14839,null,2049,null,0400000US35,New Mexico,35
4275463,null,30486,null,177222,null,6712,null,199987,null,7124,null,92059,null,4610,null,230201,null,8630,null,443794,null,9844,null,254962,null,8357,null,84355,null,4419,null,360272,null,9565,null,776278,null,14295,null,502938,null,11439,null,275886,null,9092,null,280243,null,7784,null,267217,null,8176,null,153999,null,6415,null,176050,null,7453,null,0400000US36,New York,36
1632573,null,19109,null,70604,null,4166,null,106333,null,5433,null,40772,null,3390,null,83030,null,5312,null,119979,null,5370,null,112148,null,4573,null,27063,null,2807,null,137255,null,6015,null,333636,null,8489,null,230068,null,6919,null,73130,null,4187,null,92599,null,4950,null,50689,null,3521,null,55977,null,3968,null,99290,null,4914,null,0400000US37,North Carolina,37
108035,null,3947,null,3379,null,615,null,8692,null,977,null,1779,null,606,null,2412,null,607,null,4375,null,929,null,5877,null,1065,null,1940,null,745,null,13008,null,1425,null,23052,null,2017,null,24605,null,1925,null,2533,null,714,null,3671,null,732,null,2261,null,716,null,2572,null,722,null,7879,null,1020,null,0400000US38,North Dakota,38
1866776,null,19330,null,66415,null,3564,null,97342,null,4916,null,41792,null,2924,null,78527,null,4004,null,117440,null,4917,null,139208,null,5909,null,36153,null,3515,null,187429,null,6188,null,399630,null,9619,null,329568,null,7903,null,66652,null,4230,null,89825,null,5077,null,59623,null,3488,null,73907,null,4205,null,83265,null,3762,null,0400000US39,Ohio,39
540276,null,9481,null,17062,null,1994,null,33427,null,2396,null,10902,null,1640,null,20010,null,2216,null,25233,null,2527,null,29881,null,2230,null,11259,null,1582,null,51600,null,3298,null,117783,null,5042,null,114753,null,4382,null,15012,null,1866,null,27058,null,2227,null,15475,null,1932,null,19441,null,2292,null,31380,null,2768,null,0400000US40,Oklahoma,40
754459,null,12227,null,24382,null,2442,null,63331,null,4477,null,16954,null,1830,null,40399,null,3233,null,70804,null,4157,null,53299,null,3835,null,18213,null,2384,null,60583,null,4884,null,114511,null,4933,null,96256,null,4896,null,46396,null,3495,null,51639,null,3254,null,39424,null,3361,null,29369,null,2899,null,28899,null,2489,null,0400000US41,Oregon,41
2271270,null,19144,null,91947,null,4871,null,139616,null,5487,null,57644,null,3590,null,110868,null,4894,null,156596,null,5955,null,165860,null,5973,null,47543,null,3870,null,218877,null,6636,null,421408,null,8841,null,374225,null,8250,null,94866,null,5006,null,122611,null,5701,null,79301,null,4104,null,78432,null,3952,null,111476,null,5570,null,0400000US42,Pennsylvania,42
217976,null,7157,null,8857,null,1497,null,12306,null,2041,null,4312,null,928,null,12551,null,1569,null,19312,null,2078,null,15957,null,1974,null,3648,null,996,null,18516,null,2158,null,36498,null,2760,null,29369,null,2867,null,13323,null,1830,null,12825,null,1905,null,11608,null,1673,null,7242,null,1443,null,11652,null,1505,null,0400000US44,Rhode Island,44
734662,null,12752,null,25494,null,2941,null,47907,null,3193,null,15989,null,2273,null,32378,null,2623,null,51801,null,3691,null,53191,null,3365,null,11660,null,1623,null,61363,null,3827,null,156642,null,7345,null,120087,null,5339,null,30197,null,2739,null,47355,null,3316,null,23339,null,2289,null,19987,null,2583,null,37272,null,3422,null,0400000US45,South Carolina,45
131554,null,5248,null,2617,null,711,null,13063,null,1648,null,1960,null,643,null,4965,null,1178,null,7330,null,1222,null,5470,null,1118,null,2260,null,705,null,14228,null,1599,null,25234,null,2263,null,29459,null,2371,null,4330,null,927,null,4761,null,941,null,2633,null,663,null,3290,null,853,null,9954,null,1374,null,0400000US46,South Dakota,46
969266,null,13985,null,31082,null,2851,null,64818,null,3622,null,19839,null,2319,null,42668,null,3265,null,52286,null,3662,null,61904,null,3968,null,18966,null,2249,null,89286,null,4811,null,216455,null,7267,null,158354,null,6248,null,33088,null,3177,null,58201,null,3767,null,33845,null,3125,null,37277,null,2970,null,51197,null,3745,null,0400000US47,Tennessee,47
3917304,null,30669,null,168368,null,6586,null,242450,null,8340,null,95630,null,4065,null,141425,null,7069,null,227750,null,7539,null,369931,null,11272,null,86495,null,5002,null,321561,null,7868,null,908848,null,16570,null,564020,null,10005,null,146622,null,6074,null,190009,null,6961,null,118669,null,5609,null,137368,null,6627,null,198158,null,7841,null,0400000US48,Texas,48
448121,null,9764,null,19236,null,2134,null,27889,null,2371,null,11539,null,1662,null,18583,null,1892,null,36651,null,2975,null,30499,null,2245,null,7278,null,1313,null,37079,null,2735,null,87768,null,4455,null,64265,null,3875,null,20637,null,1798,null,17448,null,1938,null,19813,null,2119,null,19342,null,2068,null,30094,null,2754,null,0400000US49,Utah,49
140634,null,4400,null,4183,null,927,null,11376,null,1172,null,3695,null,781,null,9191,null,1322,null,11507,null,1283,null,8713,null,1372,null,3386,null,718,null,11115,null,1434,null,16782,null,1819,null,22929,null,1781,null,9817,null,1236,null,9684,null,1433,null,7475,null,1168,null,3698,null,846,null,7083,null,1111,null,0400000US50,Vermont,50
1770257,null,19314,null,96928,null,5505,null,94983,null,4250,null,45202,null,3337,null,82597,null,4060,null,195643,null,6303,null,158469,null,6155,null,32134,null,2439,null,126284,null,5598,null,334189,null,9764,null,190773,null,6201,null,97027,null,4733,null,120886,null,5593,null,54781,null,3572,null,50937,null,3199,null,89424,null,5227,null,0400000US51,Virginia,51
1379728,null,15657,null,67224,null,4443,null,96442,null,5422,null,36904,null,3097,null,69909,null,3759,null,130856,null,6134,null,133933,null,5959,null,25095,null,2304,null,110175,null,5327,null,215812,null,7755,null,157252,null,6094,null,71596,null,3593,null,85748,null,3498,null,61842,null,3594,null,54766,null,3803,null,62174,null,4092,null,0400000US53,Washington,53
218270,null,6542,null,4302,null,867,null,13043,null,1446,null,5985,null,1241,null,9133,null,1407,null,10714,null,1522,null,14450,null,1893,null,2546,null,746,null,25516,null,2553,null,42246,null,2675,null,46646,null,3246,null,6418,null,1244,null,11601,null,1762,null,5282,null,1139,null,6390,null,1280,null,13998,null,2062,null,0400000US54,West Virginia,54
965428,null,11464,null,30535,null,2703,null,70758,null,3622,null,17834,null,1900,null,40389,null,2691,null,60645,null,3005,null,65083,null,3373,null,14395,null,1654,null,107037,null,4176,null,184961,null,5745,null,173297,null,4712,null,34508,null,2168,null,44148,null,2865,null,32099,null,2756,null,39021,null,2648,null,50718,null,3616,null,0400000US55,Wisconsin,55
84564,null,3800,null,1831,null,546,null,10277,null,1529,null,3333,null,949,null,3048,null,779,null,5461,null,1223,null,6001,null,1070,null,1660,null,718,null,7950,null,1195,null,11535,null,1472,null,17893,null,2165,null,1945,null,658,null,4199,null,907,null,2363,null,635,null,2455,null,795,null,4613,null,979,null,0400000US56,Wyoming,56
556734,null,9136,null,15226,null,1901,null,28548,null,2969,null,8240,null,1493,null,20236,null,2323,null,26877,null,2457,null,29458,null,2866,null,17868,null,2012,null,51338,null,3740,null,173578,null,6090,null,110177,null,5233,null,4142,null,1048,null,16293,null,2121,null,7598,null,1417,null,10158,null,1696,null,36997,null,3568,null,0400000US72,Puerto Rico,72
