C17001F_001E,C17001F_001EA,C17001F_001M,C17001F_001MA,C17001F_002E,C17001F_002EA,C17001F_002M,C17001F_002MA,C17001F_003E,C17001F_003EA,C17001F_003M,C17001F_003MA,C17001F_004E,C17001F_004EA,C17001F_004M,C17001F_004MA,C17001F_005E,C17001F_005EA,C17001F_005M,C17001F_005MA,C17001F_006E,C17001F_006EA,C17001F_006M,C17001F_006MA,C17001F_007E,C17001F_007EA,C17001F_007M,C17001F_007MA,C17001F_008E,C17001F_008EA,C17001F_008M,C17001F_008MA,C17001F_009E,C17001F_009EA,C17001F_009M,C17001F_009MA,C17001F_010E,C17001F_010EA,C17001F_010M,C17001F_010MA,C17001F_011E,C17001F_011EA,C17001F_011M,C17001F_011MA,C17001F_012E,C17001F_012EA,C17001F_012M,C17001F_012MA,C17001F_013E,C17001F_013EA,C17001F_013M,C17001F_013MA,C17001F_014E,C17001F_014EA,C17001F_014M,C17001F_014MA,C17001F_015E,C17001F_015EA,C17001F_015M,C17001F_015MA,C17001F_016E,C17001F_016EA,C17001F_016M,C17001F_016MA,C17001F_017E,C17001F_017EA,C17001F_017M,C17001F_017MA,C17001F_018E,C17001F_018EA,C17001F_018M,C17001F_018MA,C17001F_019E,C17001F_019EA,C17001F_019M,C17001F_019MA,GEO_ID,NAME,state
42138,null,5224,null,12521,null,3391,null,6333,null,1827,null,3512,null,1130,null,2821,null,944,null,0,null,273,null,6188,null,1934,null,2733,null,1031,null,3361,null,1213,null,94,null,179,null,29617,null,4550,null,18241,null,3035,null,4855,null,1460,null,13079,null,2131,null,307,null,254,null,11376,null,2009,null,3846,null,1312,null,7129,null,1349,null,401,null,265,null,0400000US01,Alabama,01
11401,null,2609,null,799,null,535,null,203,null,231,null,52,null,77,null,151,null,185,null,0,null,244,null,596,null,489,null,51,null,77,null,545,null,514,null,0,null,244,null,10602,null,2565,null,5224,null,1802,null,1072,null,770,null,3941,null,1483,null,211,null,179,null,5378,null,1268,null,1335,null,642,null,3858,null,941,null,185,null,161,null,0400000US02,Alaska,02
402896,null,20120,null,92747,null,10798,null,45201,null,5916,null,21441,null,4011,null,21923,null,2985,null,1837,null,711,null,47546,null,5983,null,21690,null,3639,null,23437,null,2962,null,2419,null,761,null,310149,null,16486,null,157489,null,9333,null,48605,null,4951,null,102869,null,6555,null,6015,null,1052,null,152660,null,9255,null,53943,null,4772,null,91342,null,5974,null,7375,null,1220,null,0400000US04,Arizona,04
64442,null,6101,null,23503,null,5408,null,12413,null,3173,null,6999,null,2181,null,5101,null,1373,null,313,null,300,null,11090,null,2641,null,5077,null,1653,null,5686,null,1295,null,327,null,309,null,40939,null,5752,null,22452,null,3528,null,7565,null,1824,null,14438,null,2283,null,449,null,304,null,18487,null,2974,null,6778,null,1700,null,11009,null,1778,null,700,null,511,null,0400000US05,Arkansas,05
4992615,null,72720,null,1091357,null,33268,null,519689,null,19264,null,247868,null,13179,null,261485,null,10421,null,10336,null,1706,null,571668,null,18795,null,237026,null,11006,null,315613,null,10844,null,19029,null,2168,null,3901258,null,70188,null,2067486,null,39418,null,591686,null,17641,null,1397325,null,28016,null,78475,null,4310,null,1833772,null,36899,null,557370,null,16921,null,1179097,null,22596,null,97305,null,4874,null,0400000US06,California,06
228294,null,15832,null,58359,null,9452,null,28642,null,5194,null,14702,null,3280,null,13414,null,2725,null,526,null,308,null,29717,null,5087,null,12835,null,2942,null,16143,null,2769,null,739,null,398,null,169935,null,15111,null,88866,null,8219,null,27049,null,4027,null,58795,null,5358,null,3022,null,718,null,81069,null,7901,null,26351,null,4037,null,50230,null,4751,null,4488,null,947,null,0400000US08,Colorado,08
177886,null,11481,null,55945,null,7594,null,26610,null,3949,null,13136,null,2635,null,12703,null,2416,null,771,null,416,null,29335,null,4422,null,9682,null,2244,null,18333,null,2619,null,1320,null,656,null,121941,null,9248,null,63932,null,5188,null,16216,null,2280,null,45839,null,3862,null,1877,null,610,null,58009,null,5310,null,18829,null,2644,null,36488,null,3374,null,2692,null,708,null,0400000US09,Connecticut,09
15629,null,3214,null,3523,null,1763,null,2124,null,1301,null,375,null,258,null,1749,null,1275,null,0,null,263,null,1399,null,678,null,574,null,407,null,825,null,381,null,0,null,263,null,12106,null,2786,null,6196,null,1530,null,1723,null,850,null,4385,null,1070,null,88,null,132,null,5910,null,1626,null,2038,null,811,null,3717,null,1156,null,155,null,232,null,0400000US10,Delaware,10
17286,null,3850,null,2579,null,1946,null,796,null,740,null,462,null,535,null,334,null,292,null,0,null,296,null,1783,null,1321,null,517,null,570,null,1266,null,863,null,0,null,296,null,14707,null,3260,null,8412,null,1947,null,2619,null,1316,null,5793,null,1230,null,0,null,296,null,6295,null,1788,null,2300,null,1047,null,3839,null,1168,null,156,null,197,null,0400000US11,District of Columbia,11
504509,null,25807,null,109482,null,11865,null,54364,null,6977,null,19750,null,3179,null,32599,null,5458,null,2015,null,920,null,55118,null,6593,null,20595,null,3821,null,30967,null,3758,null,3556,null,1094,null,395027,null,22474,null,209656,null,13611,null,49811,null,4622,null,151774,null,10690,null,8071,null,1650,null,185371,null,11465,null,50944,null,4710,null,122502,null,7832,null,11925,null,2022,null,0400000US12,Florida,12
