B23008_001E,B23008_001EA,B23008_001M,B23008_001MA,B23008_002E,B23008_002EA,B23008_002M,B23008_002MA,B23008_003E,B23008_003EA,B23008_003M,B23008_003MA,B23008_004E,B23008_004EA,B23008_004M,B23008_004MA,B23008_005E,B23008_005EA,B23008_005M,B23008_005MA,B23008_006E,B23008_006EA,B23008_006M,B23008_006MA,B23008_007E,B23008_007EA,B23008_007M,B23008_007MA,B23008_008E,B23008_008EA,B23008_008M,B23008_008MA,B23008_009E,B23008_009EA,B23008_009M,B23008_009MA,B23008_010E,B23008_010EA,B23008_010M,B23008_010MA,B23008_011E,B23008_011EA,B23008_011M,B23008_011MA,B23008_012E,B23008_012EA,B23008_012M,B23008_012MA,B23008_013E,B23008_013EA,B23008_013M,B23008_013MA,B23008_014E,B23008_014EA,B23008_014M,B23008_014MA,B23008_015E,B23008_015EA,B23008_015M,B23008_015MA,B23008_016E,B23008_016EA,B23008_016M,B23008_016MA,B23008_017E,B23008_017EA,B23008_017M,B23008_017MA,B23008_018E,B23008_018EA,B23008_018M,B23008_018MA,B23008_019E,B23008_019EA,B23008_019M,B23008_019MA,B23008_020E,B23008_020EA,B23008_020M,B23008_020MA,B23008_021E,B23008_021EA,B23008_021M,B23008_021MA,B23008_022E,B23008_022EA,B23008_022M,B23008_022MA,B23008_023E,B23008_023EA,B23008_023M,B23008_023MA,B23008_024E,B23008_024EA,B23008_024M,B23008_024MA,B23008_025E,B23008_025EA,B23008_025M,B23008_025MA,B23008_026E,B23008_026EA,B23008_026M,B23008_026MA,B23008_027E,B23008_027EA,B23008_027M,B23008_027MA,GEO_ID,NAME,state
1059528,null,5998,null,357122,null,5639,null,215145,null,6726,null,124786,null,5177,null,80907,null,4898,null,5785,null,1478,null,3667,null,1431,null,141977,null,7121,null,23260,null,3893,null,20763,null,3721,null,2497,null,890,null,118717,null,6457,null,88157,null,6017,null,30560,null,3013,null,702406,null,6077,null,432329,null,8510,null,276945,null,8763,null,123871,null,7180,null,20429,null,3312,null,11084,null,2359,null,270077,null,9222,null,43817,null,4802,null,37668,null,4470,null,6149,null,1557,null,226260,null,9525,null,180689,null,8172,null,45571,null,5276,null,0400000US01,Alabama,01
174634,null,1986,null,61489,null,2164,null,40813,null,2994,null,19615,null,2431,null,19582,null,2430,null,1007,null,401,null,609,null,465,null,20676,null,2476,null,5120,null,1282,null,4574,null,1177,null,546,null,377,null,15556,null,2162,null,11347,null,1881,null,4209,null,1226,null,113145,null,2333,null,80895,null,2890,null,52173,null,3481,null,24171,null,2925,null,2820,null,894,null,1731,null,654,null,32250,null,3200,null,9329,null,1833,null,7652,null,1526,null,1677,null,860,null,22921,null,2844,null,18205,null,2497,null,4716,null,1328,null,0400000US02,Alaska,02
1645424,null,7639,null,591862,null,7390,null,365133,null,10500,null,181037,null,8282,null,167763,null,8895,null,9639,null,2119,null,6694,null,1888,null,226729,null,9653,null,58557,null,5818,null,51954,null,5482,null,6603,null,2178,null,168172,null,9251,null,117695,null,8000,null,50477,null,6542,null,1053562,null,8708,null,679444,null,13954,null,411538,null,11843,null,230462,null,11615,null,23404,null,3919,null,14040,null,2726,null,374118,null,13092,null,87510,null,6772,null,73883,null,6001,null,13627,null,2894,null,286608,null,12268,null,225967,null,12150,null,60641,null,6885,null,0400000US04,Arizona,04
670246,null,4727,null,231937,null,4649,null,140428,null,5487,null,84405,null,4448,null,48790,null,3745,null,4063,null,1350,null,3170,null,1126,null,91509,null,4838,null,15883,null,2108,null,13869,null,2079,null,2014,null,883,null,75626,null,4686,null,56609,null,4606,null,19017,null,2787,null,438309,null,5455,null,276585,null,8466,null,185570,null,7868,null,71444,null,5482,null,13223,null,2661,null,6348,null,1596,null,161724,null,7842,null,29565,null,3933,null,24629,null,3827,null,4936,null,1538,null,132159,null,7288,null,101469,null,7239,null,30690,null,4572,null,0400000US05,Arkansas,05
8980424,null,16026,null,3122142,null,11850,null,2060767,null,19551,null,1131003,null,19983,null,840878,null,18361,null,56683,null,5250,null,32203,null,4303,null,1061375,null,20175,null,275575,null,11614,null,247220,null,11541,null,28355,null,3592,null,785800,null,17966,null,523969,null,15075,null,261831,null,9622,null,5858282,null,16850,null,4006042,null,29981,null,2475650,null,27014,null,1301175,null,25378,null,142526,null,9283,null,86691,null,7891,null,1852240,null,29133,null,444845,null,16465,null,398586,null,15160,null,46259,null,5303,null,1407395,null,24426,null,1101329,null,22121,null,306066,null,14162,null,0400000US06,California,06
1177386,null,5345,null,419960,null,5485,null,303644,null,7902,null,169219,null,6842,null,121710,null,6844,null,8646,null,1977,null,4069,null,1564,null,116316,null,6645,null,25577,null,4117,null,23576,null,4081,null,2001,null,1004,null,90739,null,6239,null,67688,null,5116,null,23051,null,3877,null,757426,null,5629,null,544379,null,9614,null,350977,null,8462,null,164046,null,7788,null,20148,null,3639,null,9208,null,2228,null,213047,null,8741,null,47831,null,5527,null,43788,null,5215,null,4043,null,1254,null,165216,null,7706,null,137882,null,8025,null,27334,null,3962,null,0400000US08,Colorado,08
780490,null,3389,null,244527,null,2964,null,171353,null,4523,null,110378,null,4189,null,56164,null,3355,null,3272,null,1029,null,1539,null,1073,null,73174,null,3927,null,12118,null,2202,null,10848,null,2201,null,1270,null,756,null,61056,null,4267,null,50970,null,4177,null,10086,null,2122,null,535963,null,4343,null,375988,null,7522,null,269698,null,7160,null,95200,null,5803,null,8598,null,1743,null,2492,null,1011,null,159975,null,6860,null,28112,null,3147,null,25818,null,3071,null,2294,null,927,null,131863,null,6052,null,112328,null,5839,null,19535,null,2785,null,0400000US09,Connecticut,09
195738,null,2341,null,67400,null,1940,null,41298,null,2778,null,26658,null,2587,null,13361,null,2310,null,1138,null,667,null,141,null,171,null,26102,null,2656,null,4928,null,1186,null,4657,null,1168,null,271,null,327,null,21174,null,2612,null,15219,null,2142,null,5955,null,1983,null,128338,null,2627,null,80814,null,3810,null,57788,null,4068,null,19634,null,3233,null,2222,null,948,null,1170,null,828,null,47524,null,4112,null,7598,null,1881,null,6910,null,1758,null,688,null,691,null,39926,null,3753,null,35622,null,3813,null,4304,null,1444,null,0400000US10,Delaware,10
106701,null,1758,null,40852,null,1485,null,20111,null,1814,null,12874,null,2207,null,6839,null,1673,null,278,null,328,null,120,null,204,null,20741,null,2002,null,2536,null,1253,null,2221,null,1111,null,315,null,318,null,18205,null,1846,null,14004,null,1943,null,4201,null,1476,null,65849,null,1732,null,21726,null,2986,null,14749,null,2561,null,5135,null,1619,null,1387,null,778,null,455,null,637,null,44123,null,3267,null,5918,null,2001,null,4174,null,1688,null,1744,null,1156,null,38205,null,3311,null,27891,null,3530,null,10314,null,3068,null,0400000US11,District of Columbia,11
3853587,null,10368,null,1311773,null,8563,null,804624,null,12088,null,478122,null,11874,null,292054,null,11213,null,24268,null,3303,null,10180,null,2244,null,507149,null,11707,null,117339,null,8626,null,107310,null,8099,null,10029,null,2505,null,389810,null,11313,null,299415,null,10520,null,90395,null,7534,null,2541814,null,9786,null,1596903,null,18334,null,1073929,null,20338,null,428245,null,14068,null,65349,null,6135,null,29380,null,4574,null,944911,null,18240,null,183772,null,11140,null,161370,null,10438,null,22402,null,3178,null,761139,null,14557,null,641698,null,15779,null,119441,null,9762,null,0400000US12,Florida,12
