B12001_001E,B12001_001EA,B12001_001M,B12001_001MA,B12001_002E,B12001_002EA,B12001_002M,B12001_002MA,B12001_003E,B12001_003EA,B12001_003M,B12001_003MA,B12001_004E,B12001_004EA,B12001_004M,B12001_004MA,B12001_005E,B12001_005EA,B12001_005M,B12001_005MA,B12001_006E,B12001_006EA,B12001_006M,B12001_006MA,B12001_007E,B12001_007EA,B12001_007M,B12001_007MA,B12001_008E,B12001_008EA,B12001_008M,B12001_008MA,B12001_009E,B12001_009EA,B12001_009M,B12001_009MA,B12001_010E,B12001_010EA,B12001_010M,B12001_010MA,B12001_011E,B12001_011EA,B12001_011M,B12001_011MA,B12001_012E,B12001_012EA,B12001_012M,B12001_012MA,B12001_013E,B12001_013EA,B12001_013M,B12001_013MA,B12001_014E,B12001_014EA,B12001_014M,B12001_014MA,B12001_015E,B12001_015EA,B12001_015M,B12001_015MA,B12001_016E,B12001_016EA,B12001_016M,B12001_016MA,B12001_017E,B12001_017EA,B12001_017M,B12001_017MA,B12001_018E,B12001_018EA,B12001_018M,B12001_018MA,B12001_019E,B12001_019EA,B12001_019M,B12001_019MA,GEO_ID,NAME,state
3772855,null,3273,null,1804158,null,4012,null,567485,null,9230,null,990706,null,11821,null,910734,null,12217,null,79972,null,4533,null,40623,null,2978,null,39349,null,3496,null,50019,null,3295,null,195948,null,8098,null,1968697,null,3728,null,497452,null,8660,null,988333,null,12333,null,890348,null,12850,null,97985,null,5584,null,63746,null,4169,null,34239,null,3269,null,226947,null,5962,null,255965,null,8781,null,0400000US01,Alabama,01
546524,null,1350,null,282361,null,1415,null,109419,null,4073,null,139589,null,4044,null,123166,null,3948,null,16423,null,1966,null,5497,null,1065,null,10926,null,1728,null,4634,null,977,null,28719,null,2681,null,264163,null,1242,null,76760,null,3188,null,136937,null,3764,null,121907,null,3801,null,15030,null,2171,null,6248,null,1354,null,8782,null,1555,null,15198,null,1694,null,35268,null,3358,null,0400000US02,Alaska,02
5135919,null,1656,null,2559713,null,2119,null,921109,null,14167,null,1307611,null,17081,null,1182854,null,14247,null,124757,null,7318,null,39819,null,3906,null,84938,null,7608,null,62077,null,4232,null,268916,null,8624,null,2576206,null,1790,null,721281,null,11598,null,1276110,null,16162,null,1151877,null,14745,null,124233,null,6772,null,57011,null,4304,null,67222,null,5329,null,222829,null,6792,null,355986,null,12110,null,0400000US04,Arizona,04
2297928,null,2637,null,1111422,null,2883,null,317670,null,6561,null,627387,null,8071,null,580804,null,8993,null,46583,null,3818,null,22883,null,2878,null,23700,null,2641,null,33428,null,2794,null,132937,null,6077,null,1186506,null,2752,null,270048,null,7320,null,627450,null,9226,null,569518,null,9969,null,57932,null,4627,null,37068,null,3618,null,20864,null,2622,null,133021,null,4501,null,155987,null,5197,null,0400000US05,Arkansas,05
29134110,null,3342,null,14498917,null,3921,null,5679880,null,27880,null,7350288,null,30454,null,6485233,null,30924,null,865055,null,18582,null,270263,null,9554,null,594792,null,16847,null,312385,null,9352,null,1156364,null,18593,null,14635193,null,4093,null,4651093,null,25812,null,7141150,null,31567,null,6261876,null,31963,null,879274,null,14594,null,397001,null,9942,null,482273,null,13109,null,1216201,null,13492,null,1626749,null,21136,null,0400000US06,California,06
3991744,null,2059,null,2000508,null,2943,null,687319,null,10283,null,1080255,null,11249,null,994735,null,11582,null,85520,null,6067,null,31524,null,3703,null,53996,null,5227,null,37604,null,3031,null,195330,null,7158,null,1991236,null,3117,null,535079,null,8389,null,1062037,null,10930,null,978891,null,11933,null,83146,null,5096,null,38308,null,3246,null,44838,null,4346,null,139387,null,5212,null,254733,null,7327,null,0400000US08,Colorado,08
2857602,null,1159,null,1377893,null,1603,null,485094,null,6517,null,736110,null,8994,null,691174,null,9444,null,44936,null,3640,null,16805,null,2183,null,28131,null,3058,null,34519,null,2577,null,122170,null,5481,null,1479709,null,1538,null,437081,null,7481,null,725938,null,10027,null,674467,null,10733,null,51471,null,3553,null,25221,null,2661,null,26250,null,2590,null,140294,null,4105,null,176396,null,5710,null,0400000US09,Connecticut,09
713071,null,782,null,340864,null,1185,null,117566,null,3697,null,179609,null,4418,null,162488,null,5022,null,17121,null,2529,null,7164,null,1580,null,9957,null,2302,null,11186,null,1603,null,32503,null,2257,null,372207,null,1079,null,108421,null,3739,null,181474,null,4920,null,164982,null,5266,null,16492,null,2135,null,8685,null,1775,null,7807,null,1685,null,36819,null,2006,null,45493,null,2882,null,0400000US10,Delaware,10
504809,null,352,null,233036,null,576,null,133082,null,3536,null,74376,null,3721,null,58704,null,3583,null,15672,null,2412,null,7579,null,1703,null,8093,null,1760,null,5922,null,1177,null,19656,null,2447,null,271773,null,687,null,148273,null,4181,null,71939,null,3712,null,58859,null,3494,null,13080,null,1729,null,7192,null,1531,null,5888,null,1231,null,21887,null,1897,null,29674,null,2552,null,0400000US11,District of Columbia,11
15173805,null,3705,null,7388421,null,4898,null,2489882,null,19615,null,3863550,null,23287,null,3487018,null,24467,null,376532,null,9786,null,150981,null,6933,null,225551,null,8501,null,227713,null,7953,null,807276,null,15317,null,7785384,null,4193,null,2010975,null,18970,null,3806429,null,26217,null,3392878,null,27084,null,413551,null,11120,null,220550,null,7815,null,193001,null,8920,null,879067,null,12993,null,1088913,null,16449,null,0400000US12,Florida,12
