B17026_001E,B17026_001EA,B17026_001M,B17026_001MA,B17026_002E,B17026_002EA,B17026_002M,B17026_002MA,B17026_003E,B17026_003EA,B17026_003M,B17026_003MA,B17026_004E,B17026_004EA,B17026_004M,B17026_004MA,B17026_005E,B17026_005EA,B17026_005M,B17026_005MA,B17026_006E,B17026_006EA,B17026_006M,B17026_006MA,B17026_007E,B17026_007EA,B17026_007M,B17026_007MA,B17026_008E,B17026_008EA,B17026_008M,B17026_008MA,B17026_009E,B17026_009EA,B17026_009M,B17026_009MA,B17026_010E,B17026_010EA,B17026_010M,B17026_010MA,B17026_011E,B17026_011EA,B17026_011M,B17026_011MA,B17026_012E,B17026_012EA,B17026_012M,B17026_012MA,B17026_013E,B17026_013EA,B17026_013M,B17026_013MA,GEO_ID,NAME,state
1246056,null,11767,null,69861,null,3586,null,47717,null,3385,null,49125,null,3721,null,58696,null,4477,null,61889,null,4596,null,59909,null,3829,null,27512,null,2689,null,32544,null,3051,null,218100,null,8120,null,177331,null,6222,null,135362,null,5674,null,308010,null,6846,null,0400000US01,Alabama,01
159940,null,3646,null,4152,null,961,null,2739,null,745,null,2959,null,833,null,3536,null,824,null,4004,null,860,null,5221,null,1028,null,2379,null,731,null,3233,null,1037,null,22333,null,2268,null,23222,null,1973,null,20298,null,1998,null,65864,null,2866,null,0400000US02,Alaska,02
1514235,null,13945,null,74415,null,4697,null,47928,null,4107,null,53155,null,4384,null,62197,null,4957,null,64100,null,3967,null,65008,null,4243,null,26950,null,2682,null,36996,null,3778,null,253179,null,8853,null,218983,null,6404,null,169520,null,5796,null,441804,null,8681,null,0400000US04,Arizona,04
768492,null,8905,null,43522,null,3241,null,34120,null,3047,null,35768,null,2997,null,39464,null,3263,null,41764,null,3214,null,41049,null,3170,null,16803,null,2223,null,22050,null,2412,null,140454,null,5627,null,113176,null,4744,null,82872,null,4368,null,157450,null,5188,null,0400000US05,Arkansas,05
8366253,null,25708,null,329779,null,9444,null,263146,null,8872,null,294486,null,9504,null,335466,null,10007,null,374422,null,9160,null,355957,null,9783,null,132612,null,6248,null,201373,null,8218,null,1264591,null,16218,null,1025486,null,13860,null,847585,null,15101,null,2941350,null,22384,null,0400000US06,California,06
1233139,null,11054,null,46948,null,3934,null,31919,null,2640,null,30759,null,3136,null,38998,null,3341,null,37205,null,3008,null,44043,null,3494,null,17290,null,2102,null,25150,null,2542,null,181002,null,6608,null,166242,null,6497,null,151980,null,6381,null,461603,null,8476,null,0400000US08,Colorado,08
890530,null,9200,null,25538,null,2906,null,14518,null,2056,null,19428,null,2581,null,18277,null,2189,null,20820,null,2541,null,24197,null,2745,null,11104,null,1576,null,15514,null,2367,null,109603,null,4842,null,113281,null,5275,null,104176,null,4825,null,414074,null,7102,null,0400000US09,Connecticut,09
220655,null,4595,null,6059,null,1303,null,4526,null,1130,null,5042,null,1498,null,6598,null,1489,null,6260,null,1239,null,9030,null,1730,null,4150,null,1059,null,4087,null,1005,null,34435,null,2449,null,31425,null,2594,null,26811,null,2059,null,82232,null,3620,null,0400000US10,Delaware,10
109030,null,4490,null,8595,null,1705,null,4135,null,1046,null,3235,null,1083,null,2970,null,914,null,3986,null,1112,null,3217,null,1057,null,1705,null,672,null,2621,null,751,null,12617,null,1921,null,10162,null,1486,null,6420,null,1199,null,49367,null,3055,null,0400000US11,District of Columbia,11
4542466,null,26422,null,193688,null,8084,null,139984,null,6912,null,154585,null,6723,null,195973,null,7438,null,204683,null,6592,null,211797,null,9523,null,88450,null,5506,null,128744,null,6252,null,824131,null,17832,null,657655,null,11291,null,493028,null,11100,null,1249748,null,15436,null,0400000US12,Florida,12
