C25093_001E,C25093_001EA,C25093_001M,C25093_001MA,C25093_002E,C25093_002EA,C25093_002M,C25093_002MA,C25093_003E,C25093_003EA,C25093_003M,C25093_003MA,C25093_004E,C25093_004EA,C25093_004M,C25093_004MA,C25093_005E,C25093_005EA,C25093_005M,C25093_005MA,C25093_006E,C25093_006EA,C25093_006M,C25093_006MA,C25093_007E,C25093_007EA,C25093_007M,C25093_007MA,C25093_008E,C25093_008EA,C25093_008M,C25093_008MA,C25093_009E,C25093_009EA,C25093_009M,C25093_009MA,C25093_010E,C25093_010EA,C25093_010M,C25093_010MA,C25093_011E,C25093_011EA,C25093_011M,C25093_011MA,C25093_012E,C25093_012EA,C25093_012M,C25093_012MA,C25093_013E,C25093_013EA,C25093_013M,C25093_013MA,C25093_014E,C25093_014EA,C25093_014M,C25093_014MA,C25093_015E,C25093_015EA,C25093_015M,C25093_015MA,C25093_016E,C25093_016EA,C25093_016M,C25093_016MA,C25093_017E,C25093_017EA,C25093_017M,C25093_017MA,GEO_ID,NAME,state
1285879,null,10656,null,19413,null,2350,null,11237,null,1782,null,7852,null,1630,null,324,null,249,null,141286,null,4872,null,103242,null,4555,null,36787,null,3188,null,1257,null,567,null,774796,null,8522,null,593460,null,8125,null,174464,null,5902,null,6872,null,1422,null,350384,null,5156,null,266691,null,5769,null,81111,null,3612,null,2582,null,858,null,0400000US01,Alabama,01
154337,null,3768,null,2112,null,665,null,1075,null,467,null,1037,null,546,null,0,null,244,null,19361,null,1854,null,13178,null,1646,null,6183,null,1217,null,0,null,244,null,106859,null,3450,null,78688,null,3073,null,27643,null,2539,null,528,null,481,null,26005,null,1404,null,19034,null,1348,null,6954,null,992,null,17,null,31,null,0400000US02,Alaska,02
1526790,null,12373,null,14786,null,1734,null,7196,null,1268,null,7457,null,1480,null,133,null,131,null,169568,null,6318,null,96901,null,4521,null,71446,null,4702,null,1221,null,528,null,910557,null,9974,null,592427,null,9342,null,306807,null,8106,null,11323,null,1639,null,431879,null,6914,null,315694,null,6824,null,112848,null,4647,null,3337,null,944,null,0400000US04,Arizona,04
742860,null,10442,null,11525,null,1857,null,6254,null,1420,null,4604,null,1159,null,667,null,657,null,78195,null,4609,null,61059,null,4086,null,16814,null,2259,null,322,null,319,null,440500,null,7797,null,350217,null,7042,null,88024,null,4653,null,2259,null,805,null,212640,null,3736,null,169293,null,4417,null,42322,null,3172,null,1025,null,388,null,0400000US05,Arkansas,05
6910054,null,26866,null,43081,null,3935,null,17309,null,2030,null,24200,null,2541,null,1572,null,664,null,568082,null,12219,null,245631,null,8376,null,319435,null,8972,null,3016,null,928,null,4533313,null,20453,null,2457323,null,18480,null,2045984,null,18396,null,30006,null,2711,null,1765578,null,15031,null,1182590,null,12376,null,573954,null,10835,null,9034,null,1294,null,0400000US06,California,06
1279955,null,10174,null,18171,null,2093,null,8550,null,1269,null,9575,null,1965,null,46,null,79,null,150781,null,5395,null,97374,null,4587,null,52817,null,3877,null,590,null,425,null,848384,null,7924,null,593071,null,8077,null,249600,null,7020,null,5713,null,1236,null,262619,null,3751,null,194464,null,4245,null,66660,null,3768,null,1495,null,515,null,0400000US08,Colorado,08
913166,null,7185,null,4448,null,1231,null,1872,null,719,null,2576,null,951,null,0,null,277,null,76564,null,4128,null,43971,null,3080,null,32388,null,3118,null,205,null,165,null,607925,null,6341,null,402321,null,8075,null,203199,null,6168,null,2405,null,859,null,224229,null,4034,null,131683,null,4203,null,91225,null,4427,null,1321,null,593,null,0400000US09,Connecticut,09
240908,null,4399,null,1975,null,708,null,992,null,403,null,983,null,559,null,0,null,263,null,24930,null,1900,null,13840,null,1459,null,10824,null,1783,null,266,null,313,null,149330,null,4005,null,104607,null,4347,null,44239,null,3507,null,484,null,257,null,64673,null,2106,null,47712,null,1632,null,16202,null,1511,null,759,null,525,null,0400000US10,Delaware,10
111618,null,3411,null,1002,null,522,null,303,null,350,null,541,null,268,null,158,null,266,null,14307,null,1529,null,8465,null,1379,null,5842,null,922,null,0,null,296,null,67282,null,2948,null,45308,null,2289,null,21518,null,2360,null,456,null,271,null,29027,null,1892,null,18972,null,1523,null,9749,null,1424,null,306,null,283,null,0400000US11,District of Columbia,11
4785064,null,27252,null,38779,null,2816,null,16141,null,2194,null,21341,null,2614,null,1297,null,685,null,386702,null,10112,null,201066,null,6832,null,182784,null,7514,null,2852,null,871,null,2755989,null,21242,null,1613602,null,17299,null,1113022,null,18699,null,29365,null,2560,null,1603594,null,13340,null,1064679,null,11302,null,524086,null,9765,null,14829,null,2013,null,0400000US12,Florida,12
2325917,null,19632,null,27571,null,2947,null,14851,null,2265,null,11865,null,2180,null,855,null,542,null,272102,null,8108,null,183152,null,6711,null,86563,null,5644,null,2387,null,811,null,1522376,null,13971,null,1060349,null,12291,null,449390,null,8322,null,12637,null,1666,null,503868,null,5472,null,365555,null,5353,null,134576,null,5434,null,3737,null,962,null,0400000US13,Georgia,13
