B25102_001E,B25102_001EA,B25102_001M,B25102_001MA,B25102_002E,B25102_002EA,B25102_002M,B25102_002MA,B25102_003E,B25102_003EA,B25102_003M,B25102_003MA,B25102_004E,B25102_004EA,B25102_004M,B25102_004MA,B25102_005E,B25102_005EA,B25102_005M,B25102_005MA,B25102_006E,B25102_006EA,B25102_006M,B25102_006MA,B25102_007E,B25102_007EA,B25102_007M,B25102_007MA,B25102_008E,B25102_008EA,B25102_008M,B25102_008MA,B25102_009E,B25102_009EA,B25102_009M,B25102_009MA,B25102_010E,B25102_010EA,B25102_010M,B25102_010MA,B25102_011E,B25102_011EA,B25102_011M,B25102_011MA,GEO_ID,NAME,state
1285879,null,10656,null,779325,null,11540,null,483722,null,9194,null,144575,null,5188,null,80206,null,3638,null,70822,null,4416,null,506554,null,9492,null,292419,null,8450,null,51876,null,2996,null,30381,null,2708,null,131878,null,4883,null,0400000US01,Alabama,01
154337,null,3768,null,104790,null,4016,null,5298,null,997,null,9512,null,1392,null,80986,null,3630,null,8994,null,1323,null,49547,null,2899,null,9668,null,1590,null,5007,null,790,null,19807,null,1837,null,15065,null,1377,null,0400000US02,Alaska,02
1526790,null,12373,null,1076371,null,12607,null,163284,null,5812,null,385417,null,9168,null,506491,null,10771,null,21179,null,2421,null,450419,null,8066,null,134279,null,5578,null,116179,null,5021,null,147949,null,5017,null,52012,null,3037,null,0400000US04,Arizona,04
742860,null,10442,null,435512,null,8884,null,249834,null,6231,null,99649,null,4520,null,67509,null,4020,null,18520,null,1820,null,307348,null,6395,null,199226,null,5708,null,48183,null,2553,null,29675,null,2573,null,30264,null,2590,null,0400000US05,Arkansas,05
6910054,null,26866,null,5226588,null,27593,null,266961,null,8024,null,627354,null,12104,null,4285333,null,25872,null,46940,null,2866,null,1683466,null,16569,null,367251,null,9044,null,407654,null,10025,null,791294,null,12906,null,117267,null,4306,null,0400000US06,California,06
1279955,null,10174,null,971804,null,9735,null,147389,null,5274,null,331354,null,8277,null,485008,null,8631,null,8053,null,1424,null,308151,null,6700,null,93079,null,4393,null,90384,null,4537,null,117151,null,4352,null,7537,null,1192,null,0400000US08,Colorado,08
913166,null,7185,null,659299,null,8016,null,10965,null,1501,null,14667,null,1711,null,631483,null,8256,null,2184,null,588,null,253867,null,5724,null,12000,null,1637,null,7617,null,1396,null,232560,null,5916,null,1690,null,525,null,0400000US09,Connecticut,09
240908,null,4399,null,168711,null,4461,null,44481,null,2844,null,59463,null,3087,null,60741,null,3294,null,4026,null,873,null,72197,null,2671,null,34447,null,2263,null,18130,null,1845,null,14782,null,1328,null,4838,null,1021,null,0400000US10,Delaware,10
111618,null,3411,null,87382,null,3517,null,12155,null,1719,null,14237,null,1783,null,57455,null,3108,null,3535,null,957,null,24236,null,2203,null,6569,null,1096,null,3765,null,941,null,12809,null,1602,null,1093,null,471,null,0400000US11,District of Columbia,11
4785064,null,27252,null,3093098,null,23983,null,405625,null,8961,null,647320,null,11606,null,1976385,null,19186,null,63768,null,4365,null,1691966,null,17640,null,457105,null,10358,null,351511,null,7531,null,718634,null,10140,null,164716,null,5384,null,0400000US12,Florida,12
