B24011_001E,B24011_001EA,B24011_001M,B24011_001MA,B24011_002E,B24011_002EA,B24011_002M,B24011_002MA,B24011_003E,B24011_003EA,B24011_003M,B24011_003MA,B24011_004E,B24011_004EA,B24011_004M,B24011_004MA,B24011_005E,B24011_005EA,B24011_005M,B24011_005MA,B24011_006E,B24011_006EA,B24011_006M,B24011_006MA,B24011_007E,B24011_007EA,B24011_007M,B24011_007MA,B24011_008E,B24011_008EA,B24011_008M,B24011_008MA,B24011_009E,B24011_009EA,B24011_009M,B24011_009MA,B24011_010E,B24011_010EA,B24011_010M,B24011_010MA,B24011_011E,B24011_011EA,B24011_011M,B24011_011MA,B24011_012E,B24011_012EA,B24011_012M,B24011_012MA,B24011_013E,B24011_013EA,B24011_013M,B24011_013MA,B24011_014E,B24011_014EA,B24011_014M,B24011_014MA,B24011_015E,B24011_015EA,B24011_015M,B24011_015MA,B24011_016E,B24011_016EA,B24011_016M,B24011_016MA,B24011_017E,B24011_017EA,B24011_017M,B24011_017MA,B24011_018E,B24011_018EA,B24011_018M,B24011_018MA,B24011_019E,B24011_019EA,B24011_019M,B24011_019MA,B24011_020E,B24011_020EA,B24011_020M,B24011_020MA,B24011_021E,B24011_021EA,B24011_021M,B24011_021MA,B24011_022E,B24011_022EA,B24011_022M,B24011_022MA,B24011_023E,B24011_023EA,B24011_023M,B24011_023MA,B24011_024E,B24011_024EA,B24011_024M,B24011_024MA,B24011_025E,B24011_025EA,B24011_025M,B24011_025MA,B24011_026E,B24011_026EA,B24011_026M,B24011_026MA,B24011_027E,B24011_027EA,B24011_027M,B24011_027MA,B24011_028E,B24011_028EA,B24011_028M,B24011_028MA,B24011_029E,B24011_029EA,B24011_029M,B24011_029MA,B24011_030E,B24011_030EA,B24011_030M,B24011_030MA,B24011_031E,B24011_031EA,B24011_031M,B24011_031MA,B24011_032E,B24011_032EA,B24011_032M,B24011_032MA,B24011_033E,B24011_033EA,B24011_033M,B24011_033MA,B24011_034E,B24011_034EA,B24011_034M,B24011_034MA,B24011_035E,B24011_035EA,B24011_035M,B24011_035MA,B24011_036E,B24011_036EA,B24011_036M,B24011_036MA,B24011_037E,B24011_037EA,B24011_037M,B24011_037MA,GEO_ID,NAME,state
28784,null,322,null,45663,null,841,null,50296,null,1211,null,54100,null,2526,null,44693,null,1582,null,42996,null,908,null,59553,null,2924,null,67671,null,4513,null,43949,null,7264,null,33609,null,2139,null,51723,null,8131,null,39012,null,1228,null,32383,null,2455,null,43838,null,1724,null,51862,null,1386,null,28644,null,2208,null,15354,null,518,null,18604,null,619,null,34692,null,2372,null,24988,null,3772,null,41303,null,2279,null,10426,null,631,null,16448,null,956,null,13444,null,1211,null,24293,null,477,null,22749,null,1110,null,25015,null,490,null,21258,null,3551,null,30543,null,913,null,26644,null,1454,null,36020,null,1603,null,26911,null,851,null,28731,null,730,null,24258,null,966,null,44955,null,8541,null,27021,null,1793,null,20542,null,1092,null,0400000US01,Alabama,01
35613,null,1075,null,50453,null,1447,null,56579,null,3210,null,60166,null,2802,null,50375,null,2827,null,47945,null,1748,null,55017,null,12150,null,68733,null,13936,null,52969,null,3355,null,41819,null,2533,null,53794,null,9020,null,42590,null,7105,null,28160,null,5026,null,53257,null,5435,null,70542,null,5999,null,32007,null,8842,null,19885,null,1895,null,26930,null,3019,null,49509,null,7573,null,38646,null,5716,null,69097,null,10631,null,16088,null,2012,null,18217,null,4547,null,14462,null,2378,null,28479,null,1482,null,28507,null,4152,null,28473,null,1274,null,28181,null,20211,null,45563,null,4335,null,47278,null,5809,null,44232,null,4508,null,31145,null,3070,null,31905,null,5781,null,30585,null,3646,null,70760,null,11688,null,36318,null,7404,null,18267,null,5192,null,0400000US02,Alaska,02
30689,null,356,null,47985,null,470,null,52447,null,1333,null,57788,null,1522,null,47613,null,1993,null,44087,null,877,null,59269,null,1650,null,69583,null,4449,null,48233,null,4567,null,36735,null,1789,null,54934,null,6348,null,34443,null,926,null,29478,null,2591,null,56751,null,3438,null,64558,null,2570,null,34644,null,2145,null,17698,null,437,null,23527,null,822,null,41218,null,1301,null,30082,null,3500,null,49083,null,1900,null,12731,null,592,null,17126,null,929,null,16602,null,1176,null,27661,null,464,null,27170,null,1114,null,27875,null,422,null,17832,null,3291,null,31262,null,1303,null,28040,null,1106,null,37107,null,1234,null,26948,null,1113,null,27778,null,1345,null,26145,null,1372,null,40761,null,3957,null,28705,null,1331,null,20041,null,1892,null,0400000US04,Arizona,04
26416,null,414,null,39371,null,684,null,43373,null,2199,null,44209,null,3821,null,42423,null,2440,null,37309,null,985,null,52194,null,5230,null,57365,null,7293,null,38452,null,11125,null,29669,null,2030,null,41773,null,3357,null,33010,null,1712,null,19801,null,3396,null,41188,null,1943,null,49837,null,1469,null,29739,null,1688,null,13734,null,479,null,17611,null,1280,null,30706,null,1278,null,26474,null,2221,null,34037,null,2319,null,10108,null,781,null,14327,null,802,null,12529,null,1262,null,23361,null,466,null,23904,null,1594,null,23195,null,503,null,22175,null,2319,null,28896,null,1162,null,26114,null,1740,null,32704,null,1262,null,26273,null,777,null,26416,null,951,null,26043,null,1319,null,47959,null,11236,null,28452,null,1366,null,21299,null,1673,null,0400000US05,Arkansas,05
33492,null,234,null,58806,null,310,null,62616,null,652,null,68736,null,827,null,55020,null,1158,null,55643,null,711,null,78256,null,1001,null,77956,null,1125,null,58531,null,1770,null,40726,null,940,null,80574,null,2896,null,38686,null,757,null,41428,null,986,null,62170,null,1106,null,75644,null,1554,null,38382,null,784,null,18252,null,171,null,23469,null,475,null,50100,null,1468,null,27962,null,1575,null,76762,null,2871,null,14615,null,233,null,17862,null,284,null,14333,null,323,null,29162,null,232,null,27939,null,458,null,29784,null,250,null,16206,null,523,null,34207,null,627,null,30859,null,635,null,39177,null,770,null,26138,null,415,null,26767,null,512,null,25446,null,569,null,38075,null,2105,null,31218,null,749,null,19439,null,392,null,0400000US06,California,06
33045,null,401,null,50518,null,517,null,55290,null,1618,null,58115,null,1460,null,51538,null,1105,null,47936,null,659,null,72093,null,2054,null,71009,null,1860,null,49009,null,2846,null,35035,null,2224,null,68439,null,7590,null,32776,null,1429,null,32270,null,2297,null,50874,null,1290,null,58578,null,1777,null,32703,null,2003,null,15783,null,638,null,22994,null,888,null,42115,null,2355,null,29921,null,1922,null,58298,null,3010,null,12086,null,616,null,14414,null,1196,null,14613,null,1056,null,28650,null,493,null,30025,null,911,null,27895,null,493,null,13180,null,3844,null,33664,null,1281,null,30631,null,1275,null,39434,null,1163,null,27799,null,798,null,29098,null,949,null,26434,null,1366,null,45273,null,8354,null,28382,null,1356,null,20110,null,1647,null,0400000US08,Colorado,08
39717,null,446,null,62133,null,973,null,74683,null,1956,null,79438,null,2074,null,67842,null,2604,null,56259,null,1549,null,74706,null,3315,null,71957,null,2856,null,63195,null,5390,null,41292,null,2145,null,79583,null,8651,null,41173,null,2542,null,41057,null,3603,null,58492,null,1565,null,67603,null,2957,null,39375,null,2352,null,20512,null,841,null,26538,null,1428,null,51323,null,3754,null,29574,null,8684,null,66846,null,3942,null,14333,null,1178,null,20997,null,1390,null,16438,null,1536,null,31928,null,649,null,32359,null,1564,null,31758,null,669,null,33907,null,1489,null,40667,null,1220,null,38250,null,2146,null,45016,null,2725,null,32478,null,1367,null,36625,null,1508,null,26384,null,1689,null,48059,null,8693,null,29442,null,2137,null,20347,null,2550,null,0400000US09,Connecticut,09
33239,null,1209,null,51468,null,1153,null,57586,null,3077,null,60968,null,4128,null,51064,null,3466,null,49091,null,1774,null,66098,null,7504,null,63541,null,10003,null,60886,null,4556,null,38499,null,5152,null,71960,null,27655,null,35745,null,5257,null,31002,null,3037,null,55492,null,4178,null,60364,null,2634,null,40554,null,2985,null,18111,null,998,null,23690,null,1326,null,38897,null,2343,null,26645,null,4520,null,47479,null,7156,null,13564,null,1559,null,18106,null,1634,null,15502,null,2580,null,27609,null,1088,null,26026,null,1753,null,28463,null,1256,null,16286,null,5825,null,39482,null,2027,null,33934,null,5157,null,43158,null,2907,null,28529,null,2453,null,31491,null,3144,null,24274,null,3633,null,50021,null,27821,null,28909,null,7498,null,20598,null,1851,null,0400000US10,Delaware,10
47639,null,1238,null,70005,null,1465,null,74597,null,3123,null,79866,null,4580,null,70597,null,2919,null,66142,null,2859,null,71451,null,5620,null,77646,null,13059,null,73397,null,7013,null,49643,null,2994,null,124504,null,8245,null,48783,null,2731,null,53278,null,8179,null,61424,null,10832,null,68865,null,4016,null,34788,null,8565,null,23291,null,1476,null,28766,null,3706,null,41152,null,5247,null,34443,null,5500,null,69952,null,6263,null,20735,null,2953,null,19444,null,2390,null,16035,null,1905,null,34697,null,1768,null,25942,null,7010,null,35795,null,1745,null,-666666666,-,0,**,33639,null,3037,null,32986,null,4874,null,37613,null,8764,null,32547,null,3403,null,34878,null,12316,null,31948,null,3820,null,42966,null,27419,null,33270,null,1915,null,20586,null,11302,null,0400000US11,District of Columbia,11
28575,null,165,null,45160,null,482,null,49824,null,439,null,52512,null,1103,null,44261,null,1112,null,41816,null,412,null,55292,null,2507,null,59188,null,1670,null,43801,null,2363,null,33490,null,1221,null,57643,null,3694,null,36976,null,645,null,28771,null,1461,null,49080,null,757,null,59362,null,964,null,33384,null,1088,null,17799,null,218,null,21509,null,460,null,34882,null,1243,null,24261,null,1058,null,44056,null,1651,null,13584,null,365,null,16939,null,442,null,16326,null,560,null,25453,null,309,null,24962,null,623,null,25695,null,296,null,14033,null,1077,null,28580,null,369,null,25638,null,549,null,33125,null,758,null,24111,null,410,null,24725,null,671,null,23574,null,581,null,37856,null,2617,null,27069,null,1007,null,17683,null,974,null,0400000US12,Florida,12
