B23024_001E,B23024_001EA,B23024_001M,B23024_001MA,B23024_002E,B23024_002EA,B23024_002M,B23024_002MA,B23024_003E,B23024_003EA,B23024_003M,B23024_003MA,B23024_004E,B23024_004EA,B23024_004M,B23024_004MA,B23024_005E,B23024_005EA,B23024_005M,B23024_005MA,B23024_006E,B23024_006EA,B23024_006M,B23024_006MA,B23024_007E,B23024_007EA,B23024_007M,B23024_007MA,B23024_008E,B23024_008EA,B23024_008M,B23024_008MA,B23024_009E,B23024_009EA,B23024_009M,B23024_009MA,B23024_010E,B23024_010EA,B23024_010M,B23024_010MA,B23024_011E,B23024_011EA,B23024_011M,B23024_011MA,B23024_012E,B23024_012EA,B23024_012M,B23024_012MA,B23024_013E,B23024_013EA,B23024_013M,B23024_013MA,B23024_014E,B23024_014EA,B23024_014M,B23024_014MA,B23024_015E,B23024_015EA,B23024_015M,B23024_015MA,B23024_016E,B23024_016EA,B23024_016M,B23024_016MA,B23024_017E,B23024_017EA,B23024_017M,B23024_017MA,B23024_018E,B23024_018EA,B23024_018M,B23024_018MA,B23024_019E,B23024_019EA,B23024_019M,B23024_019MA,B23024_020E,B23024_020EA,B23024_020M,B23024_020MA,B23024_021E,B23024_021EA,B23024_021M,B23024_021MA,B23024_022E,B23024_022EA,B23024_022M,B23024_022MA,B23024_023E,B23024_023EA,B23024_023M,B23024_023MA,B23024_024E,B23024_024EA,B23024_024M,B23024_024MA,B23024_025E,B23024_025EA,B23024_025M,B23024_025MA,B23024_026E,B23024_026EA,B23024_026M,B23024_026MA,B23024_027E,B23024_027EA,B23024_027M,B23024_027MA,B23024_028E,B23024_028EA,B23024_028M,B23024_028MA,B23024_029E,B23024_029EA,B23024_029M,B23024_029MA,B23024_030E,B23024_030EA,B23024_030M,B23024_030MA,B23024_031E,B23024_031EA,B23024_031M,B23024_031MA,GEO_ID,NAME,state
2731700,null,4973,null,429917,null,13022,null,124681,null,6280,null,27527,null,2790,null,0,null,273,null,27527,null,2790,null,13534,null,2055,null,13993,null,1997,null,97154,null,5674,null,305236,null,10404,null,186371,null,7720,null,123,null,146,null,186248,null,7703,null,120382,null,6376,null,65866,null,4527,null,118865,null,6711,null,2301783,null,13079,null,289536,null,8499,null,124281,null,5132,null,224,null,192,null,124057,null,5111,null,107648,null,4645,null,16409,null,2162,null,165255,null,7052,null,2012247,null,13659,null,1712379,null,14303,null,17826,null,1825,null,1694553,null,14430,null,1583823,null,14916,null,110730,null,5697,null,299868,null,8861,null,0400000US01,Alabama,01
428292,null,2857,null,33848,null,3021,null,7133,null,1865,null,2955,null,999,null,0,null,244,null,2955,null,999,null,1800,null,738,null,1155,null,567,null,4178,null,1374,null,26715,null,2581,null,17523,null,1860,null,173,null,221,null,17350,null,1829,null,11287,null,1479,null,6063,null,1195,null,9192,null,1628,null,394444,null,3424,null,41106,null,4394,null,23652,null,3243,null,759,null,542,null,22893,null,3208,null,20634,null,3276,null,2259,null,716,null,17454,null,2381,null,353338,null,5962,null,301715,null,6343,null,12045,null,2198,null,289670,null,6223,null,270751,null,6492,null,18919,null,2460,null,51623,null,3068,null,0400000US02,Alaska,02
3756584,null,4292,null,558957,null,15016,null,98808,null,7386,null,23560,null,2832,null,0,null,305,null,23560,null,2832,null,13064,null,2217,null,10496,null,1723,null,75248,null,6710,null,460149,null,13629,null,257411,null,10182,null,586,null,506,null,256825,null,10168,null,182188,null,8467,null,74637,null,5831,null,202738,null,10147,null,3197627,null,17030,null,274136,null,8682,null,132727,null,6278,null,312,null,323,null,132415,null,6247,null,113066,null,5992,null,19349,null,2398,null,141409,null,6392,null,2923491,null,16537,null,2470700,null,17590,null,14861,null,1881,null,2455839,null,17462,null,2274469,null,17677,null,181370,null,8114,null,452791,null,11905,null,0400000US04,Arizona,04
1651940,null,5541,null,273385,null,10435,null,78541,null,5795,null,19716,null,2577,null,220,null,299,null,19496,null,2541,null,12267,null,1871,null,7229,null,1412,null,58825,null,4730,null,194844,null,8194,null,124122,null,6354,null,103,null,125,null,124019,null,6346,null,89944,null,5538,null,34075,null,3479,null,70722,null,5068,null,1378555,null,10646,null,194446,null,7317,null,90153,null,5156,null,300,null,248,null,89853,null,5111,null,80042,null,4886,null,9811,null,1878,null,104293,null,5193,null,1184109,null,13027,null,1020710,null,12882,null,7742,null,1652,null,1012968,null,12752,null,957219,null,13551,null,55749,null,4133,null,163399,null,5678,null,0400000US05,Arkansas,05
21920264,null,9479,null,2734787,null,36865,null,430089,null,12851,null,104586,null,5567,null,112,null,209,null,104474,null,5546,null,57720,null,3593,null,46754,null,4474,null,325503,null,10634,null,2304698,null,32348,null,1349747,null,21353,null,1624,null,669,null,1348123,null,21442,null,948347,null,18400,null,399776,null,13193,null,954951,null,18930,null,19185477,null,38113,null,1374277,null,17705,null,650269,null,12757,null,3366,null,817,null,646903,null,12842,null,552151,null,11459,null,94752,null,5267,null,724008,null,13768,null,17811200,null,41832,null,15154901,null,40720,null,106334,null,5748,null,15048567,null,40396,null,13791398,null,39163,null,1257169,null,18282,null,2656299,null,29515,null,0400000US06,California,06
3072853,null,4501,null,355189,null,13711,null,51598,null,4114,null,15116,null,2093,null,0,null,279,null,15116,null,2093,null,10181,null,1941,null,4935,null,1149,null,36482,null,3040,null,303591,null,12591,null,191275,null,9893,null,476,null,368,null,190799,null,9973,null,142601,null,7965,null,48198,null,4509,null,112316,null,6456,null,2717664,null,13234,null,199233,null,7355,null,119232,null,6412,null,568,null,350,null,118664,null,6370,null,103787,null,5779,null,14877,null,2340,null,80001,null,4444,null,2518431,null,14099,null,2191043,null,13845,null,23714,null,2860,null,2167329,null,13641,null,2043001,null,13980,null,124328,null,6477,null,327388,null,9892,null,0400000US08,Colorado,08
2068084,null,3853,null,182958,null,10178,null,41203,null,3761,null,9481,null,1986,null,0,null,277,null,9481,null,1986,null,5701,null,1622,null,3780,null,993,null,31722,null,3090,null,141755,null,8359,null,86658,null,6369,null,85,null,145,null,86573,null,6389,null,56583,null,4893,null,29990,null,3502,null,55097,null,4447,null,1885126,null,9988,null,137551,null,6435,null,78859,null,4385,null,168,null,280,null,78691,null,4381,null,68421,null,4113,null,10270,null,1336,null,58692,null,4239,null,1747575,null,10349,null,1548197,null,10707,null,5492,null,1191,null,1542705,null,11078,null,1441327,null,11906,null,101378,null,4870,null,199378,null,6243,null,0400000US09,Connecticut,09
517964,null,2870,null,49109,null,5058,null,11354,null,1864,null,2275,null,735,null,0,null,263,null,2275,null,735,null,836,null,393,null,1439,null,656,null,9079,null,1686,null,37755,null,4691,null,24357,null,3407,null,34,null,59,null,24323,null,3403,null,16824,null,2893,null,7499,null,1535,null,13398,null,2195,null,468855,null,5892,null,46389,null,3635,null,23192,null,2508,null,185,null,305,null,23007,null,2523,null,20100,null,2358,null,2907,null,834,null,23197,null,2538,null,422466,null,7440,null,368058,null,7162,null,4328,null,966,null,363730,null,7329,null,343597,null,7211,null,20133,null,2485,null,54408,null,3389,null,0400000US10,Delaware,10
380458,null,1634,null,57771,null,4956,null,15209,null,2342,null,3954,null,1316,null,0,null,296,null,3954,null,1316,null,1062,null,700,null,2892,null,1187,null,11255,null,1904,null,42562,null,4094,null,22337,null,2603,null,401,null,560,null,21936,null,2573,null,12380,null,1749,null,9556,null,1883,null,20225,null,2779,null,322687,null,5201,null,24571,null,3075,null,12268,null,2259,null,0,null,296,null,12268,null,2259,null,9990,null,1908,null,2278,null,940,null,12303,null,1894,null,298116,null,6295,null,268967,null,5836,null,1762,null,620,null,267205,null,5790,null,250246,null,5645,null,16959,null,2369,null,29149,null,3395,null,0400000US11,District of Columbia,11
10584208,null,11221,null,1437612,null,24038,null,268320,null,10252,null,71394,null,5510,null,0,null,305,null,71394,null,5510,null,34685,null,3800,null,36709,null,3740,null,196926,null,8894,null,1169292,null,23637,null,713411,null,17089,null,571,null,347,null,712840,null,17106,null,470057,null,13071,null,242783,null,9676,null,455881,null,15043,null,9146596,null,26115,null,776269,null,16580,null,365109,null,10907,null,1927,null,743,null,363182,null,10795,null,303324,null,9296,null,59858,null,4878,null,411160,null,10930,null,8370327,null,29966,null,7197479,null,32388,null,51665,null,3720,null,7145814,null,32613,null,6545847,null,33320,null,599967,null,15631,null,1172848,null,18072,null,0400000US12,Florida,12
5762144,null,11309,null,831533,null,21048,null,164459,null,8493,null,42682,null,4252,null,86,null,158,null,42596,null,4232,null,24734,null,2832,null,17862,null,3029,null,121777,null,6591,null,667074,null,17875,null,406221,null,12687,null,999,null,599,null,405222,null,12635,null,281294,null,11434,null,123928,null,8183,null,260853,null,11174,null,4930611,null,22377,null,439430,null,11939,null,209153,null,7928,null,2906,null,946,null,206247,null,7956,null,176718,null,7877,null,29529,null,2838,null,230277,null,9746,null,4491181,null,23258,null,3872909,null,23919,null,45397,null,3809,null,3827512,null,23855,null,3531589,null,25692,null,295923,null,10894,null,618272,null,12253,null,0400000US13,Georgia,13
771033,null,3210,null,73369,null,5694,null,12444,null,1790,null,2292,null,805,null,46,null,78,null,2246,null,795,null,1726,null,761,null,520,null,321,null,10152,null,1636,null,60925,null,5259,null,34431,null,3803,null,527,null,450,null,33904,null,3782,null,26613,null,3152,null,7291,null,1706,null,26494,null,3193,null,697664,null,6641,null,45955,null,3612,null,25742,null,2681,null,865,null,525,null,24877,null,2731,null,22585,null,2593,null,2292,null,695,null,20213,null,2099,null,651709,null,7048,null,573254,null,7629,null,39013,null,4299,null,534241,null,8266,null,504186,null,8008,null,30055,null,3291,null,78455,null,3540,null,0400000US15,Hawaii,15
876196,null,3466,null,114257,null,6679,null,22460,null,3217,null,6343,null,1637,null,0,null,263,null,6343,null,1637,null,4095,null,1232,null,2248,null,943,null,16117,null,2466,null,91797,null,5568,null,59915,null,4485,null,0,null,263,null,59915,null,4485,null,46071,null,4030,null,13844,null,2113,null,31882,null,3075,null,761939,null,7125,null,74715,null,4663,null,38649,null,2890,null,214,null,263,null,38435,null,2826,null,33181,null,2209,null,5254,null,1204,null,36066,null,3398,null,687224,null,8032,null,584420,null,7583,null,4449,null,1058,null,579971,null,7627,null,541702,null,7316,null,38269,null,3383,null,102804,null,4504,null,0400000US16,Idaho,16
7610033,null,8062,null,887017,null,20949,null,154007,null,6965,null,37067,null,3315,null,41,null,71,null,37026,null,3313,null,20425,null,2639,null,16601,null,2450,null,116940,null,5717,null,733010,null,20009,null,443196,null,14907,null,223,null,339,null,442973,null,14911,null,305254,null,11666,null,137719,null,6991,null,289814,null,11579,null,6723016,null,20983,null,464582,null,12107,null,235271,null,7930,null,408,null,406,null,234863,null,7926,null,203890,null,7655,null,30973,null,2398,null,229311,null,9050,null,6258434,null,20143,null,5443518,null,20147,null,14374,null,1830,null,5429144,null,20274,null,5001024,null,20335,null,428120,null,10732,null,814916,null,12243,null,0400000US17,Illinois,17
3737200,null,6196,null,492016,null,12766,null,107979,null,5555,null,29461,null,3007,null,0,null,269,null,29461,null,3007,null,16410,null,2203,null,13051,null,2238,null,78518,null,4858,null,384037,null,11647,null,252258,null,9361,null,213,null,192,null,252045,null,9361,null,166661,null,7161,null,85384,null,5305,null,131779,null,6681,null,3245184,null,14102,null,307999,null,8154,null,155650,null,6027,null,360,null,332,null,155290,null,6047,null,131849,null,5641,null,23441,null,2998,null,152349,null,5545,null,2937185,null,15674,null,2563782,null,16693,null,5647,null,1473,null,2558135,null,17066,null,2369357,null,18121,null,188778,null,7844,null,373403,null,8702,null,0400000US18,Indiana,18
1727224,null,5147,null,185760,null,6763,null,37797,null,3451,null,11689,null,1884,null,0,null,228,null,11689,null,1884,null,8391,null,1465,null,3298,null,1026,null,26108,null,2878,null,147963,null,6133,null,101618,null,5371,null,117,null,168,null,101501,null,5352,null,81353,null,4702,null,20148,null,2340,null,46345,null,3703,null,1541464,null,8747,null,123269,null,5378,null,75428,null,4133,null,0,null,228,null,75428,null,4133,null,68882,null,4020,null,6546,null,1022,null,47841,null,3432,null,1418195,null,8496,null,1282410,null,8490,null,3415,null,896,null,1278995,null,8578,null,1230632,null,9135,null,48363,null,3183,null,135785,null,5390,null,0400000US19,Iowa,19
1633638,null,4178,null,199123,null,7760,null,43559,null,3656,null,13580,null,2242,null,0,null,244,null,13580,null,2242,null,8867,null,1784,null,4713,null,1121,null,29979,null,2959,null,155564,null,6919,null,105460,null,6616,null,322,null,283,null,105138,null,6618,null,83566,null,5628,null,21572,null,2632,null,50104,null,4109,null,1434515,null,9035,null,128430,null,5724,null,73204,null,4642,null,437,null,231,null,72767,null,4636,null,64995,null,4251,null,7772,null,1492,null,55226,null,2914,null,1306085,null,9697,null,1161081,null,9877,null,14981,null,2169,null,1146100,null,9505,null,1090715,null,9371,null,55385,null,3507,null,145004,null,4577,null,0400000US20,Kansas,20
2547958,null,5322,null,426850,null,12783,null,134913,null,6699,null,25452,null,2877,null,0,null,273,null,25452,null,2877,null,15411,null,2503,null,10041,null,1766,null,109461,null,6072,null,291937,null,12310,null,172835,null,8522,null,707,null,513,null,172128,null,8450,null,120631,null,7467,null,51497,null,4007,null,119102,null,6988,null,2121108,null,13168,null,272243,null,9897,null,112264,null,5445,null,898,null,638,null,111366,null,5414,null,98081,null,4948,null,13285,null,2193,null,159979,null,7454,null,1848865,null,13788,null,1573348,null,14748,null,13075,null,2124,null,1560273,null,14980,null,1458179,null,15761,null,102094,null,5054,null,275517,null,7022,null,0400000US21,Kentucky,21
2615086,null,5350,null,390522,null,12511,null,92829,null,5545,null,20115,null,2710,null,70,null,120,null,20045,null,2701,null,13891,null,2271,null,6154,null,1266,null,72714,null,4874,null,297693,null,10569,null,171787,null,8522,null,315,null,307,null,171472,null,8576,null,126985,null,7425,null,44487,null,3810,null,125906,null,6792,null,2224564,null,13069,null,246127,null,7717,null,116928,null,5848,null,494,null,385,null,116434,null,5870,null,102899,null,5477,null,13535,null,2230,null,129199,null,6303,null,1978437,null,14902,null,1688645,null,14049,null,14377,null,2072,null,1674268,null,14253,null,1585383,null,15171,null,88885,null,5660,null,289792,null,7744,null,0400000US22,Louisiana,22
791423,null,2533,null,89773,null,4847,null,31273,null,2358,null,6415,null,1134,null,0,null,230,null,6415,null,1134,null,4207,null,923,null,2208,null,723,null,24858,null,2098,null,58500,null,4304,null,36365,null,3231,null,0,null,230,null,36365,null,3231,null,27670,null,2914,null,8695,null,1495,null,22135,null,2463,null,701650,null,5585,null,81641,null,3928,null,41876,null,2915,null,153,null,168,null,41723,null,2930,null,36912,null,2615,null,4811,null,1217,null,39765,null,3035,null,620009,null,6160,null,545584,null,6680,null,2994,null,923,null,542590,null,6885,null,517894,null,7043,null,24696,null,2139,null,74425,null,3206,null,0400000US23,Maine,23
3424260,null,5649,null,278629,null,9786,null,60629,null,5449,null,14362,null,2388,null,0,null,285,null,14362,null,2388,null,7874,null,1429,null,6488,null,1584,null,46267,null,4650,null,218000,null,9014,null,130049,null,7634,null,363,null,318,null,129686,null,7698,null,89778,null,6234,null,39908,null,4035,null,87951,null,5993,null,3145631,null,10833,null,226157,null,8312,null,127916,null,6523,null,1108,null,549,null,126808,null,6469,null,112732,null,6088,null,14076,null,1745,null,98241,null,5000,null,2919474,null,13311,null,2589031,null,16162,null,29751,null,3417,null,2559280,null,16652,null,2414856,null,17213,null,144424,null,7402,null,330443,null,9429,null,0400000US24,Maryland,24
3972585,null,7332,null,373419,null,12676,null,98909,null,6298,null,18324,null,2586,null,0,null,283,null,18324,null,2586,null,8332,null,1575,null,9992,null,1981,null,80585,null,5367,null,274510,null,10806,null,159187,null,7250,null,0,null,283,null,159187,null,7250,null,109798,null,6118,null,49389,null,4185,null,115323,null,7044,null,3599166,null,14268,null,265523,null,8907,null,140162,null,5646,null,48,null,79,null,140114,null,5670,null,120294,null,4790,null,19820,null,2725,null,125361,null,6645,null,3333643,null,16107,null,2967769,null,16107,null,6500,null,1324,null,2961269,null,16091,null,2763029,null,16160,null,198240,null,6664,null,365874,null,9329,null,0400000US25,Massachusetts,25
5879467,null,5417,null,878221,null,19372,null,215468,null,9390,null,58970,null,4263,null,231,null,301,null,58739,null,4298,null,31092,null,3478,null,27647,null,3072,null,156498,null,7930,null,662753,null,16689,null,430279,null,12142,null,96,null,123,null,430183,null,12142,null,268389,null,8603,null,161794,null,8585,null,232474,null,9434,null,5001246,null,19754,null,494623,null,12842,null,222623,null,8219,null,41,null,70,null,222582,null,8230,null,179917,null,7341,null,42665,null,3343,null,272000,null,7710,null,4506623,null,18221,null,3829841,null,19141,null,6593,null,1493,null,3823248,null,19078,null,3422951,null,20163,null,400297,null,9856,null,676782,null,11714,null,0400000US26,Michigan,26
3142758,null,4195,null,310572,null,10681,null,66182,null,4327,null,17885,null,1982,null,0,null,213,null,17885,null,1982,null,11682,null,1586,null,6203,null,1326,null,48297,null,3725,null,244390,null,9221,null,163594,null,7194,null,59,null,72,null,163535,null,7179,null,122805,null,6066,null,40730,null,3331,null,80796,null,5181,null,2832186,null,11120,null,193972,null,6076,null,121457,null,5215,null,379,null,377,null,121078,null,5185,null,106461,null,5193,null,14617,null,1553,null,72515,null,4205,null,2638214,null,11922,null,2372164,null,13139,null,3460,null,746,null,2368704,null,13067,null,2232380,null,13873,null,136324,null,5954,null,266050,null,6965,null,0400000US27,Minnesota,27
1660165,null,6116,null,312862,null,9827,null,81613,null,5920,null,17028,null,2471,null,0,null,291,null,17028,null,2471,null,8733,null,1880,null,8295,null,1510,null,64585,null,5172,null,231249,null,9893,null,138061,null,7476,null,695,null,537,null,137366,null,7433,null,98380,null,6286,null,38986,null,3628,null,93188,null,6167,null,1347303,null,9766,null,168653,null,7605,null,70077,null,4643,null,283,null,228,null,69794,null,4685,null,62395,null,4444,null,7399,null,1363,null,98576,null,5363,null,1178650,null,11091,null,1007992,null,11011,null,11618,null,2311,null,996374,null,10898,null,934717,null,11906,null,61657,null,3746,null,170658,null,6490,null,0400000US28,Mississippi,28
3491715,null,5458,null,459993,null,12869,null,124981,null,5734,null,30677,null,2848,null,0,null,259,null,30677,null,2848,null,15607,null,2114,null,15070,null,1983,null,94304,null,4978,null,335012,null,11032,null,216250,null,8794,null,376,null,365,null,215874,null,8809,null,157647,null,7052,null,58227,null,4607,null,118762,null,6651,null,3031722,null,14227,null,317313,null,8594,null,161283,null,5772,null,1258,null,943,null,160025,null,5799,null,140632,null,5541,null,19393,null,2525,null,156030,null,5878,null,2714409,null,16202,null,2372054,null,16189,null,11522,null,1782,null,2360532,null,16349,null,2221302,null,16183,null,139230,null,6695,null,342355,null,8794,null,0400000US29,Missouri,29
