B15002A_001E,B15002A_001EA,B15002A_001M,B15002A_001MA,B15002A_002E,B15002A_002EA,B15002A_002M,B15002A_002MA,B15002A_003E,B15002A_003EA,B15002A_003M,B15002A_003MA,B15002A_004E,B15002A_004EA,B15002A_004M,B15002A_004MA,B15002A_005E,B15002A_005EA,B15002A_005M,B15002A_005MA,B15002A_006E,B15002A_006EA,B15002A_006M,B15002A_006MA,B15002A_007E,B15002A_007EA,B15002A_007M,B15002A_007MA,B15002A_008E,B15002A_008EA,B15002A_008M,B15002A_008MA,B15002A_009E,B15002A_009EA,B15002A_009M,B15002A_009MA,B15002A_010E,B15002A_010EA,B15002A_010M,B15002A_010MA,B15002A_011E,B15002A_011EA,B15002A_011M,B15002A_011MA,B15002A_012E,B15002A_012EA,B15002A_012M,B15002A_012MA,B15002A_013E,B15002A_013EA,B15002A_013M,B15002A_013MA,B15002A_014E,B15002A_014EA,B15002A_014M,B15002A_014MA,B15002A_015E,B15002A_015EA,B15002A_015M,B15002A_015MA,B15002A_016E,B15002A_016EA,B15002A_016M,B15002A_016MA,B15002A_017E,B15002A_017EA,B15002A_017M,B15002A_017MA,B15002A_018E,B15002A_018EA,B15002A_018M,B15002A_018MA,B15002A_019E,B15002A_019EA,B15002A_019M,B15002A_019MA,GEO_ID,NAME,state
1192043,null,3988,null,569502,null,2465,null,35574,null,2847,null,58028,null,3819,null,129557,null,5348,null,37923,null,2485,null,135115,null,5097,null,36839,null,3369,null,86286,null,4239,null,50180,null,3473,null,622541,null,2242,null,29094,null,2659,null,61161,null,4001,null,148923,null,4376,null,38036,null,3156,null,148255,null,6020,null,55317,null,3273,null,93844,null,4224,null,47911,null,3217,null,0400000US28,Mississippi,28
3409327,null,4507,null,1637300,null,3381,null,71728,null,3867,null,131829,null,4903,null,452376,null,8170,null,86823,null,4596,null,365324,null,8718,null,95068,null,5725,null,274129,null,6680,null,160023,null,5061,null,1772027,null,2173,null,75890,null,4035,null,138649,null,5243,null,488947,null,7300,null,74134,null,4013,null,409592,null,8636,null,130985,null,5864,null,287325,null,7567,null,166505,null,6418,null,0400000US29,Missouri,29
598362,null,1409,null,293721,null,1165,null,9449,null,1402,null,17515,null,1965,null,78723,null,3856,null,14850,null,1768,null,67984,null,3487,null,21092,null,2445,null,57404,null,3031,null,26704,null,2170,null,304641,null,1227,null,7961,null,1259,null,14867,null,1502,null,82027,null,3265,null,11839,null,1872,null,77358,null,3404,null,25391,null,2405,null,60830,null,3704,null,24368,null,2586,null,0400000US30,Montana,30
1044931,null,3842,null,506558,null,2792,null,17750,null,2591,null,29063,null,2163,null,128555,null,3791,null,19970,null,1788,null,120856,null,3880,null,48703,null,3077,null,96298,null,4484,null,45363,null,2456,null,538373,null,1839,null,16572,null,1829,null,26532,null,2519,null,139730,null,3938,null,14804,null,1878,null,136128,null,4257,null,52752,null,2914,null,105478,null,3953,null,46377,null,2838,null,0400000US31,Nebraska,31
1350812,null,6812,null,694917,null,4442,null,45146,null,4792,null,70304,null,5062,null,165988,null,6943,null,31339,null,2840,null,177593,null,6077,null,48223,null,4182,null,99259,null,4631,null,57065,null,3460,null,655895,null,3666,null,38218,null,3623,null,56560,null,3582,null,178288,null,5681,null,17759,null,2279,null,174777,null,6123,null,53074,null,3751,null,86849,null,4083,null,50370,null,3291,null,0400000US32,Nevada,32
865567,null,1839,null,419332,null,1404,null,12469,null,1820,null,26823,null,2793,null,107181,null,4861,null,22982,null,2070,null,82943,null,4478,null,34029,null,2840,null,86935,null,4358,null,45970,null,2930,null,446235,null,942,null,11382,null,1710,null,22047,null,2511,null,116435,null,4312,null,14589,null,1791,null,89576,null,4625,null,49681,null,2925,null,93750,null,3985,null,48775,null,2824,null,0400000US33,New Hampshire,33
4320649,null,12915,null,2077367,null,7383,null,97685,null,5680,null,134305,null,7589,null,534089,null,10072,null,63840,null,3354,null,366700,null,8465,null,112749,null,5762,null,471577,null,8862,null,296422,null,7327,null,2243282,null,7470,null,107223,null,5182,null,128614,null,6025,null,666086,null,10764,null,42949,null,3562,null,385918,null,7458,null,161357,null,5889,null,484012,null,9192,null,267123,null,7835,null,0400000US34,New Jersey,34
978652,null,9580,null,470008,null,5944,null,33118,null,3095,null,39943,null,3645,null,96207,null,5009,null,24591,null,1941,null,109231,null,4561,null,32102,null,2936,null,77191,null,4065,null,57625,null,3054,null,508644,null,4885,null,30359,null,2624,null,41214,null,3774,null,105624,null,4744,null,21269,null,2195,null,123236,null,5364,null,40366,null,2634,null,87204,null,4040,null,59372,null,3811,null,0400000US35,New Mexico,35
9245824,null,17530,null,4428886,null,10712,null,202968,null,8224,null,313460,null,8626,null,1033637,null,13582,null,191003,null,6801,null,745221,null,13084,null,357015,null,9321,null,895393,null,13912,null,690189,null,11122,null,4816938,null,9780,null,226506,null,7388,null,301176,null,9479,null,1254875,null,15566,null,123414,null,4926,null,766509,null,12335,null,451895,null,8597,null,897181,null,13948,null,795382,null,13695,null,0400000US36,New York,36
4537630,null,8605,null,2173136,null,6182,null,117902,null,5680,null,196428,null,7825,null,472897,null,10702,null,113893,null,5786,null,461027,null,9237,null,166488,null,5831,null,426233,null,9693,null,218268,null,6391,null,2364494,null,4276,null,94212,null,4375,null,178308,null,6941,null,538240,null,10604,null,95271,null,4748,null,531399,null,9231,null,239897,null,8252,null,467950,null,10123,null,219217,null,6773,null,0400000US37,North Carolina,37
388334,null,1199,null,190662,null,799,null,10910,null,1056,null,8535,null,1179,null,45253,null,2629,null,8600,null,1169,null,46441,null,2201,null,23568,null,1741,null,34625,null,2140,null,12730,null,1091,null,197672,null,797,null,8919,null,1014,null,7721,null,1042,null,48456,null,2395,null,5233,null,986,null,47792,null,2024,null,24924,null,1845,null,42628,null,2051,null,11999,null,1262,null,0400000US38,North Dakota,38
6668270,null,4509,null,3196186,null,3186,null,103317,null,4743,null,270659,null,7463,null,1005922,null,12001,null,136111,null,5628,null,659062,null,11761,null,198908,null,6324,null,525974,null,11029,null,296233,null,8066,null,3472084,null,2593,null,108318,null,4603,null,275041,null,8429,null,1143635,null,14147,null,114929,null,5739,null,709706,null,12087,null,289626,null,6720,null,535276,null,10417,null,295553,null,7483,null,0400000US39,Ohio,39
1885112,null,5040,null,907486,null,3669,null,42014,null,3501,null,79225,null,4006,null,237877,null,6047,null,51998,null,3043,null,219391,null,6436,null,54878,null,3600,null,144207,null,5402,null,77896,null,3518,null,977626,null,2405,null,38018,null,2783,null,85573,null,3675,null,269479,null,5474,null,43485,null,3205,null,238225,null,6133,null,69133,null,3880,null,163796,null,5132,null,69917,null,3277,null,0400000US40,Oklahoma,40
2285840,null,7517,null,1111837,null,4457,null,33068,null,3427,null,77836,null,4240,null,216900,null,6958,null,48713,null,3376,null,307082,null,7124,null,90555,null,4587,null,212454,null,5217,null,125229,null,5270,null,1174003,null,3934,null,29531,null,2878,null,65896,null,3762,null,254608,null,6749,null,39921,null,3554,null,339993,null,8604,null,102434,null,5177,null,224260,null,7287,null,117360,null,5042,null,0400000US41,Oregon,41
7415858,null,6416,null,3544111,null,3823,null,120880,null,4812,null,267809,null,8083,null,1186866,null,14890,null,144136,null,5004,null,579007,null,10203,null,239395,null,7408,null,621373,null,9193,null,384645,null,7389,null,3871747,null,4212,null,137013,null,4894,null,277589,null,6789,null,1386635,null,13215,null,116980,null,4511,null,617977,null,11953,null,315241,null,7932,null,637767,null,9889,null,382545,null,8318,null,0400000US42,Pennsylvania,42
615254,null,3490,null,288825,null,2258,null,17504,null,2297,null,23118,null,2821,null,64605,null,3759,null,15534,null,1998,null,47977,null,3565,null,22096,null,2480,null,60311,null,3812,null,37680,null,2372,null,326429,null,1834,null,16323,null,1874,null,24882,null,2319,null,79232,null,4418,null,13995,null,1851,null,60947,null,3508,null,30279,null,3019,null,59839,null,3979,null,40932,null,2430,null,0400000US44,Rhode Island,44
2140511,null,4925,null,1026698,null,3316,null,51744,null,3679,null,92536,null,4609,null,230276,null,6668,null,56294,null,3830,null,206405,null,7328,null,85036,null,4150,null,200188,null,5523,null,104219,null,4870,null,1113813,null,2804,null,49045,null,3644,null,91919,null,4788,null,280851,null,6598,null,43967,null,3441,null,241647,null,6602,null,106377,null,4550,null,198475,null,6252,null,101532,null,4815,null,0400000US45,South Carolina,45
472945,null,2576,null,230548,null,1991,null,11298,null,1057,null,12888,null,1768,null,69636,null,2756,null,9248,null,1159,null,49350,null,3644,null,20380,null,2192,null,39598,null,2547,null,18150,null,2033,null,242397,null,1211,null,8842,null,1336,null,8345,null,1275,null,69056,null,2770,null,6950,null,934,null,58045,null,2812,null,26270,null,2156,null,47764,null,2462,null,17125,null,1786,null,0400000US46,South Dakota,46
3449540,null,5435,null,1655300,null,3011,null,110755,null,5308,null,166942,null,5613,null,434144,null,8069,null,109323,null,5054,null,337233,null,8268,null,84071,null,4330,null,271820,null,6791,null,141012,null,4975,null,1794240,null,3244,null,110378,null,4587,null,160663,null,5944,null,492464,null,8602,null,106080,null,4342,null,378904,null,8470,null,131040,null,5758,null,276082,null,7112,null,138629,null,4983,null,0400000US47,Tennessee,47
11610131,null,27817,null,5693796,null,18565,null,541478,null,14398,null,546606,null,14309,null,1099386,null,17487,null,290616,null,9053,null,1262251,null,17831,null,339618,null,8749,null,1066908,null,15923,null,546933,null,10443,null,5916335,null,13438,null,534781,null,13654,null,511325,null,13809,null,1272717,null,16488,null,266928,null,7512,null,1408438,null,15265,null,384930,null,10483,null,1064867,null,15323,null,472349,null,10745,null,0400000US48,Texas,48
1434393,null,4307,null,709237,null,2740,null,18671,null,2549,null,42418,null,3693,null,143092,null,4568,null,22110,null,2230,null,192672,null,5744,null,59253,null,3679,null,145866,null,5325,null,85155,null,4395,null,725156,null,2354,null,16565,null,2239,null,39258,null,3030,null,169852,null,4745,null,15606,null,1816,null,216865,null,6181,null,76469,null,3831,null,141024,null,5021,null,49517,null,3023,null,0400000US49,Utah,49
412728,null,874,null,199408,null,602,null,6642,null,955,null,12983,null,1554,null,61374,null,3193,null,8857,null,1254,null,32047,null,2042,null,14508,null,1591,null,36522,null,2009,null,26475,null,2178,null,213320,null,496,null,5201,null,747,null,11257,null,1552,null,56734,null,2445,null,6257,null,917,null,39412,null,2406,null,20161,null,1712,null,46012,null,2602,null,28286,null,2024,null,0400000US50,Vermont,50
3803686,null,9146,null,1841555,null,5157,null,94780,null,4224,null,134473,null,6372,null,378263,null,8774,null,80003,null,3635,null,348385,null,8547,null,104882,null,4117,null,387874,null,8269,null,312895,null,7784,null,1962131,null,5736,null,78320,null,4775,null,126229,null,5956,null,432378,null,9336,null,63374,null,4180,null,410923,null,8545,null,151716,null,5340,null,428148,null,9757,null,271043,null,7181,null,0400000US51,Virginia,51
3691760,null,7216,null,1810617,null,4716,null,50307,null,4189,null,110723,null,6318,null,357932,null,7723,null,86190,null,4553,null,454435,null,9511,null,160829,null,5436,null,375760,null,9322,null,214441,null,7142,null,1881143,null,3989,null,47131,null,3753,null,101251,null,4735,null,405310,null,8451,null,61358,null,3982,null,511056,null,9015,null,192861,null,6002,null,365616,null,9117,null,196560,null,6286,null,0400000US53,Washington,53
1202641,null,2835,null,575774,null,1946,null,41110,null,2890,null,64104,null,3755,null,205924,null,5868,null,37956,null,3152,null,99086,null,4622,null,29030,null,2306,null,61681,null,3845,null,36883,null,3052,null,626867,null,1631,null,37783,null,3010,null,65688,null,3633,null,214295,null,5725,null,35586,null,2975,null,123077,null,5107,null,42931,null,2524,null,65426,null,3076,null,42081,null,2640,null,0400000US54,West Virginia,54
3420938,null,4154,null,1678914,null,3146,null,51937,null,3137,null,111132,null,4342,null,517577,null,8193,null,69323,null,3531,null,343321,null,7609,null,147125,null,5094,null,289262,null,5761,null,149237,null,5082,null,1742024,null,2117,null,50439,null,3038,null,92467,null,3919,null,550082,null,7473,null,44549,null,2342,null,372931,null,6575,null,168955,null,4665,null,321223,null,5600,null,141378,null,4644,null,0400000US55,Wisconsin,55
330518,null,1695,null,165020,null,1406,null,3271,null,793,null,8923,null,1345,null,44017,null,2241,null,10433,null,1363,null,43327,null,2496,null,13028,null,1519,null,27522,null,2023,null,14499,null,1589,null,165498,null,1093,null,3402,null,1011,null,8289,null,1326,null,40216,null,2395,null,7592,null,1310,null,49352,null,2466,null,17636,null,1923,null,26862,null,2253,null,12149,null,1468,null,0400000US56,Wyoming,56
1909546,null,15313,null,877791,null,9471,null,191394,null,6651,null,101733,null,4791,null,201397,null,7163,null,34049,null,3128,null,118661,null,6269,null,61702,null,4001,null,122469,null,4430,null,46386,null,3157,null,1031755,null,9184,null,200897,null,5913,null,93344,null,4488,null,208732,null,5586,null,29846,null,2547,null,128494,null,5607,null,103959,null,5630,null,202402,null,6739,null,64081,null,3794,null,0400000US72,Puerto Rico,72
