B24021_001E,B24021_001EA,B24021_001M,B24021_001MA,B24021_002E,B24021_002EA,B24021_002M,B24021_002MA,B24021_003E,B24021_003EA,B24021_003M,B24021_003MA,B24021_004E,B24021_004EA,B24021_004M,B24021_004MA,B24021_005E,B24021_005EA,B24021_005M,B24021_005MA,B24021_006E,B24021_006EA,B24021_006M,B24021_006MA,B24021_007E,B24021_007EA,B24021_007M,B24021_007MA,B24021_008E,B24021_008EA,B24021_008M,B24021_008MA,B24021_009E,B24021_009EA,B24021_009M,B24021_009MA,B24021_010E,B24021_010EA,B24021_010M,B24021_010MA,B24021_011E,B24021_011EA,B24021_011M,B24021_011MA,B24021_012E,B24021_012EA,B24021_012M,B24021_012MA,B24021_013E,B24021_013EA,B24021_013M,B24021_013MA,B24021_014E,B24021_014EA,B24021_014M,B24021_014MA,B24021_015E,B24021_015EA,B24021_015M,B24021_015MA,B24021_016E,B24021_016EA,B24021_016M,B24021_016MA,B24021_017E,B24021_017EA,B24021_017M,B24021_017MA,B24021_018E,B24021_018EA,B24021_018M,B24021_018MA,B24021_019E,B24021_019EA,B24021_019M,B24021_019MA,B24021_020E,B24021_020EA,B24021_020M,B24021_020MA,B24021_021E,B24021_021EA,B24021_021M,B24021_021MA,B24021_022E,B24021_022EA,B24021_022M,B24021_022MA,B24021_023E,B24021_023EA,B24021_023M,B24021_023MA,B24021_024E,B24021_024EA,B24021_024M,B24021_024MA,B24021_025E,B24021_025EA,B24021_025M,B24021_025MA,B24021_026E,B24021_026EA,B24021_026M,B24021_026MA,B24021_027E,B24021_027EA,B24021_027M,B24021_027MA,B24021_028E,B24021_028EA,B24021_028M,B24021_028MA,B24021_029E,B24021_029EA,B24021_029M,B24021_029MA,B24021_030E,B24021_030EA,B24021_030M,B24021_030MA,B24021_031E,B24021_031EA,B24021_031M,B24021_031MA,B24021_032E,B24021_032EA,B24021_032M,B24021_032MA,B24021_033E,B24021_033EA,B24021_033M,B24021_033MA,B24021_034E,B24021_034EA,B24021_034M,B24021_034MA,B24021_035E,B24021_035EA,B24021_035M,B24021_035MA,B24021_036E,B24021_036EA,B24021_036M,B24021_036MA,B24021_037E,B24021_037EA,B24021_037M,B24021_037MA,GEO_ID,NAME,state
36720,null,482,null,50710,null,572,null,54699,null,1589,null,60140,null,1911,null,48586,null,1263,null,49172,null,586,null,64576,null,5394,null,71317,null,2471,null,51010,null,5851,null,37926,null,2251,null,59030,null,13545,null,44666,null,1246,null,41295,null,4165,null,48984,null,1122,null,56670,null,2198,null,33030,null,1976,null,21619,null,625,null,20851,null,1102,null,38956,null,1530,null,34734,null,2711,null,42345,null,2006,null,16939,null,705,null,21057,null,1129,null,18816,null,1304,null,30014,null,469,null,33043,null,1634,null,28925,null,386,null,23990,null,1897,null,36042,null,1443,null,32941,null,1852,null,38569,null,1499,null,30741,null,808,null,31643,null,1117,null,29679,null,911,null,48517,null,4685,null,34557,null,2564,null,24927,null,1878,null,0400000US01,Alabama,01
45797,null,1609,null,57792,null,1796,null,60219,null,2693,null,65025,null,7423,null,52198,null,5877,null,55036,null,2887,null,59590,null,13250,null,74377,null,11218,null,60062,null,4750,null,43449,null,3727,null,58028,null,8069,null,51065,null,3732,null,39592,null,7183,null,68896,null,9377,null,83706,null,6850,null,37724,null,2551,null,31519,null,2220,null,34171,null,2396,null,59534,null,7029,null,46863,null,7757,null,71706,null,7495,null,23746,null,3518,null,30748,null,2361,null,25512,null,3998,null,38343,null,1685,null,42649,null,4684,null,36536,null,2920,null,19719,null,44113,null,50901,null,2437,null,56223,null,5283,null,45899,null,4405,null,38745,null,3603,null,36994,null,4824,null,39496,null,6508,null,64127,null,14470,null,39280,null,8479,null,24784,null,7431,null,0400000US02,Alaska,02
38679,null,279,null,54702,null,1136,null,57953,null,1130,null,62386,null,2022,null,50389,null,1699,null,52230,null,1086,null,64322,null,3292,null,75223,null,3221,null,51496,null,2031,null,39253,null,1463,null,66786,null,8264,null,39998,null,1007,null,45812,null,5550,null,61661,null,1439,null,72147,null,2732,null,37344,null,1792,null,24645,null,554,null,27802,null,1170,null,46930,null,2098,null,41102,null,3987,null,49763,null,2138,null,18493,null,791,null,21111,null,1017,null,23624,null,1084,null,33450,null,535,null,38100,null,1175,null,31959,null,375,null,23962,null,1465,null,37280,null,924,null,34682,null,1189,null,40569,null,1503,null,32119,null,1013,null,32078,null,1546,null,32162,null,1314,null,47822,null,5497,null,34183,null,1477,null,25788,null,1924,null,0400000US04,Arizona,04
32291,null,395,null,44685,null,1084,null,49336,null,1626,null,50569,null,2227,null,47472,null,4802,null,42608,null,1152,null,58255,null,4065,null,58459,null,6856,null,48857,null,6018,null,32334,null,2634,null,47574,null,7473,null,37747,null,1469,null,34913,null,7161,null,48050,null,1349,null,55652,null,2863,null,34772,null,3679,null,20653,null,934,null,20805,null,1297,null,33825,null,1540,null,32368,null,1807,null,34977,null,2343,null,16257,null,1446,null,19082,null,1332,null,19313,null,887,null,28984,null,616,null,33470,null,2145,null,26898,null,676,null,24110,null,2165,null,33151,null,1059,null,31271,null,1242,null,35010,null,1531,null,29506,null,793,null,29296,null,1110,null,29734,null,1016,null,48426,null,12434,null,31503,null,1500,null,26663,null,1753,null,0400000US05,Arkansas,05
44574,null,287,null,68834,null,389,null,69580,null,634,null,75012,null,1047,null,60128,null,813,null,68289,null,479,null,83156,null,1657,null,81676,null,1145,null,69116,null,1916,null,47580,null,990,null,95055,null,5293,null,54754,null,935,null,57958,null,1247,null,71988,null,1306,null,83581,null,1538,null,42378,null,1272,null,26026,null,438,null,28720,null,533,null,63304,null,2244,null,40169,null,1810,null,79142,null,2052,null,21235,null,379,null,23244,null,421,null,23795,null,519,null,38336,null,262,null,41675,null,589,null,36622,null,289,null,20603,null,514,null,41903,null,542,null,39911,null,693,null,44715,null,997,null,31634,null,433,null,30615,null,557,null,32847,null,766,null,44918,null,4228,null,37573,null,681,null,26256,null,817,null,0400000US06,California,06
42958,null,450,null,59229,null,658,null,61398,null,1184,null,64209,null,1816,null,57731,null,1880,null,57466,null,1121,null,76256,null,2909,null,75305,null,2675,null,59161,null,3305,null,40937,null,2587,null,79608,null,11939,null,41900,null,1083,null,48345,null,1848,null,57619,null,1960,null,65022,null,1791,null,35014,null,2010,null,25516,null,799,null,27368,null,1518,null,50212,null,3037,null,38250,null,2139,null,59398,null,1813,null,18768,null,1211,null,22673,null,1306,null,24035,null,1620,null,36679,null,771,null,41694,null,975,null,33803,null,746,null,20878,null,2020,null,39902,null,857,null,38039,null,1156,null,42923,null,2160,null,33023,null,1490,null,33007,null,1918,null,33034,null,1862,null,50311,null,6441,null,33323,null,2529,null,29155,null,2046,null,0400000US08,Colorado,08
51770,null,567,null,72069,null,1075,null,80896,null,2154,null,86614,null,3414,null,73859,null,2845,null,67630,null,1090,null,79208,null,2146,null,75030,null,2678,null,73462,null,8671,null,48819,null,3112,null,98285,null,5335,null,57799,null,2576,null,57738,null,3207,null,69405,null,2098,null,79831,null,2972,null,48779,null,2175,null,32050,null,854,null,32761,null,1102,null,62374,null,4585,null,50884,null,5809,null,68513,null,6003,null,25870,null,1984,null,30570,null,1788,null,28339,null,1406,null,43531,null,1128,null,51192,null,2311,null,40118,null,838,null,35307,null,8452,null,48361,null,1314,null,47701,null,3114,null,49046,null,1454,null,41679,null,1248,null,42740,null,1782,null,40075,null,2039,null,54450,null,10364,null,41981,null,2582,null,30916,null,3871,null,0400000US09,Connecticut,09
42735,null,1195,null,59256,null,1308,null,63208,null,3785,null,67842,null,6218,null,55918,null,6287,null,57984,null,1769,null,68737,null,6608,null,71835,null,9897,null,63486,null,5078,null,41683,null,5584,null,93253,null,27473,null,47614,null,5293,null,45186,null,21584,null,59512,null,2288,null,64400,null,4774,null,44496,null,8219,null,26437,null,1894,null,27537,null,4176,null,45197,null,6228,null,36825,null,5721,null,49544,null,6517,null,20076,null,1528,null,25819,null,5633,null,25009,null,5894,null,34448,null,1851,null,36585,null,2969,null,33480,null,1890,null,20347,null,4160,null,43390,null,2522,null,40644,null,3795,null,45700,null,3448,null,38438,null,2221,null,39460,null,3634,null,37802,null,3928,null,50611,null,27981,null,41697,null,6221,null,25877,null,6749,null,0400000US10,Delaware,10
58893,null,1566,null,76932,null,2592,null,80696,null,4378,null,86608,null,3410,null,72433,null,3199,null,74359,null,2241,null,74820,null,4792,null,78479,null,13188,null,87907,null,15469,null,55232,null,8265,null,131600,null,8217,null,57019,null,9030,null,69022,null,6336,null,65547,null,11385,null,69387,null,5401,null,35630,null,14036,null,29099,null,2320,null,32830,null,6300,null,44603,null,15162,null,38383,null,3496,null,70708,null,6090,null,24084,null,2044,null,24136,null,2322,null,25125,null,6373,null,42488,null,2576,null,46853,null,7933,null,40980,null,2302,null,-666666666,-,0,**,38073,null,1427,null,37695,null,3224,null,39099,null,8682,null,34378,null,2305,null,41477,null,19713,null,34019,null,2173,null,43843,null,23411,null,34117,null,1698,null,30982,null,7504,null,0400000US11,District of Columbia,11
35942,null,248,null,50512,null,382,null,53532,null,836,null,58053,null,811,null,48316,null,701,null,48672,null,463,null,59532,null,1700,null,62529,null,2621,null,48954,null,1717,null,36565,null,1166,null,64418,null,3492,null,39887,null,408,null,40439,null,1199,null,54884,null,1428,null,64589,null,1907,null,37493,null,1196,null,23934,null,261,null,24663,null,515,null,40565,null,1127,null,33616,null,2056,null,44974,null,2357,null,20131,null,669,null,21452,null,535,null,21894,null,725,null,31340,null,310,null,34823,null,732,null,29804,null,302,null,17781,null,2934,null,33454,null,508,null,31081,null,773,null,36407,null,887,null,29105,null,504,null,28789,null,771,null,29335,null,682,null,41659,null,4919,null,31590,null,1216,null,24003,null,1052,null,0400000US12,Florida,12
