C27005_001E,C27005_001EA,C27005_001M,C27005_001MA,C27005_002E,C27005_002EA,C27005_002M,C27005_002MA,C27005_003E,C27005_003EA,C27005_003M,C27005_003MA,C27005_004E,C27005_004EA,C27005_004M,C27005_004MA,C27005_005E,C27005_005EA,C27005_005M,C27005_005MA,C27005_006E,C27005_006EA,C27005_006M,C27005_006MA,C27005_007E,C27005_007EA,C27005_007M,C27005_007MA,C27005_008E,C27005_008EA,C27005_008M,C27005_008MA,C27005_009E,C27005_009EA,C27005_009M,C27005_009MA,C27005_010E,C27005_010EA,C27005_010M,C27005_010MA,C27005_011E,C27005_011EA,C27005_011M,C27005_011MA,C27005_012E,C27005_012EA,C27005_012M,C27005_012MA,C27005_013E,C27005_013EA,C27005_013M,C27005_013MA,C27005_014E,C27005_014EA,C27005_014M,C27005_014MA,C27005_015E,C27005_015EA,C27005_015M,C27005_015MA,C27005_016E,C27005_016EA,C27005_016M,C27005_016MA,C27005_017E,C27005_017EA,C27005_017M,C27005_017MA,C27005_018E,C27005_018EA,C27005_018M,C27005_018MA,C27005_019E,C27005_019EA,C27005_019M,C27005_019MA,C27005_020E,C27005_020EA,C27005_020M,C27005_020MA,C27005_021E,C27005_021EA,C27005_021M,C27005_021MA,GEO_ID,NAME,state
4616028,null,1808,null,2216414,null,5319,null,573816,null,3795,null,44756,null,3671,null,529060,null,5688,null,1378994,null,3722,null,148760,null,6819,null,1230234,null,8386,null,263604,null,2165,null,95201,null,3331,null,168403,null,3524,null,2399614,null,5277,null,550411,null,3893,null,40041,null,3179,null,510370,null,4865,null,1488722,null,3325,null,167656,null,7638,null,1321066,null,7969,null,360481,null,2152,null,142129,null,3971,null,218352,null,4442,null,0400000US01,Alabama,01
678081,null,2615,null,344335,null,2643,null,93877,null,1414,null,5453,null,1458,null,88424,null,2124,null,226171,null,2648,null,14916,null,2027,null,211255,null,2880,null,24287,null,861,null,4319,null,723,null,19968,null,1206,null,333746,null,1899,null,89384,null,1416,null,5355,null,1397,null,84029,null,1832,null,217556,null,1601,null,15308,null,2106,null,202248,null,2538,null,26806,null,946,null,5756,null,859,null,21050,null,1262,null,0400000US02,Alaska,02
6501531,null,2050,null,3232732,null,3982,null,885157,null,2681,null,71315,null,5884,null,813842,null,6468,null,1960942,null,2813,null,174424,null,7452,null,1786518,null,7770,null,386633,null,1604,null,136500,null,4328,null,250133,null,4713,null,3268799,null,3527,null,844657,null,2773,null,68717,null,5603,null,775940,null,5722,null,1956699,null,2375,null,189695,null,6876,null,1767004,null,7391,null,467443,null,1886,null,173008,null,4738,null,294435,null,4963,null,0400000US04,Arizona,04
2833391,null,1646,null,1376266,null,4518,null,361673,null,3078,null,22183,null,2790,null,339490,null,4328,null,844601,null,2887,null,86569,null,4908,null,758032,null,5770,null,169992,null,1484,null,68182,null,2607,null,101810,null,2904,null,1457125,null,4146,null,345011,null,3309,null,23823,null,2771,null,321188,null,4001,null,890281,null,2626,null,88434,null,4541,null,801847,null,5027,null,221833,null,2063,null,98150,null,3502,null,123683,null,3339,null,0400000US05,Arkansas,05
36376938,null,5731,null,18072031,null,8343,null,4833502,null,4622,null,450790,null,11494,null,4382712,null,11900,null,11498591,null,7798,null,1271747,null,18646,null,10226844,null,18892,null,1739938,null,3731,null,490523,null,7778,null,1249415,null,8884,null,18304907,null,7752,null,4589184,null,4115,null,444975,null,12018,null,4144209,null,12567,null,11431245,null,5797,null,1349961,null,16245,null,10081284,null,17117,null,2284478,null,4506,null,703480,null,9855,null,1580998,null,10381,null,0400000US06,California,06
4930142,null,2876,null,2457378,null,4175,null,626239,null,2633,null,62397,null,4820,null,563842,null,5433,null,1602871,null,3911,null,200263,null,7946,null,1402608,null,8975,null,228268,null,1588,null,84316,null,3566,null,143952,null,3685,null,2472764,null,3736,null,598972,null,2437,null,59485,null,4652,null,539487,null,5199,null,1585418,null,3309,null,199843,null,7108,null,1385575,null,7888,null,288374,null,2165,null,116788,null,3701,null,171586,null,3959,null,0400000US08,Colorado,08
3456856,null,1297,null,1679224,null,2358,null,412724,null,1538,null,33137,null,3360,null,379587,null,3633,null,1071986,null,2152,null,113686,null,5657,null,958300,null,5832,null,194514,null,1526,null,70704,null,2924,null,123810,null,3016,null,1777632,null,2298,null,394075,null,1373,null,30374,null,2804,null,363701,null,3127,null,1118080,null,1965,null,112279,null,4608,null,1005801,null,4747,null,265477,null,1588,null,108770,null,3193,null,156707,null,3396,null,0400000US09,Connecticut,09
869483,null,1017,null,418177,null,1741,null,105566,null,1078,null,5874,null,1561,null,99692,null,1886,null,259529,null,1344,null,20631,null,2303,null,238898,null,2807,null,53082,null,626,null,16217,null,1454,null,36865,null,1538,null,451306,null,1383,null,101198,null,1027,null,5440,null,1218,null,95758,null,1549,null,281863,null,1108,null,22176,null,2340,null,259687,null,2693,null,68245,null,939,null,24081,null,1544,null,44164,null,1656,null,0400000US10,Delaware,10
589408,null,861,null,275835,null,1117,null,57205,null,826,null,5986,null,1429,null,51219,null,1626,null,192046,null,1242,null,34751,null,4101,null,157295,null,4412,null,26584,null,883,null,7002,null,943,null,19582,null,1230,null,313573,null,1063,null,56505,null,825,null,5605,null,1789,null,50900,null,1998,null,217888,null,586,null,37498,null,3635,null,180390,null,3717,null,39180,null,1205,null,11645,null,1438,null,27535,null,1545,null,0400000US11,District of Columbia,11
18192784,null,3804,null,8856789,null,8200,null,2072946,null,4614,null,184832,null,7900,null,1888114,null,9624,null,5404791,null,7884,null,544397,null,13279,null,4860394,null,15160,null,1379052,null,3521,null,488356,null,9055,null,890696,null,9616,null,9335995,null,7600,null,1977715,null,4515,null,183470,null,8539,null,1794245,null,10231,null,5618927,null,7114,null,606474,null,14072,null,5012453,null,16084,null,1739353,null,6174,null,649305,null,10671,null,1090048,null,11161,null,0400000US12,Florida,12
