C15002D_001E,C15002D_001EA,C15002D_001M,C15002D_001MA,C15002D_002E,C15002D_002EA,C15002D_002M,C15002D_002MA,C15002D_003E,C15002D_003EA,C15002D_003M,C15002D_003MA,C15002D_004E,C15002D_004EA,C15002D_004M,C15002D_004MA,C15002D_005E,C15002D_005EA,C15002D_005M,C15002D_005MA,C15002D_006E,C15002D_006EA,C15002D_006M,C15002D_006MA,C15002D_007E,C15002D_007EA,C15002D_007M,C15002D_007MA,C15002D_008E,C15002D_008EA,C15002D_008M,C15002D_008MA,C15002D_009E,C15002D_009EA,C15002D_009M,C15002D_009MA,C15002D_010E,C15002D_010EA,C15002D_010M,C15002D_010MA,C15002D_011E,C15002D_011EA,C15002D_011M,C15002D_011MA,GEO_ID,NAME,state
33035,null,1571,null,14986,null,1075,null,2157,null,796,null,1629,null,712,null,2584,null,722,null,8616,null,1200,null,18049,null,1176,null,2693,null,726,null,4242,null,1081,null,2965,null,889,null,8149,null,1037,null,0400000US01,Alabama,01
23448,null,1144,null,10698,null,824,null,1051,null,376,null,4644,null,820,null,2628,null,718,null,2375,null,728,null,12750,null,724,null,2868,null,848,null,3238,null,890,null,3330,null,871,null,3314,null,835,null,0400000US02,Alaska,02
113658,null,2046,null,51393,null,1347,null,6132,null,1800,null,5812,null,1516,null,9680,null,1936,null,29769,null,2391,null,62265,null,1524,null,8167,null,1504,null,10378,null,1785,null,13568,null,1601,null,30152,null,2520,null,0400000US04,Arizona,04
19336,null,2010,null,8663,null,1174,null,1894,null,618,null,981,null,460,null,1902,null,622,null,3886,null,978,null,10673,null,1394,null,2494,null,883,null,2040,null,681,null,2982,null,944,null,3157,null,842,null,0400000US05,Arkansas,05
3263368,null,7663,null,1520104,null,5894,null,180392,null,6645,null,223926,null,7495,null,363488,null,7816,null,752298,null,10034,null,1743264,null,5088,null,284217,null,8026,null,267415,null,7744,null,386146,null,9976,null,805486,null,10645,null,0400000US06,California,06
86852,null,2481,null,38892,null,1921,null,3571,null,1039,null,6454,null,1125,null,7149,null,1274,null,21718,null,2072,null,47960,null,1478,null,8080,null,1265,null,10644,null,1416,null,9413,null,1417,null,19823,null,1650,null,0400000US08,Colorado,08
80944,null,1306,null,39302,null,960,null,3226,null,930,null,4083,null,1087,null,6082,null,1104,null,25911,null,1764,null,41642,null,858,null,6626,null,1333,null,4355,null,985,null,6309,null,1009,null,24352,null,1663,null,0400000US09,Connecticut,09
18490,null,502,null,8815,null,398,null,476,null,360,null,892,null,426,null,787,null,579,null,6660,null,746,null,9675,null,411,null,1287,null,607,null,1316,null,528,null,1170,null,293,null,5902,null,596,null,0400000US10,Delaware,10
13205,null,563,null,5717,null,466,null,251,null,288,null,395,null,306,null,386,null,313,null,4685,null,581,null,7488,null,339,null,507,null,292,null,792,null,502,null,352,null,212,null,5837,null,575,null,0400000US11,District of Columbia,11
303890,null,3232,null,135084,null,2487,null,16808,null,2017,null,20214,null,2447,null,29300,null,2979,null,68762,null,3089,null,168806,null,2325,null,29133,null,2361,null,34798,null,3286,null,33150,null,2792,null,71725,null,3700,null,0400000US12,Florida,12
187805,null,3181,null,90002,null,2381,null,10996,null,2026,null,14660,null,2566,null,13890,null,2229,null,50456,null,3206,null,97803,null,1951,null,16032,null,1982,null,18821,null,2227,null,17822,null,2022,null,45128,null,2948,null,0400000US13,Georgia,13
