C14006_001E,C14006_001EA,C14006_001M,C14006_001MA,C14006_002E,C14006_002EA,C14006_002M,C14006_002MA,C14006_003E,C14006_003EA,C14006_003M,C14006_003MA,C14006_004E,C14006_004EA,C14006_004M,C14006_004MA,C14006_005E,C14006_005EA,C14006_005M,C14006_005MA,C14006_006E,C14006_006EA,C14006_006M,C14006_006MA,C14006_007E,C14006_007EA,C14006_007M,C14006_007MA,C14006_008E,C14006_008EA,C14006_008M,C14006_008MA,C14006_009E,C14006_009EA,C14006_009M,C14006_009MA,C14006_010E,C14006_010EA,C14006_010M,C14006_010MA,C14006_011E,C14006_011EA,C14006_011M,C14006_011MA,C14006_012E,C14006_012EA,C14006_012M,C14006_012MA,C14006_013E,C14006_013EA,C14006_013M,C14006_013MA,C14006_014E,C14006_014EA,C14006_014M,C14006_014MA,C14006_015E,C14006_015EA,C14006_015M,C14006_015MA,C14006_016E,C14006_016EA,C14006_016M,C14006_016MA,C14006_017E,C14006_017EA,C14006_017M,C14006_017MA,GEO_ID,NAME,state
4409915,null,5255,null,751969,null,20653,null,271488,null,10560,null,31138,null,2777,null,63174,null,4691,null,57223,null,4432,null,50652,null,3513,null,69301,null,5147,null,480481,null,15290,null,3657946,null,21285,null,891986,null,11888,null,107295,null,5634,null,186607,null,6437,null,191573,null,7065,null,196647,null,5120,null,209864,null,6550,null,2765960,null,15878,null,0400000US01,Alabama,01
649507,null,2242,null,56317,null,4788,null,19058,null,2870,null,3113,null,972,null,4666,null,1055,null,4027,null,1169,null,4129,null,1093,null,3123,null,929,null,37259,null,3156,null,593190,null,5893,null,166166,null,4913,null,14062,null,1909,null,32308,null,2174,null,36898,null,2414,null,41232,null,2299,null,41666,null,3565,null,427024,null,5393,null,0400000US02,Alaska,02
6171001,null,8011,null,986571,null,25841,null,359089,null,15477,null,39269,null,3933,null,83832,null,5334,null,75575,null,6331,null,74798,null,5347,null,85615,null,6625,null,627482,null,17439,null,5184430,null,27219,null,1351341,null,19557,null,144956,null,7380,null,276427,null,8241,null,295858,null,8557,null,291543,null,7340,null,342557,null,10829,null,3833089,null,18565,null,0400000US04,Arizona,04
2686891,null,4094,null,490457,null,16387,null,177218,null,8500,null,26727,null,2942,null,43278,null,3608,null,36264,null,3645,null,33283,null,3237,null,37666,null,3258,null,313239,null,10854,null,2196434,null,17353,null,519920,null,10846,null,63776,null,4889,null,113313,null,5384,null,110551,null,5010,null,118510,null,4725,null,113770,null,4913,null,1676514,null,12320,null,0400000US05,Arkansas,05
34600390,null,14960,null,4772229,null,57270,null,1879698,null,28771,null,206059,null,7912,null,401180,null,12182,null,379189,null,9855,null,401669,null,12997,null,491601,null,14075,null,2892531,null,38173,null,29828161,null,59191,null,8261034,null,37344,null,905839,null,14905,null,1557776,null,16764,null,1658343,null,19333,null,1815417,null,18675,null,2323659,null,24026,null,21567127,null,45355,null,0400000US06,California,06
4705507,null,5812,null,588280,null,19788,null,228557,null,11306,null,27304,null,2865,null,44536,null,4281,null,39845,null,4061,null,35372,null,4045,null,81500,null,6121,null,359723,null,13099,null,4117227,null,19756,null,1055368,null,14106,null,133842,null,6031,null,225430,null,6282,null,211539,null,5828,null,227141,null,5650,null,257416,null,9051,null,3061859,null,17037,null,0400000US08,Colorado,08
3292177,null,3327,null,303976,null,14954,null,107773,null,8048,null,12368,null,2071,null,20853,null,2764,null,20396,null,2713,null,22565,null,2610,null,31591,null,5028,null,196203,null,10014,null,2988201,null,14657,null,778121,null,11179,null,92704,null,3962,null,151916,null,5231,null,167049,null,5388,null,177491,null,4549,null,188961,null,7607,null,2210080,null,11736,null,0400000US09,Connecticut,09
826224,null,2096,null,86378,null,8742,null,30659,null,4491,null,3500,null,1278,null,8659,null,1937,null,5510,null,1512,null,5543,null,1430,null,7447,null,1539,null,55719,null,5994,null,739846,null,8922,null,186852,null,6294,null,21412,null,2358,null,38523,null,2681,null,37324,null,2347,null,40053,null,2250,null,49540,null,3377,null,552994,null,6787,null,0400000US10,Delaware,10
547957,null,1701,null,100155,null,8888,null,38683,null,4861,null,5180,null,1158,null,7581,null,1707,null,7717,null,1667,null,7897,null,1825,null,10308,null,1783,null,61472,null,5579,null,447802,null,8743,null,91937,null,5648,null,9327,null,1476,null,15641,null,2056,null,15266,null,1988,null,19748,null,2453,null,31955,null,2978,null,355865,null,6159,null,0400000US11,District of Columbia,11
17432024,null,10027,null,2537322,null,37086,null,854339,null,21671,null,102114,null,6376,null,194147,null,9675,null,169994,null,8635,null,162280,null,8386,null,225804,null,10164,null,1682983,null,26200,null,14894702,null,37174,null,3448769,null,28701,null,383706,null,11220,null,679906,null,12966,null,724148,null,14278,null,741342,null,12751,null,919667,null,17709,null,11445933,null,28812,null,0400000US12,Florida,12
