B17016_001E,B17016_001EA,B17016_001M,B17016_001MA,B17016_002E,B17016_002EA,B17016_002M,B17016_002MA,B17016_003E,B17016_003EA,B17016_003M,B17016_003MA,B17016_004E,B17016_004EA,B17016_004M,B17016_004MA,B17016_005E,B17016_005EA,B17016_005M,B17016_005MA,B17016_006E,B17016_006EA,B17016_006M,B17016_006MA,B17016_007E,B17016_007EA,B17016_007M,B17016_007MA,B17016_008E,B17016_008EA,B17016_008M,B17016_008MA,B17016_009E,B17016_009EA,B17016_009M,B17016_009MA,B17016_010E,B17016_010EA,B17016_010M,B17016_010MA,B17016_011E,B17016_011EA,B17016_011M,B17016_011MA,B17016_012E,B17016_012EA,B17016_012M,B17016_012MA,B17016_013E,B17016_013EA,B17016_013M,B17016_013MA,B17016_014E,B17016_014EA,B17016_014M,B17016_014MA,B17016_015E,B17016_015EA,B17016_015M,B17016_015MA,B17016_016E,B17016_016EA,B17016_016M,B17016_016MA,B17016_017E,B17016_017EA,B17016_017M,B17016_017MA,B17016_018E,B17016_018EA,B17016_018M,B17016_018MA,B17016_019E,B17016_019EA,B17016_019M,B17016_019MA,B17016_020E,B17016_020EA,B17016_020M,B17016_020MA,B17016_021E,B17016_021EA,B17016_021M,B17016_021MA,B17016_022E,B17016_022EA,B17016_022M,B17016_022MA,B17016_023E,B17016_023EA,B17016_023M,B17016_023MA,B17016_024E,B17016_024EA,B17016_024M,B17016_024MA,B17016_025E,B17016_025EA,B17016_025M,B17016_025MA,B17016_026E,B17016_026EA,B17016_026M,B17016_026MA,B17016_027E,B17016_027EA,B17016_027M,B17016_027MA,B17016_028E,B17016_028EA,B17016_028M,B17016_028MA,B17016_029E,B17016_029EA,B17016_029M,B17016_029MA,B17016_030E,B17016_030EA,B17016_030M,B17016_030MA,B17016_031E,B17016_031EA,B17016_031M,B17016_031MA,B17016_032E,B17016_032EA,B17016_032M,B17016_032MA,B17016_033E,B17016_033EA,B17016_033M,B17016_033MA,B17016_034E,B17016_034EA,B17016_034M,B17016_034MA,B17016_035E,B17016_035EA,B17016_035M,B17016_035MA,B17016_036E,B17016_036EA,B17016_036M,B17016_036MA,B17016_037E,B17016_037EA,B17016_037M,B17016_037MA,B17016_038E,B17016_038EA,B17016_038M,B17016_038MA,B17016_039E,B17016_039EA,B17016_039M,B17016_039MA,B17016_040E,B17016_040EA,B17016_040M,B17016_040MA,B17016_041E,B17016_041EA,B17016_041M,B17016_041MA,B17016_042E,B17016_042EA,B17016_042M,B17016_042MA,B17016_043E,B17016_043EA,B17016_043M,B17016_043MA,B17016_044E,B17016_044EA,B17016_044M,B17016_044MA,B17016_045E,B17016_045EA,B17016_045M,B17016_045MA,B17016_046E,B17016_046EA,B17016_046M,B17016_046MA,B17016_047E,B17016_047EA,B17016_047M,B17016_047MA,GEO_ID,NAME,state
1246056,null,11767,null,166703,null,5280,null,51081,null,3470,null,7355,null,1439,null,505,null,247,null,1520,null,816,null,5330,null,1172,null,14489,null,1789,null,1276,null,500,null,6485,null,1365,null,6728,null,1085,null,29237,null,2646,null,3119,null,845,null,7275,null,1744,null,18843,null,1712,null,115622,null,4531,null,13304,null,2007,null,2275,null,912,null,4570,null,1163,null,6459,null,1137,null,102318,null,4068,null,14431,null,2064,null,40599,null,3051,null,47288,null,3280,null,1079353,null,12047,null,833452,null,11027,null,463559,null,9083,null,244907,null,6378,null,104302,null,5180,null,114350,null,5406,null,143711,null,5180,null,71015,null,4702,null,35120,null,2421,null,37576,null,2968,null,226182,null,6801,null,63027,null,4549,null,27855,null,2093,null,135300,null,4289,null,245901,null,7893,null,63729,null,4207,null,39429,null,3555,null,11668,null,1871,null,12632,null,1751,null,182172,null,7676,null,99919,null,5034,null,33494,null,3470,null,48759,null,3018,null,0400000US01,Alabama,01
159940,null,3646,null,9850,null,1365,null,2625,null,686,null,204,null,204,null,12,null,27,null,40,null,53,null,152,null,195,null,1472,null,459,null,15,null,24,null,961,null,446,null,496,null,255,null,949,null,414,null,132,null,157,null,456,null,310,null,361,null,212,null,7225,null,1361,null,1319,null,615,null,152,null,187,null,938,null,542,null,229,null,213,null,5906,null,1216,null,662,null,513,null,3144,null,893,null,2100,null,688,null,150090,null,3688,null,116518,null,3220,null,63199,null,3221,null,31540,null,2704,null,19457,null,1780,null,12202,null,1545,null,32308,null,2142,null,13938,null,1700,null,13017,null,1618,null,5353,null,926,null,21011,null,1673,null,7516,null,1242,null,4238,null,846,null,9257,null,1026,null,33572,null,2634,null,12461,null,1669,null,6006,null,1285,null,4696,null,1050,null,1759,null,518,null,21111,null,2081,null,11008,null,1360,null,6734,null,1140,null,3369,null,810,null,0400000US02,Alaska,02
1514235,null,13945,null,175498,null,7259,null,79652,null,4954,null,17140,null,2827,null,1098,null,455,null,2318,null,843,null,13724,null,2486,null,26660,null,3262,null,2084,null,816,null,8881,null,1778,null,15695,null,2578,null,35852,null,3658,null,6062,null,1479,null,5365,null,1389,null,24425,null,2681,null,95846,null,5146,null,20151,null,2636,null,2974,null,942,null,8786,null,1566,null,8391,null,1962,null,75695,null,5147,null,11731,null,2380,null,28620,null,2840,null,35344,null,3399,null,1338737,null,13081,null,1046173,null,12194,null,539579,null,11106,null,261272,null,7307,null,141825,null,5979,null,136482,null,5910,null,207577,null,7884,null,92712,null,5191,null,62975,null,4392,null,51890,null,3365,null,299017,null,7177,null,70430,null,4083,null,36294,null,3044,null,192293,null,5397,null,292564,null,8661,null,96639,null,6054,null,65467,null,4674,null,19100,null,2914,null,12072,null,1616,null,195925,null,6956,null,119233,null,4968,null,39739,null,3676,null,36953,null,3433,null,0400000US04,Arizona,04
768492,null,8905,null,113410,null,4531,null,42448,null,2721,null,8626,null,1428,null,1039,null,513,null,1669,null,719,null,5918,null,1266,null,12609,null,1866,null,1778,null,665,null,4463,null,1145,null,6368,null,1423,null,21213,null,2390,null,2685,null,872,null,5930,null,1324,null,12598,null,1889,null,70962,null,4404,null,9088,null,1766,null,1955,null,920,null,3335,null,988,null,3798,null,1069,null,61874,null,4077,null,11215,null,1751,null,25149,null,2570,null,25510,null,3396,null,655082,null,7950,null,523949,null,8443,null,280443,null,6873,null,159638,null,6374,null,61485,null,3498,null,59320,null,3324,null,95615,null,5404,null,48056,null,3865,null,23153,null,2326,null,24406,null,2046,null,147891,null,4574,null,40544,null,3649,null,19706,null,1716,null,87641,null,3183,null,131133,null,5330,null,40414,null,3461,null,22944,null,2544,null,8088,null,1766,null,9382,null,1681,null,90719,null,4490,null,53915,null,3749,null,18227,null,1915,null,18577,null,2104,null,0400000US05,Arkansas,05
8366253,null,25708,null,887411,null,13879,null,383236,null,10824,null,83697,null,4978,null,5413,null,1445,null,14615,null,2095,null,63669,null,4148,null,131079,null,6209,null,11448,null,1708,null,48444,null,4411,null,71187,null,5028,null,168460,null,6619,null,30329,null,2575,null,37834,null,3802,null,100297,null,4846,null,504175,null,12303,null,106471,null,6044,null,24276,null,3156,null,47436,null,3897,null,34759,null,3125,null,397704,null,10265,null,52444,null,3696,null,155168,null,6968,null,190092,null,7134,null,7478842,null,27770,null,5657974,null,30044,null,3114030,null,26073,null,1465853,null,18704,null,830341,null,14343,null,817836,null,17338,null,1231305,null,15422,null,562409,null,10343,null,383827,null,9782,null,285069,null,8200,null,1312639,null,15728,null,408259,null,10330,null,192301,null,6197,null,712079,null,10309,null,1820868,null,24083,null,625098,null,14682,null,386718,null,12062,null,153549,null,7517,null,84831,null,4553,null,1195770,null,16812,null,650512,null,13173,null,278383,null,9078,null,266875,null,8726,null,0400000US06,California,06
1233139,null,11054,null,109626,null,5252,null,47715,null,3972,null,9593,null,2122,null,287,null,202,null,1754,null,650,null,7552,null,1856,null,18059,null,2412,null,1780,null,641,null,5944,null,1227,null,10335,null,1703,null,20063,null,2687,null,4213,null,1198,null,5278,null,1147,null,10572,null,1677,null,61911,null,4325,null,10894,null,1902,null,2243,null,867,null,4764,null,1318,null,3887,null,1089,null,51017,null,3855,null,8222,null,1860,null,24360,null,2473,null,18435,null,2268,null,1123513,null,10157,null,922053,null,10702,null,532943,null,8558,null,272106,null,7680,null,149910,null,5296,null,110927,null,4271,null,203058,null,7267,null,101244,null,5003,null,62527,null,4243,null,39287,null,2530,null,186052,null,5691,null,57146,null,3846,null,26005,null,2299,null,102901,null,3778,null,201460,null,6908,null,65210,null,4379,null,44554,null,3361,null,13632,null,2023,null,7024,null,1203,null,136250,null,5728,null,82840,null,4283,null,32579,null,3517,null,20831,null,1989,null,0400000US08,Colorado,08
890530,null,9200,null,59484,null,4290,null,14009,null,1938,null,2008,null,721,null,100,null,117,null,422,null,314,null,1486,null,682,null,4900,null,1163,null,480,null,260,null,1192,null,518,null,3228,null,1019,null,7101,null,1316,null,713,null,465,null,1071,null,477,null,5317,null,1151,null,45475,null,3661,null,5119,null,1217,null,239,null,263,null,2651,null,932,null,2229,null,822,null,40356,null,3452,null,5310,null,1332,null,18831,null,2622,null,16215,null,2178,null,831046,null,9223,null,653939,null,8630,null,375311,null,7118,null,194309,null,5742,null,109485,null,4524,null,71517,null,3703,null,138182,null,5416,null,74222,null,4154,null,37295,null,3255,null,26665,null,2081,null,140446,null,4288,null,44315,null,3551,null,20682,null,1632,null,75449,null,3099,null,177107,null,5856,null,50346,null,3797,null,31163,null,2982,null,11229,null,1791,null,7954,null,1475,null,126761,null,4600,null,71923,null,3939,null,31661,null,2666,null,23177,null,2196,null,0400000US09,Connecticut,09
220655,null,4595,null,15627,null,2343,null,4115,null,1091,null,723,null,536,null,7,null,14,null,296,null,374,null,420,null,377,null,1282,null,600,null,92,null,109,null,190,null,156,null,1000,null,559,null,2110,null,696,null,634,null,420,null,306,null,208,null,1170,null,505,null,11512,null,2117,null,1917,null,802,null,258,null,264,null,911,null,529,null,748,null,577,null,9595,null,1794,null,1594,null,789,null,4170,null,1211,null,3831,null,1094,null,205028,null,4752,null,155747,null,4527,null,85929,null,3420,null,45191,null,2898,null,22999,null,1714,null,17739,null,1981,null,30259,null,2557,null,14158,null,1772,null,8986,null,1490,null,7115,null,1250,null,39559,null,2814,null,9966,null,1501,null,4862,null,1026,null,24731,null,1980,null,49281,null,3041,null,13338,null,1956,null,8975,null,1496,null,1988,null,634,null,2375,null,837,null,35943,null,2283,null,22327,null,2261,null,7258,null,1244,null,6358,null,1370,null,0400000US10,Delaware,10
109030,null,4490,null,15965,null,2196,null,1175,null,453,null,258,null,276,null,52,null,88,null,0,null,296,null,206,null,259,null,195,null,165,null,0,null,296,null,59,null,96,null,136,null,135,null,722,null,325,null,0,null,296,null,83,null,140,null,639,null,336,null,14790,null,2107,null,1994,null,721,null,279,null,259,null,312,null,380,null,1403,null,572,null,12796,null,2031,null,490,null,375,null,4265,null,1268,null,8041,null,1691,null,93065,null,4537,null,55520,null,3162,null,35459,null,2653,null,21081,null,2311,null,7385,null,1155,null,6993,null,1220,null,9246,null,1460,null,5032,null,1014,null,2310,null,752,null,1904,null,707,null,10815,null,1377,null,3687,null,763,null,1728,null,720,null,5400,null,883,null,37545,null,3087,null,6799,null,1289,null,5055,null,1075,null,670,null,387,null,1074,null,381,null,30746,null,2857,null,17111,null,2362,null,5212,null,1294,null,8423,null,1392,null,0400000US11,District of Columbia,11
4542466,null,26422,null,488257,null,11108,null,192017,null,7854,null,28055,null,2648,null,2885,null,855,null,4820,null,987,null,20350,null,2431,null,56024,null,5227,null,4719,null,1263,null,20111,null,2553,null,31194,null,3714,null,107938,null,5511,null,14681,null,2152,null,18401,null,2491,null,74856,null,4085,null,296240,null,10087,null,55004,null,4318,null,10118,null,2127,null,23522,null,2951,null,21364,null,2794,null,241236,null,9765,null,43410,null,3946,null,93508,null,5563,null,104318,null,6755,null,4054209,null,24841,null,3143382,null,23398,null,1561035,null,18809,null,824643,null,16282,null,361517,null,8614,null,374875,null,10904,null,608255,null,12769,null,278038,null,8979,null,173712,null,6480,null,156505,null,6059,null,974092,null,13123,null,213489,null,7356,null,104487,null,4755,null,656116,null,9603,null,910827,null,17910,null,254755,null,8633,null,162686,null,6998,null,49997,null,4006,null,42072,null,3051,null,656072,null,14252,null,384552,null,10518,null,132894,null,7638,null,138626,null,5655,null,0400000US12,Florida,12
