B18105_001E,B18105_001EA,B18105_001M,B18105_001MA,B18105_002E,B18105_002EA,B18105_002M,B18105_002MA,B18105_003E,B18105_003EA,B18105_003M,B18105_003MA,B18105_004E,B18105_004EA,B18105_004M,B18105_004MA,B18105_005E,B18105_005EA,B18105_005M,B18105_005MA,B18105_006E,B18105_006EA,B18105_006M,B18105_006MA,B18105_007E,B18105_007EA,B18105_007M,B18105_007MA,B18105_008E,B18105_008EA,B18105_008M,B18105_008MA,B18105_009E,B18105_009EA,B18105_009M,B18105_009MA,B18105_010E,B18105_010EA,B18105_010M,B18105_010MA,B18105_011E,B18105_011EA,B18105_011M,B18105_011MA,B18105_012E,B18105_012EA,B18105_012M,B18105_012MA,B18105_013E,B18105_013EA,B18105_013M,B18105_013MA,B18105_014E,B18105_014EA,B18105_014M,B18105_014MA,B18105_015E,B18105_015EA,B18105_015M,B18105_015MA,B18105_016E,B18105_016EA,B18105_016M,B18105_016MA,B18105_017E,B18105_017EA,B18105_017M,B18105_017MA,B18105_018E,B18105_018EA,B18105_018M,B18105_018MA,B18105_019E,B18105_019EA,B18105_019M,B18105_019MA,B18105_020E,B18105_020EA,B18105_020M,B18105_020MA,B18105_021E,B18105_021EA,B18105_021M,B18105_021MA,B18105_022E,B18105_022EA,B18105_022M,B18105_022MA,B18105_023E,B18105_023EA,B18105_023M,B18105_023MA,B18105_024E,B18105_024EA,B18105_024M,B18105_024MA,B18105_025E,B18105_025EA,B18105_025M,B18105_025MA,B18105_026E,B18105_026EA,B18105_026M,B18105_026MA,B18105_027E,B18105_027EA,B18105_027M,B18105_027MA,B18105_028E,B18105_028EA,B18105_028M,B18105_028MA,B18105_029E,B18105_029EA,B18105_029M,B18105_029MA,B18105_030E,B18105_030EA,B18105_030M,B18105_030MA,B18105_031E,B18105_031EA,B18105_031M,B18105_031MA,B18105_032E,B18105_032EA,B18105_032M,B18105_032MA,B18105_033E,B18105_033EA,B18105_033M,B18105_033MA,GEO_ID,NAME,state
4302183,null,3475,null,2056550,null,5192,null,413952,null,3403,null,4840,null,1314,null,409112,null,3621,null,513869,null,4088,null,11233,null,2036,null,502636,null,4594,null,865125,null,4577,null,92205,null,4667,null,772920,null,6460,null,158945,null,2154,null,33936,null,2543,null,125009,null,2858,null,104659,null,1667,null,33245,null,2507,null,71414,null,2951,null,2245633,null,4407,null,396430,null,2976,null,2798,null,945,null,393632,null,3169,null,539810,null,3535,null,13831,null,2078,null,525979,null,4128,null,948912,null,3912,null,124418,null,4323,null,824494,null,5394,null,191400,null,1710,null,47265,null,2964,null,144135,null,3141,null,169081,null,1765,null,75013,null,3419,null,94068,null,3376,null,0400000US01,Alabama,01
623300,null,2765,null,316081,null,2697,null,65623,null,1387,null,373,null,270,null,65250,null,1368,null,90271,null,2708,null,1264,null,662,null,89007,null,2936,null,135900,null,2569,null,8848,null,1977,null,127052,null,3266,null,16465,null,828,null,2646,null,719,null,13819,null,993,null,7822,null,452,null,3062,null,562,null,4760,null,696,null,307219,null,1826,null,62857,null,1274,null,459,null,316,null,62398,null,1328,null,82525,null,1767,null,824,null,464,null,81701,null,1778,null,135031,null,1439,null,10027,null,1676,null,125004,null,2056,null,15466,null,1080,null,3102,null,762,null,12364,null,995,null,11340,null,873,null,5721,null,948,null,5619,null,971,null,0400000US02,Alaska,02
5985101,null,2729,null,2968649,null,3702,null,621074,null,2266,null,5278,null,1587,null,615796,null,2724,null,786293,null,3134,null,10578,null,2009,null,775715,null,3354,null,1174649,null,3088,null,82278,null,5449,null,1092371,null,5872,null,211949,null,1412,null,29966,null,2318,null,181983,null,2516,null,174684,null,1271,null,46354,null,3450,null,128330,null,3417,null,3016452,null,3346,null,592310,null,2168,null,3665,null,951,null,588645,null,2297,null,740661,null,2661,null,9461,null,1977,null,731200,null,3384,null,1216038,null,2428,null,99700,null,5277,null,1116338,null,5757,null,239589,null,1423,null,39221,null,3339,null,200368,null,3517,null,227854,null,1775,null,85606,null,4565,null,142248,null,4437,null,0400000US04,Arizona,04
2631080,null,2601,null,1272457,null,3994,null,257864,null,2905,null,2546,null,929,null,255318,null,2993,null,318903,null,3465,null,7106,null,1697,null,311797,null,4125,null,525698,null,3249,null,59599,null,3460,null,466099,null,4704,null,100748,null,1369,null,20558,null,1933,null,80190,null,2189,null,69244,null,1438,null,23871,null,1935,null,45373,null,2175,null,1358623,null,3571,null,246509,null,2745,null,1352,null,641,null,245157,null,2778,null,323318,null,2952,null,9315,null,1935,null,314003,null,3296,null,566963,null,3137,null,77578,null,4096,null,489385,null,5296,null,116669,null,1542,null,28333,null,2095,null,88336,null,2237,null,105164,null,1916,null,44826,null,2684,null,60338,null,2729,null,0400000US05,Arkansas,05
33628112,null,6189,null,16661174,null,8298,null,3422645,null,4498,null,23045,null,2761,null,3399600,null,5370,null,4517238,null,6987,null,57656,null,4167,null,4459582,null,8576,null,6981353,null,5482,null,353633,null,12088,null,6627720,null,12996,null,996729,null,3038,null,134331,null,6461,null,862398,null,6725,null,743209,null,3306,null,211238,null,5843,null,531971,null,6355,null,16966938,null,7335,null,3251215,null,3387,null,20812,null,2791,null,3230403,null,3270,null,4334195,null,4133,null,51649,null,4518,null,4282546,null,5726,null,7097050,null,5440,null,451983,null,11257,null,6645067,null,11876,null,1159187,null,2959,null,215065,null,7208,null,944122,null,7351,null,1125291,null,4215,null,436263,null,8328,null,689028,null,8734,null,0400000US06,California,06
4565428,null,3556,null,2270247,null,4427,null,439108,null,2477,null,2371,null,876,null,436737,null,2636,null,607100,null,3155,null,7152,null,1561,null,599948,null,3149,null,995771,null,3969,null,46152,null,3398,null,949619,null,4216,null,139969,null,1415,null,15066,null,1860,null,124903,null,2366,null,88299,null,1314,null,24207,null,2122,null,64092,null,2172,null,2295181,null,3554,null,421389,null,1935,null,2556,null,1024,null,418833,null,2012,null,580699,null,3205,null,7708,null,1767,null,572991,null,3629,null,1004719,null,3120,null,58903,null,3759,null,945816,null,4635,null,154294,null,1429,null,22524,null,2009,null,131770,null,2329,null,134080,null,2384,null,46268,null,2670,null,87812,null,2910,null,0400000US08,Colorado,08
3247487,null,1753,null,1572113,null,2578,null,305613,null,1622,null,1428,null,496,null,304185,null,1682,null,368074,null,2030,null,6031,null,1361,null,362043,null,2636,null,703912,null,2309,null,34461,null,3001,null,669451,null,3710,null,112901,null,876,null,10768,null,1329,null,102133,null,1704,null,81613,null,1345,null,17277,null,1580,null,64336,null,1978,null,1675374,null,2398,null,291817,null,1305,null,906,null,485,null,290911,null,1346,null,366938,null,1476,null,3414,null,1071,null,363524,null,1800,null,751142,null,2032,null,44200,null,3182,null,706942,null,3812,null,131560,null,1008,null,19377,null,2124,null,112183,null,2387,null,133917,null,1612,null,41570,null,2340,null,92347,null,2626,null,0400000US09,Connecticut,09
810022,null,1034,null,388100,null,1678,null,75489,null,998,null,292,null,197,null,75197,null,1007,null,94062,null,1080,null,2449,null,1009,null,91613,null,1400,null,165467,null,1171,null,10539,null,1481,null,154928,null,1834,null,30434,null,597,null,4182,null,948,null,26252,null,1042,null,22648,null,540,null,5878,null,1080,null,16770,null,1022,null,421922,null,1375,null,71814,null,978,null,114,null,136,null,71700,null,984,null,99157,null,625,null,2140,null,862,null,97017,null,1172,null,182706,null,1040,null,15478,null,1823,null,167228,null,2120,null,36261,null,773,null,6225,null,1160,null,30036,null,1130,null,31984,null,1074,null,11241,null,1347,null,20743,null,1490,null,0400000US10,Delaware,10
551256,null,1161,null,255958,null,1099,null,37328,null,612,null,482,null,373,null,36846,null,712,null,83294,null,730,null,759,null,455,null,82535,null,945,null,108752,null,994,null,8252,null,1810,null,100500,null,1890,null,16364,null,771,null,2913,null,743,null,13451,null,988,null,10220,null,515,null,2760,null,577,null,7460,null,755,null,295298,null,1058,null,38230,null,877,null,248,null,320,null,37982,null,973,null,98310,null,641,null,632,null,504,null,97678,null,883,null,119578,null,488,null,12213,null,1840,null,107365,null,1901,null,21056,null,558,null,4983,null,934,null,16073,null,1159,null,18124,null,1358,null,5442,null,951,null,12682,null,1401,null,0400000US11,District of Columbia,11
17029627,null,4471,null,8261844,null,7657,null,1478001,null,3826,null,9380,null,1855,null,1468621,null,4360,null,1965624,null,6850,null,32286,null,3398,null,1933338,null,7815,null,3439167,null,8317,null,230814,null,9032,null,3208353,null,12686,null,712723,null,3247,null,90905,null,5630,null,621818,null,6237,null,666329,null,3396,null,168619,null,6386,null,497710,null,6437,null,8767783,null,7258,null,1409503,null,4197,null,7186,null,1291,null,1402317,null,4284,null,1925324,null,4784,null,29388,null,3811,null,1895936,null,6104,null,3693603,null,5997,null,278361,null,7918,null,3415242,null,8958,null,834843,null,3200,null,139489,null,5608,null,695354,null,5968,null,904510,null,4774,null,310955,null,8968,null,593555,null,9065,null,0400000US12,Florida,12
