B19119_001E,B19119_001EA,B19119_001M,B19119_001MA,B19119_002E,B19119_002EA,B19119_002M,B19119_002MA,B19119_003E,B19119_003EA,B19119_003M,B19119_003MA,B19119_004E,B19119_004EA,B19119_004M,B19119_004MA,B19119_005E,B19119_005EA,B19119_005M,B19119_005MA,B19119_006E,B19119_006EA,B19119_006M,B19119_006MA,B19119_007E,B19119_007EA,B19119_007M,B19119_007MA,GEO_ID,NAME,state
50779,null,659,null,46143,null,975,null,51613,null,1688,null,62983,null,2057,null,57904,null,3753,null,51011,null,3433,null,44169,null,8680,null,0400000US01,Alabama,01
79934,null,2485,null,74242,null,2718,null,80133,null,4035,null,84577,null,5284,null,83941,null,4709,null,90151,null,7145,null,75571,null,8970,null,0400000US02,Alaska,02
57855,null,675,null,54510,null,786,null,58696,null,1813,null,66030,null,1492,null,57193,null,3845,null,59921,null,5585,null,55893,null,5704,null,0400000US04,Arizona,04
46868,null,846,null,43370,null,996,null,48799,null,2109,null,53523,null,2047,null,50470,null,4242,null,49553,null,4463,null,43538,null,7186,null,0400000US05,Arkansas,05
67038,null,377,null,61954,null,464,null,67562,null,1061,null,77596,null,937,null,66106,null,1015,null,63109,null,1613,null,70741,null,1987,null,0400000US06,California,06
68943,null,836,null,63635,null,1083,null,69717,null,2044,null,82621,null,2339,null,72673,null,2897,null,66580,null,5783,null,63827,null,9585,null,0400000US08,Colorado,08
83069,null,1215,null,70800,null,1352,null,82305,null,2740,null,101647,null,2642,null,100989,null,3951,null,103804,null,7315,null,105588,null,6762,null,0400000US09,Connecticut,09
67582,null,2170,null,61424,null,2027,null,67412,null,3908,null,83928,null,7758,null,73851,null,12319,null,70269,null,19968,null,78579,null,8391,null,0400000US10,Delaware,10
71208,null,3818,null,78878,null,6223,null,56599,null,10935,null,70862,null,11111,null,51400,null,17929,null,74088,null,7126,null,53733,null,32355,null,0400000US11,District of Columbia,11
53509,null,474,null,49321,null,529,null,53713,null,925,null,64084,null,1312,null,60656,null,1783,null,56679,null,2222,null,59498,null,3972,null,0400000US12,Florida,12
