B16006_001E,B16006_001EA,B16006_001M,B16006_001MA,B16006_002E,B16006_002EA,B16006_002M,B16006_002MA,B16006_003E,B16006_003EA,B16006_003M,B16006_003MA,B16006_004E,B16006_004EA,B16006_004M,B16006_004MA,B16006_005E,B16006_005EA,B16006_005M,B16006_005MA,B16006_006E,B16006_006EA,B16006_006M,B16006_006MA,B16006_007E,B16006_007EA,B16006_007M,B16006_007MA,B16006_008E,B16006_008EA,B16006_008M,B16006_008MA,GEO_ID,NAME,state
143931,null,846,null,54145,null,4076,null,89092,null,4304,null,48137,null,3519,null,17011,null,2197,null,17420,null,2111,null,6524,null,1438,null,694,null,650,null,0400000US16,Idaho,16
1744978,null,1921,null,323102,null,14413,null,1416251,null,14079,null,717800,null,15061,null,289481,null,11269,null,277268,null,11038,null,131702,null,7714,null,5625,null,1181,null,0400000US17,Illinois,17
301354,null,1810,null,98556,null,5984,null,202091,null,6181,null,93513,null,5536,null,46133,null,3409,null,44425,null,4043,null,18020,null,2778,null,707,null,413,null,0400000US18,Indiana,18
113816,null,1851,null,36571,null,3059,null,77130,null,3567,null,36815,null,3076,null,16189,null,2199,null,16938,null,2353,null,7188,null,1977,null,115,null,117,null,0400000US19,Iowa,19
227761,null,1291,null,71570,null,4980,null,155169,null,5193,null,75286,null,3900,null,27152,null,2342,null,34289,null,3425,null,18442,null,2510,null,1022,null,613,null,0400000US20,Kansas,20
93424,null,2551,null,31052,null,2783,null,62025,null,3124,null,24147,null,3127,null,15921,null,2466,null,12618,null,2312,null,9339,null,2356,null,347,null,284,null,0400000US21,Kentucky,21
145261,null,1988,null,56412,null,4260,null,87281,null,3666,null,45334,null,3677,null,20366,null,2294,null,15616,null,2123,null,5965,null,2057,null,1568,null,619,null,0400000US22,Louisiana,22
15443,null,678,null,9736,null,1244,null,5213,null,1156,null,3575,null,828,null,1298,null,590,null,227,null,225,null,113,null,142,null,494,null,364,null,0400000US23,Maine,23
358098,null,1458,null,92173,null,6863,null,263125,null,6983,null,118238,null,5557,null,55605,null,4292,null,61758,null,4580,null,27524,null,3946,null,2800,null,983,null,0400000US24,Maryland,24
522047,null,891,null,117465,null,7387,null,399515,null,7573,null,206624,null,8137,null,80618,null,4977,null,69626,null,4724,null,42647,null,4269,null,5067,null,1729,null,0400000US25,Massachusetts,25
374344,null,1454,null,163921,null,6841,null,207627,null,6997,null,118632,null,6188,null,39462,null,3955,null,32854,null,3446,null,16679,null,2870,null,2796,null,976,null,0400000US26,Michigan,26
191298,null,1224,null,63075,null,4070,null,127163,null,4199,null,56752,null,3515,null,25746,null,2363,null,30988,null,3273,null,13677,null,2542,null,1060,null,451,null,0400000US27,Minnesota,27
58243,null,2864,null,17667,null,3246,null,39884,null,3334,null,17455,null,2530,null,8213,null,1579,null,9436,null,2082,null,4780,null,1502,null,692,null,639,null,0400000US28,Mississippi,28
173269,null,1665,null,76570,null,4473,null,96357,null,4155,null,49793,null,3643,null,19365,null,2254,null,17566,null,2460,null,9633,null,1674,null,342,null,275,null,0400000US29,Missouri,29
24450,null,1311,null,17894,null,1684,null,6556,null,1422,null,4731,null,1188,null,802,null,479,null,922,null,538,null,101,null,150,null,0,null,240,null,0400000US30,Montana,30
126093,null,1345,null,35619,null,3860,null,90239,null,3953,null,40879,null,3342,null,18506,null,2032,null,18210,null,2652,null,12644,null,2259,null,235,null,240,null,0400000US31,Nebraska,31
616984,null,1401,null,154434,null,8885,null,461110,null,8819,null,221064,null,9781,null,102268,null,7214,null,92067,null,6311,null,45711,null,5180,null,1440,null,660,null,0400000US32,Nevada,32
32941,null,612,null,13365,null,1733,null,19471,null,1650,null,11780,null,1643,null,3956,null,1095,null,3150,null,1478,null,585,null,588,null,105,null,143,null,0400000US33,New Hampshire,33
1306418,null,838,null,225239,null,11884,null,1073979,null,11606,null,527839,null,14059,null,206640,null,7745,null,227377,null,7985,null,112123,null,8315,null,7200,null,1967,null,0400000US34,New Jersey,34
830313,null,1299,null,333017,null,10821,null,495380,null,10799,null,345350,null,9313,null,69049,null,4346,null,53769,null,5597,null,27212,null,3415,null,1916,null,1223,null,0400000US35,New Mexico,35
2970736,null,1412,null,549910,null,15736,null,2404369,null,15913,null,1222071,null,20294,null,470308,null,13585,null,503140,null,14378,null,208850,null,9343,null,16457,null,3058,null,0400000US36,New York,36
602874,null,2392,null,106643,null,8379,null,494405,null,8321,null,206372,null,8718,null,105605,null,5948,null,121270,null,7014,null,61158,null,5492,null,1826,null,846,null,0400000US37,North Carolina,37
11685,null,656,null,6338,null,981,null,5288,null,924,null,4478,null,895,null,461,null,302,null,298,null,296,null,51,null,104,null,59,null,121,null,0400000US38,North Dakota,38
281427,null,1980,null,125703,null,5501,null,154220,null,5348,null,83814,null,4893,null,32011,null,3175,null,27657,null,3243,null,10738,null,2396,null,1504,null,661,null,0400000US39,Ohio,39
256973,null,1448,null,84941,null,5977,null,171262,null,5739,null,80407,null,4827,null,34325,null,2885,null,36469,null,3877,null,20061,null,3341,null,770,null,448,null,0400000US40,Oklahoma,40
371264,null,971,null,99443,null,7704,null,269385,null,8077,null,126950,null,7707,null,51045,null,4036,null,57342,null,5118,null,34048,null,4743,null,2436,null,1408,null,0400000US41,Oregon,41
563892,null,1594,null,175614,null,8365,null,385303,null,8338,null,229937,null,8309,null,69624,null,5570,null,61150,null,5229,null,24592,null,3028,null,2975,null,1122,null,0400000US42,Pennsylvania,42
112196,null,541,null,14485,null,2437,null,97059,null,2424,null,46970,null,3400,null,17796,null,2187,null,21622,null,2440,null,10671,null,2213,null,652,null,537,null,0400000US44,Rhode Island,44
169706,null,1807,null,38975,null,3757,null,130224,null,4105,null,51389,null,3530,null,29520,null,2797,null,33336,null,3205,null,15979,null,2971,null,507,null,332,null,0400000US45,South Carolina,45
17361,null,1242,null,9367,null,1461,null,7930,null,1336,null,3971,null,961,null,2208,null,692,null,1635,null,942,null,116,null,92,null,64,null,76,null,0400000US46,South Dakota,46
214112,null,2454,null,61600,null,5914,null,152145,null,5368,null,65174,null,4776,null,34897,null,3015,null,38764,null,3578,null,13310,null,2285,null,367,null,259,null,0400000US47,Tennessee,47
8105335,null,1905,null,1763411,null,27205,null,6330325,null,27516,null,3500194,null,37195,null,1099246,null,18618,null,1045494,null,21811,null,685391,null,20494,null,11599,null,2139,null,0400000US48,Texas,48
294940,null,661,null,102845,null,7320,null,190866,null,7309,null,102072,null,6829,null,37842,null,4009,null,35340,null,4019,null,15612,null,2628,null,1229,null,735,null,0400000US49,Utah,49
8243,null,522,null,5232,null,805,null,2840,null,632,null,2078,null,588,null,426,null,245,null,336,null,231,null,0,null,211,null,171,null,263,null,0400000US50,Vermont,50
492026,null,3868,null,124491,null,8222,null,364763,null,7860,null,183015,null,7987,null,77226,null,5122,null,76316,null,5680,null,28206,null,3964,null,2772,null,1121,null,0400000US51,Virginia,51
591506,null,1129,null,188134,null,8400,null,400293,null,8312,null,196653,null,7481,null,80246,null,5438,null,79704,null,4930,null,43690,null,5403,null,3079,null,1368,null,0400000US53,Washington,53
19157,null,2049,null,12699,null,2205,null,6438,null,1572,null,4282,null,1350,null,1309,null,468,null,805,null,387,null,42,null,71,null,20,null,42,null,0400000US54,West Virginia,54
261706,null,1158,null,81285,null,5388,null,179666,null,5535,null,87264,null,5759,null,36867,null,2982,null,42720,null,3687,null,12815,null,2041,null,755,null,337,null,0400000US55,Wisconsin,55
38706,null,1076,null,20569,null,2473,null,18124,null,2120,null,11822,null,1621,null,3872,null,1127,null,1664,null,753,null,766,null,494,null,13,null,24,null,0400000US56,Wyoming,56
3685394,null,4505,null,164187,null,9249,null,3519533,null,10565,null,510980,null,13527,null,535587,null,12150,null,793614,null,14465,null,1679352,null,18716,null,1674,null,526,null,0400000US72,Puerto Rico,72
