B07408_001E,B07408_001EA,B07408_001M,B07408_001MA,B07408_002E,B07408_002EA,B07408_002M,B07408_002MA,B07408_003E,B07408_003EA,B07408_003M,B07408_003MA,B07408_004E,B07408_004EA,B07408_004M,B07408_004MA,B07408_005E,B07408_005EA,B07408_005M,B07408_005MA,B07408_006E,B07408_006EA,B07408_006M,B07408_006MA,B07408_007E,B07408_007EA,B07408_007M,B07408_007MA,B07408_008E,B07408_008EA,B07408_008M,B07408_008MA,B07408_009E,B07408_009EA,B07408_009M,B07408_009MA,B07408_010E,B07408_010EA,B07408_010M,B07408_010MA,B07408_011E,B07408_011EA,B07408_011M,B07408_011MA,B07408_012E,B07408_012EA,B07408_012M,B07408_012MA,B07408_013E,B07408_013EA,B07408_013M,B07408_013MA,B07408_014E,B07408_014EA,B07408_014M,B07408_014MA,B07408_015E,B07408_015EA,B07408_015M,B07408_015MA,B07408_016E,B07408_016EA,B07408_016M,B07408_016MA,B07408_017E,B07408_017EA,B07408_017M,B07408_017MA,B07408_018E,B07408_018EA,B07408_018M,B07408_018MA,B07408_019E,B07408_019EA,B07408_019M,B07408_019MA,B07408_020E,B07408_020EA,B07408_020M,B07408_020MA,B07408_021E,B07408_021EA,B07408_021M,B07408_021MA,B07408_022E,B07408_022EA,B07408_022M,B07408_022MA,B07408_023E,B07408_023EA,B07408_023M,B07408_023MA,B07408_024E,B07408_024EA,B07408_024M,B07408_024MA,B07408_025E,B07408_025EA,B07408_025M,B07408_025MA,B07408_026E,B07408_026EA,B07408_026M,B07408_026MA,B07408_027E,B07408_027EA,B07408_027M,B07408_027MA,B07408_028E,B07408_028EA,B07408_028M,B07408_028MA,B07408_029E,B07408_029EA,B07408_029M,B07408_029MA,B07408_030E,B07408_030EA,B07408_030M,B07408_030MA,GEO_ID,NAME,state
3748714,null,12200,null,1054597,null,14955,null,1861805,null,23976,null,450283,null,12005,null,104126,null,5175,null,277903,null,7400,null,3212788,null,15141,null,813749,null,14709,null,1693958,null,22598,null,373274,null,10594,null,77805,null,4572,null,254002,null,7492,null,329475,null,10623,null,146811,null,8120,null,103582,null,6688,null,46402,null,4363,null,17346,null,2205,null,15334,null,2041,null,120737,null,7183,null,57460,null,5210,null,32805,null,4556,null,19524,null,2474,null,5834,null,1207,null,5114,null,1100,null,85714,null,6398,null,36577,null,3750,null,31460,null,4143,null,11083,null,2247,null,3141,null,1084,null,3453,null,1083,null,0400000US01,Alabama,01
564680,null,7787,null,196505,null,7507,null,270946,null,7904,null,63650,null,4914,null,13147,null,2000,null,20432,null,1895,null,426649,null,6685,null,128710,null,5213,null,225596,null,6299,null,47616,null,4054,null,7240,null,1258,null,17487,null,1594,null,66693,null,5697,null,32321,null,4251,null,20445,null,2784,null,9059,null,1934,null,2996,null,1068,null,1872,null,682,null,16278,null,2444,null,9090,null,1707,null,4257,null,1309,null,2405,null,740,null,270,null,228,null,256,null,224,null,55060,null,5859,null,26384,null,4018,null,20648,null,3473,null,4570,null,1364,null,2641,null,1031,null,817,null,439,null,0400000US02,Alaska,02
5068253,null,14136,null,1611527,null,23791,null,2457974,null,26999,null,619268,null,16584,null,95723,null,5458,null,283761,null,8079,null,4122105,null,24842,null,1196719,null,21722,null,2126224,null,25268,null,482653,null,14826,null,64433,null,4702,null,252076,null,7510,null,695623,null,23316,null,313280,null,12929,null,234817,null,14139,null,101847,null,7346,null,24613,null,3618,null,21066,null,2750,null,92585,null,7003,null,40819,null,4088,null,32818,null,3880,null,13944,null,2672,null,1987,null,644,null,3017,null,986,null,157940,null,8739,null,60709,null,4430,null,64115,null,6394,null,20824,null,2755,null,4690,null,1271,null,7602,null,1287,null,0400000US04,Arizona,04
2277289,null,7576,null,581153,null,10488,null,1185208,null,15900,null,287447,null,8129,null,58237,null,5054,null,165244,null,5578,null,1905156,null,14792,null,428731,null,11431,null,1052699,null,15805,null,232724,null,7293,null,41250,null,4001,null,149752,null,5217,null,232820,null,13023,null,91098,null,7988,null,85887,null,7429,null,34721,null,3694,null,11146,null,2226,null,9968,null,1641,null,86223,null,6442,null,39263,null,4036,null,27161,null,3914,null,12608,null,1947,null,3840,null,1228,null,3351,null,881,null,53090,null,5674,null,22061,null,3017,null,19461,null,3151,null,7394,null,1547,null,2001,null,727,null,2173,null,792,null,0400000US05,Arkansas,05
28983311,null,23848,null,10270127,null,47816,null,13740248,null,53473,null,2784486,null,29248,null,666434,null,14514,null,1522016,null,16841,null,24423115,null,51642,null,8082657,null,47866,null,12154991,null,49138,null,2298621,null,26154,null,503913,null,13541,null,1382933,null,14922,null,3174936,null,40582,null,1493833,null,26180,null,1127821,null,24924,null,335439,null,11556,null,119989,null,6243,null,97854,null,5317,null,930963,null,23446,null,487463,null,16223,null,288610,null,12660,null,99896,null,5160,null,29372,null,2938,null,25622,null,2686,null,454297,null,15214,null,206174,null,8883,null,168826,null,11132,null,50530,null,3571,null,13160,null,2083,null,15607,null,2299,null,0400000US06,California,06
3943398,null,11472,null,1200517,null,15635,null,2053271,null,18401,null,446268,null,10220,null,67449,null,4436,null,175893,null,6226,null,3237224,null,19130,null,860052,null,13598,null,1818531,null,18522,null,357256,null,9462,null,44034,null,3632,null,157351,null,5822,null,387287,null,14427,null,185852,null,10936,null,130216,null,8241,null,48584,null,3242,null,13471,null,2241,null,9164,null,1409,null,192667,null,10430,null,97985,null,7134,null,54228,null,4907,null,27111,null,3390,null,7105,null,1429,null,6238,null,1497,null,126220,null,6765,null,56628,null,4574,null,50296,null,4711,null,13317,null,2217,null,2839,null,961,null,3140,null,785,null,0400000US08,Colorado,08
2855392,null,7246,null,924703,null,12159,null,1414924,null,17101,null,300210,null,8481,null,41608,null,3638,null,173947,null,4926,null,2522602,null,10585,null,746789,null,13099,null,1322750,null,16361,null,260117,null,8112,null,32149,null,3283,null,160797,null,4873,null,197706,null,8136,null,98528,null,7075,null,55961,null,5302,null,27114,null,2727,null,6607,null,1367,null,9496,null,1426,null,54596,null,4522,null,33593,null,3472,null,11166,null,2303,null,6708,null,1238,null,1156,null,480,null,1973,null,546,null,80488,null,5117,null,45793,null,3776,null,25047,null,3613,null,6271,null,1638,null,1696,null,789,null,1681,null,610,null,0400000US09,Connecticut,09
705097,null,5348,null,220426,null,7482,null,342434,null,9151,null,78740,null,4241,null,14897,null,2704,null,48600,null,3018,null,610186,null,7295,null,173646,null,6913,null,313775,null,8242,null,66641,null,3631,null,12113,null,2466,null,44011,null,2849,null,63532,null,5554,null,30483,null,3300,null,20815,null,3198,null,7056,null,1584,null,2106,null,857,null,3072,null,983,null,6199,null,1261,null,3807,null,1040,null,871,null,457,null,816,null,297,null,518,null,488,null,187,null,151,null,25180,null,3203,null,12490,null,2256,null,6973,null,1762,null,4227,null,1356,null,160,null,195,null,1330,null,555,null,0400000US10,Delaware,10
509620,null,6044,null,281360,null,7398,null,135122,null,7261,null,50139,null,3386,null,14837,null,2423,null,28162,null,2406,null,422028,null,5982,null,223926,null,7148,null,116509,null,6332,null,43893,null,3163,null,11556,null,2256,null,26144,null,2226,null,40051,null,4142,null,28175,null,3502,null,6238,null,1641,null,2439,null,743,null,2021,null,682,null,1178,null,589,null,0,null,271,null,0,null,271,null,0,null,271,null,0,null,271,null,0,null,271,null,0,null,271,null,47541,null,4506,null,29259,null,3428,null,12375,null,2081,null,3807,null,1432,null,1260,null,647,null,840,null,481,null,0400000US11,District of Columbia,11
15045556,null,22566,null,4467263,null,31355,null,7224787,null,44758,null,1884027,null,27266,null,369320,null,11396,null,1100159,null,15331,null,12735785,null,35083,null,3433053,null,30972,null,6478605,null,44172,null,1546165,null,24674,null,269422,null,8068,null,1008540,null,14403,null,1455368,null,27530,null,642041,null,16651,null,477535,null,16474,null,213950,null,9583,null,64499,null,5142,null,57343,null,4887,null,486866,null,18057,null,236962,null,10310,null,137108,null,9284,null,73746,null,6333,null,22580,null,3781,null,16470,null,2406,null,367537,null,13521,null,155207,null,7949,null,131539,null,8828,null,50166,null,3919,null,12819,null,2384,null,17806,null,2340,null,0400000US12,Florida,12
