B06009_001E,B06009_001EA,B06009_001M,B06009_001MA,B06009_002E,B06009_002EA,B06009_002M,B06009_002MA,B06009_003E,B06009_003EA,B06009_003M,B06009_003MA,B06009_004E,B06009_004EA,B06009_004M,B06009_004MA,B06009_005E,B06009_005EA,B06009_005M,B06009_005MA,B06009_006E,B06009_006EA,B06009_006M,B06009_006MA,B06009_007E,B06009_007EA,B06009_007M,B06009_007MA,B06009_008E,B06009_008EA,B06009_008M,B06009_008MA,B06009_009E,B06009_009EA,B06009_009M,B06009_009MA,B06009_010E,B06009_010EA,B06009_010M,B06009_010MA,B06009_011E,B06009_011EA,B06009_011M,B06009_011MA,B06009_012E,B06009_012EA,B06009_012M,B06009_012MA,B06009_013E,B06009_013EA,B06009_013M,B06009_013MA,B06009_014E,B06009_014EA,B06009_014M,B06009_014MA,B06009_015E,B06009_015EA,B06009_015M,B06009_015MA,B06009_016E,B06009_016EA,B06009_016M,B06009_016MA,B06009_017E,B06009_017EA,B06009_017M,B06009_017MA,B06009_018E,B06009_018EA,B06009_018M,B06009_018MA,B06009_019E,B06009_019EA,B06009_019M,B06009_019MA,B06009_020E,B06009_020EA,B06009_020M,B06009_020MA,B06009_021E,B06009_021EA,B06009_021M,B06009_021MA,B06009_022E,B06009_022EA,B06009_022M,B06009_022MA,B06009_023E,B06009_023EA,B06009_023M,B06009_023MA,B06009_024E,B06009_024EA,B06009_024M,B06009_024MA,B06009_025E,B06009_025EA,B06009_025M,B06009_025MA,B06009_026E,B06009_026EA,B06009_026M,B06009_026MA,B06009_027E,B06009_027EA,B06009_027M,B06009_027MA,B06009_028E,B06009_028EA,B06009_028M,B06009_028MA,B06009_029E,B06009_029EA,B06009_029M,B06009_029MA,B06009_030E,B06009_030EA,B06009_030M,B06009_030MA,GEO_ID,NAME,state
3115982,null,5413,null,557565,null,11987,null,966912,null,12101,null,904962,null,14598,null,447402,null,9617,null,239141,null,7175,null,2075178,null,15200,null,406573,null,10884,null,698304,null,12915,null,590422,null,12702,null,253793,null,7651,null,126086,null,5160,null,901197,null,14141,null,112700,null,5566,null,236903,null,6914,null,289621,null,9150,null,168325,null,6028,null,93648,null,4576,null,25205,null,2467,null,1144,null,510,null,6050,null,1269,null,7428,null,1595,null,7025,null,1285,null,3558,null,853,null,114402,null,3708,null,37148,null,3519,null,25655,null,2853,null,17491,null,2057,null,18259,null,1841,null,15849,null,1879,null,0400000US01,Alabama,01
431178,null,2628,null,37072,null,2808,null,119495,null,4926,null,160076,null,5050,null,75816,null,4059,null,38719,null,3313,null,103014,null,4296,null,12366,null,1481,null,38061,null,2951,null,36767,null,3248,null,12420,null,2012,null,3400,null,861,null,278633,null,4426,null,16543,null,2316,null,67793,null,4375,null,107741,null,4660,null,55315,null,3639,null,31241,null,3042,null,9448,null,1664,null,118,null,167,null,2557,null,960,null,3508,null,938,null,1805,null,670,null,1460,null,601,null,40083,null,2459,null,8045,null,1394,null,11084,null,1671,null,12060,null,1832,null,6276,null,1373,null,2618,null,616,null,0400000US02,Alaska,02
4248231,null,3428,null,672320,null,14528,null,1057329,null,19643,null,1432829,null,18992,null,691996,null,11841,null,393757,null,10103,null,893215,null,16280,null,149747,null,8195,null,252024,null,8252,null,334603,null,9888,null,111015,null,5731,null,45826,null,3643,null,2532882,null,17943,null,205361,null,8632,null,618512,null,14938,null,935643,null,15081,null,483630,null,9174,null,289736,null,9112,null,51057,null,3783,null,5552,null,1361,null,10862,null,1863,null,19082,null,2426,null,9948,null,1674,null,5613,null,1195,null,771077,null,16384,null,311660,null,11972,null,175931,null,9473,null,143501,null,8525,null,87403,null,5411,null,52582,null,3603,null,0400000US04,Arizona,04
1903914,null,5373,null,335417,null,9706,null,662671,null,11417,null,546893,null,9619,null,242389,null,8186,null,116544,null,5614,null,1052970,null,11243,null,187108,null,7496,null,399327,null,8997,null,290628,null,7654,null,120706,null,5697,null,55201,null,3636,null,744959,null,10818,null,102436,null,5119,null,238827,null,8785,null,239382,null,7332,null,110563,null,5243,null,53751,null,3646,null,12462,null,1595,null,588,null,371,null,3743,null,1048,null,4167,null,922,null,2682,null,979,null,1282,null,551,null,93523,null,3972,null,45285,null,3475,null,20774,null,2320,null,12716,null,2015,null,8438,null,1690,null,6310,null,1283,null,0400000US05,Arkansas,05
23782109,null,5693,null,4609666,null,39751,null,4979576,null,38931,null,7082418,null,43815,null,4553969,null,34391,null,2556480,null,24881,null,8898045,null,38028,null,858141,null,16535,null,2136618,null,29687,null,3404429,null,35315,null,1705994,null,22250,null,792863,null,12549,null,5910611,null,31751,null,487499,null,11448,null,1108393,null,16052,null,1955356,null,20031,null,1412208,null,19468,null,947155,null,13851,null,307709,null,10909,null,42481,null,4109,null,53911,null,4559,null,105726,null,5792,null,68262,null,4040,null,37329,null,3309,null,8665744,null,37683,null,3221545,null,33500,null,1680654,null,23382,null,1616907,null,20573,null,1367505,null,20118,null,779133,null,13907,null,0400000US06,California,06
3293368,null,3707,null,351496,null,12278,null,743807,null,13708,null,1016471,null,14181,null,762038,null,12460,null,419556,null,9041,null,966282,null,13360,null,97951,null,5003,null,289349,null,9064,null,325428,null,8204,null,178988,null,6860,null,74566,null,4140,null,1892462,null,14657,null,101089,null,6071,null,367542,null,10864,null,608442,null,10345,null,511978,null,10705,null,303411,null,7285,null,47070,null,3538,null,2433,null,754,null,8688,null,1707,null,17477,null,2386,null,13432,null,2182,null,5040,null,881,null,387554,null,10425,null,150023,null,8310,null,78228,null,5830,null,65124,null,4029,null,57640,null,4402,null,36539,null,3059,null,0400000US08,Colorado,08
2370028,null,1849,null,271097,null,9750,null,667775,null,12641,null,587654,null,10144,null,475179,null,10488,null,368323,null,9106,null,1131692,null,12470,null,94136,null,5371,null,387214,null,9341,null,315147,null,8518,null,211274,null,6619,null,123921,null,5419,null,760105,null,10108,null,53212,null,3602,null,155607,null,6385,null,175857,null,6322,null,194672,null,6650,null,180757,null,5249,null,92719,null,4819,null,36791,null,2921,null,24406,null,2438,null,19569,null,2270,null,6579,null,1069,null,5374,null,1050,null,385512,null,8186,null,86958,null,6063,null,100548,null,6255,null,77081,null,4354,null,62654,null,3627,null,58271,null,4160,null,0400000US09,Connecticut,09
595133,null,1337,null,75068,null,4537,null,185594,null,5665,null,163380,null,6456,null,103335,null,4893,null,67756,null,3866,null,217182,null,5953,null,28436,null,2510,null,81444,null,4601,null,62989,null,4342,null,29495,null,2650,null,14818,null,1826,null,309463,null,6099,null,29415,null,2234,null,90067,null,4130,null,88287,null,4000,null,60322,null,3456,null,41372,null,3301,null,9312,null,1416,null,2359,null,844,null,2265,null,747,null,2521,null,864,null,1984,null,895,null,183,null,144,null,59176,null,3969,null,14858,null,2532,null,11818,null,2095,null,9583,null,1644,null,11534,null,1954,null,11383,null,1586,null,0400000US10,Delaware,10
413396,null,601,null,53317,null,4067,null,82834,null,3980,null,76863,null,4467,null,84646,null,4637,null,115736,null,4241,null,129964,null,5037,null,21362,null,2525,null,44383,null,3508,null,36021,null,3236,null,15771,null,2051,null,12427,null,1938,null,215680,null,5853,null,16958,null,1998,null,28735,null,2880,null,31177,null,2912,null,56864,null,3640,null,81946,null,3587,null,6355,null,1519,null,696,null,891,null,374,null,329,null,1438,null,763,null,1400,null,671,null,2447,null,926,null,61397,null,3542,null,14301,null,2204,null,9342,null,1953,null,8227,null,1517,null,10611,null,1825,null,18916,null,2356,null,0400000US11,District of Columbia,11
12800944,null,8517,null,1884001,null,25491,null,3863394,null,31325,null,3819835,null,25316,null,2081848,null,19355,null,1151866,null,16998,null,2598812,null,28292,null,389571,null,12360,null,865663,null,16827,null,809670,null,16149,null,364205,null,10119,null,169703,null,6607,null,6761520,null,30709,null,658160,null,15701,null,2031692,null,23974,null,2176130,null,21530,null,1208723,null,13684,null,686815,null,12885,null,433898,null,13728,null,80459,null,5355,null,124284,null,6853,null,138399,null,6471,null,60478,null,4954,null,30278,null,3068,null,3006714,null,30359,null,755811,null,19866,null,841755,null,18000,null,695636,null,16705,null,448442,null,12630,null,265070,null,9058,null,0400000US12,Florida,12
