B08012_001E,B08012_001EA,B08012_001M,B08012_001MA,B08012_002E,B08012_002EA,B08012_002M,B08012_002MA,B08012_003E,B08012_003EA,B08012_003M,B08012_003MA,B08012_004E,B08012_004EA,B08012_004M,B08012_004MA,B08012_005E,B08012_005EA,B08012_005M,B08012_005MA,B08012_006E,B08012_006EA,B08012_006M,B08012_006MA,B08012_007E,B08012_007EA,B08012_007M,B08012_007MA,B08012_008E,B08012_008EA,B08012_008M,B08012_008MA,B08012_009E,B08012_009EA,B08012_009M,B08012_009MA,B08012_010E,B08012_010EA,B08012_010M,B08012_010MA,B08012_011E,B08012_011EA,B08012_011M,B08012_011MA,B08012_012E,B08012_012EA,B08012_012M,B08012_012MA,B08012_013E,B08012_013EA,B08012_013M,B08012_013MA,B08012_014E,B08012_014EA,B08012_014M,B08012_014MA,B08012_015E,B08012_015EA,B08012_015M,B08012_015MA,B08012_016E,B08012_016EA,B08012_016M,B08012_016MA,B08012_017E,B08012_017EA,B08012_017M,B08012_017MA,B08012_018E,B08012_018EA,B08012_018M,B08012_018MA,B08012_019E,B08012_019EA,B08012_019M,B08012_019MA,B08012_020E,B08012_020EA,B08012_020M,B08012_020MA,B08012_021E,B08012_021EA,B08012_021M,B08012_021MA,B08012_022E,B08012_022EA,B08012_022M,B08012_022MA,B08012_023E,B08012_023EA,B08012_023M,B08012_023MA,B08012_024E,B08012_024EA,B08012_024M,B08012_024MA,B08012_025E,B08012_025EA,B08012_025M,B08012_025MA,B08012_026E,B08012_026EA,B08012_026M,B08012_026MA,B08012_027E,B08012_027EA,B08012_027M,B08012_027MA,B08012_028E,B08012_028EA,B08012_028M,B08012_028MA,B08012_029E,B08012_029EA,B08012_029M,B08012_029MA,B08012_030E,B08012_030EA,B08012_030M,B08012_030MA,B08012_031E,B08012_031EA,B08012_031M,B08012_031MA,B08012_032E,B08012_032EA,B08012_032M,B08012_032MA,B08012_033E,B08012_033EA,B08012_033M,B08012_033MA,B08012_034E,B08012_034EA,B08012_034M,B08012_034MA,B08012_035E,B08012_035EA,B08012_035M,B08012_035MA,B08012_036E,B08012_036EA,B08012_036M,B08012_036MA,B08012_037E,B08012_037EA,B08012_037M,B08012_037MA,B08012_038E,B08012_038EA,B08012_038M,B08012_038MA,B08012_039E,B08012_039EA,B08012_039M,B08012_039MA,GEO_ID,NAME,state
1911457,null,13974,null,60886,null,4266,null,196530,null,8079,null,298482,null,8008,null,319896,null,8829,null,307831,null,11070,null,123205,null,5656,null,252034,null,7888,null,53220,null,3791,null,55988,null,4036,null,135344,null,6334,null,74172,null,5090,null,33869,null,2730,null,1014193,null,11513,null,31783,null,3471,null,94575,null,5414,null,144579,null,5864,null,159548,null,5971,null,161153,null,7098,null,62488,null,4331,null,145920,null,6681,null,28772,null,2633,null,32152,null,2937,null,79484,null,4525,null,49539,null,4072,null,24200,null,2376,null,897264,null,10946,null,29103,null,2723,null,101955,null,5591,null,153903,null,5821,null,160348,null,5881,null,146678,null,6907,null,60717,null,3765,null,106114,null,4867,null,24448,null,2609,null,23836,null,2400,null,55860,null,4079,null,24633,null,2626,null,9669,null,1406,null,0400000US01,Alabama,01
319158,null,6709,null,30299,null,2440,null,59354,null,3421,null,61705,null,3856,null,57392,null,4543,null,41767,null,3987,null,13701,null,2049,null,25264,null,2688,null,3383,null,1008,null,4070,null,1176,null,9637,null,1614,null,8322,null,1543,null,4264,null,1053,null,171464,null,4221,null,17835,null,1794,null,30195,null,2469,null,30740,null,2493,null,28084,null,2670,null,23338,null,2686,null,6093,null,1405,null,14968,null,2075,null,2234,null,805,null,2588,null,815,null,5983,null,1084,null,5770,null,1244,null,3636,null,938,null,147694,null,4220,null,12464,null,1453,null,29159,null,2525,null,30965,null,3309,null,29308,null,3013,null,18429,null,2640,null,7608,null,1452,null,10296,null,1574,null,1149,null,531,null,1482,null,672,null,3654,null,931,null,2552,null,764,null,628,null,362,null,0400000US02,Alaska,02
2610143,null,20023,null,78240,null,6120,null,278898,null,10233,null,367933,null,12682,null,409857,null,10695,null,382253,null,11510,null,167101,null,7343,null,404250,null,11868,null,71968,null,5219,null,104951,null,6288,null,191835,null,8249,null,110299,null,5673,null,42558,null,4059,null,1423767,null,14302,null,41023,null,4514,null,138670,null,7278,null,182915,null,8025,null,215791,null,8249,null,203118,null,8002,null,90491,null,4959,null,242177,null,9364,null,41286,null,3752,null,57381,null,4525,null,114515,null,7099,null,68812,null,4843,null,27588,null,3207,null,1186376,null,13073,null,37217,null,4081,null,140228,null,6016,null,185018,null,8377,null,194066,null,7707,null,179135,null,7680,null,76610,null,4933,null,162073,null,7555,null,30682,null,3207,null,47570,null,4121,null,77320,null,4342,null,41487,null,3580,null,14970,null,2386,null,0400000US04,Arizona,04
1180381,null,15272,null,58187,null,4168,null,173646,null,7690,null,211965,null,8262,null,203777,null,6985,null,161709,null,6017,null,64949,null,4922,null,139904,null,6270,null,24438,null,2547,null,24835,null,2566,null,60450,null,3680,null,37979,null,3276,null,18542,null,2506,null,626483,null,9811,null,30743,null,2950,null,85707,null,5136,null,108951,null,5490,null,104621,null,5143,null,83482,null,4556,null,35989,null,3339,null,76402,null,4219,null,13092,null,1617,null,13435,null,1974,null,34113,null,2559,null,25704,null,2798,null,14244,null,2130,null,553898,null,9256,null,27444,null,2878,null,87939,null,5096,null,103014,null,5732,null,99156,null,4768,null,78227,null,4385,null,28960,null,3173,null,63502,null,4232,null,11346,null,1818,null,11400,null,1591,null,26337,null,2452,null,12275,null,1844,null,4298,null,883,null,0400000US05,Arkansas,05
15313455,null,42582,null,348488,null,12493,null,1388801,null,19033,null,2118802,null,25242,null,2413164,null,29811,null,2262030,null,28426,null,891044,null,16010,null,2267624,null,25799,null,385119,null,10365,null,595557,null,14638,null,1198749,null,22556,null,997090,null,16283,null,446987,null,13081,null,8445929,null,32635,null,181920,null,8951,null,670497,null,11280,null,1079315,null,16614,null,1272458,null,21029,null,1246187,null,20207,null,492908,null,11233,null,1297271,null,20520,null,222091,null,7895,null,348431,null,10812,null,711617,null,14981,null,620620,null,15415,null,302614,null,9526,null,6867526,null,27453,null,166568,null,7184,null,718304,null,14692,null,1039487,null,17184,null,1140706,null,17596,null,1015843,null,15287,null,398136,null,10782,null,970353,null,14979,null,163028,null,6660,null,247126,null,7926,null,487132,null,13027,null,376470,null,8136,null,144373,null,6702,null,0400000US06,California,06
2299264,null,15920,null,83484,null,5406,null,243489,null,7911,null,337783,null,9036,null,349173,null,10661,null,354663,null,8466,null,165268,null,8016,null,301889,null,8430,null,63006,null,3764,null,75112,null,4500,null,180388,null,7367,null,96485,null,5839,null,48524,null,3855,null,1249306,null,11995,null,41883,null,3653,null,121784,null,5667,null,168982,null,6204,null,180251,null,6825,null,186802,null,7096,null,93108,null,5824,null,171628,null,6130,null,34560,null,2856,null,42914,null,3255,null,110000,null,5934,null,63527,null,4399,null,33867,null,3236,null,1049958,null,10383,null,41601,null,3369,null,121705,null,5461,null,168801,null,6118,null,168922,null,7391,null,167861,null,5552,null,72160,null,4314,null,130261,null,5694,null,28446,null,2333,null,32198,null,2712,null,70388,null,4352,null,32958,null,3241,null,14657,null,2062,null,0400000US08,Colorado,08
1638117,null,11954,null,51271,null,4180,null,181403,null,6721,null,261242,null,6723,null,269830,null,9447,null,253018,null,8028,null,106159,null,5740,null,195942,null,6702,null,43263,null,3402,null,56173,null,3643,null,99181,null,4894,null,77214,null,4770,null,43421,null,3242,null,847849,null,8410,null,25064,null,2669,null,81834,null,4707,null,125538,null,5131,null,131208,null,6228,null,129053,null,6131,null,55279,null,3479,null,107836,null,5103,null,22664,null,2338,null,31744,null,2744,null,56889,null,3880,null,50319,null,3780,null,30421,null,2733,null,790268,null,8391,null,26207,null,2639,null,99569,null,4542,null,135704,null,4951,null,138622,null,6581,null,123965,null,5006,null,50880,null,3982,null,88106,null,4173,null,20599,null,2394,null,24429,null,2089,null,42292,null,3017,null,26895,null,2573,null,13000,null,1636,null,0400000US09,Connecticut,09
399458,null,5967,null,10032,null,1357,null,42341,null,4232,null,58385,null,3470,null,72200,null,4478,null,70660,null,4278,null,26335,null,2800,null,48779,null,3373,null,8170,null,1532,null,13274,null,1514,null,24026,null,2607,null,17389,null,2409,null,7867,null,1422,null,204181,null,4222,null,4740,null,1025,null,18527,null,2611,null,26671,null,2448,null,38288,null,3183,null,35486,null,3071,null,12193,null,1896,null,27777,null,2612,null,3818,null,933,null,7897,null,1213,null,13826,null,1758,null,9625,null,1718,null,5333,null,1233,null,195277,null,4112,null,5292,null,1223,null,23814,null,2586,null,31714,null,2748,null,33912,null,3175,null,35174,null,2613,null,14142,null,1898,null,21002,null,2125,null,4352,null,1203,null,5377,null,1045,null,10200,null,1614,null,7764,null,1406,null,2534,null,683,null,0400000US10,Delaware,10
276042,null,5251,null,2619,null,825,null,14016,null,2180,null,24805,null,2922,null,35345,null,3186,null,46317,null,3409,null,19807,null,2279,null,52888,null,3642,null,10846,null,1869,null,14642,null,2277,null,27852,null,3177,null,21922,null,2697,null,4983,null,1361,null,134290,null,3297,null,1696,null,726,null,8089,null,1662,null,13770,null,2305,null,17646,null,2373,null,21578,null,2149,null,8653,null,1343,null,24805,null,2577,null,5068,null,1240,null,8077,null,1762,null,11779,null,1904,null,11513,null,1821,null,1616,null,560,null,141752,null,4008,null,923,null,417,null,5927,null,1458,null,11035,null,1920,null,17699,null,2171,null,24739,null,2445,null,11154,null,1836,null,28083,null,2563,null,5778,null,1424,null,6565,null,1230,null,16073,null,2292,null,10409,null,1662,null,3367,null,1076,null,0400000US11,District of Columbia,11
7517421,null,35982,null,165597,null,8054,null,640171,null,15934,null,1003189,null,15964,null,1184548,null,18551,null,1236530,null,19128,null,485445,null,13447,null,1219346,null,20881,null,223614,null,9956,null,284785,null,10844,null,590607,null,16577,null,342864,null,12327,null,140725,null,6636,null,3944879,null,23433,null,84406,null,4921,null,308786,null,10975,null,487672,null,12720,null,600616,null,13817,null,639802,null,13642,null,255411,null,9196,null,664547,null,13675,null,120946,null,7526,null,155683,null,7364,null,329597,null,11946,null,206072,null,8670,null,91341,null,5532,null,3572542,null,23629,null,81191,null,5380,null,331385,null,10021,null,515517,null,12933,null,583932,null,11294,null,596728,null,10855,null,230034,null,9061,null,554799,null,13871,null,102668,null,5523,null,129102,null,6932,null,261010,null,10147,null,136792,null,6903,null,49384,null,4282,null,0400000US12,Florida,12
