B13012_001E,B13012_001EA,B13012_001M,B13012_001MA,B13012_002E,B13012_002EA,B13012_002M,B13012_002MA,B13012_003E,B13012_003EA,B13012_003M,B13012_003MA,B13012_004E,B13012_004EA,B13012_004M,B13012_004MA,B13012_005E,B13012_005EA,B13012_005M,B13012_005MA,B13012_006E,B13012_006EA,B13012_006M,B13012_006MA,B13012_007E,B13012_007EA,B13012_007M,B13012_007MA,B13012_008E,B13012_008EA,B13012_008M,B13012_008MA,B13012_009E,B13012_009EA,B13012_009M,B13012_009MA,B13012_010E,B13012_010EA,B13012_010M,B13012_010MA,B13012_011E,B13012_011EA,B13012_011M,B13012_011MA,B13012_012E,B13012_012EA,B13012_012M,B13012_012MA,B13012_013E,B13012_013EA,B13012_013M,B13012_013MA,B13012_014E,B13012_014EA,B13012_014M,B13012_014MA,B13012_015E,B13012_015EA,B13012_015M,B13012_015MA,GEO_ID,NAME,state
1129437,null,4748,null,68775,null,5028,null,40000,null,3198,null,23052,null,2146,null,16948,null,1973,null,28775,null,3675,null,18713,null,2875,null,10062,null,1890,null,1060662,null,5814,null,520377,null,8622,null,380784,null,7908,null,139593,null,5889,null,540285,null,10037,null,361202,null,10302,null,179083,null,8247,null,0400000US01,Alabama,01
173784,null,1909,null,13581,null,1883,null,8384,null,1494,null,4158,null,1126,null,4226,null,998,null,5197,null,1020,null,3297,null,909,null,1900,null,672,null,160203,null,2426,null,78718,null,3332,null,59222,null,3266,null,19496,null,1820,null,81485,null,3495,null,59822,null,3740,null,21663,null,2743,null,0400000US02,Alaska,02
1525323,null,3420,null,93079,null,5495,null,56325,null,3905,null,28897,null,2677,null,27428,null,2767,null,36754,null,4051,null,20952,null,2959,null,15802,null,2579,null,1432244,null,6323,null,656693,null,11262,null,464311,null,9091,null,192382,null,7959,null,775551,null,11216,null,552991,null,11218,null,222560,null,8102,null,0400000US04,Arizona,04
677016,null,3922,null,41525,null,3002,null,24825,null,2474,null,16108,null,1996,null,8717,null,1407,null,16700,null,2277,null,9851,null,1759,null,6849,null,1576,null,635491,null,5098,null,329622,null,8717,null,242053,null,7885,null,87569,null,4889,null,305869,null,8190,null,209916,null,7314,null,95953,null,5377,null,0400000US05,Arkansas,05
9055993,null,11136,null,530821,null,12886,null,356007,null,9781,null,198881,null,6971,null,157126,null,7187,null,174814,null,7041,null,99424,null,5824,null,75390,null,4722,null,8525172,null,15502,null,3937521,null,27083,null,2798539,null,23641,null,1138982,null,17921,null,4587651,null,28456,null,3180113,null,28916,null,1407538,null,16670,null,0400000US06,California,06
1227410,null,4334,null,72419,null,4289,null,52454,null,3560,null,31598,null,2946,null,20856,null,2475,null,19965,null,2408,null,12072,null,2084,null,7893,null,1571,null,1154991,null,5515,null,582780,null,9088,null,437777,null,9399,null,145003,null,5211,null,572211,null,8930,null,434096,null,8768,null,138115,null,5658,null,0400000US08,Colorado,08
843590,null,3641,null,40265,null,2928,null,27623,null,2457,null,18984,null,1973,null,8639,null,1440,null,12642,null,1643,null,8819,null,1483,null,3823,null,943,null,803325,null,4634,null,370502,null,7274,null,289776,null,6053,null,80726,null,3857,null,432823,null,7566,null,326951,null,7464,null,105872,null,5323,null,0400000US09,Connecticut,09
213352,null,1684,null,12190,null,1850,null,7278,null,1365,null,4689,null,996,null,2589,null,916,null,4912,null,1287,null,3647,null,904,null,1265,null,807,null,201162,null,2427,null,88371,null,3872,null,70073,null,3250,null,18298,null,2389,null,112791,null,3535,null,83524,null,3420,null,29267,null,2838,null,0400000US10,Delaware,10
173170,null,1495,null,7884,null,1514,null,3938,null,825,null,2298,null,638,null,1640,null,580,null,3946,null,1313,null,2384,null,793,null,1562,null,899,null,165286,null,2123,null,37454,null,2971,null,30793,null,2921,null,6661,null,1176,null,127832,null,3551,null,91524,null,3770,null,36308,null,3083,null,0400000US11,District of Columbia,11
4216075,null,8284,null,230844,null,8042,null,138731,null,5349,null,84641,null,4875,null,54090,null,4204,null,92113,null,5827,null,58567,null,4369,null,33546,null,3733,null,3985231,null,11262,null,1827299,null,17385,null,1388832,null,17615,null,438467,null,11821,null,2157932,null,20232,null,1553649,null,21173,null,604283,null,14265,null,0400000US12,Florida,12
2479321,null,9384,null,148419,null,6874,null,86207,null,4869,null,54052,null,3876,null,32155,null,2939,null,62212,null,5613,null,38906,null,4460,null,23306,null,3298,null,2330902,null,11714,null,1094990,null,14555,null,805365,null,11923,null,289625,null,10474,null,1235912,null,19577,null,868722,null,18529,null,367190,null,10364,null,0400000US13,Georgia,13
295034,null,2106,null,20267,null,2535,null,13413,null,1848,null,8964,null,1445,null,4449,null,1160,null,6854,null,1852,null,4413,null,1389,null,2441,null,925,null,274767,null,3118,null,139168,null,4974,null,108357,null,4500,null,30811,null,3122,null,135599,null,4809,null,99667,null,4785,null,35932,null,3125,null,0400000US15,Hawaii,15
359003,null,2599,null,28686,null,2686,null,23130,null,2449,null,11770,null,1761,null,11360,null,1573,null,5556,null,1227,null,3406,null,1016,null,2150,null,646,null,330317,null,3837,null,185606,null,4966,null,134256,null,4592,null,51350,null,3485,null,144711,null,4932,null,103397,null,4266,null,41314,null,2867,null,0400000US16,Idaho,16
3141556,null,6435,null,185082,null,7129,null,119402,null,5432,null,73599,null,4174,null,45803,null,3655,null,65680,null,4871,null,44215,null,4566,null,21465,null,2966,null,2956474,null,9018,null,1342912,null,13083,null,1024684,null,12270,null,318228,null,8640,null,1613562,null,13153,null,1185381,null,14267,null,428181,null,9107,null,0400000US17,Illinois,17
1531654,null,4746,null,95759,null,4463,null,60879,null,3530,null,37426,null,3032,null,23453,null,2275,null,34880,null,3355,null,22296,null,2564,null,12584,null,2063,null,1435895,null,6149,null,701993,null,9502,null,542893,null,9807,null,159100,null,5052,null,733902,null,10884,null,524064,null,10500,null,209838,null,7706,null,0400000US18,Indiana,18
694488,null,3928,null,45041,null,3132,null,29280,null,2234,null,21506,null,2114,null,7774,null,1259,null,15761,null,2217,null,10806,null,1667,null,4955,null,1148,null,649447,null,5089,null,327911,null,6768,null,279481,null,6614,null,48430,null,3154,null,321536,null,6234,null,249658,null,6454,null,71878,null,4012,null,0400000US19,Iowa,19
660806,null,3338,null,46904,null,3197,null,31646,null,2817,null,21053,null,2573,null,10593,null,1631,null,15258,null,1935,null,10596,null,1715,null,4662,null,1134,null,613902,null,4460,null,308476,null,6056,null,243651,null,5415,null,64825,null,3230,null,305426,null,6496,null,231317,null,6865,null,74109,null,4802,null,0400000US20,Kansas,20
1032847,null,5443,null,62633,null,4016,null,40171,null,2943,null,23732,null,2242,null,16439,null,1724,null,22462,null,2821,null,15113,null,2440,null,7349,null,1263,null,970214,null,7209,null,504005,null,9267,null,367140,null,8554,null,136865,null,6210,null,466209,null,11095,null,308450,null,9000,null,157759,null,7329,null,0400000US21,Kentucky,21
1104774,null,4633,null,67565,null,3926,null,37590,null,3424,null,23723,null,2923,null,13867,null,1937,null,29975,null,2807,null,18513,null,2612,null,11462,null,1744,null,1037209,null,6298,null,467296,null,9349,null,345760,null,7985,null,121536,null,5378,null,569913,null,8695,null,392539,null,8986,null,177374,null,7877,null,0400000US22,Louisiana,22
306831,null,2055,null,15770,null,1585,null,10896,null,1306,null,7018,null,1246,null,3878,null,952,null,4874,null,990,null,3118,null,724,null,1756,null,651,null,291061,null,2423,null,135312,null,3999,null,107177,null,3314,null,28135,null,2426,null,155749,null,3742,null,118180,null,3646,null,37569,null,2711,null,0400000US23,Maine,23
1428571,null,4189,null,84069,null,5061,null,52756,null,3875,null,35489,null,3115,null,17267,null,2331,null,31313,null,3270,null,22459,null,2718,null,8854,null,1925,null,1344502,null,6957,null,606577,null,9878,null,487237,null,9475,null,119340,null,5681,null,737925,null,10820,null,562767,null,10794,null,175158,null,6465,null,0400000US24,Maryland,24
1639225,null,5458,null,77813,null,4623,null,53423,null,3557,null,36987,null,3054,null,16436,null,2156,null,24390,null,3184,null,14413,null,2265,null,9977,null,2093,null,1561412,null,6448,null,672859,null,10381,null,540465,null,9607,null,132394,null,5390,null,888553,null,11171,null,664221,null,11701,null,224332,null,8186,null,0400000US25,Massachusetts,25
2364752,null,5281,null,130395,null,5869,null,81208,null,4219,null,51621,null,3615,null,29587,null,2843,null,49187,null,3946,null,32098,null,3027,null,17089,null,2405,null,2234357,null,8199,null,1022401,null,11674,null,782844,null,11474,null,239557,null,7167,null,1211956,null,13005,null,876830,null,12842,null,335126,null,8196,null,0400000US26,Michigan,26
1263405,null,4017,null,74989,null,3855,null,52734,null,2878,null,37505,null,2547,null,15229,null,1599,null,22255,null,2337,null,15259,null,2043,null,6996,null,1279,null,1188416,null,5662,null,585615,null,6776,null,490296,null,7099,null,95319,null,4151,null,602801,null,7283,null,476073,null,7657,null,126728,null,4718,null,0400000US27,Minnesota,27
715489,null,3692,null,47539,null,4300,null,23279,null,2720,null,14820,null,2072,null,8459,null,1813,null,24260,null,3042,null,15409,null,2713,null,8851,null,1843,null,667950,null,5972,null,304126,null,6797,null,225117,null,7269,null,79009,null,4741,null,363824,null,8347,null,236774,null,7773,null,127050,null,6201,null,0400000US28,Mississippi,28
1425410,null,5125,null,82427,null,5322,null,51874,null,3248,null,33291,null,2993,null,18583,null,1974,null,30553,null,3419,null,22313,null,2863,null,8240,null,1451,null,1342983,null,7233,null,652684,null,9118,null,506243,null,8292,null,146441,null,6195,null,690299,null,11081,null,514680,null,10154,null,175619,null,7351,null,0400000US29,Missouri,29
223580,null,2220,null,13369,null,1453,null,8242,null,1307,null,4759,null,1050,null,3483,null,902,null,5127,null,1162,null,3789,null,1068,null,1338,null,603,null,210211,null,2355,null,98173,null,3287,null,78099,null,3337,null,20074,null,2027,null,112038,null,4167,null,83630,null,4308,null,28408,null,2592,null,0400000US30,Montana,30
420297,null,2949,null,32627,null,2625,null,23563,null,2301,null,16765,null,2099,null,6798,null,1193,null,9064,null,1622,null,7154,null,1460,null,1910,null,758,null,387670,null,3786,null,194353,null,6006,null,158663,null,5672,null,35690,null,2699,null,193317,null,5673,null,154875,null,5589,null,38442,null,3455,null,0400000US31,Nebraska,31
621573,null,2666,null,35400,null,2609,null,23242,null,2009,null,12765,null,1723,null,10477,null,1575,null,12158,null,1982,null,6845,null,1565,null,5313,null,1152,null,586173,null,3462,null,281702,null,6954,null,207664,null,6505,null,74038,null,4979,null,304471,null,6972,null,228279,null,6675,null,76192,null,4607,null,0400000US32,Nevada,32
319694,null,1986,null,14079,null,1818,null,10627,null,1508,null,7324,null,1296,null,3303,null,920,null,3452,null,1018,null,1889,null,716,null,1563,null,819,null,305615,null,2630,null,149250,null,4078,null,122173,null,4189,null,27077,null,2592,null,156365,null,4481,null,120570,null,4614,null,35795,null,2404,null,0400000US33,New Hampshire,33
2087019,null,5223,null,113145,null,5268,null,79221,null,4512,null,50918,null,3232,null,28303,null,3155,null,33924,null,2668,null,22223,null,2560,null,11701,null,1983,null,1973874,null,7419,null,941480,null,9547,null,705144,null,11295,null,236336,null,7354,null,1032394,null,11753,null,757947,null,11989,null,274447,null,7344,null,0400000US34,New Jersey,34
