B992522_001E,B992522_001EA,B992522_002E,B992522_002EA,B992522_003E,B992522_003EA,B992522_004E,B992522_004EA,B992522_005E,B992522_005EA,B992522_006E,B992522_006EA,B992522_007E,B992522_007EA,GEO_ID,NAME,state
1285879,null,779325,null,300289,null,479036,null,506554,null,142409,null,364145,null,0400000US01,Alabama,01
154337,null,104790,null,34176,null,70614,null,49547,null,10878,null,38669,null,0400000US02,Alaska,02
1526790,null,1076371,null,349975,null,726396,null,450419,null,121844,null,328575,null,0400000US04,Arizona,04
742860,null,435512,null,154309,null,281203,null,307348,null,86690,null,220658,null,0400000US05,Arkansas,05
6910054,null,5226588,null,1815910,null,3410678,null,1683466,null,457311,null,1226155,null,0400000US06,California,06
1279955,null,971804,null,292318,null,679486,null,308151,null,81068,null,227083,null,0400000US08,Colorado,08
913166,null,659299,null,230905,null,428394,null,253867,null,70542,null,183325,null,0400000US09,Connecticut,09
240908,null,168711,null,56913,null,111798,null,72197,null,19602,null,52595,null,0400000US10,Delaware,10
111618,null,87382,null,30698,null,56684,null,24236,null,6590,null,17646,null,0400000US11,District of Columbia,11
4785064,null,3093098,null,1173379,null,1919719,null,1691966,null,486093,null,1205873,null,0400000US12,Florida,12
2325917,null,1655875,null,551667,null,1104208,null,670042,null,183056,null,486986,null,0400000US13,Georgia,13
252881,null,177529,null,61162,null,116367,null,75352,null,14285,null,61067,null,0400000US15,Hawaii,15
399498,null,278102,null,83686,null,194416,null,121396,null,30748,null,90648,null,0400000US16,Idaho,16
3235065,null,2251649,null,768229,null,1483420,null,983416,null,259689,null,723727,null,0400000US17,Illinois,17
1744831,null,1223347,null,388165,null,835182,null,521484,null,132268,null,389216,null,0400000US18,Indiana,18
884301,null,559814,null,186646,null,373168,null,324487,null,86734,null,237753,null,0400000US19,Iowa,19
749151,null,486683,null,162374,null,324309,null,262468,null,71871,null,190597,null,0400000US20,Kansas,20
1163029,null,724517,null,255835,null,468682,null,438512,null,109595,null,328917,null,0400000US21,Kentucky,21
1146560,null,651071,null,266664,null,384407,null,495489,null,120086,null,375403,null,0400000US22,Louisiana,22
396341,null,263918,null,88707,null,175211,null,132423,null,33323,null,99100,null,0400000US23,Maine,23
1436362,null,1102684,null,365971,null,736713,null,333678,null,88316,null,245362,null,0400000US24,Maryland,24
1589421,null,1155696,null,405778,null,749918,null,433725,null,123652,null,310073,null,0400000US25,Massachusetts,25
2795638,null,1882846,null,650672,null,1232174,null,912792,null,237145,null,675647,null,0400000US26,Michigan,26
1537420,null,1096579,null,354370,null,742209,null,440841,null,117421,null,323420,null,0400000US27,Minnesota,27
760954,null,427313,null,180868,null,246445,null,333641,null,87238,null,246403,null,0400000US28,Mississippi,28
1616365,null,1078256,null,363681,null,714575,null,538109,null,148997,null,389112,null,0400000US29,Missouri,29
259779,null,150921,null,52189,null,98732,null,108858,null,27576,null,81282,null,0400000US30,Montana,30
478209,null,310747,null,107347,null,203400,null,167462,null,49716,null,117746,null,0400000US31,Nebraska,31
572214,null,440311,null,144117,null,296194,null,131903,null,36052,null,95851,null,0400000US32,Nevada,32
367316,null,257807,null,87711,null,170096,null,109509,null,27605,null,81904,null,0400000US33,New Hampshire,33
2086551,null,1488050,null,529561,null,958489,null,598501,null,159693,null,438808,null,0400000US34,New Jersey,34
514530,null,310823,null,104308,null,206515,null,203707,null,48795,null,154912,null,0400000US35,New Mexico,35
3955096,null,2579280,null,1023497,null,1555783,null,1375816,null,378184,null,997632,null,0400000US36,New York,36
2449917,null,1661351,null,570211,null,1091140,null,788566,null,217120,null,571446,null,0400000US37,North Carolina,37
184159,null,101911,null,33701,null,68210,null,82248,null,21172,null,61076,null,0400000US38,North Dakota,38
3080013,null,2108697,null,716720,null,1391977,null,971316,null,246343,null,724973,null,0400000US39,Ohio,39
960901,null,572509,null,187943,null,384566,null,388392,null,97760,null,290632,null,0400000US40,Oklahoma,40
936919,null,655589,null,204702,null,450887,null,281330,null,75826,null,205504,null,0400000US41,Oregon,41
3467285,null,2205428,null,787670,null,1417758,null,1261857,null,332643,null,929214,null,0400000US42,Pennsylvania,42
257680,null,186002,null,64000,null,122002,null,71678,null,19464,null,52214,null,0400000US44,Rhode Island,44
1213577,null,769352,null,291150,null,478202,null,444225,null,131486,null,312739,null,0400000US45,South Carolina,45
215033,null,126093,null,41643,null,84450,null,88940,null,23291,null,65649,null,0400000US46,South Dakota,46
1692157,null,1085291,null,378360,null,706931,null,606866,null,173371,null,433495,null,0400000US47,Tennessee,47
5430700,null,3428275,null,1109633,null,2318642,null,2002425,null,495072,null,1507353,null,0400000US48,Texas,48
617106,null,455691,null,135966,null,319725,null,161415,null,42258,null,119157,null,0400000US49,Utah,49
179447,null,121554,null,43288,null,78266,null,57893,null,16388,null,41505,null,0400000US50,Vermont,50
2024529,null,1475470,null,465324,null,1010146,null,549059,null,149766,null,399293,null,0400000US51,Virginia,51
1645662,null,1195537,null,378876,null,816661,null,450125,null,124041,null,326084,null,0400000US53,Washington,53
551063,null,274517,null,112690,null,161827,null,276546,null,69629,null,206917,null,0400000US54,West Virginia,54
1567336,null,1074592,null,371284,null,703308,null,492744,null,123727,null,369017,null,0400000US55,Wisconsin,55
151460,null,93297,null,25912,null,67385,null,58163,null,13580,null,44583,null,0400000US56,Wyoming,56
844860,null,319779,null,234123,null,85656,null,525081,null,56112,null,468969,null,0400000US72,Puerto Rico,72
