B17020D_001E,B17020D_001EA,B17020D_001M,B17020D_001MA,B17020D_002E,B17020D_002EA,B17020D_002M,B17020D_002MA,B17020D_003E,B17020D_003EA,B17020D_003M,B17020D_003MA,B17020D_004E,B17020D_004EA,B17020D_004M,B17020D_004MA,B17020D_005E,B17020D_005EA,B17020D_005M,B17020D_005MA,B17020D_006E,B17020D_006EA,B17020D_006M,B17020D_006MA,B17020D_007E,B17020D_007EA,B17020D_007M,B17020D_007MA,B17020D_008E,B17020D_008EA,B17020D_008M,B17020D_008MA,B17020D_009E,B17020D_009EA,B17020D_009M,B17020D_009MA,B17020D_010E,B17020D_010EA,B17020D_010M,B17020D_010MA,B17020D_011E,B17020D_011EA,B17020D_011M,B17020D_011MA,B17020D_012E,B17020D_012EA,B17020D_012M,B17020D_012MA,B17020D_013E,B17020D_013EA,B17020D_013M,B17020D_013MA,B17020D_014E,B17020D_014EA,B17020D_014M,B17020D_014MA,B17020D_015E,B17020D_015EA,B17020D_015M,B17020D_015MA,B17020D_016E,B17020D_016EA,B17020D_016M,B17020D_016MA,B17020D_017E,B17020D_017EA,B17020D_017M,B17020D_017MA,GEO_ID,NAME,state
49626,null,2295,null,6150,null,2248,null,378,null,368,null,92,null,145,null,628,null,523,null,239,null,235,null,4570,null,1570,null,243,null,270,null,0,null,273,null,43476,null,3095,null,3431,null,1224,null,1321,null,535,null,4066,null,1116,null,3091,null,855,null,28151,null,1954,null,2596,null,673,null,820,null,447,null,0400000US01,Alabama,01
33521,null,1784,null,4183,null,1611,null,622,null,477,null,53,null,91,null,775,null,498,null,734,null,564,null,1749,null,569,null,250,null,266,null,0,null,244,null,29338,null,2200,null,1241,null,572,null,230,null,151,null,1739,null,569,null,2102,null,714,null,21235,null,1329,null,1495,null,570,null,1296,null,488,null,0400000US02,Alaska,02
165769,null,3877,null,22045,null,3488,null,1344,null,738,null,0,null,305,null,1709,null,866,null,1133,null,743,null,16252,null,2627,null,910,null,578,null,697,null,413,null,143724,null,4725,null,10347,null,1119,null,1749,null,680,null,11711,null,1609,null,9255,null,1806,null,97341,null,3548,null,7108,null,807,null,6213,null,758,null,0400000US04,Arizona,04
31477,null,2536,null,5106,null,1801,null,244,null,257,null,0,null,273,null,127,null,164,null,320,null,283,null,3874,null,1500,null,282,null,231,null,259,null,185,null,26371,null,2644,null,3318,null,1047,null,386,null,347,null,1839,null,644,null,1881,null,734,null,17155,null,1912,null,1120,null,452,null,672,null,373,null,0400000US05,Arkansas,05
4557362,null,14012,null,473512,null,17185,null,25411,null,3040,null,4014,null,919,null,36873,null,3245,null,44929,null,4057,null,298420,null,12021,null,30640,null,2506,null,33225,null,3240,null,4083850,null,21320,null,240272,null,5647,null,45530,null,3695,null,268685,null,6929,null,281864,null,5977,null,2785062,null,14276,null,259507,null,3303,null,202930,null,3602,null,0400000US06,California,06
127944,null,3688,null,11089,null,2322,null,968,null,615,null,0,null,279,null,648,null,376,null,488,null,336,null,7670,null,1671,null,636,null,373,null,679,null,508,null,116855,null,3868,null,7433,null,1183,null,1327,null,610,null,10402,null,1318,null,8489,null,1186,null,79135,null,2982,null,5443,null,978,null,4626,null,944,null,0400000US08,Colorado,08
119627,null,2325,null,6248,null,2283,null,695,null,546,null,0,null,277,null,561,null,596,null,646,null,553,null,3791,null,1274,null,469,null,382,null,86,null,147,null,113379,null,3007,null,9139,null,882,null,2381,null,748,null,9245,null,1349,null,7919,null,1157,null,78006,null,2068,null,5033,null,891,null,1656,null,597,null,0400000US09,Connecticut,09
26960,null,979,null,1288,null,709,null,214,null,343,null,0,null,263,null,79,null,102,null,35,null,67,null,791,null,390,null,0,null,263,null,169,null,179,null,25672,null,1167,null,1691,null,441,null,989,null,596,null,1853,null,652,null,1912,null,684,null,17476,null,852,null,1293,null,589,null,458,null,370,null,0400000US10,Delaware,10
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US11,District of Columbia,11
438845,null,6193,null,52510,null,6950,null,3452,null,1318,null,1150,null,675,null,4148,null,1273,null,3599,null,1498,null,33613,null,4458,null,4269,null,1320,null,2279,null,875,null,386335,null,8239,null,25010,null,1912,null,5989,null,1224,null,29228,null,2842,null,27721,null,2630,null,263826,null,5878,null,22768,null,1744,null,11793,null,1421,null,0400000US12,Florida,12
283382,null,4701,null,39807,null,5202,null,1953,null,735,null,501,null,352,null,4017,null,1203,null,4032,null,1113,null,25616,null,3537,null,1181,null,657,null,2507,null,1148,null,243575,null,6012,null,19213,null,1292,null,3248,null,858,null,23062,null,1713,null,17999,null,2165,null,165700,null,4234,null,10490,null,1499,null,3863,null,999,null,0400000US13,Georgia,13
469500,null,10295,null,32239,null,3700,null,1385,null,609,null,82,null,110,null,930,null,456,null,2023,null,739,null,19349,null,2725,null,3752,null,1005,null,4718,null,956,null,437261,null,10195,null,16605,null,2282,null,2895,null,749,null,18196,null,1962,null,25093,null,2233,null,276792,null,7043,null,43072,null,1391,null,54608,null,1645,null,0400000US15,Hawaii,15
16978,null,1459,null,1836,null,967,null,202,null,220,null,77,null,119,null,67,null,119,null,206,null,161,null,1266,null,690,null,18,null,38,null,0,null,263,null,15142,null,1728,null,1222,null,452,null,142,null,139,null,900,null,469,null,1252,null,482,null,10435,null,1308,null,781,null,476,null,410,null,254,null,0400000US16,Idaho,16
552916,null,4993,null,58426,null,7240,null,5217,null,1448,null,610,null,462,null,5079,null,1585,null,3009,null,1081,null,38089,null,4690,null,3561,null,1101,null,2861,null,945,null,494490,null,7884,null,36821,null,1686,null,7877,null,1320,null,38468,null,2464,null,35100,null,2026,null,333818,null,5129,null,28128,null,1535,null,14278,null,1276,null,0400000US17,Illinois,17
86854,null,3170,null,15807,null,3083,null,1374,null,624,null,0,null,269,null,1415,null,820,null,599,null,301,null,11409,null,2001,null,899,null,614,null,111,null,183,null,71047,null,3983,null,6160,null,1096,null,1632,null,561,null,6495,null,1243,null,4848,null,981,null,47197,null,2737,null,2940,null,849,null,1775,null,682,null,0400000US18,Indiana,18
43794,null,2324,null,3963,null,1024,null,55,null,99,null,0,null,228,null,270,null,267,null,237,null,197,null,3353,null,845,null,48,null,95,null,0,null,228,null,39831,null,2432,null,2457,null,535,null,482,null,307,null,3299,null,757,null,3678,null,869,null,27979,null,1843,null,1361,null,478,null,575,null,328,null,0400000US19,Iowa,19
