B19025D_001E,B19025D_001EA,B19025D_001M,B19025D_001MA,GEO_ID,NAME,state
1110381700,null,134288134,null,0400000US01,Alabama,01
645828300,null,91276472,null,0400000US02,Alaska,02
4414043600,null,369936372,null,0400000US04,Arizona,04
650210400,null,181503029,null,0400000US05,Arkansas,05
133240746000,null,1685834619,null,0400000US06,California,06
3435148600,null,260881310,null,0400000US08,Colorado,08
4636566900,null,367285526,null,0400000US09,Connecticut,09
803083900,null,132926200,null,0400000US10,Delaware,10
712914500,null,118478847,null,0400000US11,District of Columbia,11
10747988600,null,619773535,null,0400000US12,Florida,12
6767879500,null,424583631,null,0400000US13,Georgia,13
13999775900,null,504128780,null,0400000US15,Hawaii,15
309802600,null,64658898,null,0400000US16,Idaho,16
16166432500,null,619684694,null,0400000US17,Illinois,17
2220976900,null,306234550,null,0400000US18,Indiana,18
1066069400,null,157192139,null,0400000US19,Iowa,19
1476878800,null,136307631,null,0400000US20,Kansas,20
1099208400,null,153989287,null,0400000US21,Kentucky,21
1478182900,null,284933378,null,0400000US22,Louisiana,22
143949100,null,40931733,null,0400000US23,Maine,23
9807403700,null,491342377,null,0400000US24,Maryland,24
9837937600,null,494669641,null,0400000US25,Massachusetts,25
6371651600,null,334722730,null,0400000US26,Michigan,26
4051535700,null,282630604,null,0400000US27,Minnesota,27
484536100,null,102681657,null,0400000US28,Mississippi,28
2675483100,null,298336741,null,0400000US29,Missouri,29
74196700,null,45799529,null,0400000US30,Montana,30
510614800,null,83913911,null,0400000US31,Nebraska,31
4469612500,null,321893620,null,0400000US32,Nevada,32
621545500,null,151545061,null,0400000US33,New Hampshire,33
24873219800,null,759886110,null,0400000US34,New Jersey,34
740327200,null,149501345,null,0400000US35,New Mexico,35
35613658700,null,1130804708,null,0400000US36,New York,36
4362676600,null,320946260,null,0400000US37,North Carolina,37
81843900,null,39577256,null,0400000US38,North Dakota,38
5222122000,null,372824829,null,0400000US39,Ohio,39
1286070400,null,154581238,null,0400000US40,Oklahoma,40
3227548300,null,250368551,null,0400000US41,Oregon,41
8259095500,null,407054064,null,0400000US42,Pennsylvania,42
608490200,null,98698023,null,0400000US44,Rhode Island,44
1382676800,null,201621302,null,0400000US45,South Carolina,45
123938700,null,41785949,null,0400000US46,South Dakota,46
2131092200,null,229445789,null,0400000US47,Tennessee,47
23086515900,null,753386192,null,0400000US48,Texas,48
975583400,null,155091234,null,0400000US49,Utah,49
82190800,null,31791674,null,0400000US50,Vermont,50
12468665000,null,434172120,null,0400000US51,Virginia,51
12580082000,null,499941296,null,0400000US53,Washington,53
413631700,null,124636799,null,0400000US54,West Virginia,54
2453071000,null,231871534,null,0400000US55,Wisconsin,55
44011100,null,34386972,null,0400000US56,Wyoming,56
120449200,null,52992727,null,0400000US72,Puerto Rico,72
