B18102_001E,B18102_001EA,B18102_001M,B18102_001MA,B18102_002E,B18102_002EA,B18102_002M,B18102_002MA,B18102_003E,B18102_003EA,B18102_003M,B18102_003MA,B18102_004E,B18102_004EA,B18102_004M,B18102_004MA,B18102_005E,B18102_005EA,B18102_005M,B18102_005MA,B18102_006E,B18102_006EA,B18102_006M,B18102_006MA,B18102_007E,B18102_007EA,B18102_007M,B18102_007MA,B18102_008E,B18102_008EA,B18102_008M,B18102_008MA,B18102_009E,B18102_009EA,B18102_009M,B18102_009MA,B18102_010E,B18102_010EA,B18102_010M,B18102_010MA,B18102_011E,B18102_011EA,B18102_011M,B18102_011MA,B18102_012E,B18102_012EA,B18102_012M,B18102_012MA,B18102_013E,B18102_013EA,B18102_013M,B18102_013MA,B18102_014E,B18102_014EA,B18102_014M,B18102_014MA,B18102_015E,B18102_015EA,B18102_015M,B18102_015MA,B18102_016E,B18102_016EA,B18102_016M,B18102_016MA,B18102_017E,B18102_017EA,B18102_017M,B18102_017MA,B18102_018E,B18102_018EA,B18102_018M,B18102_018MA,B18102_019E,B18102_019EA,B18102_019M,B18102_019MA,B18102_020E,B18102_020EA,B18102_020M,B18102_020MA,B18102_021E,B18102_021EA,B18102_021M,B18102_021MA,B18102_022E,B18102_022EA,B18102_022M,B18102_022MA,B18102_023E,B18102_023EA,B18102_023M,B18102_023MA,B18102_024E,B18102_024EA,B18102_024M,B18102_024MA,B18102_025E,B18102_025EA,B18102_025M,B18102_025MA,B18102_026E,B18102_026EA,B18102_026M,B18102_026MA,B18102_027E,B18102_027EA,B18102_027M,B18102_027MA,B18102_028E,B18102_028EA,B18102_028M,B18102_028MA,B18102_029E,B18102_029EA,B18102_029M,B18102_029MA,B18102_030E,B18102_030EA,B18102_030M,B18102_030MA,B18102_031E,B18102_031EA,B18102_031M,B18102_031MA,B18102_032E,B18102_032EA,B18102_032M,B18102_032MA,B18102_033E,B18102_033EA,B18102_033M,B18102_033MA,B18102_034E,B18102_034EA,B18102_034M,B18102_034MA,B18102_035E,B18102_035EA,B18102_035M,B18102_035MA,B18102_036E,B18102_036EA,B18102_036M,B18102_036MA,B18102_037E,B18102_037EA,B18102_037M,B18102_037MA,B18102_038E,B18102_038EA,B18102_038M,B18102_038MA,B18102_039E,B18102_039EA,B18102_039M,B18102_039MA,GEO_ID,NAME,state
4616028,null,1808,null,2216414,null,5319,null,159864,null,2855,null,374,null,370,null,159490,null,2839,null,413952,null,3403,null,4056,null,1137,null,409896,null,3608,null,513869,null,4088,null,6520,null,1591,null,507349,null,4387,null,865125,null,4577,null,45489,null,3549,null,819636,null,6018,null,158945,null,2154,null,28528,null,2343,null,130417,null,2876,null,104659,null,1667,null,31490,null,1857,null,73169,null,2554,null,2399614,null,5277,null,153981,null,2303,null,588,null,456,null,153393,null,2288,null,396430,null,2976,null,2433,null,825,null,393997,null,3055,null,539810,null,3535,null,5373,null,1376,null,534437,null,3511,null,948912,null,3912,null,26623,null,2473,null,922289,null,4514,null,191400,null,1710,null,14741,null,1926,null,176659,null,2487,null,169081,null,1765,null,34610,null,2734,null,134471,null,2872,null,0400000US01,Alabama,01
678081,null,2615,null,344335,null,2643,null,28254,null,1020,null,111,null,134,null,28143,null,1043,null,65623,null,1387,null,464,null,279,null,65159,null,1375,null,90271,null,2708,null,1926,null,1122,null,88345,null,2754,null,135900,null,2569,null,8282,null,1362,null,127618,null,3051,null,16465,null,828,null,3930,null,851,null,12535,null,882,null,7822,null,452,null,2758,null,635,null,5064,null,775,null,333746,null,1899,null,26527,null,1128,null,154,null,159,null,26373,null,1144,null,62857,null,1274,null,531,null,353,null,62326,null,1398,null,82525,null,1767,null,687,null,464,null,81838,null,1905,null,135031,null,1439,null,3738,null,826,null,131293,null,1528,null,15466,null,1080,null,1415,null,519,null,14051,null,1011,null,11340,null,873,null,3372,null,810,null,7968,null,941,null,0400000US02,Alaska,02
6501531,null,2050,null,3232732,null,3982,null,264083,null,2086,null,852,null,601,null,263231,null,1970,null,621074,null,2266,null,5391,null,1652,null,615683,null,2602,null,786293,null,3134,null,6616,null,1603,null,779677,null,3455,null,1174649,null,3088,null,39013,null,3553,null,1135636,null,4709,null,211949,null,1412,null,28474,null,2271,null,183475,null,2784,null,174684,null,1271,null,51358,null,3467,null,123326,null,3507,null,3268799,null,3527,null,252347,null,1970,null,1389,null,747,null,250958,null,1847,null,592310,null,2168,null,3670,null,1011,null,588640,null,2618,null,740661,null,2661,null,4971,null,1423,null,735690,null,3012,null,1216038,null,2428,null,24806,null,3183,null,1191232,null,3925,null,239589,null,1423,null,13952,null,2001,null,225637,null,2403,null,227854,null,1775,null,45084,null,3221,null,182770,null,3215,null,0400000US04,Arizona,04
2833391,null,1646,null,1376266,null,4518,null,103809,null,2508,null,932,null,515,null,102877,null,2502,null,257864,null,2905,null,1937,null,751,null,255927,null,3034,null,318903,null,3465,null,6005,null,1572,null,312898,null,4132,null,525698,null,3249,null,32841,null,2386,null,492857,null,4260,null,100748,null,1369,null,17950,null,1374,null,82798,null,1860,null,69244,null,1438,null,23604,null,1836,null,45640,null,2079,null,1457125,null,4146,null,98502,null,2589,null,915,null,674,null,97587,null,2739,null,246509,null,2745,null,1512,null,692,null,244997,null,2816,null,323318,null,2952,null,3507,null,1125,null,319811,null,2911,null,566963,null,3137,null,14256,null,1783,null,552707,null,3636,null,116669,null,1542,null,8987,null,1354,null,107682,null,1693,null,105164,null,1916,null,24053,null,2096,null,81111,null,2671,null,0400000US05,Arkansas,05
36376938,null,5731,null,18072031,null,8343,null,1410857,null,3183,null,7950,null,1817,null,1402907,null,3754,null,3422645,null,4498,null,22581,null,2546,null,3400064,null,5318,null,4517238,null,6987,null,36984,null,3444,null,4480254,null,8309,null,6981353,null,5482,null,180325,null,6793,null,6801028,null,7906,null,996729,null,3038,null,110013,null,4973,null,886716,null,5721,null,743209,null,3306,null,199797,null,6601,null,543412,null,7227,null,18304907,null,7752,null,1337969,null,2817,null,5025,null,1480,null,1332944,null,3256,null,3251215,null,3387,null,17973,null,2791,null,3233242,null,3870,null,4334195,null,4133,null,28016,null,3343,null,4306179,null,5211,null,7097050,null,5440,null,120776,null,5700,null,6976274,null,7957,null,1159187,null,2959,null,70379,null,3747,null,1088808,null,4333,null,1125291,null,4215,null,224852,null,6449,null,900439,null,7792,null,0400000US06,California,06
4930142,null,2876,null,2457378,null,4175,null,187131,null,2243,null,927,null,502,null,186204,null,2195,null,439108,null,2477,null,3306,null,844,null,435802,null,2492,null,607100,null,3155,null,4614,null,1300,null,602486,null,3296,null,995771,null,3969,null,36425,null,3008,null,959346,null,4370,null,139969,null,1415,null,19322,null,1762,null,120647,null,2029,null,88299,null,1314,null,26727,null,2010,null,61572,null,2350,null,2472764,null,3736,null,177583,null,1855,null,674,null,418,null,176909,null,1832,null,421389,null,1935,null,2394,null,834,null,418995,null,2288,null,580699,null,3205,null,3810,null,1047,null,576889,null,3452,null,1004719,null,3120,null,18923,null,2095,null,985796,null,3671,null,154294,null,1429,null,9005,null,1334,null,145289,null,1905,null,134080,null,2384,null,29789,null,2467,null,104291,null,3277,null,0400000US08,Colorado,08
3456856,null,1297,null,1679224,null,2358,null,107111,null,998,null,443,null,412,null,106668,null,1045,null,305613,null,1622,null,2536,null,799,null,303077,null,1857,null,368074,null,2030,null,3230,null,1108,null,364844,null,2370,null,703912,null,2309,null,17324,null,2567,null,686588,null,3254,null,112901,null,876,null,9633,null,1135,null,103268,null,1383,null,81613,null,1345,null,18206,null,1700,null,63407,null,1960,null,1777632,null,2298,null,102258,null,785,null,227,null,192,null,102031,null,792,null,291817,null,1305,null,1607,null,641,null,290210,null,1467,null,366938,null,1476,null,2257,null,824,null,364681,null,1628,null,751142,null,2032,null,11409,null,1735,null,739733,null,2623,null,131560,null,1008,null,7253,null,1277,null,124307,null,1620,null,133917,null,1612,null,22966,null,1940,null,110951,null,2339,null,0400000US09,Connecticut,09
869483,null,1017,null,418177,null,1741,null,30077,null,477,null,103,null,132,null,29974,null,490,null,75489,null,998,null,457,null,369,null,75032,null,1062,null,94062,null,1080,null,1797,null,1022,null,92265,null,1442,null,165467,null,1171,null,6233,null,1303,null,159234,null,1612,null,30434,null,597,null,3684,null,916,null,26750,null,1177,null,22648,null,540,null,6516,null,1145,null,16132,null,1148,null,451306,null,1383,null,29384,null,511,null,192,null,317,null,29192,null,611,null,71814,null,978,null,510,null,451,null,71304,null,1068,null,99157,null,625,null,692,null,472,null,98465,null,820,null,182706,null,1040,null,4341,null,952,null,178365,null,1301,null,36261,null,773,null,1797,null,488,null,34464,null,788,null,31984,null,1074,null,5931,null,1076,null,26053,null,1535,null,0400000US10,Delaware,10
589408,null,861,null,275835,null,1117,null,19877,null,612,null,226,null,379,null,19651,null,662,null,37328,null,612,null,285,null,327,null,37043,null,684,null,83294,null,730,null,978,null,683,null,82316,null,1018,null,108752,null,994,null,2351,null,795,null,106401,null,1072,null,16364,null,771,null,842,null,391,null,15522,null,837,null,10220,null,515,null,2091,null,593,null,8129,null,662,null,313573,null,1063,null,18275,null,614,null,0,null,296,null,18275,null,614,null,38230,null,877,null,220,null,274,null,38010,null,952,null,98310,null,641,null,844,null,603,null,97466,null,905,null,119578,null,488,null,2384,null,872,null,117194,null,937,null,21056,null,558,null,911,null,381,null,20145,null,731,null,18124,null,1358,null,1558,null,550,null,16566,null,1285,null,0400000US11,District of Columbia,11
18192784,null,3804,null,8856789,null,8200,null,594945,null,3088,null,2724,null,1089,null,592221,null,3198,null,1478001,null,3826,null,10451,null,1903,null,1467550,null,4427,null,1965624,null,6850,null,16545,null,2280,null,1949079,null,7456,null,3439167,null,8317,null,110896,null,5304,null,3328271,null,9649,null,712723,null,3247,null,79118,null,4517,null,633605,null,4987,null,666329,null,3396,null,170125,null,5410,null,496204,null,5563,null,9335995,null,7600,null,568212,null,3310,null,1822,null,902,null,566390,null,3344,null,1409503,null,4197,null,7722,null,1909,null,1401781,null,4588,null,1925324,null,4784,null,13463,null,2429,null,1911861,null,5098,null,3693603,null,5997,null,61572,null,4363,null,3632031,null,6779,null,834843,null,3200,null,44658,null,3240,null,790185,null,4300,null,904510,null,4774,null,164728,null,6014,null,739782,null,7351,null,0400000US12,Florida,12
