B18102_001E,B18102_001EA,B18102_001M,B18102_001MA,B18102_002E,B18102_002EA,B18102_002M,B18102_002MA,B18102_003E,B18102_003EA,B18102_003M,B18102_003MA,B18102_004E,B18102_004EA,B18102_004M,B18102_004MA,B18102_005E,B18102_005EA,B18102_005M,B18102_005MA,B18102_006E,B18102_006EA,B18102_006M,B18102_006MA,B18102_007E,B18102_007EA,B18102_007M,B18102_007MA,B18102_008E,B18102_008EA,B18102_008M,B18102_008MA,B18102_009E,B18102_009EA,B18102_009M,B18102_009MA,B18102_010E,B18102_010EA,B18102_010M,B18102_010MA,B18102_011E,B18102_011EA,B18102_011M,B18102_011MA,B18102_012E,B18102_012EA,B18102_012M,B18102_012MA,B18102_013E,B18102_013EA,B18102_013M,B18102_013MA,B18102_014E,B18102_014EA,B18102_014M,B18102_014MA,B18102_015E,B18102_015EA,B18102_015M,B18102_015MA,B18102_016E,B18102_016EA,B18102_016M,B18102_016MA,B18102_017E,B18102_017EA,B18102_017M,B18102_017MA,B18102_018E,B18102_018EA,B18102_018M,B18102_018MA,B18102_019E,B18102_019EA,B18102_019M,B18102_019MA,B18102_020E,B18102_020EA,B18102_020M,B18102_020MA,B18102_021E,B18102_021EA,B18102_021M,B18102_021MA,B18102_022E,B18102_022EA,B18102_022M,B18102_022MA,B18102_023E,B18102_023EA,B18102_023M,B18102_023MA,B18102_024E,B18102_024EA,B18102_024M,B18102_024MA,B18102_025E,B18102_025EA,B18102_025M,B18102_025MA,B18102_026E,B18102_026EA,B18102_026M,B18102_026MA,B18102_027E,B18102_027EA,B18102_027M,B18102_027MA,B18102_028E,B18102_028EA,B18102_028M,B18102_028MA,B18102_029E,B18102_029EA,B18102_029M,B18102_029MA,B18102_030E,B18102_030EA,B18102_030M,B18102_030MA,B18102_031E,B18102_031EA,B18102_031M,B18102_031MA,B18102_032E,B18102_032EA,B18102_032M,B18102_032MA,B18102_033E,B18102_033EA,B18102_033M,B18102_033MA,B18102_034E,B18102_034EA,B18102_034M,B18102_034MA,B18102_035E,B18102_035EA,B18102_035M,B18102_035MA,B18102_036E,B18102_036EA,B18102_036M,B18102_036MA,B18102_037E,B18102_037EA,B18102_037M,B18102_037MA,B18102_038E,B18102_038EA,B18102_038M,B18102_038MA,B18102_039E,B18102_039EA,B18102_039M,B18102_039MA,GEO_ID,NAME,state
9594277,null,7331,null,4644205,null,9833,null,380355,null,3237,null,3587,null,1144,null,376768,null,3616,null,937512,null,4848,null,7195,null,1548,null,930317,null,4627,null,1113763,null,6901,null,8905,null,1842,null,1104858,null,7205,null,1802165,null,8709,null,64118,null,4145,null,1738047,null,9793,null,263014,null,2925,null,34164,null,2627,null,228850,null,3853,null,147396,null,2705,null,42014,null,2680,null,105382,null,2883,null,4950072,null,9476,null,364044,null,3410,null,1176,null,827,null,362868,null,3565,null,893778,null,4177,null,3416,null,1041,null,890362,null,4355,null,1152794,null,7803,null,8908,null,2337,null,1143886,null,7320,null,1974789,null,4472,null,39020,null,3799,null,1935769,null,5817,null,311395,null,2981,null,20292,null,1913,null,291103,null,3748,null,253272,null,2946,null,50478,null,3607,null,202794,null,4990,null,0400000US13,Georgia,13
1231549,null,4784,null,605689,null,4331,null,46121,null,1291,null,178,null,177,null,45943,null,1306,null,102853,null,1846,null,359,null,255,null,102494,null,1848,null,138473,null,3222,null,1028,null,538,null,137445,null,3337,null,240049,null,2386,null,8488,null,1476,null,231561,null,2747,null,41881,null,575,null,4734,null,925,null,37147,null,994,null,36312,null,1207,null,11088,null,1169,null,25224,null,1566,null,625860,null,3292,null,42325,null,1450,null,0,null,275,null,42325,null,1450,null,96645,null,1241,null,304,null,243,null,96341,null,1249,null,135036,null,1778,null,321,null,284,null,134715,null,1719,null,249432,null,2252,null,4518,null,962,null,244914,null,2318,null,47937,null,808,null,3023,null,892,null,44914,null,1200,null,54485,null,1554,null,11078,null,1421,null,43407,null,1985,null,0400000US15,Hawaii,15
1520563,null,1085,null,759574,null,2645,null,63984,null,1199,null,424,null,309,null,63560,null,1230,null,151779,null,1880,null,675,null,379,null,151104,null,1966,null,181043,null,2146,null,1995,null,741,null,179048,null,2344,null,280216,null,1888,null,16701,null,1844,null,263515,null,2561,null,49187,null,1070,null,9806,null,1235,null,39381,null,1346,null,33365,null,765,null,12139,null,1257,null,21226,null,1362,null,760989,null,2489,null,59392,null,1827,null,327,null,276,null,59065,null,1875,null,143017,null,1775,null,671,null,339,null,142346,null,1741,null,179023,null,1795,null,1466,null,523,null,177557,null,1818,null,283702,null,1733,null,5137,null,1029,null,278565,null,2020,null,51167,null,961,null,3157,null,689,null,48010,null,1090,null,44688,null,1168,null,9768,null,1470,null,34920,null,1772,null,0400000US16,Idaho,16
12719575,null,2242,null,6242186,null,5969,null,456233,null,2478,null,2280,null,944,null,453953,null,2561,null,1162030,null,2863,null,6654,null,1262,null,1155376,null,3043,null,1522283,null,4165,null,8620,null,1644,null,1513663,null,4139,null,2463496,null,4862,null,66078,null,3892,null,2397418,null,5661,null,375843,null,1718,null,42642,null,2343,null,333201,null,2646,null,262301,null,2144,null,62190,null,2680,null,200111,null,2739,null,6477389,null,5360,null,436304,null,2436,null,1987,null,931,null,434317,null,2741,null,1113691,null,2360,null,5442,null,1029,null,1108249,null,2478,null,1504804,null,3313,null,8667,null,2137,null,1496137,null,3676,null,2543388,null,4423,null,39382,null,3106,null,2504006,null,5717,null,449823,null,2370,null,22913,null,2310,null,426910,null,3021,null,429379,null,3331,null,83830,null,3175,null,345549,null,4468,null,0400000US17,Illinois,17
6316260,null,1620,null,3100051,null,5023,null,227365,null,1897,null,1442,null,570,null,225923,null,2021,null,581387,null,2463,null,3787,null,812,null,577600,null,2622,null,729688,null,3928,null,8206,null,1381,null,721482,null,4213,null,1228861,null,4192,null,50853,null,3358,null,1178008,null,5436,null,197789,null,1377,null,31069,null,2536,null,166720,null,2804,null,134961,null,1494,null,40697,null,2380,null,94264,null,2509,null,3216209,null,4966,null,216446,null,1991,null,539,null,383,null,215907,null,1988,null,557572,null,2583,null,3102,null,984,null,554470,null,2814,null,727129,null,3347,null,4466,null,960,null,722663,null,3283,null,1263601,null,3963,null,27381,null,2329,null,1236220,null,4627,null,231448,null,1549,null,15849,null,1874,null,215599,null,2319,null,220013,null,2525,null,43379,null,2485,null,176634,null,3469,null,0400000US18,Indiana,18
2956722,null,916,null,1460026,null,3659,null,101683,null,1454,null,156,null,152,null,101527,null,1464,null,259855,null,2245,null,1870,null,711,null,257985,null,2415,null,346654,null,2829,null,2498,null,737,null,344156,null,2908,null,573869,null,2841,null,23256,null,2344,null,550613,null,3500,null,100068,null,1197,null,14631,null,1242,null,85437,null,1506,null,77897,null,1187,null,21934,null,1483,null,55963,null,1689,null,1496696,null,3725,null,96972,null,1358,null,504,null,334,null,96468,null,1341,null,248363,null,2011,null,1167,null,432,null,247196,null,2154,null,336752,null,2800,null,2449,null,755,null,334303,null,2796,null,577971,null,2280,null,11593,null,1805,null,566378,null,2890,null,113595,null,1030,null,5274,null,962,null,108321,null,1499,null,123043,null,1627,null,20852,null,1894,null,102191,null,2200,null,0400000US19,Iowa,19
2756827,null,2965,null,1359764,null,4164,null,103448,null,1734,null,653,null,394,null,102795,null,1790,null,253314,null,2250,null,3417,null,815,null,249897,null,2346,null,332063,null,3069,null,2511,null,800,null,329552,null,3306,null,522613,null,2694,null,24547,null,2552,null,498066,null,3579,null,84221,null,1499,null,11663,null,1226,null,72558,null,1843,null,64105,null,1412,null,19005,null,1441,null,45100,null,1983,null,1397063,null,3619,null,101202,null,1692,null,479,null,360,null,100723,null,1751,null,242830,null,1796,null,1474,null,578,null,241356,null,1840,null,324425,null,2132,null,3613,null,1101,null,320812,null,2570,null,534892,null,2153,null,11696,null,1712,null,523196,null,2940,null,95658,null,1601,null,5829,null,1145,null,89829,null,1879,null,98056,null,1832,null,19357,null,1700,null,78699,null,2022,null,0400000US20,Kansas,20
4225355,null,2146,null,2051392,null,5352,null,145758,null,2460,null,1184,null,626,null,144574,null,2381,null,370797,null,3549,null,4969,null,1219,null,365828,null,3389,null,472044,null,2992,null,6269,null,1210,null,465775,null,3055,null,829670,null,3103,null,48052,null,3053,null,781618,null,4616,null,142605,null,1763,null,25529,null,1981,null,117076,null,2517,null,90518,null,1408,null,31366,null,2205,null,59152,null,2392,null,2173963,null,5319,null,144398,null,2460,null,732,null,380,null,143666,null,2484,null,354044,null,3539,null,2811,null,861,null,351233,null,3474,null,481801,null,2959,null,5614,null,1461,null,476187,null,3425,null,882707,null,2666,null,25546,null,3023,null,857161,null,4229,null,167203,null,1465,null,15215,null,1943,null,151988,null,2217,null,143810,null,1851,null,31602,null,2104,null,112208,null,2995,null,0400000US21,Kentucky,21
4391561,null,2119,null,2111405,null,6518,null,161526,null,2563,null,496,null,370,null,161030,null,2613,null,409049,null,3228,null,3971,null,1193,null,405078,null,3405,null,513533,null,5104,null,6317,null,1571,null,507216,null,5038,null,804648,null,5255,null,37748,null,3006,null,766900,null,5548,null,134107,null,1503,null,19954,null,1942,null,114153,null,2285,null,88542,null,1749,null,24687,null,1820,null,63855,null,2285,null,2280156,null,6191,null,157041,null,2682,null,987,null,587,null,156054,null,2880,null,392819,null,2824,null,3396,null,1045,null,389423,null,2720,null,541063,null,3351,null,4411,null,1147,null,536652,null,3676,null,885271,null,3861,null,22455,null,2163,null,862816,null,4618,null,163107,null,1985,null,11109,null,1540,null,151998,null,2535,null,140855,null,2222,null,26024,null,2293,null,114831,null,2627,null,0400000US22,Louisiana,22
1300904,null,1044,null,633133,null,1934,null,36964,null,938,null,469,null,414,null,36495,null,1077,null,101312,null,1198,null,963,null,385,null,100349,null,1243,null,130906,null,1566,null,1755,null,740,null,129151,null,1677,null,277529,null,1138,null,16170,null,1684,null,261359,null,2019,null,50574,null,474,null,8869,null,1190,null,41705,null,1276,null,35848,null,599,null,11720,null,1282,null,24128,null,1310,null,667771,null,1779,null,34397,null,831,null,313,null,282,null,34084,null,894,null,97767,null,1248,null,689,null,365,null,97078,null,1326,null,133389,null,1145,null,1619,null,670,null,131770,null,1273,null,291995,null,1294,null,7386,null,1138,null,284609,null,1736,null,56074,null,554,null,3948,null,767,null,52126,null,876,null,54149,null,829,null,12739,null,1202,null,41410,null,1400,null,0400000US23,Maine,23
5589768,null,3519,null,2690665,null,5050,null,193643,null,2182,null,778,null,455,null,192865,null,2224,null,495957,null,2226,null,3740,null,1029,null,492217,null,2612,null,618981,null,3705,null,4201,null,1413,null,614780,null,3751,null,1099744,null,3538,null,29944,null,2715,null,1069800,null,4537,null,170747,null,1582,null,14735,null,1807,null,156012,null,2059,null,111593,null,1417,null,24676,null,1917,null,86917,null,2069,null,2899103,null,4415,null,185816,null,2059,null,1228,null,746,null,184588,null,2135,null,472623,null,2076,null,2923,null,978,null,469700,null,2141,null,637634,null,2874,null,4777,null,1338,null,632857,null,3226,null,1217980,null,3272,null,18184,null,1768,null,1199796,null,3833,null,204048,null,1873,null,10052,null,1581,null,193996,null,2162,null,181002,null,3331,null,30123,null,2744,null,150879,null,3800,null,0400000US24,Maryland,24
6495905,null,1365,null,3151112,null,3553,null,196642,null,1627,null,1345,null,645,null,195297,null,1689,null,534061,null,2073,null,4764,null,1266,null,529297,null,2328,null,743787,null,2166,null,5777,null,1444,null,738010,null,2352,null,1324380,null,2774,null,35413,null,3148,null,1288967,null,4359,null,202345,null,1401,null,21270,null,1912,null,181075,null,2439,null,149897,null,1635,null,36227,null,2153,null,113670,null,2802,null,3344793,null,3644,null,187892,null,1475,null,900,null,645,null,186992,null,1515,null,512100,null,2027,null,3950,null,1284,null,508150,null,2399,null,756477,null,2153,null,3831,null,942,null,752646,null,2450,null,1398958,null,2442,null,21703,null,2116,null,1377255,null,3273,null,242359,null,1437,null,12249,null,1477,null,230110,null,2145,null,247007,null,2967,null,46652,null,2594,null,200355,null,4097,null,0400000US25,Massachusetts,25
9834865,null,1530,null,4810709,null,4612,null,313316,null,2086,null,1636,null,686,null,311680,null,2311,null,884120,null,2343,null,6451,null,1239,null,877669,null,2757,null,1078170,null,2726,null,8502,null,1329,null,1069668,null,3137,null,1979456,null,3822,null,75305,null,4184,null,1904151,null,4822,null,328603,null,1903,null,45087,null,2760,null,283516,null,3262,null,227044,null,1772,null,63500,null,2736,null,163544,null,3075,null,5024156,null,4219,null,302178,null,1917,null,1136,null,498,null,301042,null,2052,null,843179,null,2270,null,4667,null,1055,null,838512,null,2407,null,1080084,null,3009,null,8717,null,1628,null,1071367,null,3235,null,2065500,null,3188,null,45831,null,3533,null,2019669,null,4547,null,378349,null,1662,null,23870,null,2137,null,354479,null,2674,null,354866,null,2483,null,73646,null,3618,null,281220,null,4191,null,0400000US26,Michigan,26
5196720,null,863,null,2578700,null,3034,null,183358,null,1310,null,644,null,357,null,182714,null,1325,null,457529,null,2068,null,2352,null,658,null,455177,null,2205,null,610411,null,2923,null,7909,null,1587,null,602502,null,3092,null,1050313,null,2700,null,37726,null,2298,null,1012587,null,3437,null,162147,null,1197,null,21556,null,1441,null,140591,null,1868,null,114942,null,1289,null,30333,null,2165,null,84609,null,2058,null,2618020,null,2878,null,178682,null,1386,null,783,null,504,null,177899,null,1554,null,436027,null,1769,null,2661,null,711,null,433366,null,1955,null,599015,null,2307,null,3844,null,1127,null,595171,null,2484,null,1052192,null,2346,null,16477,null,1860,null,1035715,null,3066,null,177026,null,1911,null,7833,null,962,null,169193,null,2032,null,175078,null,2295,null,33092,null,2196,null,141986,null,2776,null,0400000US27,Minnesota,27
2879805,null,3013,null,1386709,null,6499,null,115763,null,2759,null,454,null,326,null,115309,null,2763,null,278207,null,3657,null,2262,null,895,null,275945,null,3756,null,332282,null,4453,null,4746,null,1461,null,327536,null,4508,null,512362,null,4448,null,25553,null,2623,null,486809,null,4554,null,90083,null,2008,null,15569,null,1441,null,74514,null,2119,null,58012,null,1893,null,20073,null,1600,null,37939,null,2131,null,1493096,null,6053,null,104548,null,2986,null,0,null,291,null,104548,null,2986,null,265664,null,3022,null,2466,null,876,null,263198,null,3118,null,347378,null,3229,null,2923,null,1033,null,344455,null,3427,null,567027,null,2979,null,13432,null,1716,null,553595,null,3621,null,109779,null,1983,null,8695,null,1386,null,101084,null,2295,null,98700,null,2232,null,21440,null,2398,null,77260,null,3092,null,0400000US28,Mississippi,28
5871474,null,2142,null,2856976,null,4646,null,208988,null,2429,null,1100,null,698,null,207888,null,2299,null,518505,null,2873,null,5227,null,1317,null,513278,null,3160,null,663718,null,3278,null,7755,null,1667,null,655963,null,3425,null,1129038,null,3337,null,56111,null,3756,null,1072927,null,4776,null,197275,null,1462,null,30503,null,2133,null,166772,null,2578,null,139452,null,1471,null,40377,null,2397,null,99075,null,2788,null,3014498,null,4691,null,195108,null,2131,null,442,null,370,null,194666,null,2136,null,504298,null,2649,null,3235,null,1057,null,501063,null,2745,null,677537,null,2804,null,5158,null,1164,null,672379,null,2961,null,1193530,null,2507,null,27786,null,2625,null,1165744,null,3583,null,228567,null,2122,null,15275,null,1590,null,213292,null,2740,null,215458,null,2531,null,43019,null,2855,null,172439,null,2935,null,0400000US29,Missouri,29
957586,null,1278,null,475464,null,2706,null,31353,null,1319,null,32,null,55,null,31321,null,1318,null,81455,null,1856,null,734,null,438,null,80721,null,1912,null,109895,null,1897,null,1595,null,752,null,108300,null,1935,null,190674,null,2014,null,12559,null,1443,null,178115,null,2267,null,35716,null,603,null,8496,null,965,null,27220,null,1076,null,26371,null,512,null,9059,null,1083,null,17312,null,1030,null,482122,null,2712,null,29571,null,976,null,0,null,240,null,29571,null,976,null,78032,null,1746,null,1017,null,761,null,77015,null,1589,null,106848,null,1765,null,735,null,467,null,106113,null,1757,null,195480,null,1585,null,3840,null,875,null,191640,null,1757,null,37585,null,599,null,1887,null,577,null,35698,null,767,null,34606,null,773,null,8365,null,1103,null,26241,null,1188,null,0400000US30,Montana,30
1762977,null,1469,null,872695,null,3334,null,67648,null,1479,null,319,null,316,null,67329,null,1514,null,159730,null,1864,null,631,null,419,null,159099,null,1984,null,216326,null,2295,null,2083,null,818,null,214243,null,2500,null,330679,null,2515,null,15701,null,1808,null,314978,null,2970,null,55455,null,1201,null,8368,null,1072,null,47087,null,1432,null,42857,null,1080,null,12696,null,1210,null,30161,null,1353,null,890282,null,3108,null,66473,null,1424,null,259,null,314,null,66214,null,1461,null,151122,null,1522,null,577,null,303,null,150545,null,1480,null,209443,null,1929,null,1166,null,602,null,208277,null,1952,null,334727,null,2054,null,6705,null,1148,null,328022,null,2293,null,61682,null,1013,null,4138,null,896,null,57544,null,1208,null,66835,null,1603,null,12128,null,1243,null,54707,null,1856,null,0400000US31,Nebraska,31
2610041,null,1761,null,1320679,null,3228,null,104734,null,1970,null,405,null,337,null,104329,null,1952,null,246229,null,2460,null,1343,null,583,null,244886,null,2511,null,310362,null,2332,null,2685,null,882,null,307677,null,2682,null,517463,null,2919,null,14241,null,1592,null,503222,null,3291,null,85403,null,861,null,9787,null,1357,null,75616,null,1502,null,56488,null,764,null,14926,null,1783,null,41562,null,1888,null,1289362,null,2942,null,97580,null,1502,null,54,null,89,null,97526,null,1503,null,233368,null,2284,null,1709,null,860,null,231659,null,2471,null,293643,null,1982,null,2141,null,819,null,291502,null,2062,null,503835,null,2137,null,10802,null,1682,null,493033,null,2607,null,91262,null,1272,null,5251,null,1059,null,86011,null,1466,null,69674,null,1273,null,12707,null,1476,null,56967,null,1568,null,0400000US32,Nevada,32
