C17004_001E,C17004_001EA,C17004_001M,C17004_001MA,C17004_002E,C17004_002EA,C17004_002M,C17004_002MA,C17004_003E,C17004_003EA,C17004_003M,C17004_003MA,C17004_004E,C17004_004EA,C17004_004M,C17004_004MA,C17004_005E,C17004_005EA,C17004_005M,C17004_005MA,C17004_006E,C17004_006EA,C17004_006M,C17004_006MA,C17004_007E,C17004_007EA,C17004_007M,C17004_007MA,C17004_008E,C17004_008EA,C17004_008M,C17004_008MA,C17004_009E,C17004_009EA,C17004_009M,C17004_009MA,GEO_ID,NAME,state
3599754,null,4678,null,554545,null,15640,null,43611,null,3394,null,170583,null,7329,null,340351,null,11136,null,3045209,null,16734,null,1394811,null,13510,null,674921,null,12319,null,975477,null,13706,null,0400000US01,Alabama,01
522930,null,1707,null,40741,null,3373,null,2694,null,1008,null,21548,null,2379,null,16499,null,2256,null,482189,null,3430,null,213981,null,5677,null,166093,null,5670,null,102115,null,3964,null,0400000US02,Alaska,02
4952025,null,3972,null,711466,null,17832,null,69894,null,5746,null,225217,null,8976,null,416355,null,14169,null,4240559,null,16905,null,1899250,null,17602,null,1015482,null,16888,null,1325827,null,16711,null,0400000US04,Arizona,04
2186610,null,3373,null,356010,null,11710,null,36649,null,3967,null,118966,null,6430,null,200395,null,9019,null,1830600,null,11486,null,853655,null,14035,null,405394,null,9065,null,571551,null,9424,null,0400000US05,Arkansas,05
28003160,null,9567,null,3470873,null,41986,null,317439,null,11685,null,1149504,null,19796,null,2003930,null,30396,null,24532287,null,41112,null,10850180,null,42928,null,6394019,null,38692,null,7288088,null,34172,null,0400000US06,California,06
3834935,null,3822,null,442068,null,14612,null,43452,null,4400,null,193136,null,9627,null,205480,null,7831,null,3392867,null,14926,null,1675851,null,16621,null,922471,null,14613,null,794545,null,11577,null,0400000US08,Colorado,08
2705719,null,2561,null,233848,null,10971,null,14863,null,2377,null,82150,null,6169,null,136835,null,6622,null,2471871,null,10904,null,1167407,null,12051,null,679897,null,12138,null,624567,null,8855,null,0400000US09,Connecticut,09
681719,null,1641,null,62583,null,5985,null,4951,null,1439,null,22669,null,3261,null,34963,null,3935,null,619136,null,6277,null,292347,null,6605,null,152437,null,4951,null,174352,null,4970,null,0400000US10,Delaware,10
470169,null,1058,null,75197,null,6420,null,2998,null,881,null,22829,null,3117,null,49370,null,4894,null,394972,null,6234,null,219982,null,5674,null,85610,null,5593,null,89380,null,4679,null,0400000US11,District of Columbia,11
14586469,null,8098,null,1939666,null,29152,null,165590,null,7332,null,606868,null,18075,null,1167208,null,19581,null,12646803,null,30628,null,5511948,null,37296,null,2846025,null,28810,null,4288830,null,30935,null,0400000US12,Florida,12
7266618,null,7852,null,1058358,null,24269,null,104006,null,6579,null,337416,null,11808,null,616936,null,17552,null,6208260,null,25467,null,3040174,null,22551,null,1415084,null,19345,null,1753002,null,22027,null,0400000US13,Georgia,13
1010146,null,2156,null,96074,null,7067,null,8854,null,1620,null,32519,null,3735,null,54701,null,4777,null,914072,null,7214,null,455369,null,6983,null,210514,null,7371,null,248189,null,5426,null,0400000US15,Hawaii,15
1144348,null,2244,null,148067,null,8477,null,14417,null,2162,null,70558,null,5803,null,63092,null,4586,null,996281,null,9117,null,429693,null,8411,null,290846,null,7815,null,275742,null,6501,null,0400000US16,Idaho,16
9797192,null,6110,null,1143570,null,24066,null,97456,null,5789,null,395924,null,13773,null,650190,null,16012,null,8653622,null,24181,null,4062026,null,24939,null,2242633,null,19723,null,2348963,null,18949,null,0400000US17,Illinois,17
4843304,null,4943,null,612325,null,14645,null,55985,null,4575,null,243921,null,8410,null,312419,null,11047,null,4230979,null,15020,null,1925871,null,15925,null,1134933,null,13792,null,1170175,null,13024,null,0400000US18,Indiana,18
2290021,null,2942,null,243650,null,8077,null,25440,null,2646,null,115575,null,5651,null,102635,null,4852,null,2046371,null,7854,null,1047001,null,9892,null,523981,null,7893,null,475389,null,7494,null,0400000US19,Iowa,19
