C15002H_001E,C15002H_001EA,C15002H_001M,C15002H_001MA,C15002H_002E,C15002H_002EA,C15002H_002M,C15002H_002MA,C15002H_003E,C15002H_003EA,C15002H_003M,C15002H_003MA,C15002H_004E,C15002H_004EA,C15002H_004M,C15002H_004MA,C15002H_005E,C15002H_005EA,C15002H_005M,C15002H_005MA,C15002H_006E,C15002H_006EA,C15002H_006M,C15002H_006MA,C15002H_007E,C15002H_007EA,C15002H_007M,C15002H_007MA,C15002H_008E,C15002H_008EA,C15002H_008M,C15002H_008MA,C15002H_009E,C15002H_009EA,C15002H_009M,C15002H_009MA,C15002H_010E,C15002H_010EA,C15002H_010M,C15002H_010MA,C15002H_011E,C15002H_011EA,C15002H_011M,C15002H_011MA,GEO_ID,NAME,state
3820803,null,8882,null,1839562,null,6320,null,233867,null,7154,null,507665,null,9968,null,484085,null,9819,null,613945,null,10260,null,1981241,null,3394,null,232638,null,7454,null,577589,null,9441,null,567736,null,10472,null,603278,null,10652,null,0400000US13,Georgia,13
235896,null,808,null,127794,null,551,null,6490,null,1374,null,26402,null,2622,null,42450,null,3052,null,52452,null,2969,null,108102,null,546,null,3706,null,871,null,21209,null,2135,null,35970,null,2664,null,47217,null,2886,null,0400000US15,Hawaii,15
851343,null,1120,null,418582,null,858,null,35881,null,2858,null,121944,null,4438,null,148880,null,4453,null,111877,null,3977,null,432761,null,595,null,34622,null,2800,null,126786,null,4743,null,167538,null,5123,null,103815,null,3955,null,0400000US16,Idaho,16
5819567,null,2761,null,2796704,null,1841,null,226127,null,5750,null,768666,null,10835,null,804612,null,10069,null,997299,null,10001,null,3022863,null,1415,null,249877,null,8038,null,861055,null,9934,null,912223,null,12371,null,999708,null,10889,null,0400000US17,Illinois,17
3583790,null,2768,null,1724851,null,1598,null,200737,null,6743,null,630983,null,8583,null,474738,null,8820,null,418393,null,7437,null,1858939,null,1743,null,218923,null,6919,null,666411,null,8514,null,551692,null,9500,null,421913,null,7892,null,0400000US18,Indiana,18
1829253,null,1308,null,880673,null,1005,null,76302,null,3354,null,308225,null,5587,null,273581,null,6571,null,222565,null,4661,null,948580,null,921,null,71478,null,3338,null,310825,null,6361,null,323392,null,6194,null,242885,null,5938,null,0400000US19,Iowa,19
1509828,null,2377,null,727239,null,1633,null,53439,null,2845,null,215300,null,5580,null,223771,null,5576,null,234729,null,5855,null,782589,null,1410,null,56046,null,3468,null,217286,null,5924,null,266841,null,6473,null,242416,null,5218,null,0400000US20,Kansas,20
2575694,null,2317,null,1229574,null,1507,null,235049,null,6949,null,438371,null,8313,null,293723,null,8159,null,262431,null,6710,null,1346120,null,1428,null,227703,null,7232,null,451923,null,8597,null,379070,null,7671,null,287424,null,7213,null,0400000US21,Kentucky,21
1892035,null,2763,null,909338,null,1553,null,138777,null,6083,null,299845,null,7538,null,242997,null,7743,null,227719,null,5880,null,982697,null,1755,null,127673,null,6300,null,348791,null,6494,null,258237,null,7059,null,247996,null,6451,null,0400000US22,Louisiana,22
889128,null,1887,null,423321,null,1182,null,45809,null,2718,null,148267,null,4655,null,119429,null,4072,null,109816,null,4076,null,465807,null,1191,null,39078,null,2642,null,158331,null,4465,null,136078,null,4412,null,132320,null,5039,null,0400000US23,Maine,23
2266510,null,2317,null,1085285,null,1316,null,92478,null,4827,null,279154,null,6843,null,257885,null,6078,null,455768,null,7217,null,1181225,null,1437,null,97080,null,4876,null,319528,null,7615,null,310860,null,8065,null,453757,null,8160,null,0400000US24,Maryland,24
3664663,null,3660,null,1735967,null,2321,null,146848,null,6106,null,479579,null,10567,null,406285,null,8422,null,703255,null,10445,null,1928696,null,2013,null,146965,null,5959,null,497469,null,10008,null,509827,null,9102,null,774435,null,9280,null,0400000US25,Massachusetts,25
5326380,null,1610,null,2582719,null,1142,null,273005,null,8889,null,805525,null,9953,null,819503,null,11052,null,684686,null,10309,null,2743661,null,850,null,267442,null,6874,null,883580,null,8946,null,913888,null,11734,null,678751,null,10196,null,0400000US26,Michigan,26
3077193,null,1365,null,1502602,null,833,null,99832,null,4054,null,435297,null,7756,null,482130,null,8406,null,485343,null,7891,null,1574591,null,889,null,91793,null,3887,null,439171,null,6234,null,529537,null,8328,null,514090,null,7316,null,0400000US27,Minnesota,27
1171752,null,2686,null,558873,null,1664,null,89869,null,4117,null,164828,null,5622,null,169120,null,5656,null,135056,null,5167,null,612879,null,1613,null,86678,null,4232,null,185266,null,5339,null,200779,null,5995,null,140156,null,5003,null,0400000US28,Mississippi,28
3348212,null,2682,null,1605155,null,2153,null,192638,null,5903,null,530301,null,7884,null,454262,null,9967,null,427954,null,7815,null,1743057,null,1378,null,207317,null,5677,null,554842,null,7489,null,532074,null,8398,null,448824,null,8075,null,0400000US29,Missouri,29
589919,null,1054,null,290832,null,831,null,26204,null,2376,null,92825,null,3807,null,88059,null,3968,null,83744,null,3669,null,299087,null,582,null,21453,null,1908,null,92657,null,3298,null,100907,null,3830,null,84070,null,3730,null,0400000US30,Montana,30
1004428,null,1713,null,484478,null,1434,null,35552,null,2463,null,143730,null,4051,null,164950,null,4361,null,140246,null,4285,null,519950,null,789,null,33958,null,2751,null,150491,null,4029,null,185772,null,4992,null,149729,null,4310,null,0400000US31,Nebraska,31
1073199,null,2257,null,541642,null,1342,null,42854,null,3733,null,154910,null,5460,null,199479,null,5871,null,144399,null,5022,null,531557,null,1375,null,40169,null,3074,null,163167,null,5106,null,200694,null,5430,null,127527,null,5135,null,0400000US32,Nevada,32
852935,null,1160,null,412716,null,1068,null,37546,null,3328,null,127748,null,5313,null,115412,null,4921,null,132010,null,5154,null,440219,null,392,null,32304,null,3003,null,129724,null,4456,null,136955,null,4679,null,141236,null,3965,null,0400000US33,New Hampshire,33
3801782,null,3022,null,1814615,null,1232,null,149451,null,6059,null,513174,null,9742,null,427335,null,9396,null,724655,null,10574,null,1987167,null,2200,null,164743,null,6468,null,633596,null,10253,null,486728,null,7760,null,702100,null,10353,null,0400000US34,New Jersey,34
611128,null,3458,null,292649,null,2253,null,18430,null,1990,null,65228,null,3694,null,98158,null,3748,null,110833,null,3412,null,318479,null,1901,null,17137,null,2211,null,71813,null,3448,null,110778,null,4243,null,118751,null,3936,null,0400000US35,New Mexico,35
8318542,null,3540,null,3973675,null,2032,null,359736,null,8896,null,1093239,null,13334,null,1010372,null,14177,null,1510328,null,17085,null,4344867,null,2273,null,369326,null,10067,null,1260649,null,14586,null,1109003,null,13352,null,1605889,null,15087,null,0400000US36,New York,36
4362790,null,4722,null,2076515,null,3758,null,271396,null,7839,null,564955,null,10959,null,609619,null,10261,null,630545,null,10865,null,2286275,null,2524,null,243064,null,7112,null,617951,null,10621,null,752886,null,9629,null,672374,null,10935,null,0400000US37,North Carolina,37
383916,null,862,null,188756,null,578,null,19320,null,1657,null,52769,null,2606,null,69681,null,2721,null,46986,null,2293,null,195160,null,460,null,16392,null,1525,null,52783,null,2418,null,71656,null,2406,null,54329,null,2169,null,0400000US38,North Dakota,38
6557203,null,1829,null,3138085,null,1552,null,356922,null,7954,null,1123962,null,13932,null,844854,null,12398,null,812347,null,10967,null,3419118,null,1085,null,369427,null,8820,null,1242904,null,14475,null,984841,null,12475,null,821946,null,11453,null,0400000US39,Ohio,39
1799610,null,1926,null,861542,null,1565,null,101870,null,4913,null,276157,null,5521,null,266115,null,6053,null,217400,null,5277,null,938068,null,906,null,107570,null,4075,null,302898,null,5436,null,298622,null,5739,null,228978,null,5694,null,0400000US40,Oklahoma,40
2172693,null,1458,null,1050051,null,703,null,87034,null,4322,null,250500,null,7784,null,382433,null,8330,null,330084,null,6852,null,1122642,null,949,null,76501,null,4181,null,282950,null,7113,null,429543,null,7838,null,333648,null,8037,null,0400000US41,Oregon,41
7234900,null,2614,null,3449634,null,1516,null,357755,null,9730,null,1300156,null,14057,null,799869,null,11156,null,991854,null,12717,null,3785266,null,1440,null,390610,null,7333,null,1478873,null,14370,null,911886,null,12148,null,1003897,null,12166,null,0400000US42,Pennsylvania,42
587847,null,1878,null,276192,null,1317,null,35472,null,2592,null,77368,null,3915,null,67732,null,3575,null,95620,null,4405,null,311655,null,719,null,36252,null,2705,null,89185,null,4297,null,87238,null,4337,null,98980,null,4225,null,0400000US44,Rhode Island,44
2078098,null,2475,null,992904,null,1940,null,129564,null,5149,null,277123,null,6925,null,285458,null,7622,null,300759,null,6146,null,1085194,null,1103,null,131170,null,5901,null,318495,null,7765,null,341061,null,8058,null,294468,null,6973,null,0400000US45,South Carolina,45
468789,null,1900,null,228563,null,1778,null,23377,null,1823,null,78331,null,2684,null,69293,null,3525,null,57562,null,3312,null,240226,null,764,null,16621,null,1670,null,75186,null,2874,null,83869,null,2895,null,64550,null,2647,null,0400000US46,South Dakota,46
3370549,null,2071,null,1609817,null,1129,null,257730,null,6931,null,531817,null,9696,null,413886,null,7984,null,406384,null,6936,null,1760732,null,1441,null,259089,null,7208,null,589604,null,8879,null,503163,null,9335,null,408876,null,8998,null,0400000US47,Tennessee,47
8026049,null,6892,null,3881446,null,4567,null,319744,null,9825,null,930529,null,13170,null,1220553,null,14773,null,1410620,null,14399,null,4144603,null,4192,null,347394,null,9416,null,1098230,null,12273,null,1388191,null,14313,null,1310788,null,14813,null,0400000US48,Texas,48
1324963,null,776,null,650763,null,580,null,39550,null,3024,null,146611,null,4637,null,239782,null,6132,null,224820,null,5895,null,674200,null,388,null,38664,null,3063,null,170385,null,4615,null,280745,null,5520,null,184406,null,5580,null,0400000US49,Utah,49
409318,null,518,null,197544,null,262,null,19523,null,1791,null,69776,null,3049,null,46206,null,2414,null,62039,null,2596,null,211774,null,267,null,16392,null,1758,null,62621,null,2563,null,59126,null,2541,null,73635,null,2618,null,0400000US50,Vermont,50
3616964,null,4745,null,1744983,null,2011,null,198401,null,6842,null,433568,null,7977,null,435107,null,7907,null,677907,null,8444,null,1871981,null,3884,null,183046,null,7014,null,472853,null,8914,null,541166,null,9197,null,674916,null,10316,null,0400000US51,Virginia,51
3506856,null,2213,null,1712856,null,1292,null,121800,null,5578,null,421217,null,8625,null,592581,null,11264,null,577258,null,10391,null,1794000,null,1335,null,114850,null,5485,null,449029,null,8822,null,681814,null,10071,null,548307,null,8713,null,0400000US53,Washington,53
1194471,null,2490,null,571110,null,1420,null,104382,null,4455,null,243024,null,6023,null,126484,null,4870,null,97220,null,4161,null,623361,null,1778,null,102365,null,4435,null,248539,null,5839,null,165402,null,5101,null,107055,null,4096,null,0400000US54,West Virginia,54
3313142,null,1038,null,1620070,null,735,null,139631,null,4601,null,568692,null,8300,null,480284,null,8761,null,431463,null,8074,null,1693072,null,555,null,124345,null,4078,null,580606,null,7540,null,532032,null,7395,null,456089,null,5900,null,0400000US55,Wisconsin,55
314455,null,460,null,157211,null,375,null,10268,null,1335,null,51017,null,2437,null,54401,null,2720,null,41525,null,2294,null,157244,null,269,null,9941,null,1361,null,45434,null,2614,null,64070,null,2495,null,37799,null,2347,null,0400000US56,Wyoming,56
23592,null,2435,null,12397,null,1643,null,2543,null,890,null,3219,null,782,null,3102,null,917,null,3533,null,827,null,11195,null,1550,null,2458,null,809,null,2754,null,939,null,2561,null,774,null,3422,null,768,null,0400000US72,Puerto Rico,72
