B17010_001E,B17010_001EA,B17010_001M,B17010_001MA,B17010_002E,B17010_002EA,B17010_002M,B17010_002MA,B17010_003E,B17010_003EA,B17010_003M,B17010_003MA,B17010_004E,B17010_004EA,B17010_004M,B17010_004MA,B17010_005E,B17010_005EA,B17010_005M,B17010_005MA,B17010_006E,B17010_006EA,B17010_006M,B17010_006MA,B17010_007E,B17010_007EA,B17010_007M,B17010_007MA,B17010_008E,B17010_008EA,B17010_008M,B17010_008MA,B17010_009E,B17010_009EA,B17010_009M,B17010_009MA,B17010_010E,B17010_010EA,B17010_010M,B17010_010MA,B17010_011E,B17010_011EA,B17010_011M,B17010_011MA,B17010_012E,B17010_012EA,B17010_012M,B17010_012MA,B17010_013E,B17010_013EA,B17010_013M,B17010_013MA,B17010_014E,B17010_014EA,B17010_014M,B17010_014MA,B17010_015E,B17010_015EA,B17010_015M,B17010_015MA,B17010_016E,B17010_016EA,B17010_016M,B17010_016MA,B17010_017E,B17010_017EA,B17010_017M,B17010_017MA,B17010_018E,B17010_018EA,B17010_018M,B17010_018MA,B17010_019E,B17010_019EA,B17010_019M,B17010_019MA,B17010_020E,B17010_020EA,B17010_020M,B17010_020MA,B17010_021E,B17010_021EA,B17010_021M,B17010_021MA,B17010_022E,B17010_022EA,B17010_022M,B17010_022MA,B17010_023E,B17010_023EA,B17010_023M,B17010_023MA,B17010_024E,B17010_024EA,B17010_024M,B17010_024MA,B17010_025E,B17010_025EA,B17010_025M,B17010_025MA,B17010_026E,B17010_026EA,B17010_026M,B17010_026MA,B17010_027E,B17010_027EA,B17010_027M,B17010_027MA,B17010_028E,B17010_028EA,B17010_028M,B17010_028MA,B17010_029E,B17010_029EA,B17010_029M,B17010_029MA,B17010_030E,B17010_030EA,B17010_030M,B17010_030MA,B17010_031E,B17010_031EA,B17010_031M,B17010_031MA,B17010_032E,B17010_032EA,B17010_032M,B17010_032MA,B17010_033E,B17010_033EA,B17010_033M,B17010_033MA,B17010_034E,B17010_034EA,B17010_034M,B17010_034MA,B17010_035E,B17010_035EA,B17010_035M,B17010_035MA,B17010_036E,B17010_036EA,B17010_036M,B17010_036MA,B17010_037E,B17010_037EA,B17010_037M,B17010_037MA,B17010_038E,B17010_038EA,B17010_038M,B17010_038MA,B17010_039E,B17010_039EA,B17010_039M,B17010_039MA,B17010_040E,B17010_040EA,B17010_040M,B17010_040MA,B17010_041E,B17010_041EA,B17010_041M,B17010_041MA,GEO_ID,NAME,state
1246056,null,11767,null,166703,null,5280,null,51081,null,3470,null,30977,null,3039,null,6700,null,1651,null,10578,null,1791,null,13699,null,1837,null,20104,null,1942,null,115622,null,4531,null,13304,null,2007,null,9356,null,1695,null,1403,null,532,null,2763,null,938,null,5190,null,1196,null,3948,null,1071,null,102318,null,4068,null,88176,null,3784,null,18153,null,2525,null,23495,null,2807,null,46528,null,2705,null,14142,null,2042,null,1079353,null,12047,null,833452,null,11027,null,336013,null,7643,null,63736,null,4996,null,64078,null,3966,null,208199,null,6165,null,497439,null,8872,null,245901,null,7893,null,63729,null,4207,null,31723,null,3473,null,8318,null,1942,null,2956,null,1100,null,20449,null,2700,null,32006,null,3031,null,182172,null,7676,null,103382,null,5481,null,14691,null,2305,null,15381,null,2474,null,73310,null,4570,null,78790,null,4872,null,0400000US01,Alabama,01
159940,null,3646,null,9850,null,1365,null,2625,null,686,null,2331,null,614,null,463,null,290,null,1438,null,496,null,430,null,217,null,294,null,217,null,7225,null,1361,null,1319,null,615,null,1157,null,601,null,167,null,200,null,383,null,331,null,607,null,462,null,162,null,118,null,5906,null,1216,null,5769,null,1216,null,1538,null,663,null,1492,null,555,null,2739,null,869,null,137,null,106,null,150090,null,3688,null,116518,null,3220,null,55851,null,2731,null,10847,null,1417,null,10810,null,1730,null,34194,null,2445,null,60667,null,2837,null,33572,null,2634,null,12461,null,1669,null,7719,null,1257,null,2391,null,823,null,841,null,468,null,4487,null,922,null,4742,null,1229,null,21111,null,2081,null,14275,null,1753,null,2779,null,881,null,2089,null,703,null,9407,null,1253,null,6836,null,1111,null,0400000US02,Alaska,02
1514235,null,13945,null,175498,null,7259,null,79652,null,4954,null,53610,null,4220,null,7861,null,1726,null,22705,null,2878,null,23044,null,3169,null,26042,null,2704,null,95846,null,5146,null,20151,null,2636,null,16647,null,2236,null,4590,null,1257,null,5039,null,1244,null,7018,null,1606,null,3504,null,1089,null,75695,null,5147,null,66527,null,4656,null,11829,null,2160,null,21344,null,2597,null,33354,null,2936,null,9168,null,1732,null,1338737,null,13081,null,1046173,null,12194,null,438314,null,8881,null,75847,null,4456,null,98505,null,5514,null,263962,null,7565,null,607859,null,9873,null,292564,null,8661,null,96639,null,6054,null,55592,null,4823,null,10546,null,1819,null,8218,null,1731,null,36828,null,3329,null,41047,null,3931,null,195925,null,6956,null,125574,null,6004,null,19291,null,2352,null,17797,null,2514,null,88486,null,5477,null,70351,null,4447,null,0400000US04,Arizona,04
768492,null,8905,null,113410,null,4531,null,42448,null,2721,null,26089,null,2667,null,5698,null,1433,null,9113,null,1426,null,11278,null,1606,null,16359,null,1914,null,70962,null,4404,null,9088,null,1766,null,6168,null,1440,null,1559,null,689,null,800,null,453,null,3809,null,1195,null,2920,null,954,null,61874,null,4077,null,54875,null,3720,null,12952,null,1963,null,13905,null,2391,null,28018,null,2736,null,6999,null,1457,null,655082,null,7950,null,523949,null,8443,null,207707,null,5456,null,40817,null,3220,null,39033,null,3185,null,127857,null,4665,null,316242,null,6818,null,131133,null,5330,null,40414,null,3461,null,21079,null,2755,null,5676,null,1144,null,2546,null,1000,null,12857,null,2000,null,19335,null,2033,null,90719,null,4490,null,56013,null,3452,null,8246,null,1406,null,7910,null,1568,null,39857,null,2886,null,34706,null,2648,null,0400000US05,Arkansas,05
8366253,null,25708,null,887411,null,13879,null,383236,null,10824,null,281793,null,9277,null,37642,null,3710,null,114254,null,5313,null,129897,null,5805,null,101443,null,4880,null,504175,null,12303,null,106471,null,6044,null,86084,null,5286,null,17739,null,2739,null,27214,null,3126,null,41131,null,4248,null,20387,null,2620,null,397704,null,10265,null,344849,null,9887,null,58993,null,4121,null,108025,null,5723,null,177831,null,7447,null,52855,null,3471,null,7478842,null,27770,null,5657974,null,30044,null,2787938,null,25114,null,517923,null,9529,null,595429,null,11744,null,1674586,null,18574,null,2870036,null,19666,null,1820868,null,24083,null,625098,null,14682,null,326317,null,10553,null,65711,null,4721,null,55490,null,3766,null,205116,null,7811,null,298781,null,9807,null,1195770,null,16812,null,683816,null,11843,null,105187,null,5528,null,102402,null,5782,null,476227,null,10815,null,511954,null,10911,null,0400000US06,California,06
1233139,null,11054,null,109626,null,5252,null,47715,null,3972,null,31897,null,3401,null,6271,null,1322,null,11510,null,1922,null,14116,null,2183,null,15818,null,2251,null,61911,null,4325,null,10894,null,1902,null,7875,null,1525,null,2665,null,972,null,899,null,486,null,4311,null,1099,null,3019,null,1192,null,51017,null,3855,null,46007,null,3755,null,10677,null,1735,null,14709,null,1831,null,20621,null,2594,null,5010,null,1259,null,1123513,null,10157,null,922053,null,10702,null,407260,null,8027,null,82665,null,3929,null,81793,null,4657,null,242802,null,6575,null,514793,null,7757,null,201460,null,6908,null,65210,null,4379,null,35488,null,3253,null,7551,null,1558,null,3401,null,1021,null,24536,null,2560,null,29722,null,3161,null,136250,null,5728,null,85847,null,5232,null,12921,null,1736,null,9638,null,1657,null,63288,null,4461,null,50403,null,3555,null,0400000US08,Colorado,08
890530,null,9200,null,59484,null,4290,null,14009,null,1938,null,8923,null,1591,null,2168,null,811,null,2512,null,901,null,4243,null,1057,null,5086,null,1101,null,45475,null,3661,null,5119,null,1217,null,3605,null,1194,null,1142,null,607,null,653,null,488,null,1810,null,813,null,1514,null,620,null,40356,null,3452,null,34966,null,3243,null,7251,null,1315,null,9041,null,1729,null,18674,null,2130,null,5390,null,1209,null,831046,null,9223,null,653939,null,8630,null,298493,null,6334,null,54012,null,3129,null,54036,null,3852,null,190445,null,5445,null,355446,null,6797,null,177107,null,5856,null,50346,null,3797,null,24497,null,2847,null,4953,null,1361,null,2489,null,1005,null,17055,null,2183,null,25849,null,2347,null,126761,null,4600,null,77805,null,4212,null,10901,null,1725,null,8147,null,1505,null,58757,null,3461,null,48956,null,2783,null,0400000US09,Connecticut,09
220655,null,4595,null,15627,null,2343,null,4115,null,1091,null,3096,null,990,null,585,null,337,null,1010,null,540,null,1501,null,731,null,1019,null,359,null,11512,null,2117,null,1917,null,802,null,1233,null,701,null,292,null,278,null,232,null,200,null,709,null,610,null,684,null,334,null,9595,null,1794,null,8713,null,1666,null,1055,null,434,null,3668,null,1179,null,3990,null,1257,null,882,null,487,null,205028,null,4752,null,155747,null,4527,null,62205,null,3672,null,12911,null,1940,null,12890,null,2115,null,36404,null,3045,null,93542,null,3312,null,49281,null,3041,null,13338,null,1956,null,7131,null,1339,null,1696,null,685,null,1391,null,703,null,4044,null,968,null,6207,null,1287,null,35943,null,2283,null,21507,null,2156,null,2491,null,774,null,3720,null,999,null,15296,null,1838,null,14436,null,1928,null,0400000US10,Delaware,10
109030,null,4490,null,15965,null,2196,null,1175,null,453,null,552,null,358,null,198,null,249,null,178,null,147,null,176,null,172,null,623,null,323,null,14790,null,2107,null,1994,null,721,null,1651,null,671,null,290,null,382,null,360,null,336,null,1001,null,490,null,343,null,277,null,12796,null,2031,null,11138,null,1943,null,1179,null,688,null,2980,null,959,null,6979,null,1697,null,1658,null,658,null,93065,null,4537,null,55520,null,3162,null,19345,null,2057,null,7331,null,1240,null,2888,null,878,null,9126,null,1550,null,36175,null,2328,null,37545,null,3087,null,6799,null,1289,null,3324,null,923,null,920,null,480,null,159,null,162,null,2245,null,821,null,3475,null,931,null,30746,null,2857,null,16008,null,2056,null,1887,null,653,null,2477,null,760,null,11644,null,1825,null,14738,null,2000,null,0400000US11,District of Columbia,11
4542466,null,26422,null,488257,null,11108,null,192017,null,7854,null,106473,null,6470,null,17788,null,2506,null,35658,null,3808,null,53027,null,4535,null,85544,null,5234,null,296240,null,10087,null,55004,null,4318,null,40744,null,3888,null,11283,null,2416,null,10722,null,2075,null,18739,null,2953,null,14260,null,2147,null,241236,null,9765,null,207544,null,9185,null,40648,null,4102,null,56603,null,4413,null,110293,null,6225,null,33692,null,3004,null,4054209,null,24841,null,3143382,null,23398,null,1160780,null,14064,null,227370,null,7685,null,210172,null,7192,null,723238,null,11210,null,1982602,null,16301,null,910827,null,17910,null,254755,null,8633,null,130661,null,7400,null,30578,null,3627,null,14539,null,2205,null,85544,null,5662,null,124094,null,5752,null,656072,null,14252,null,376702,null,9739,null,55010,null,4174,null,48323,null,3526,null,273369,null,8315,null,279370,null,9382,null,0400000US12,Florida,12
