B01001H_001E,B01001H_001EA,B01001H_001M,B01001H_001MA,B01001H_002E,B01001H_002EA,B01001H_002M,B01001H_002MA,B01001H_003E,B01001H_003EA,B01001H_003M,B01001H_003MA,B01001H_004E,B01001H_004EA,B01001H_004M,B01001H_004MA,B01001H_005E,B01001H_005EA,B01001H_005M,B01001H_005MA,B01001H_006E,B01001H_006EA,B01001H_006M,B01001H_006MA,B01001H_007E,B01001H_007EA,B01001H_007M,B01001H_007MA,B01001H_008E,B01001H_008EA,B01001H_008M,B01001H_008MA,B01001H_009E,B01001H_009EA,B01001H_009M,B01001H_009MA,B01001H_010E,B01001H_010EA,B01001H_010M,B01001H_010MA,B01001H_011E,B01001H_011EA,B01001H_011M,B01001H_011MA,B01001H_012E,B01001H_012EA,B01001H_012M,B01001H_012MA,B01001H_013E,B01001H_013EA,B01001H_013M,B01001H_013MA,B01001H_014E,B01001H_014EA,B01001H_014M,B01001H_014MA,B01001H_015E,B01001H_015EA,B01001H_015M,B01001H_015MA,B01001H_016E,B01001H_016EA,B01001H_016M,B01001H_016MA,B01001H_017E,B01001H_017EA,B01001H_017M,B01001H_017MA,B01001H_018E,B01001H_018EA,B01001H_018M,B01001H_018MA,B01001H_019E,B01001H_019EA,B01001H_019M,B01001H_019MA,B01001H_020E,B01001H_020EA,B01001H_020M,B01001H_020MA,B01001H_021E,B01001H_021EA,B01001H_021M,B01001H_021MA,B01001H_022E,B01001H_022EA,B01001H_022M,B01001H_022MA,B01001H_023E,B01001H_023EA,B01001H_023M,B01001H_023MA,B01001H_024E,B01001H_024EA,B01001H_024M,B01001H_024MA,B01001H_025E,B01001H_025EA,B01001H_025M,B01001H_025MA,B01001H_026E,B01001H_026EA,B01001H_026M,B01001H_026MA,B01001H_027E,B01001H_027EA,B01001H_027M,B01001H_027MA,B01001H_028E,B01001H_028EA,B01001H_028M,B01001H_028MA,B01001H_029E,B01001H_029EA,B01001H_029M,B01001H_029MA,B01001H_030E,B01001H_030EA,B01001H_030M,B01001H_030MA,B01001H_031E,B01001H_031EA,B01001H_031M,B01001H_031MA,GEO_ID,NAME,state
5636308,null,2952,null,2773774,null,6909,null,176646,null,1825,null,184449,null,5289,null,185463,null,5465,null,110937,null,2213,null,82219,null,4967,null,194498,null,4747,null,182921,null,3177,null,166465,null,1763,null,400724,null,3190,null,422973,null,3820,null,343498,null,444,null,199285,null,909,null,95427,null,2294,null,28269,null,2157,null,2862534,null,6405,null,171025,null,2234,null,174732,null,5376,null,175434,null,5147,null,104777,null,2363,null,81229,null,8380,null,174096,null,3728,null,177517,null,2025,null,169578,null,2039,null,401156,null,1743,null,431713,null,1231,null,365546,null,538,null,227033,null,885,null,144161,null,3233,null,64537,null,3092,null,0400000US13,Georgia,13
322423,null,1346,null,176650,null,1181,null,8716,null,728,null,7844,null,1229,null,7369,null,1243,null,4322,null,540,null,4108,null,974,null,16497,null,691,null,18567,null,547,null,13628,null,306,null,24760,null,306,null,23679,null,61,null,25568,null,53,null,12623,null,275,null,7402,null,460,null,1567,null,460,null,145773,null,1204,null,8450,null,781,null,5922,null,967,null,7281,null,1028,null,3485,null,523,null,1920,null,312,null,10613,null,514,null,12757,null,434,null,9813,null,447,null,18356,null,331,null,22000,null,124,null,22869,null,275,null,11471,null,275,null,6745,null,685,null,4091,null,685,null,0400000US15,Hawaii,15
1305296,null,1309,null,652599,null,809,null,48966,null,455,null,43719,null,2063,null,45900,null,2093,null,27859,null,457,null,19106,null,1364,null,48467,null,1472,null,46654,null,818,null,40235,null,519,null,80997,null,579,null,90738,null,98,null,78841,null,96,null,47121,null,371,null,25342,null,1255,null,8654,null,1187,null,652697,null,1154,null,44421,null,682,null,44488,null,2387,null,40139,null,2381,null,25990,null,457,null,20906,null,1293,null,43992,null,1335,null,44760,null,470,null,40071,null,406,null,78883,null,333,null,92719,null,237,null,80155,null,64,null,49288,null,302,null,30912,null,1707,null,15973,null,1684,null,0400000US16,Idaho,16
8319709,null,5551,null,4076003,null,3212,null,233310,null,909,null,234245,null,5074,null,254694,null,5227,null,158959,null,753,null,116521,null,3033,null,281570,null,4458,null,279042,null,1262,null,249425,null,605,null,553715,null,984,null,665946,null,660,null,519897,null,303,null,298039,null,373,null,171752,null,2624,null,58888,null,2573,null,4243706,null,3133,null,222570,null,692,null,223587,null,5437,null,241094,null,5371,null,152445,null,591,null,109227,null,2295,null,271920,null,3215,null,273414,null,582,null,244520,null,718,null,549148,null,806,null,671256,null,415,null,540956,null,389,null,345035,null,1832,null,254175,null,4447,null,144359,null,5291,null,0400000US17,Illinois,17
5307393,null,3203,null,2608734,null,1759,null,168288,null,691,null,167095,null,5235,null,174969,null,5033,null,110789,null,1202,null,77587,null,1912,null,185155,null,2143,null,174231,null,1079,null,158127,null,1186,null,352163,null,1159,null,404564,null,436,null,319260,null,690,null,183292,null,164,null,100866,null,2060,null,32348,null,2046,null,2698659,null,2479,null,158188,null,833,null,158030,null,4437,null,167353,null,4238,null,102388,null,1168,null,73218,null,2282,null,180543,null,2325,null,170865,null,1143,null,158594,null,694,null,348126,null,847,null,408115,null,818,null,333771,null,316,null,212500,null,126,null,152935,null,3328,null,74033,null,3301,null,0400000US18,Indiana,18
2704080,null,1680,null,1327927,null,1244,null,84672,null,655,null,81388,null,2598,null,83669,null,2653,null,54101,null,565,null,40666,null,1906,null,102758,null,2035,null,86853,null,746,null,74423,null,641,null,165793,null,730,null,204954,null,367,null,167957,null,202,null,97863,null,27,null,61522,null,1644,null,21308,null,1644,null,1376153,null,1274,null,80443,null,627,null,75283,null,2845,null,81594,null,2807,null,52534,null,578,null,38614,null,2111,null,99105,null,2292,null,84846,null,813,null,72839,null,545,null,163408,null,545,null,206789,null,172,null,170224,null,247,null,111378,null,94,null,87938,null,1976,null,51158,null,2001,null,0400000US19,Iowa,19
2249960,null,1885,null,1105892,null,2072,null,71317,null,1001,null,66741,null,2952,null,74611,null,2972,null,44483,null,1041,null,32057,null,1805,null,89444,null,1905,null,78070,null,1343,null,62898,null,905,null,137797,null,1191,null,168808,null,1205,null,138238,null,340,null,76888,null,767,null,46243,null,1523,null,18297,null,1455,null,1144068,null,1800,null,69081,null,947,null,64294,null,2798,null,69485,null,2745,null,43111,null,820,null,31746,null,1683,null,83762,null,1657,null,74119,null,1311,null,62377,null,608,null,136459,null,851,null,174077,null,618,null,140455,null,752,null,87305,null,994,null,64172,null,2307,null,43625,null,2266,null,0400000US20,Kansas,20
3762991,null,3203,null,1836206,null,3644,null,114549,null,1528,null,115821,null,3515,null,118596,null,3500,null,75925,null,1668,null,54267,null,2847,null,127474,null,3271,null,127168,null,1170,null,117013,null,1515,null,253847,null,1650,null,278496,null,1093,null,228982,null,270,null,134525,null,872,null,69696,null,1776,null,19847,null,1680,null,1926785,null,2728,null,115462,null,1513,null,108946,null,3536,null,114696,null,3576,null,70147,null,1918,null,49203,null,2521,null,122211,null,2539,null,128460,null,1269,null,117620,null,1027,null,257675,null,818,null,291740,null,75,null,243915,null,218,null,156254,null,154,null,101456,null,2665,null,49000,null,2680,null,0400000US21,Kentucky,21
2755285,null,1936,null,1350564,null,2027,null,85753,null,1366,null,84110,null,3526,null,85484,null,3567,null,53196,null,1172,null,37301,null,1992,null,95382,null,1991,null,100164,null,1434,null,82721,null,1276,null,175879,null,1310,null,207027,null,724,null,169958,null,202,null,100501,null,165,null,56823,null,1854,null,16265,null,1852,null,1404721,null,1857,null,83480,null,1218,null,79868,null,3144,null,81581,null,3163,null,50138,null,1151,null,33768,null,1756,null,93189,null,2044,null,98653,null,1657,null,82533,null,993,null,178548,null,1157,null,211399,null,969,null,177311,null,152,null,116522,null,266,null,81787,null,1969,null,35944,null,2024,null,0400000US22,Louisiana,22
1241512,null,3694,null,604254,null,2013,null,31915,null,491,null,32517,null,1874,null,35973,null,1862,null,24572,null,363,null,17591,null,723,null,38365,null,1073,null,35323,null,484,null,31805,null,560,null,80220,null,632,null,101762,null,352,null,87251,null,524,null,49856,null,317,null,26714,null,1219,null,10390,null,1219,null,637258,null,2153,null,30013,null,542,null,28967,null,1839,null,36073,null,1658,null,23407,null,312,null,17361,null,1077,null,35630,null,1060,null,35238,null,580,null,34829,null,172,null,83835,null,376,null,106744,null,567,null,90595,null,581,null,56064,null,2,null,39019,null,1889,null,19483,null,1881,null,0400000US23,Maine,23
3228314,null,2859,null,1576559,null,1692,null,87041,null,567,null,87400,null,3362,null,103933,null,3351,null,62655,null,581,null,44470,null,1183,null,105775,null,1460,null,101085,null,984,null,88316,null,397,null,208673,null,523,null,264242,null,693,null,211352,null,284,null,121932,null,4,null,66628,null,1570,null,23057,null,1570,null,1651755,null,1760,null,83989,null,488,null,84224,null,3586,null,96708,null,3629,null,60962,null,361,null,45414,null,1590,null,99233,null,1648,null,97278,null,1021,null,89876,null,143,null,216620,null,630,null,271978,null,520,null,221409,null,203,null,138233,null,203,null,95705,null,2795,null,50126,null,2792,null,0400000US24,Maryland,24
5154939,null,5481,null,2492284,null,3406,null,129179,null,935,null,140723,null,3698,null,146092,null,3672,null,96443,null,477,null,75263,null,251,null,168617,null,1551,null,157010,null,955,null,146048,null,1120,null,350791,null,942,null,421789,null,553,null,328421,null,548,null,182533,null,513,null,109334,null,2189,null,40041,null,2206,null,2662655,null,2909,null,123310,null,919,null,134436,null,3993,null,138837,null,4176,null,90899,null,608,null,76640,null,560,null,169837,null,1026,null,156020,null,819,null,147490,null,912,null,360856,null,920,null,435196,null,669,null,352539,null,746,null,216808,null,450,null,165143,null,3167,null,94644,null,3215,null,0400000US25,Massachusetts,25
7703149,null,2510,null,3800365,null,1566,null,214630,null,858,null,225699,null,4912,null,248396,null,4857,null,158183,null,629,null,115263,null,2219,null,255475,null,2542,null,234136,null,748,null,213428,null,550,null,509897,null,561,null,626793,null,254,null,499735,null,332,null,288082,null,173,null,156548,null,3143,null,54100,null,3166,null,3902784,null,1663,null,203985,null,928,null,215617,null,5188,null,232784,null,5281,null,148908,null,571,null,107294,null,1456,null,250535,null,1588,null,226130,null,522,null,208574,null,602,null,504698,null,547,null,628694,null,223,null,512698,null,171,null,323610,null,313,null,224358,null,3797,null,114899,null,3803,null,0400000US26,Michigan,26
4462246,null,2923,null,2206138,null,1482,null,134224,null,365,null,129710,null,3912,null,138185,null,3926,null,87826,null,388,null,62073,null,916,null,151518,null,1163,null,154373,null,607,null,134041,null,215,null,292749,null,366,null,367245,null,479,null,278655,null,449,null,154805,null,128,null,89969,null,1751,null,30765,null,1748,null,2256108,null,1679,null,129519,null,353,null,123947,null,2894,null,131291,null,2898,null,83543,null,387,null,63390,null,1339,null,149827,null,1467,null,146391,null,411,null,128037,null,360,null,288539,null,581,null,364250,null,559,null,282546,null,166,null,170529,null,1385,null,125074,null,2859,null,69225,null,2719,null,0400000US27,Minnesota,27
1719121,null,863,null,844788,null,2400,null,57619,null,1742,null,55788,null,2978,null,53596,null,2900,null,33438,null,1599,null,25168,null,2319,null,60306,null,2621,null,54962,null,1688,null,47559,null,1658,null,111325,null,1589,null,122981,null,1034,null,105665,null,386,null,69053,null,755,null,36723,null,1709,null,10605,null,1485,null,874333,null,2391,null,50347,null,1941,null,49741,null,3041,null,52545,null,3105,null,30923,null,1383,null,23852,null,2917,null,54046,null,2690,null,54936,null,1630,null,49690,null,1264,null,109718,null,1431,null,125128,null,1169,null,111810,null,232,null,79893,null,414,null,56251,null,2023,null,25453,null,1979,null,0400000US28,Mississippi,28
4895813,null,2837,null,2397983,null,2540,null,151890,null,1034,null,146233,null,3572,null,158112,null,3605,null,97723,null,1133,null,69099,null,2277,null,169771,null,2175,null,165630,null,2016,null,144400,null,946,null,312970,null,877,null,373440,null,748,null,295619,null,14,null,178527,null,131,null,100575,null,2272,null,33994,null,2230,null,2497830,null,1678,null,142868,null,723,null,140278,null,4292,null,148822,null,4254,null,94430,null,1160,null,63875,null,1715,null,164500,null,1876,null,165888,null,1140,null,144629,null,518,null,311624,null,674,null,381834,null,348,null,313814,null,88,null,204294,null,1027,null,147583,null,3155,null,73391,null,3350,null,0400000US29,Missouri,29
854134,null,788,null,427073,null,572,null,24360,null,333,null,24782,null,1654,null,24174,null,1685,null,16290,null,486,null,13112,null,1276,null,33523,null,969,null,29160,null,799,null,22873,null,592,null,50035,null,722,null,66043,null,155,null,61485,null,10,null,34893,null,11,null,20042,null,1055,null,6301,null,1056,null,427061,null,889,null,23977,null,334,null,22468,null,1533,null,23005,null,1518,null,16252,null,437,null,13269,null,1901,null,29003,null,1952,null,26804,null,444,null,22289,null,442,null,49360,null,638,null,67955,null,462,null,59452,null,113,null,35875,null,37,null,24860,null,1183,null,12492,null,1185,null,0400000US30,Montana,30
1496386,null,1781,null,734464,null,2088,null,47760,null,644,null,47539,null,1953,null,45299,null,2013,null,29764,null,551,null,21607,null,1471,null,58017,null,1530,null,53117,null,831,null,42209,null,906,null,90464,null,574,null,111609,null,892,null,91101,null,141,null,51640,null,442,null,33495,null,1264,null,10843,null,1215,null,761922,null,1307,null,47007,null,533,null,44487,null,1933,null,44355,null,1940,null,28120,null,594,null,21539,null,1591,null,56464,null,1610,null,49594,null,761,null,42820,null,793,null,88964,null,702,null,113866,null,40,null,93468,null,453,null,58216,null,717,null,47541,null,1982,null,25481,null,1878,null,0400000US31,Nebraska,31
1470474,null,2758,null,747177,null,2119,null,41566,null,1087,null,40166,null,2871,null,40353,null,2674,null,26318,null,1040,null,15479,null,920,null,41653,null,1373,null,51178,null,465,null,49348,null,1363,null,104678,null,1449,null,118556,null,455,null,107078,null,259,null,66133,null,70,null,34103,null,1479,null,10568,null,1478,null,723297,null,2303,null,38034,null,1137,null,38110,null,2690,null,38750,null,2376,null,24016,null,759,null,14127,null,1151,null,38703,null,1161,null,50167,null,1147,null,43775,null,635,null,95904,null,664,null,112904,null,127,null,104869,null,729,null,68507,null,719,null,39591,null,1603,null,15840,null,1604,null,0400000US32,Nevada,32
1227367,null,851,null,602442,null,765,null,32293,null,490,null,32995,null,2065,null,39185,null,2101,null,25468,null,111,null,18841,null,656,null,40944,null,1164,null,35908,null,1025,null,31766,null,101,null,83396,null,170,null,105549,null,67,null,80481,null,124,null,43851,null,255,null,23621,null,1190,null,8144,null,1190,null,624925,null,623,null,31888,null,457,null,33758,null,2157,null,34887,null,2159,null,24175,null,110,null,18951,null,879,null,41047,null,919,null,34178,null,360,null,32651,null,255,null,85355,null,143,null,106816,null,88,null,82610,null,255,null,48451,null,255,null,32475,null,1525,null,17683,null,1525,null,0400000US33,New Hampshire,33
5301673,null,4203,null,2583270,null,1917,null,134408,null,508,null,149708,null,4021,null,166525,null,4051,null,104862,null,345,null,64837,null,255,null,148315,null,407,null,147226,null,231,null,140952,null,454,null,355451,null,833,null,451185,null,441,null,346893,null,364,null,202875,null,398,null,125731,null,2717,null,44302,null,2733,null,2718403,null,2895,null,127428,null,551,null,145014,null,3892,null,154263,null,3898,null,100017,null,332,null,60503,null,475,null,144011,null,592,null,140660,null,706,null,137618,null,573,null,359583,null,768,null,455552,null,584,null,366514,null,786,null,239037,null,675,null,187863,null,3355,null,100340,null,3357,null,0400000US34,New Jersey,34
823796,null,3525,null,401020,null,2816,null,21488,null,1319,null,20572,null,1805,null,19930,null,1826,null,13667,null,1216,null,10159,null,1593,null,22555,null,1702,null,27064,null,929,null,20654,null,991,null,46031,null,1239,null,63605,null,1413,null,63807,null,790,null,39796,null,767,null,24993,null,1045,null,6699,null,1025,null,422776,null,2761,null,20160,null,1691,null,20056,null,2315,null,20142,null,2049,null,13407,null,1737,null,9760,null,1652,null,20772,null,2069,null,25158,null,834,null,21282,null,661,null,47255,null,1144,null,68774,null,901,null,68334,null,959,null,44462,null,901,null,30083,null,1687,null,13131,null,1737,null,0400000US35,New Mexico,35
11663600,null,5905,null,5682998,null,3065,null,296797,null,805,null,315764,null,6390,null,332699,null,6389,null,221973,null,425,null,166844,null,1902,null,375246,null,1820,null,366335,null,1013,null,338975,null,960,null,771009,null,952,null,935213,null,757,null,756996,null,644,null,436709,null,710,null,270571,null,3486,null,97867,null,3461,null,5980602,null,3524,null,282652,null,816,null,302400,null,6452,null,314449,null,6536,null,209812,null,578,null,162697,null,3035,null,363725,null,3110,null,365451,null,606,null,338536,null,1076,null,776815,null,1039,null,943703,null,938,null,800455,null,1061,null,512813,null,748,null,394034,null,5373,null,213060,null,5360,null,0400000US36,New York,36
6253124,null,2750,null,3051616,null,3812,null,179600,null,2020,null,190949,null,5558,null,187341,null,5401,null,113389,null,2016,null,87385,null,3455,null,216437,null,4023,null,196391,null,3289,null,182838,null,2730,null,431387,null,2846,null,461855,null,1991,null,395297,null,369,null,241898,null,662,null,132873,null,2292,null,33976,null,2317,null,3201508,null,3717,null,171516,null,1975,null,175582,null,5424,null,179659,null,5169,null,108799,null,2262,null,86058,null,4706,null,193619,null,3448,null,193049,null,2142,null,190151,null,1856,null,439589,null,2070,null,483502,null,1078,null,426016,null,538,null,281285,null,603,null,189879,null,3394,null,82804,null,3448,null,0400000US37,North Carolina,37
576099,null,395,null,289248,null,609,null,17818,null,310,null,14730,null,1121,null,16621,null,1127,null,11230,null,383,null,11170,null,1307,null,28923,null,1449,null,22792,null,559,null,15113,null,483,null,33122,null,477,null,42523,null,110,null,35869,null,230,null,20359,null,10,null,13018,null,702,null,5960,null,702,null,286851,null,506,null,16610,null,308,null,14176,null,1118,null,16053,null,1119,null,9941,null,381,null,9098,null,663,null,25813,null,751,null,20095,null,466,null,13793,null,428,null,31714,null,432,null,42695,null,10,null,34352,null,10,null,22111,null,347,null,19259,null,1009,null,11141,null,935,null,0400000US38,North Dakota,38
9476496,null,2975,null,4632335,null,1931,null,279329,null,758,null,288599,null,5675,null,297971,null,5588,null,192333,null,851,null,134890,null,2246,null,301128,null,1776,null,304638,null,1472,null,285745,null,301,null,621030,null,522,null,739797,null,446,null,589795,null,292,null,340214,null,564,null,197987,null,3092,null,58879,null,3029,null,4844161,null,1919,null,265340,null,783,null,270067,null,5354,null,289013,null,5285,null,180427,null,991,null,125428,null,1662,null,294768,null,1729,null,302643,null,874,null,284669,null,452,null,625315,null,745,null,753917,null,417,null,619758,null,268,null,397916,null,2248,null,287451,null,4349,null,147449,null,4435,null,0400000US39,Ohio,39
2607141,null,2378,null,1279328,null,1777,null,79702,null,1249,null,81226,null,3503,null,77302,null,3539,null,49699,null,1147,null,35882,null,1890,null,93975,null,2412,null,92525,null,1432,null,76705,null,817,null,159485,null,934,null,191238,null,390,null,161697,null,172,null,102572,null,72,null,59425,null,1742,null,17895,null,1741,null,1327813,null,2665,null,76965,null,1346,null,70658,null,3014,null,75716,null,3199,null,45386,null,1060,null,31176,null,1608,null,89844,null,1710,null,88626,null,884,null,76711,null,956,null,159506,null,1203,null,198964,null,86,null,172848,null,146,null,117765,null,172,null,85390,null,2347,null,38258,null,2347,null,0400000US40,Oklahoma,40
3038879,null,1954,null,1492828,null,1048,null,81416,null,453,null,79724,null,3423,null,86404,null,3479,null,55949,null,397,null,38575,null,922,null,100709,null,882,null,103070,null,141,null,93627,null,883,null,196360,null,576,null,230032,null,192,null,216055,null,274,null,119774,null,156,null,65978,null,2008,null,25155,null,2027,null,1546051,null,1293,null,76890,null,484,null,74663,null,3500,null,83599,null,3483,null,52881,null,269,null,36987,null,1074,null,98389,null,925,null,104011,null,580,null,93009,null,504,null,193371,null,550,null,239426,null,370,null,226979,null,272,null,131367,null,381,null,87469,null,2233,null,47010,null,2233,null,0400000US41,Oregon,41
