B11004_001E,B11004_001EA,B11004_001M,B11004_001MA,B11004_002E,B11004_002EA,B11004_002M,B11004_002MA,B11004_003E,B11004_003EA,B11004_003M,B11004_003MA,B11004_004E,B11004_004EA,B11004_004M,B11004_004MA,B11004_005E,B11004_005EA,B11004_005M,B11004_005MA,B11004_006E,B11004_006EA,B11004_006M,B11004_006MA,B11004_007E,B11004_007EA,B11004_007M,B11004_007MA,B11004_008E,B11004_008EA,B11004_008M,B11004_008MA,B11004_009E,B11004_009EA,B11004_009M,B11004_009MA,B11004_010E,B11004_010EA,B11004_010M,B11004_010MA,B11004_011E,B11004_011EA,B11004_011M,B11004_011MA,B11004_012E,B11004_012EA,B11004_012M,B11004_012MA,B11004_013E,B11004_013EA,B11004_013M,B11004_013MA,B11004_014E,B11004_014EA,B11004_014M,B11004_014MA,B11004_015E,B11004_015EA,B11004_015M,B11004_015MA,B11004_016E,B11004_016EA,B11004_016M,B11004_016MA,B11004_017E,B11004_017EA,B11004_017M,B11004_017MA,B11004_018E,B11004_018EA,B11004_018M,B11004_018MA,B11004_019E,B11004_019EA,B11004_019M,B11004_019MA,B11004_020E,B11004_020EA,B11004_020M,B11004_020MA,GEO_ID,NAME,state
1246056,null,11767,null,884533,null,11465,null,366990,null,8299,null,85492,null,5335,null,78176,null,4283,null,203322,null,5525,null,517543,null,8500,null,361523,null,9223,null,77033,null,5121,null,41079,null,4187,null,11065,null,2166,null,5534,null,1502,null,24480,null,3104,null,35954,null,3442,null,284490,null,8799,null,191558,null,6934,null,41189,null,4003,null,43544,null,3670,null,106825,null,4938,null,92932,null,5127,null,0400000US01,Alabama,01
159940,null,3646,null,119143,null,3324,null,58182,null,2834,null,12692,null,1543,null,13220,null,1847,null,32270,null,2476,null,60961,null,2840,null,40797,null,2875,null,13780,null,1757,null,8876,null,1452,null,3173,null,873,null,1420,null,689,null,4283,null,928,null,4904,null,1241,null,27017,null,2377,null,20044,null,2203,null,4800,null,1217,null,4231,null,925,null,11013,null,1597,null,6973,null,1123,null,0400000US02,Alaska,02
1514235,null,13945,null,1125825,null,12806,null,491924,null,9614,null,106145,null,5013,null,126801,null,6341,null,258978,null,7182,null,633901,null,9758,null,388410,null,10112,null,116790,null,6231,null,72239,null,5244,null,19642,null,2678,null,14245,null,2097,null,38352,null,3632,null,44551,null,3993,null,271620,null,8895,null,192101,null,7572,null,40067,null,3690,null,41666,null,3358,null,110368,null,5925,null,79519,null,4704,null,0400000US04,Arizona,04
768492,null,8905,null,566397,null,8292,null,233796,null,5641,null,55624,null,3246,null,53408,null,3559,null,124764,null,4606,null,332601,null,7122,null,202095,null,6583,null,49502,null,3971,null,27247,null,3141,null,8183,null,1443,null,3656,null,1213,null,15408,null,2386,null,22255,null,1995,null,152593,null,5668,null,110888,null,4932,null,25155,null,2642,null,24150,null,2992,null,61583,null,3671,null,41705,null,2866,null,0400000US05,Arkansas,05
8366253,null,25708,null,6041210,null,28539,null,3069731,null,24725,null,679883,null,11459,null,759715,null,12183,null,1630133,null,17777,null,2971479,null,18933,null,2325043,null,25128,null,731569,null,15508,null,412401,null,11309,null,102330,null,5815,null,84414,null,5432,null,225657,null,7814,null,319168,null,10193,null,1593474,null,18163,null,1028665,null,14686,null,201107,null,7932,null,227116,null,8182,null,600442,null,12392,null,564809,null,10518,null,0400000US06,California,06
1233139,null,11054,null,969768,null,10889,null,439157,null,8126,null,108921,null,4921,null,98230,null,4764,null,232006,null,6458,null,530611,null,7967,null,263371,null,7157,null,76104,null,4981,null,43363,null,4115,null,11960,null,2133,null,5257,null,1470,null,26146,null,2946,null,32741,null,3488,null,187267,null,6085,null,131854,null,6182,null,29118,null,2972,null,24971,null,2559,null,77765,null,4334,null,55413,null,3708,null,0400000US08,Colorado,08
890530,null,9200,null,667948,null,9076,null,307416,null,6349,null,70200,null,3606,null,59618,null,3611,null,177598,null,5104,null,360532,null,6752,null,222582,null,6474,null,55465,null,3725,null,28102,null,2897,null,7141,null,1602,null,3388,null,1123,null,17573,null,2153,null,27363,null,2351,null,167117,null,5349,null,112771,null,4966,null,21247,null,2482,null,20698,null,2176,null,70826,null,3612,null,54346,null,3064,null,0400000US09,Connecticut,09
220655,null,4595,null,159862,null,4634,null,65301,null,3871,null,17053,null,2144,null,14196,null,1895,null,34052,null,2873,null,94561,null,3269,null,60793,null,3516,null,15255,null,2209,null,8364,null,1467,null,2392,null,827,null,1570,null,761,null,4402,null,1115,null,6891,null,1319,null,45538,null,2668,null,30220,null,2441,null,4668,null,1051,null,7623,null,1359,null,17929,null,1993,null,15318,null,1958,null,0400000US10,Delaware,10
109030,null,4490,null,56695,null,3271,null,19897,null,2107,null,8176,null,1309,null,3318,null,945,null,8403,null,1510,null,36798,null,2374,null,52335,null,3198,null,8793,null,1521,null,4975,null,1249,null,1259,null,626,null,625,null,451,null,3091,null,926,null,3818,null,934,null,43542,null,3021,null,27146,null,2359,null,3857,null,1000,null,6331,null,1362,null,16958,null,2015,null,16396,null,2027,null,0400000US11,District of Columbia,11
4542466,null,26422,null,3335399,null,24164,null,1267253,null,15420,null,297992,null,8994,null,260029,null,9002,null,709232,null,11580,null,2068146,null,16408,null,1207067,null,18419,null,309759,null,8995,null,171405,null,8487,null,48982,null,4959,null,26928,null,3036,null,95495,null,6295,null,138354,null,5986,null,897308,null,15756,null,584246,null,11333,null,118220,null,6640,null,109007,null,5385,null,357019,null,9569,null,313062,null,9812,null,0400000US12,Florida,12
2370143,null,18487,null,1676830,null,17252,null,784587,null,13098,null,188983,null,6727,null,174873,null,7028,null,420731,null,9780,null,892243,null,12034,null,693313,null,13963,null,158873,null,6542,null,90964,null,5559,null,23621,null,2894,null,15191,null,2010,null,52152,null,4190,null,67909,null,4325,null,534440,null,11616,null,377600,null,9644,null,77457,null,6022,null,83003,null,5949,null,217140,null,6149,null,156840,null,6625,null,0400000US13,Georgia,13
310366,null,5604,null,228864,null,5695,null,106281,null,4128,null,25242,null,2578,null,27290,null,2505,null,53749,null,3279,null,122583,null,4631,null,81502,null,4335,null,25867,null,2774,null,15776,null,2344,null,3943,null,1149,null,2785,null,1050,null,9048,null,1636,null,10091,null,1649,null,55635,null,3572,null,34008,null,3264,null,7122,null,1208,null,9052,null,1807,null,17834,null,2497,null,21627,null,2270,null,0400000US15,Hawaii,15
