B17004_001E,B17004_001EA,B17004_001M,B17004_001MA,B17004_002E,B17004_002EA,B17004_002M,B17004_002MA,B17004_003E,B17004_003EA,B17004_003M,B17004_003MA,B17004_004E,B17004_004EA,B17004_004M,B17004_004MA,B17004_005E,B17004_005EA,B17004_005M,B17004_005MA,B17004_006E,B17004_006EA,B17004_006M,B17004_006MA,B17004_007E,B17004_007EA,B17004_007M,B17004_007MA,B17004_008E,B17004_008EA,B17004_008M,B17004_008MA,B17004_009E,B17004_009EA,B17004_009M,B17004_009MA,B17004_010E,B17004_010EA,B17004_010M,B17004_010MA,B17004_011E,B17004_011EA,B17004_011M,B17004_011MA,B17004_012E,B17004_012EA,B17004_012M,B17004_012MA,B17004_013E,B17004_013EA,B17004_013M,B17004_013MA,B17004_014E,B17004_014EA,B17004_014M,B17004_014MA,B17004_015E,B17004_015EA,B17004_015M,B17004_015MA,B17004_016E,B17004_016EA,B17004_016M,B17004_016MA,B17004_017E,B17004_017EA,B17004_017M,B17004_017MA,B17004_018E,B17004_018EA,B17004_018M,B17004_018MA,B17004_019E,B17004_019EA,B17004_019M,B17004_019MA,GEO_ID,NAME,state
3599754,null,4678,null,554545,null,15640,null,220746,null,8553,null,17792,null,2375,null,71101,null,4822,null,131853,null,6684,null,333799,null,10148,null,25819,null,2422,null,99482,null,5365,null,208498,null,7792,null,3045209,null,16734,null,1488427,null,9865,null,795048,null,10002,null,312100,null,8410,null,381279,null,8095,null,1556782,null,10983,null,599763,null,10139,null,362821,null,8137,null,594198,null,10854,null,0400000US01,Alabama,01
522930,null,1707,null,40741,null,3373,null,17896,null,2253,null,1674,null,753,null,9744,null,1690,null,6478,null,1355,null,22845,null,2186,null,1020,null,583,null,11804,null,1615,null,10021,null,1589,null,482189,null,3430,null,249674,null,2461,null,122636,null,3661,null,85147,null,3817,null,41891,null,2752,null,232515,null,2399,null,91345,null,3955,null,80946,null,3899,null,60224,null,3006,null,0400000US02,Alaska,02
4952025,null,3972,null,711466,null,17832,null,326940,null,11234,null,45278,null,4966,null,112861,null,6799,null,168801,null,9543,null,384526,null,10977,null,24616,null,2978,null,112356,null,5446,null,247554,null,9494,null,4240559,null,16905,null,2120815,null,11782,null,1095164,null,14584,null,488659,null,13209,null,536992,null,9542,null,2119744,null,10606,null,804086,null,11745,null,526823,null,11645,null,788835,null,12455,null,0400000US04,Arizona,04
2186610,null,3373,null,356010,null,11710,null,146369,null,7274,null,18366,null,2577,null,52297,null,4333,null,75706,null,5073,null,209641,null,7672,null,18283,null,2527,null,66669,null,4575,null,124689,null,6286,null,1830600,null,11486,null,902977,null,7179,null,478894,null,7986,null,191670,null,5696,null,232413,null,5162,null,927623,null,7679,null,374761,null,9235,null,213724,null,7064,null,339138,null,7145,null,0400000US05,Arkansas,05
28003160,null,9567,null,3470873,null,41986,null,1533686,null,24923,null,201339,null,8931,null,569713,null,14483,null,762634,null,16727,null,1937187,null,25783,null,116100,null,6532,null,579791,null,14485,null,1241296,null,21558,null,24532287,null,41112,null,12293939,null,26537,null,6385646,null,29961,null,3026249,null,29615,null,2882044,null,22076,null,12238348,null,26816,null,4464534,null,26972,null,3367770,null,23733,null,4406044,null,26808,null,0400000US06,California,06
3834935,null,3822,null,442068,null,14612,null,199474,null,8889,null,25491,null,3396,null,94540,null,6477,null,79443,null,4635,null,242594,null,8559,null,17961,null,2660,null,98596,null,5513,null,126037,null,5504,null,3392867,null,14926,null,1707445,null,10207,null,981341,null,11923,null,424754,null,11029,null,301350,null,7452,null,1685422,null,9153,null,694510,null,10938,null,497717,null,9097,null,493195,null,7811,null,0400000US08,Colorado,08
2705719,null,2561,null,233848,null,10971,null,95889,null,6065,null,5794,null,1471,null,35557,null,3750,null,54538,null,4200,null,137959,null,7079,null,9069,null,1743,null,46593,null,4238,null,82297,null,4783,null,2471871,null,10904,null,1205385,null,6457,null,671085,null,8015,null,293735,null,7392,null,240565,null,6351,null,1266486,null,7288,null,496322,null,8781,null,386162,null,8291,null,384002,null,5697,null,0400000US09,Connecticut,09
681719,null,1641,null,62583,null,5985,null,24217,null,3350,null,2079,null,879,null,9398,null,2082,null,12740,null,2140,null,38366,null,3870,null,2872,null,1038,null,13271,null,2036,null,22223,null,2793,null,619136,null,6277,null,300646,null,3697,null,162768,null,4418,null,66397,null,3184,null,71481,null,3477,null,318490,null,4474,null,129579,null,4292,null,86040,null,4105,null,102871,null,3585,null,0400000US10,Delaware,10
470169,null,1058,null,75197,null,6420,null,28508,null,3257,null,1414,null,606,null,8867,null,1732,null,18227,null,2442,null,46689,null,4351,null,1584,null,612,null,13962,null,2408,null,31143,null,3308,null,394972,null,6234,null,189261,null,3198,null,110139,null,3741,null,40975,null,3585,null,38147,null,3161,null,205711,null,4627,null,109843,null,4141,null,44635,null,3929,null,51233,null,3308,null,0400000US11,District of Columbia,11
14586469,null,8098,null,1939666,null,29152,null,841741,null,16772,null,88049,null,5607,null,288423,null,10819,null,465269,null,11933,null,1097925,null,21031,null,77541,null,5036,null,318445,null,12538,null,701939,null,14783,null,12646803,null,30628,null,6187032,null,18326,null,3063416,null,23972,null,1349066,null,19986,null,1774550,null,19160,null,6459771,null,23603,null,2448532,null,22575,null,1496959,null,18003,null,2514280,null,22951,null,0400000US12,Florida,12
7266618,null,7852,null,1058358,null,24269,null,435579,null,14816,null,48806,null,4056,null,152747,null,8130,null,234026,null,10556,null,622779,null,15175,null,55200,null,4872,null,184669,null,7947,null,382910,null,10938,null,6208260,null,25467,null,3033577,null,17658,null,1698904,null,18705,null,645740,null,14409,null,688933,null,14729,null,3174683,null,15371,null,1341270,null,13506,null,769344,null,14601,null,1064069,null,14139,null,0400000US13,Georgia,13
1010146,null,2156,null,96074,null,7067,null,41163,null,4381,null,4379,null,1043,null,14956,null,2486,null,21828,null,2786,null,54911,null,4197,null,4475,null,1152,null,17563,null,2299,null,32873,null,3245,null,914072,null,7214,null,462683,null,5317,null,261201,null,4814,null,103113,null,4906,null,98369,null,3655,null,451389,null,4747,null,194168,null,5080,null,107401,null,4946,null,149820,null,4367,null,0400000US15,Hawaii,15
1144348,null,2244,null,148067,null,8477,null,66359,null,5437,null,7530,null,1477,null,35542,null,3838,null,23287,null,3268,null,81708,null,5134,null,6887,null,1530,null,35016,null,3631,null,39805,null,2975,null,996281,null,9117,null,500923,null,6044,null,254204,null,5622,null,137075,null,5987,null,109644,null,3812,null,495358,null,5200,null,175489,null,4950,null,153771,null,4504,null,166098,null,4430,null,0400000US16,Idaho,16
9797192,null,6110,null,1143570,null,24066,null,478838,null,13216,null,50115,null,4081,null,170489,null,9215,null,258234,null,9769,null,664732,null,16100,null,47341,null,4094,null,225435,null,9174,null,391956,null,11740,null,8653622,null,24181,null,4276385,null,13667,null,2314240,null,17966,null,1040733,null,14027,null,921412,null,13813,null,4377237,null,16238,null,1747786,null,15197,null,1201900,null,13751,null,1427551,null,12341,null,0400000US17,Illinois,17
4843304,null,4943,null,612325,null,14645,null,251151,null,8543,null,25050,null,3332,null,108025,null,6130,null,118076,null,6165,null,361174,null,9262,null,30935,null,2882,null,135896,null,5910,null,194343,null,7780,null,4230979,null,15020,null,2105326,null,11160,null,1116027,null,10763,null,521209,null,9048,null,468090,null,7711,null,2125653,null,11003,null,809844,null,10964,null,613724,null,8749,null,702085,null,9967,null,0400000US18,Indiana,18
