B19013G_001E,B19013G_001EA,B19013G_001M,B19013G_001MA,GEO_ID,NAME,state
31341,null,5543,null,0400000US01,Alabama,01
46626,null,8026,null,0400000US02,Alaska,02
46098,null,4549,null,0400000US04,Arizona,04
29628,null,5399,null,0400000US05,Arkansas,05
56148,null,1914,null,0400000US06,California,06
43418,null,5359,null,0400000US08,Colorado,08
46720,null,3236,null,0400000US09,Connecticut,09
42938,null,23304,null,0400000US10,Delaware,10
51197,null,7986,null,0400000US11,District of Columbia,11
42472,null,2907,null,0400000US12,Florida,12
46357,null,7230,null,0400000US13,Georgia,13
61507,null,5876,null,0400000US15,Hawaii,15
33713,null,7514,null,0400000US16,Idaho,16
45849,null,5583,null,0400000US17,Illinois,17
34339,null,5346,null,0400000US18,Indiana,18
36493,null,6579,null,0400000US19,Iowa,19
37950,null,7035,null,0400000US20,Kansas,20
22153,null,2236,null,0400000US21,Kentucky,21
36972,null,6350,null,0400000US22,Louisiana,22
30556,null,9317,null,0400000US23,Maine,23
64658,null,5012,null,0400000US24,Maryland,24
48905,null,6317,null,0400000US25,Massachusetts,25
33427,null,1688,null,0400000US26,Michigan,26
40125,null,5152,null,0400000US27,Minnesota,27
37673,null,16206,null,0400000US28,Mississippi,28
31340,null,3039,null,0400000US29,Missouri,29
33404,null,6370,null,0400000US30,Montana,30
33471,null,8315,null,0400000US31,Nebraska,31
49961,null,5901,null,0400000US32,Nevada,32
58132,null,12521,null,0400000US33,New Hampshire,33
58099,null,6312,null,0400000US34,New Jersey,34
37033,null,4874,null,0400000US35,New Mexico,35
41538,null,2206,null,0400000US36,New York,36
36289,null,2895,null,0400000US37,North Carolina,37
38651,null,11769,null,0400000US38,North Dakota,38
33095,null,2781,null,0400000US39,Ohio,39
31785,null,1528,null,0400000US40,Oklahoma,40
40323,null,3698,null,0400000US41,Oregon,41
41220,null,3040,null,0400000US42,Pennsylvania,42
33256,null,14744,null,0400000US44,Rhode Island,44
30767,null,6993,null,0400000US45,South Carolina,45
29103,null,7040,null,0400000US46,South Dakota,46
37136,null,5011,null,0400000US47,Tennessee,47
43688,null,1484,null,0400000US48,Texas,48
52149,null,7673,null,0400000US49,Utah,49
38305,null,8010,null,0400000US50,Vermont,50
55244,null,5221,null,0400000US51,Virginia,51
49332,null,5352,null,0400000US53,Washington,53
28902,null,3528,null,0400000US54,West Virginia,54
38570,null,4626,null,0400000US55,Wisconsin,55
50546,null,13727,null,0400000US56,Wyoming,56
16637,null,810,null,0400000US72,Puerto Rico,72
