B06004B_001E,B06004B_001EA,B06004B_001M,B06004B_001MA,B06004B_002E,B06004B_002EA,B06004B_002M,B06004B_002MA,B06004B_003E,B06004B_003EA,B06004B_003M,B06004B_003MA,B06004B_004E,B06004B_004EA,B06004B_004M,B06004B_004MA,B06004B_005E,B06004B_005EA,B06004B_005M,B06004B_005MA,GEO_ID,NAME,state
1229268,null,5545,null,1029533,null,9358,null,186614,null,8667,null,4068,null,1065,null,9053,null,2388,null,0400000US01,Alabama,01
27067,null,1511,null,7704,null,1996,null,15591,null,1869,null,1270,null,861,null,2502,null,1028,null,0400000US02,Alaska,02
254011,null,7261,null,87255,null,8313,null,138201,null,7587,null,3760,null,1094,null,24795,null,4286,null,0400000US04,Arizona,04
447786,null,5069,null,347353,null,9012,null,96453,null,7001,null,1158,null,552,null,2822,null,1176,null,0400000US05,Arkansas,05
2247948,null,13760,null,1405803,null,18590,null,682855,null,13053,null,16941,null,2984,null,142349,null,9133,null,0400000US06,California,06
194951,null,5530,null,78343,null,4499,null,92404,null,5943,null,3905,null,1221,null,20299,null,3541,null,0400000US08,Colorado,08
337293,null,5466,null,174153,null,6801,null,83728,null,5085,null,5602,null,1360,null,73810,null,5882,null,0400000US09,Connecticut,09
183790,null,3416,null,94138,null,5106,null,73268,null,5544,null,1738,null,1066,null,14646,null,3739,null,0400000US10,Delaware,10
319119,null,2130,null,196182,null,5942,null,104956,null,5770,null,2575,null,1093,null,15406,null,3291,null,0400000US11,District of Columbia,11
2898631,null,16932,null,1665018,null,22800,null,611481,null,15385,null,48144,null,5752,null,573988,null,18452,null,0400000US12,Florida,12
2946121,null,12586,null,1885313,null,18790,null,879817,null,18296,null,25809,null,4147,null,155182,null,12011,null,0400000US13,Georgia,13
29307,null,3852,null,3132,null,1609,null,23169,null,2933,null,1034,null,879,null,1972,null,1066,null,0400000US15,Hawaii,15
10240,null,1849,null,1138,null,637,null,5940,null,1445,null,52,null,90,null,3110,null,1384,null,0400000US16,Idaho,16
1878098,null,9494,null,1388716,null,16785,null,427840,null,12975,null,7182,null,1731,null,54360,null,6360,null,0400000US17,Illinois,17
566692,null,5579,null,352044,null,8602,null,199558,null,7573,null,1482,null,635,null,13608,null,3341,null,0400000US18,Indiana,18
76411,null,3649,null,32638,null,3531,null,34979,null,2915,null,385,null,413,null,8409,null,1925,null,0400000US19,Iowa,19
157223,null,4450,null,83055,null,5098,null,65154,null,4022,null,1492,null,794,null,7522,null,1693,null,0400000US20,Kansas,20
323189,null,6246,null,229196,null,7199,null,79428,null,5928,null,3198,null,1080,null,11367,null,2270,null,0400000US21,Kentucky,21
1435911,null,6488,null,1270604,null,10977,null,148955,null,9443,null,3734,null,1080,null,12618,null,3920,null,0400000US22,Louisiana,22
17563,null,3232,null,3928,null,1163,null,5783,null,1287,null,339,null,267,null,7513,null,2571,null,0400000US23,Maine,23
1652857,null,8588,null,802557,null,15792,null,672338,null,14329,null,14919,null,2758,null,163043,null,10145,null,0400000US24,Maryland,24
416571,null,7537,null,192969,null,8277,null,81326,null,4930,null,9436,null,2094,null,132840,null,7885,null,0400000US25,Massachusetts,25
1388500,null,9079,null,1035732,null,13191,null,322034,null,9529,null,5553,null,1968,null,25181,null,3892,null,0400000US26,Michigan,26
233086,null,4575,null,82914,null,5424,null,85307,null,4744,null,2296,null,1100,null,62569,null,5668,null,0400000US27,Minnesota,27
1096054,null,6284,null,937266,null,11569,null,154408,null,9760,null,2363,null,953,null,2017,null,911,null,0400000US28,Mississippi,28
669157,null,6213,null,476948,null,8998,null,175443,null,6975,null,1459,null,568,null,15307,null,2786,null,0400000US29,Missouri,29
2944,null,1048,null,1005,null,607,null,1697,null,768,null,0,null,240,null,242,null,263,null,0400000US30,Montana,30
76793,null,2808,null,42784,null,3039,null,24240,null,2143,null,658,null,339,null,9111,null,1956,null,0400000US31,Nebraska,31
202700,null,4022,null,58742,null,5395,null,123459,null,5608,null,2823,null,1302,null,17676,null,2919,null,0400000US32,Nevada,32
16641,null,1369,null,2787,null,870,null,7147,null,1383,null,444,null,357,null,6263,null,1235,null,0400000US33,New Hampshire,33
1188841,null,9583,null,685985,null,11637,null,306483,null,9644,null,17135,null,3038,null,179238,null,8817,null,0400000US34,New Jersey,34
43413,null,3115,null,12759,null,2744,null,26174,null,2351,null,1112,null,847,null,3368,null,1515,null,0400000US35,New Mexico,35
3068887,null,16566,null,1789863,null,20228,null,405573,null,11154,null,47616,null,4276,null,825835,null,16621,null,0400000US36,New York,36
1972003,null,11599,null,1398776,null,18456,null,508391,null,15626,null,14543,null,2357,null,50293,null,5707,null,0400000US37,North Carolina,37
6962,null,817,null,496,null,372,null,2880,null,732,null,178,null,160,null,3408,null,950,null,0400000US38,North Dakota,38
1363461,null,8833,null,989680,null,12070,null,311437,null,9936,null,8518,null,2047,null,53826,null,6770,null,0400000US39,Ohio,39
268412,null,5648,null,177664,null,5801,null,78259,null,4666,null,2601,null,1100,null,9888,null,2612,null,0400000US40,Oklahoma,40
68196,null,4095,null,29953,null,3952,null,30508,null,3127,null,184,null,180,null,7551,null,1910,null,0400000US41,Oregon,41
1325314,null,9617,null,952511,null,13762,null,270513,null,10106,null,10702,null,2362,null,91588,null,10019,null,0400000US42,Pennsylvania,42
63171,null,3411,null,27949,null,2844,null,14133,null,2623,null,1071,null,631,null,20018,null,2808,null,0400000US44,Rhode Island,44
1273826,null,5710,null,1022815,null,13104,null,234453,null,11911,null,6175,null,1566,null,10383,null,1922,null,0400000US45,South Carolina,45
8530,null,1093,null,2480,null,829,null,2257,null,897,null,26,null,52,null,3767,null,928,null,0400000US46,South Dakota,46
1039226,null,7122,null,759156,null,13010,null,257285,null,11474,null,4968,null,1494,null,17817,null,3160,null,0400000US47,Tennessee,47
2856747,null,12761,null,1988078,null,20044,null,702295,null,18489,null,23275,null,2903,null,143099,null,11104,null,0400000US48,Texas,48
32388,null,3194,null,13755,null,3136,null,13692,null,2545,null,528,null,570,null,4413,null,1776,null,0400000US49,Utah,49
5145,null,855,null,768,null,576,null,3570,null,754,null,59,null,91,null,748,null,461,null,0400000US50,Vermont,50
1542737,null,9786,null,993441,null,14178,null,456178,null,11128,null,15176,null,3099,null,77942,null,6624,null,0400000US51,Virginia,51
229534,null,6084,null,81974,null,6051,null,101068,null,5453,null,6368,null,1800,null,40124,null,5015,null,0400000US53,Washington,53
