C17010_001E,C17010_001EA,C17010_001M,C17010_001MA,C17010_002E,C17010_002EA,C17010_002M,C17010_002MA,C17010_003E,C17010_003EA,C17010_003M,C17010_003MA,C17010_004E,C17010_004EA,C17010_004M,C17010_004MA,C17010_005E,C17010_005EA,C17010_005M,C17010_005MA,C17010_006E,C17010_006EA,C17010_006M,C17010_006MA,C17010_007E,C17010_007EA,C17010_007M,C17010_007MA,C17010_008E,C17010_008EA,C17010_008M,C17010_008MA,C17010_009E,C17010_009EA,C17010_009M,C17010_009MA,C17010_010E,C17010_010EA,C17010_010M,C17010_010MA,C17010_011E,C17010_011EA,C17010_011M,C17010_011MA,C17010_012E,C17010_012EA,C17010_012M,C17010_012MA,C17010_013E,C17010_013EA,C17010_013M,C17010_013MA,C17010_014E,C17010_014EA,C17010_014M,C17010_014MA,C17010_015E,C17010_015EA,C17010_015M,C17010_015MA,C17010_016E,C17010_016EA,C17010_016M,C17010_016MA,C17010_017E,C17010_017EA,C17010_017M,C17010_017MA,GEO_ID,NAME,state
1246056,null,11767,null,166703,null,5280,null,51081,null,3470,null,30977,null,3039,null,115622,null,4531,null,13304,null,2007,null,9356,null,1695,null,102318,null,4068,null,88176,null,3784,null,1079353,null,12047,null,833452,null,11027,null,336013,null,7643,null,245901,null,7893,null,63729,null,4207,null,31723,null,3473,null,182172,null,7676,null,103382,null,5481,null,0400000US01,Alabama,01
159940,null,3646,null,9850,null,1365,null,2625,null,686,null,2331,null,614,null,7225,null,1361,null,1319,null,615,null,1157,null,601,null,5906,null,1216,null,5769,null,1216,null,150090,null,3688,null,116518,null,3220,null,55851,null,2731,null,33572,null,2634,null,12461,null,1669,null,7719,null,1257,null,21111,null,2081,null,14275,null,1753,null,0400000US02,Alaska,02
1514235,null,13945,null,175498,null,7259,null,79652,null,4954,null,53610,null,4220,null,95846,null,5146,null,20151,null,2636,null,16647,null,2236,null,75695,null,5147,null,66527,null,4656,null,1338737,null,13081,null,1046173,null,12194,null,438314,null,8881,null,292564,null,8661,null,96639,null,6054,null,55592,null,4823,null,195925,null,6956,null,125574,null,6004,null,0400000US04,Arizona,04
768492,null,8905,null,113410,null,4531,null,42448,null,2721,null,26089,null,2667,null,70962,null,4404,null,9088,null,1766,null,6168,null,1440,null,61874,null,4077,null,54875,null,3720,null,655082,null,7950,null,523949,null,8443,null,207707,null,5456,null,131133,null,5330,null,40414,null,3461,null,21079,null,2755,null,90719,null,4490,null,56013,null,3452,null,0400000US05,Arkansas,05
8366253,null,25708,null,887411,null,13879,null,383236,null,10824,null,281793,null,9277,null,504175,null,12303,null,106471,null,6044,null,86084,null,5286,null,397704,null,10265,null,344849,null,9887,null,7478842,null,27770,null,5657974,null,30044,null,2787938,null,25114,null,1820868,null,24083,null,625098,null,14682,null,326317,null,10553,null,1195770,null,16812,null,683816,null,11843,null,0400000US06,California,06
1233139,null,11054,null,109626,null,5252,null,47715,null,3972,null,31897,null,3401,null,61911,null,4325,null,10894,null,1902,null,7875,null,1525,null,51017,null,3855,null,46007,null,3755,null,1123513,null,10157,null,922053,null,10702,null,407260,null,8027,null,201460,null,6908,null,65210,null,4379,null,35488,null,3253,null,136250,null,5728,null,85847,null,5232,null,0400000US08,Colorado,08
890530,null,9200,null,59484,null,4290,null,14009,null,1938,null,8923,null,1591,null,45475,null,3661,null,5119,null,1217,null,3605,null,1194,null,40356,null,3452,null,34966,null,3243,null,831046,null,9223,null,653939,null,8630,null,298493,null,6334,null,177107,null,5856,null,50346,null,3797,null,24497,null,2847,null,126761,null,4600,null,77805,null,4212,null,0400000US09,Connecticut,09
220655,null,4595,null,15627,null,2343,null,4115,null,1091,null,3096,null,990,null,11512,null,2117,null,1917,null,802,null,1233,null,701,null,9595,null,1794,null,8713,null,1666,null,205028,null,4752,null,155747,null,4527,null,62205,null,3672,null,49281,null,3041,null,13338,null,1956,null,7131,null,1339,null,35943,null,2283,null,21507,null,2156,null,0400000US10,Delaware,10
109030,null,4490,null,15965,null,2196,null,1175,null,453,null,552,null,358,null,14790,null,2107,null,1994,null,721,null,1651,null,671,null,12796,null,2031,null,11138,null,1943,null,93065,null,4537,null,55520,null,3162,null,19345,null,2057,null,37545,null,3087,null,6799,null,1289,null,3324,null,923,null,30746,null,2857,null,16008,null,2056,null,0400000US11,District of Columbia,11
4542466,null,26422,null,488257,null,11108,null,192017,null,7854,null,106473,null,6470,null,296240,null,10087,null,55004,null,4318,null,40744,null,3888,null,241236,null,9765,null,207544,null,9185,null,4054209,null,24841,null,3143382,null,23398,null,1160780,null,14064,null,910827,null,17910,null,254755,null,8633,null,130661,null,7400,null,656072,null,14252,null,376702,null,9739,null,0400000US12,Florida,12
