B21001_001E,B21001_001EA,B21001_001M,B21001_001MA,B21001_002E,B21001_002EA,B21001_002M,B21001_002MA,B21001_003E,B21001_003EA,B21001_003M,B21001_003MA,B21001_004E,B21001_004EA,B21001_004M,B21001_004MA,B21001_005E,B21001_005EA,B21001_005M,B21001_005MA,B21001_006E,B21001_006EA,B21001_006M,B21001_006MA,B21001_007E,B21001_007EA,B21001_007M,B21001_007MA,B21001_008E,B21001_008EA,B21001_008M,B21001_008MA,B21001_009E,B21001_009EA,B21001_009M,B21001_009MA,B21001_010E,B21001_010EA,B21001_010M,B21001_010MA,B21001_011E,B21001_011EA,B21001_011M,B21001_011MA,B21001_012E,B21001_012EA,B21001_012M,B21001_012MA,B21001_013E,B21001_013EA,B21001_013M,B21001_013MA,B21001_014E,B21001_014EA,B21001_014M,B21001_014MA,B21001_015E,B21001_015EA,B21001_015M,B21001_015MA,B21001_016E,B21001_016EA,B21001_016M,B21001_016MA,B21001_017E,B21001_017EA,B21001_017M,B21001_017MA,B21001_018E,B21001_018EA,B21001_018M,B21001_018MA,B21001_019E,B21001_019EA,B21001_019M,B21001_019MA,B21001_020E,B21001_020EA,B21001_020M,B21001_020MA,B21001_021E,B21001_021EA,B21001_021M,B21001_021MA,B21001_022E,B21001_022EA,B21001_022M,B21001_022MA,B21001_023E,B21001_023EA,B21001_023M,B21001_023MA,B21001_024E,B21001_024EA,B21001_024M,B21001_024MA,B21001_025E,B21001_025EA,B21001_025M,B21001_025MA,B21001_026E,B21001_026EA,B21001_026M,B21001_026MA,B21001_027E,B21001_027EA,B21001_027M,B21001_027MA,B21001_028E,B21001_028EA,B21001_028M,B21001_028MA,B21001_029E,B21001_029EA,B21001_029M,B21001_029MA,B21001_030E,B21001_030EA,B21001_030M,B21001_030MA,B21001_031E,B21001_031EA,B21001_031M,B21001_031MA,B21001_032E,B21001_032EA,B21001_032M,B21001_032MA,B21001_033E,B21001_033EA,B21001_033M,B21001_033MA,GEO_ID,NAME,state
3558849,null,2922,null,1684799,null,3601,null,530107,null,4148,null,24371,null,3156,null,505736,null,5010,null,622045,null,4325,null,107432,null,4295,null,514613,null,5555,null,262966,null,1717,null,94910,null,3783,null,168056,null,3864,null,160831,null,2023,null,68951,null,2583,null,91880,null,2950,null,108850,null,1403,null,75929,null,2371,null,32921,null,2188,null,1874050,null,2672,null,542027,null,3492,null,5323,null,1216,null,536704,null,3754,null,662218,null,3405,null,12704,null,1691,null,649514,null,3618,null,290440,null,1519,null,4667,null,1053,null,285773,null,1590,null,193491,null,1621,null,1298,null,449,null,192193,null,1607,null,185874,null,1315,null,1820,null,511,null,184054,null,1400,null,0400000US01,Alabama,01
500570,null,2630,null,254967,null,2326,null,92187,null,2680,null,8993,null,1502,null,83194,null,2898,null,96445,null,2243,null,20603,null,2117,null,75842,null,2619,null,41720,null,1019,null,17249,null,1317,null,24471,null,1589,null,16568,null,826,null,8968,null,1156,null,7600,null,1010,null,8047,null,454,null,5700,null,543,null,2347,null,573,null,245603,null,1392,null,82798,null,1767,null,2580,null,890,null,80218,null,1834,null,98116,null,1233,null,4178,null,905,null,93938,null,1541,null,37361,null,854,null,1487,null,519,null,35874,null,993,null,15566,null,1094,null,552,null,408,null,15014,null,1119,null,11762,null,899,null,148,null,208,null,11614,null,961,null,0400000US02,Alaska,02
4843073,null,2400,null,2402543,null,2220,null,812383,null,2961,null,35098,null,4301,null,777285,null,5315,null,867290,null,2343,null,119333,null,5911,null,747957,null,5963,null,332960,null,1189,null,119901,null,3887,null,213059,null,4155,null,213091,null,1419,null,98993,null,3636,null,114098,null,3525,null,176819,null,1010,null,123662,null,2963,null,53157,null,2883,null,2440530,null,1748,null,743411,null,2469,null,6646,null,1367,null,736765,null,2945,null,853262,null,2256,null,16276,null,1901,null,836986,null,2936,null,366688,null,871,null,5452,null,1012,null,361236,null,1399,null,241363,null,1267,null,2451,null,808,null,238912,null,1503,null,235806,null,1149,null,4822,null,1206,null,230984,null,1625,null,0400000US04,Arizona,04
2173244,null,2274,null,1043621,null,2703,null,329825,null,3394,null,18641,null,2905,null,311184,null,4267,null,375896,null,3100,null,55447,null,4127,null,320449,null,4446,null,161150,null,1715,null,59000,null,3516,null,102150,null,3235,null,102992,null,1320,null,46858,null,1894,null,56134,null,2192,null,73758,null,1138,null,49907,null,2018,null,23851,null,1949,null,1129623,null,1850,null,324230,null,2835,null,2655,null,864,null,321575,null,2868,null,393563,null,2750,null,6336,null,1216,null,387227,null,3046,null,175998,null,1710,null,2643,null,1006,null,173355,null,2004,null,118938,null,1450,null,1255,null,561,null,117683,null,1550,null,116894,null,1319,null,1274,null,498,null,115620,null,1434,null,0400000US05,Arkansas,05
27365341,null,6541,null,13532811,null,6981,null,4640967,null,5930,null,139048,null,8024,null,4501919,null,9609,null,5255552,null,4437,null,422600,null,10234,null,4832952,null,10967,null,1857445,null,2783,null,461052,null,10044,null,1396393,null,10187,null,1008573,null,2518,null,372865,null,6986,null,635708,null,7337,null,770274,null,2230,null,443668,null,5617,null,326606,null,6123,null,13832530,null,4105,null,4347422,null,3746,null,27380,null,3071,null,4320042,null,4382,null,5144085,null,3686,null,50681,null,3974,null,5093404,null,5057,null,1976639,null,2391,null,17391,null,1948,null,1959248,null,3059,null,1170819,null,2533,null,10202,null,1492,null,1160617,null,2726,null,1193565,null,2134,null,18669,null,2242,null,1174896,null,2836,null,0400000US06,California,06
3762991,null,3299,null,1872005,null,3511,null,624193,null,2958,null,26847,null,2529,null,597346,null,3892,null,732075,null,2791,null,104376,null,4566,null,627699,null,4943,null,281347,null,1489,null,95154,null,3998,null,186193,null,3964,null,141621,null,1376,null,71864,null,2853,null,69757,null,2865,null,92769,null,1218,null,66000,null,2168,null,26769,null,2231,null,1890986,null,2719,null,583591,null,2847,null,5552,null,1300,null,578039,null,3084,null,718203,null,3002,null,16479,null,2312,null,701724,null,3562,null,289641,null,1219,null,3983,null,892,null,285658,null,1463,null,155884,null,1366,null,2463,null,659,null,153421,null,1408,null,143667,null,1735,null,2632,null,553,null,141035,null,1833,null,0400000US08,Colorado,08
2703644,null,1431,null,1296578,null,1767,null,379972,null,1846,null,9549,null,1423,null,370423,null,2161,null,512736,null,1893,null,41428,null,2904,null,471308,null,3187,null,201317,null,1027,null,52348,null,2861,null,148969,null,2841,null,114195,null,741,null,50278,null,2453,null,63917,null,2531,null,88358,null,584,null,59600,null,1647,null,28758,null,1776,null,1407066,null,1337,null,368171,null,1447,null,1382,null,645,null,366789,null,1697,null,536046,null,1526,null,4057,null,856,null,531989,null,1770,null,218365,null,947,null,1579,null,591,null,216786,null,1140,null,133992,null,821,null,443,null,291,null,133549,null,894,null,150492,null,579,null,1968,null,545,null,148524,null,820,null,0400000US09,Connecticut,09
673811,null,1087,null,319197,null,1176,null,97307,null,1026,null,4642,null,1154,null,92665,null,1588,null,117844,null,938,null,15838,null,2060,null,102006,null,2150,null,50090,null,658,null,19199,null,1276,null,30891,null,1299,null,30690,null,597,null,14981,null,1241,null,15709,null,1446,null,23266,null,501,null,16496,null,981,null,6770,null,1034,null,354614,null,745,null,99402,null,591,null,1200,null,603,null,98202,null,803,null,127642,null,572,null,3734,null,986,null,123908,null,1178,null,55704,null,786,null,520,null,266,null,55184,null,810,null,36963,null,621,null,100,null,118,null,36863,null,618,null,34903,null,830,null,522,null,319,null,34381,null,832,null,0400000US10,Delaware,10
483664,null,861,null,222526,null,915,null,85160,null,547,null,2369,null,1014,null,82791,null,1051,null,79911,null,667,null,7791,null,1225,null,72120,null,1271,null,29852,null,684,null,6838,null,1298,null,23014,null,1442,null,16629,null,683,null,5100,null,861,null,11529,null,1048,null,10974,null,298,null,8157,null,676,null,2817,null,758,null,261138,null,362,null,98710,null,540,null,339,null,341,null,98371,null,650,null,83206,null,355,null,1379,null,667,null,81827,null,744,null,36803,null,225,null,374,null,299,null,36429,null,381,null,21307,null,502,null,198,null,164,null,21109,null,532,null,21112,null,501,null,149,null,145,null,20963,null,520,null,0400000US11,District of Columbia,11
14412206,null,4693,null,6974638,null,5546,null,2038312,null,6268,null,77011,null,5492,null,1961301,null,8242,null,2500101,null,5681,null,334421,null,9198,null,2165680,null,9501,null,1031445,null,2497,null,321163,null,8205,null,710282,null,8579,null,721406,null,2893,null,309320,null,5645,null,412086,null,6075,null,683374,null,2893,null,440439,null,5509,null,242935,null,5976,null,7437568,null,4210,null,1933109,null,4782,null,18275,null,2454,null,1914834,null,5353,null,2562379,null,3659,null,52496,null,3767,null,2509883,null,5317,null,1147895,null,2928,null,14656,null,2040,null,1133239,null,3405,null,844051,null,2851,null,7950,null,1212,null,836101,null,2997,null,950134,null,2491,null,16133,null,1885,null,934001,null,2741,null,0400000US12,Florida,12
