C27012_001E,C27012_001EA,C27012_001M,C27012_001MA,C27012_002E,C27012_002EA,C27012_002M,C27012_002MA,C27012_003E,C27012_003EA,C27012_003M,C27012_003MA,C27012_004E,C27012_004EA,C27012_004M,C27012_004MA,C27012_005E,C27012_005EA,C27012_005M,C27012_005MA,C27012_006E,C27012_006EA,C27012_006M,C27012_006MA,C27012_007E,C27012_007EA,C27012_007M,C27012_007MA,C27012_008E,C27012_008EA,C27012_008M,C27012_008MA,C27012_009E,C27012_009EA,C27012_009M,C27012_009MA,C27012_010E,C27012_010EA,C27012_010M,C27012_010MA,C27012_011E,C27012_011EA,C27012_011M,C27012_011MA,C27012_012E,C27012_012EA,C27012_012M,C27012_012MA,C27012_013E,C27012_013EA,C27012_013M,C27012_013MA,C27012_014E,C27012_014EA,C27012_014M,C27012_014MA,C27012_015E,C27012_015EA,C27012_015M,C27012_015MA,C27012_016E,C27012_016EA,C27012_016M,C27012_016MA,C27012_017E,C27012_017EA,C27012_017M,C27012_017MA,C27012_018E,C27012_018EA,C27012_018M,C27012_018MA,C27012_019E,C27012_019EA,C27012_019M,C27012_019MA,C27012_020E,C27012_020EA,C27012_020M,C27012_020MA,C27012_021E,C27012_021EA,C27012_021M,C27012_021MA,C27012_022E,C27012_022EA,C27012_022M,C27012_022MA,C27012_023E,C27012_023EA,C27012_023M,C27012_023MA,C27012_024E,C27012_024EA,C27012_024M,C27012_024MA,C27012_025E,C27012_025EA,C27012_025M,C27012_025MA,C27012_026E,C27012_026EA,C27012_026M,C27012_026MA,C27012_027E,C27012_027EA,C27012_027M,C27012_027MA,C27012_028E,C27012_028EA,C27012_028M,C27012_028MA,C27012_029E,C27012_029EA,C27012_029M,C27012_029MA,C27012_030E,C27012_030EA,C27012_030M,C27012_030MA,C27012_031E,C27012_031EA,C27012_031M,C27012_031MA,C27012_032E,C27012_032EA,C27012_032M,C27012_032MA,C27012_033E,C27012_033EA,C27012_033M,C27012_033MA,C27012_034E,C27012_034EA,C27012_034M,C27012_034MA,C27012_035E,C27012_035EA,C27012_035M,C27012_035MA,C27012_036E,C27012_036EA,C27012_036M,C27012_036MA,C27012_037E,C27012_037EA,C27012_037M,C27012_037MA,C27012_038E,C27012_038EA,C27012_038M,C27012_038MA,C27012_039E,C27012_039EA,C27012_039M,C27012_039MA,C27012_040E,C27012_040EA,C27012_040M,C27012_040MA,C27012_041E,C27012_041EA,C27012_041M,C27012_041MA,C27012_042E,C27012_042EA,C27012_042M,C27012_042MA,C27012_043E,C27012_043EA,C27012_043M,C27012_043MA,C27012_044E,C27012_044EA,C27012_044M,C27012_044MA,C27012_045E,C27012_045EA,C27012_045M,C27012_045MA,C27012_046E,C27012_046EA,C27012_046M,C27012_046MA,GEO_ID,NAME,state
3941124,null,2115,null,1803233,null,13410,null,1766859,null,13596,null,1632848,null,14076,null,1469657,null,13401,null,171529,null,4963,null,5321,null,1021,null,55220,null,2946,null,134011,null,6090,null,36374,null,2198,null,35977,null,2143,null,21326,null,1854,null,13941,null,1271,null,30574,null,2125,null,2615,null,601,null,397,null,398,null,1201350,null,12068,null,1100587,null,11204,null,905738,null,10393,null,638083,null,9685,null,150157,null,5498,null,20901,null,2272,null,149813,null,6841,null,194849,null,7542,null,100763,null,3068,null,100243,null,3146,null,33893,null,2461,null,57772,null,2585,null,98751,null,3069,null,8618,null,1139,null,520,null,370,null,936541,null,11110,null,444485,null,9986,null,385763,null,8897,null,186988,null,5888,null,68454,null,3567,null,60583,null,4033,null,128471,null,5545,null,58722,null,4127,null,492056,null,4261,null,490783,null,4315,null,154327,null,4963,null,286611,null,4769,null,488241,null,4336,null,66652,null,3156,null,1273,null,626,null,0400000US27,Minnesota,27
2115623,null,3424,null,861635,null,10701,null,838302,null,10599,null,703042,null,11522,null,628282,null,11499,null,85239,null,5460,null,4164,null,1153,null,25690,null,2923,null,135260,null,7609,null,23333,null,2436,null,23333,null,2436,null,11909,null,1824,null,6678,null,1299,null,20752,null,2306,null,2508,null,958,null,0,null,291,null,487580,null,10767,null,451875,null,10415,null,286115,null,8445,null,195563,null,7721,null,50025,null,4286,null,5640,null,1154,null,49116,null,3905,null,165760,null,7537,null,35705,null,2565,null,35371,null,2549,null,11891,null,1644,null,15002,null,1832,null,35003,null,2471,null,3903,null,935,null,334,null,320,null,766408,null,10728,null,468872,null,9833,null,334955,null,9165,null,121887,null,6350,null,43782,null,3303,null,92828,null,5341,null,147232,null,6422,null,133917,null,6428,null,297536,null,3849,null,297192,null,3889,null,68621,null,3395,null,111058,null,4116,null,295834,null,3877,null,73472,null,3610,null,344,null,256,null,0400000US28,Mississippi,28
4444575,null,3431,null,1945947,null,15211,null,1888399,null,14798,null,1669078,null,15609,null,1526929,null,15476,null,156844,null,5259,null,6507,null,1586,null,38312,null,3342,null,219321,null,7389,null,57548,null,3222,null,57376,null,3267,null,36507,null,3162,null,17257,null,1444,null,51124,null,2934,null,3270,null,897,null,172,null,169,null,1175388,null,15388,null,1076607,null,14493,null,776580,null,12704,null,569258,null,11237,null,124131,null,5467,null,21180,null,2592,null,94528,null,5711,null,300027,null,8562,null,98781,null,4371,null,98022,null,4428,null,39144,null,2626,null,44467,null,2926,null,96843,null,4524,null,8031,null,1352,null,759,null,537,null,1323240,null,14399,null,698817,null,13079,null,546123,null,11483,null,247682,null,7526,null,80980,null,4845,null,132792,null,6896,null,187266,null,8267,null,152694,null,7867,null,624423,null,5298,null,622248,null,5480,null,214352,null,5683,null,277190,null,6512,null,618723,null,5427,null,90544,null,4672,null,2175,null,806,null,0400000US29,Missouri,29
737175,null,1779,null,299266,null,5627,null,289676,null,5564,null,238550,null,6008,null,206763,null,5876,null,35319,null,2778,null,935,null,447,null,5169,null,1299,null,51126,null,4105,null,9590,null,1311,null,9519,null,1313,null,3618,null,852,null,4005,null,864,null,8910,null,1206,null,614,null,294,null,71,null,57,null,233539,null,6130,null,212545,null,5827,null,143475,null,4942,null,100881,null,4903,null,34859,null,2965,null,3344,null,932,null,12111,null,1950,null,69070,null,5400,null,20994,null,1768,null,20868,null,1764,null,7310,null,1175,null,10065,null,1169,null,20598,null,1792,null,1832,null,535,null,126,null,194,null,204370,null,4730,null,100676,null,4342,null,75401,null,4126,null,32120,null,2852,null,14144,null,2063,null,15945,null,2096,null,22547,null,2458,null,25275,null,2799,null,103694,null,2582,null,103540,null,2607,null,31780,null,2377,null,49806,null,2523,null,103056,null,2632,null,11018,null,1393,null,154,null,136,null,0400000US30,Montana,30
1318004,null,2107,null,653033,null,8783,null,630856,null,8518,null,561519,null,9016,null,496482,null,8509,null,75491,null,4234,null,1511,null,517,null,11651,null,1557,null,69337,null,4497,null,22177,null,2042,null,22078,null,2037,null,11212,null,1471,null,8027,null,1170,null,19190,null,1820,null,1245,null,494,null,99,null,117,null,360638,null,7184,null,323283,null,7077,null,242660,null,6248,null,174507,null,6119,null,50904,null,3185,null,5428,null,1172,null,23745,null,2812,null,80623,null,4404,null,37355,null,1907,null,37237,null,1900,null,10252,null,1173,null,20028,null,1777,null,36882,null,1873,null,2727,null,731,null,118,null,127,null,304333,null,6639,null,137036,null,6275,null,105981,null,5397,null,48086,null,3094,null,20780,null,2059,null,22468,null,2902,null,32636,null,3499,null,31055,null,3137,null,167297,null,2607,null,166264,null,2699,null,45485,null,2849,null,91834,null,3019,null,165504,null,2628,null,23106,null,2339,null,1033,null,589,null,0400000US31,Nebraska,31
1928130,null,2751,null,876411,null,11466,null,847796,null,11398,null,705681,null,10870,null,654950,null,10897,null,83507,null,6571,null,3244,null,904,null,12255,null,1601,null,142115,null,7566,null,28615,null,2494,null,28005,null,2464,null,19989,null,2303,null,5952,null,1388,null,21589,null,2059,null,1651,null,688,null,610,null,444,null,493571,null,10176,null,458577,null,9880,null,275049,null,7627,null,210476,null,7061,null,55101,null,4568,null,4964,null,1395,null,24010,null,3004,null,183528,null,7977,null,34994,null,2548,null,34567,null,2524,null,15044,null,1734,null,9143,null,1266,null,33076,null,2503,null,3209,null,868,null,427,null,284,null,558148,null,11704,null,318930,null,11166,null,199980,null,7469,null,112378,null,6145,null,35418,null,2891,null,31469,null,2799,null,45531,null,3804,null,118950,null,7147,null,239218,null,3972,null,234619,null,4131,null,77913,null,4449,null,73395,null,3752,null,231360,null,4157,null,30749,null,2616,null,4599,null,1416,null,0400000US32,Nevada,32
1019949,null,1128,null,461994,null,6874,null,448665,null,6743,null,411327,null,7577,null,385432,null,8480,null,28327,null,2816,null,1237,null,557,null,6879,null,1710,null,37338,null,4056,null,13329,null,1414,null,13284,null,1414,null,9229,null,1150,null,3533,null,800,null,11973,null,1547,null,488,null,256,null,45,null,73,null,304790,null,7014,null,277049,null,6197,null,216116,null,6427,null,170943,null,6008,null,31358,null,3022,null,5470,null,1281,null,16774,null,2266,null,60933,null,4276,null,27741,null,2135,null,27741,null,2135,null,13671,null,1595,null,10916,null,1448,null,27196,null,2102,null,2078,null,711,null,0,null,255,null,253165,null,6353,null,125054,null,5742,null,103242,null,5230,null,57967,null,4079,null,13799,null,1739,null,21204,null,2540,null,27901,null,3018,null,21812,null,3106,null,128111,null,2690,null,127682,null,2759,null,52469,null,2736,null,55249,null,3148,null,126548,null,2747,null,19249,null,2256,null,429,null,425,null,0400000US33,New Hampshire,33
6538251,null,2040,null,3003384,null,19539,null,2899950,null,18805,null,2549780,null,19832,null,2382987,null,19668,null,199650,null,8294,null,10761,null,1685,null,78619,null,5234,null,350170,null,11759,null,103434,null,4403,null,102833,null,4389,null,77716,null,3807,null,23893,null,2761,null,83164,null,4145,null,5635,null,970,null,601,null,331,null,1608092,null,19505,null,1469458,null,17771,null,1121642,null,14625,null,897157,null,13084,null,150439,null,6381,null,20968,null,2646,null,119076,null,6843,null,347816,null,11125,null,138634,null,5301,null,136349,null,5321,null,73895,null,3838,null,46920,null,3204,null,131869,null,5190,null,13097,null,1913,null,2285,null,692,null,1926775,null,18845,null,1043370,null,16653,null,802946,null,14237,null,476622,null,10471,null,123043,null,6067,null,114048,null,5095,null,211561,null,7967,null,240424,null,10189,null,883405,null,6878,null,870448,null,7122,null,329646,null,7887,null,332439,null,7967,null,863173,null,7191,null,149010,null,5649,null,12957,null,2281,null,0400000US34,New Jersey,34
1461732,null,3725,null,617739,null,9635,null,599220,null,9396,null,473149,null,8792,null,401927,null,9205,null,53383,null,3985,null,2375,null,947,null,31842,null,3033,null,126071,null,5992,null,18519,null,1993,null,18120,null,1960,null,8771,null,1240,null,5388,null,1107,null,16286,null,1981,null,1902,null,654,null,399,null,313,null,360803,null,9128,null,331544,null,8695,null,214716,null,7199,null,134218,null,6035,null,37085,null,3081,null,7034,null,1916,null,45671,null,4796,null,116828,null,6179,null,29259,null,2299,null,28348,null,2311,null,11253,null,1362,null,10186,null,1610,null,27612,null,2337,null,3329,null,855,null,911,null,656,null,483190,null,8803,null,272610,null,7698,null,187833,null,6080,null,77944,null,5021,null,24761,null,2556,null,38542,null,3036,null,75647,null,4875,null,84777,null,6079,null,210580,null,3636,null,208407,null,3625,null,69822,null,3888,null,66326,null,3610,null,206370,null,3640,null,37343,null,3129,null,2173,null,834,null,0400000US35,New Mexico,35
14850486,null,5126,null,6476945,null,27271,null,6276061,null,27669,null,5538939,null,30139,null,4978069,null,31464,null,517340,null,13448,null,25161,null,3002,null,348902,null,11844,null,737122,null,16903,null,200884,null,6562,null,198099,null,6479,null,148202,null,5851,null,39882,null,2816,null,154117,null,5880,null,11402,null,1422,null,2785,null,810,null,3652493,null,24798,null,3371643,null,23954,null,2621680,null,22789,null,1805725,null,19471,null,398359,null,12160,null,52286,null,4186,null,543306,null,12904,null,749963,null,16311,null,280850,null,6429,null,276782,null,6454,null,148528,null,5846,null,88040,null,3446,null,266756,null,6261,null,26314,null,2191,null,4068,null,1277,null,4721048,null,27872,null,2690209,null,25826,null,2213810,null,23173,null,1021093,null,14189,null,321899,null,10072,null,311706,null,10164,null,952165,null,20576,null,476399,null,14450,null,2030839,null,9272,null,2011434,null,10569,null,805088,null,11120,null,610777,null,11909,null,1993352,null,10316,null,429656,null,10045,null,19405,null,3152,null,0400000US36,New York,36
6878114,null,4869,null,2863172,null,23680,null,2794003,null,23407,null,2401272,null,21349,null,2157088,null,19937,null,267838,null,9673,null,9878,null,1711,null,64998,null,4392,null,392731,null,13389,null,69169,null,3542,null,68655,null,3512,null,40534,null,2697,null,23310,null,2047,null,61892,null,3242,null,4624,null,992,null,514,null,299,null,1838440,null,21920,null,1699393,null,21824,null,1132227,null,16900,null,772938,null,14791,null,204785,null,8808,null,22789,null,2672,null,146944,null,7685,null,567166,null,16544,null,139047,null,5566,null,137990,null,5506,null,55175,null,3273,null,57974,null,3556,null,135823,null,5572,null,10559,null,1360,null,1057,null,620,null,2176502,null,18997,null,1245333,null,19060,null,927486,null,17050,null,411339,null,10696,null,143804,null,7003,null,206482,null,9234,null,304722,null,12167,null,317847,null,9520,null,931169,null,6629,null,925619,null,6725,null,316974,null,7167,null,375115,null,7912,null,921142,null,6834,null,143663,null,5679,null,5550,null,1372,null,0400000US37,North Carolina,37
488851,null,1245,null,234664,null,4635,null,227248,null,4532,null,207460,null,4174,null,178198,null,4545,null,31020,null,2342,null,691,null,323,null,4235,null,801,null,19788,null,2157,null,7416,null,952,null,7416,null,952,null,3139,null,682,null,3481,null,665,null,6782,null,893,null,337,null,184,null,0,null,208,null,147216,null,4545,null,130721,null,4336,null,105635,null,3768,null,73344,null,3390,null,24556,null,2488,null,3135,null,843,null,8024,null,1424,null,25086,null,2823,null,16495,null,1452,null,16440,null,1462,null,5107,null,940,null,9614,null,1202,null,16281,null,1450,null,1854,null,532,null,55,null,88,null,106971,null,3324,null,42592,null,2646,null,34895,null,2256,null,15916,null,1696,null,7792,null,1087,null,7127,null,1216,null,9478,null,1457,null,7697,null,1471,null,64379,null,1816,null,64124,null,1823,null,17696,null,1598,null,40774,null,1770,null,63565,null,1856,null,8932,null,1301,null,255,null,219,null,0400000US38,North Dakota,38
8641541,null,3626,null,3573489,null,21549,null,3482908,null,20087,null,3151222,null,21051,null,2918922,null,21461,null,247363,null,7810,null,12428,null,1865,null,93959,null,5561,null,331686,null,10764,null,90581,null,4195,null,89462,null,4027,null,60309,null,2957,null,22125,null,2179,null,78517,null,3736,null,4981,null,898,null,1119,null,744,null,2386981,null,21379,null,2193534,null,20428,null,1638514,null,17208,null,1203877,null,19275,null,227466,null,7526,null,35243,null,3214,null,260372,null,10061,null,555020,null,14092,null,193447,null,5386,null,192124,null,5388,null,97697,null,3792,null,71135,null,3813,null,188166,null,5212,null,14201,null,1622,null,1323,null,731,null,2681071,null,18147,null,1445579,null,15751,null,1128767,null,14298,null,565926,null,10190,null,136654,null,5633,null,203115,null,7617,null,382401,null,9912,null,316812,null,10714,null,1235492,null,7775,null,1231161,null,7849,null,565051,null,8790,null,467039,null,7590,null,1221373,null,7754,null,166397,null,6415,null,4331,null,1134,null,0400000US39,Ohio,39
2671714,null,3022,null,1189992,null,10466,null,1149923,null,10115,null,941611,null,11705,null,847145,null,11060,null,102567,null,4964,null,4069,null,889,null,25089,null,2713,null,208312,null,7316,null,40069,null,2400,null,39773,null,2378,null,22471,null,1956,null,15413,null,1694,null,36267,null,2228,null,2244,null,648,null,296,null,211,null,653806,null,10421,null,597956,null,9815,null,372417,null,9068,null,262868,null,8077,null,61872,null,4210,null,10352,null,1664,null,45711,null,3870,null,225539,null,6952,null,55850,null,2965,null,55663,null,2955,null,20168,null,1826,null,24451,null,2002,null,55142,null,2938,null,4360,null,1023,null,187,null,122,null,827916,null,11528,null,450270,null,10127,null,318171,null,9411,null,138976,null,5076,null,47546,null,3105,null,77917,null,3815,null,100651,null,5675,null,132099,null,6353,null,377646,null,4540,null,375094,null,4489,null,126780,null,3937,null,147512,null,4789,null,372925,null,4622,null,66158,null,4181,null,2552,null,945,null,0400000US40,Oklahoma,40
2908498,null,1771,null,1111052,null,13294,null,1086988,null,12929,null,936465,null,13041,null,855013,null,12259,null,95893,null,5621,null,2644,null,852,null,23112,null,2453,null,150523,null,7423,null,24064,null,2247,null,23093,null,2179,null,13778,null,1720,null,7975,null,1383,null,20182,null,2031,null,1732,null,546,null,971,null,607,null,904850,null,13159,null,846900,null,13368,null,567739,null,11701,null,414728,null,9033,null,110711,null,6930,null,9219,null,1605,null,57136,null,4006,null,279161,null,10062,null,57950,null,3160,null,57306,null,3251,null,22756,null,2087,null,25457,null,2072,null,56038,null,3258,null,5315,null,1019,null,644,null,469,null,892596,null,11051,null,472017,null,10379,null,353430,null,8885,null,172656,null,5822,null,69961,null,4109,null,60069,null,3867,null,101447,null,5819,null,118587,null,7095,null,420579,null,4170,null,417990,null,4041,null,133370,null,5356,null,206234,null,6289,null,414819,null,4138,null,60774,null,4308,null,2589,null,966,null,0400000US41,Oregon,41
9600078,null,3552,null,4075814,null,22065,null,3960638,null,21552,null,3633368,null,21458,null,3372067,null,22843,null,320374,null,9541,null,11719,null,1403,null,105445,null,5817,null,327270,null,10772,null,115176,null,4518,null,113031,null,4315,null,78420,null,3902,null,32882,null,2039,null,95380,null,3509,null,5993,null,1027,null,2145,null,991,null,2502741,null,19910,null,2282306,null,19478,null,1793745,null,18484,null,1343410,null,18145,null,288366,null,8989,null,34388,null,2851,null,236066,null,6921,null,488561,null,12490,null,220435,null,6026,null,218745,null,6031,null,93829,null,3430,null,102716,null,4545,null,212783,null,6241,null,18419,null,1945,null,1690,null,647,null,3021523,null,21537,null,1515264,null,20746,null,1267307,null,17992,null,604473,null,11400,null,217737,null,8179,null,225824,null,6830,null,471558,null,13046,null,247957,null,10557,null,1506259,null,7218,null,1500994,null,7668,null,541935,null,9335,null,733941,null,9201,null,1490011,null,7770,null,219072,null,7934,null,5265,null,1037,null,0400000US42,Pennsylvania,42
808685,null,1167,null,341648,null,8356,null,330324,null,8062,null,294263,null,8209,null,264459,null,8338,null,26770,null,3191,null,639,null,414,null,14085,null,1911,null,36061,null,4025,null,11324,null,1521,null,11187,null,1459,null,8484,null,1275,null,3384,null,867,null,9286,null,1454,null,829,null,350,null,137,null,225,null,231856,null,6991,null,213091,null,6666,null,168641,null,6277,null,127211,null,5921,null,27987,null,2563,null,3018,null,1128,null,19180,null,2213,null,44450,null,3756,null,18765,null,1796,null,18657,null,1784,null,8783,null,1335,null,6550,null,1244,null,18055,null,1749,null,1952,null,679,null,108,null,175,null,235181,null,6259,null,122430,null,5775,null,99312,null,5105,null,43776,null,3470,null,15121,null,2033,null,21856,null,2374,null,38816,null,3499,null,23118,null,3206,null,112751,null,2568,null,112220,null,2692,null,34127,null,2312,null,48280,null,2834,null,111184,null,2825,null,18531,null,2309,null,531,null,472,null,0400000US44,Rhode Island,44
3376145,null,3349,null,1384242,null,13621,null,1342248,null,13380,null,1147419,null,14410,null,1028434,null,14244,null,129085,null,6819,null,5449,null,1402,null,34920,null,3803,null,194829,null,8770,null,41994,null,2714,null,41588,null,2711,null,25291,null,2185,null,12006,null,1362,null,36924,null,2587,null,3361,null,821,null,406,null,308,null,852589,null,15629,null,785497,null,14755,null,518874,null,11547,null,361698,null,9006,null,89792,null,4348,null,11562,null,2141,null,76930,null,5763,null,266623,null,11711,null,67092,null,3722,null,66717,null,3729,null,30206,null,2735,null,25739,null,2687,null,65636,null,3718,null,6364,null,1158,null,375,null,276,null,1139314,null,13358,null,649758,null,12844,null,470946,null,11896,null,209957,null,7598,null,70416,null,4513,null,118707,null,6187,null,163807,null,6842,null,178812,null,7846,null,489556,null,4609,null,488203,null,4535,null,171839,null,4761,null,184347,null,6088,null,485223,null,4581,null,90231,null,4908,null,1353,null,584,null,0400000US45,South Carolina,45
598144,null,2117,null,292295,null,5147,null,282029,null,5060,null,245106,null,5188,null,207661,null,6170,null,44694,null,3433,null,515,null,232,null,6340,null,1216,null,36923,null,3570,null,10266,null,1278,null,10179,null,1271,null,4484,null,1014,null,4482,null,888,null,8967,null,1127,null,538,null,243,null,87,null,142,null,164516,null,4914,null,146641,null,4571,null,110671,null,4578,null,75249,null,4297,null,22664,null,2215,null,4751,null,1333,null,13335,null,2078,null,35970,null,3199,null,17875,null,1887,null,17688,null,1921,null,5649,null,1118,null,9956,null,1315,null,17608,null,1921,null,1949,null,596,null,187,null,291,null,141333,null,4397,null,60933,null,3902,null,45060,null,3075,null,14870,null,1647,null,10106,null,1606,null,10290,null,1818,null,15022,null,1912,null,15873,null,1937,null,80400,null,2122,null,80280,null,2113,null,17400,null,1708,null,47232,null,2808,null,79799,null,2171,null,12189,null,1587,null,120,null,126,null,0400000US46,South Dakota,46
4700141,null,3393,null,1926280,null,15595,null,1868985,null,15839,null,1631957,null,16839,null,1462489,null,17832,null,170722,null,7168,null,8582,null,1707,null,60206,null,4621,null,237028,null,8724,null,57295,null,3385,null,56643,null,3316,null,35607,null,2515,null,17860,null,2140,null,50476,null,3208,null,4532,null,1033,null,652,null,552,null,1223005,null,13817,null,1129855,null,13135,null,786822,null,12837,null,531792,null,10155,null,129587,null,5784,null,17320,null,2221,null,139830,null,6839,null,343033,null,11690,null,93150,null,4506,null,92861,null,4507,null,34935,null,3173,null,40060,null,3065,null,90873,null,4314,null,9472,null,1431,null,289,null,231,null,1550856,null,12611,null,900544,null,12580,null,687841,null,11495,null,294874,null,8565,null,88452,null,5635,null,155567,null,6047,null,271694,null,9018,null,212703,null,8575,null,650312,null,5584,null,648008,null,5561,null,210097,null,6013,null,261189,null,6884,null,644124,null,5811,null,116509,null,4802,null,2304,null,899,null,0400000US47,Tennessee,47
17413831,null,6668,null,8185127,null,33290,null,7958342,null,32877,null,6200985,null,33897,null,5651556,null,33775,null,604500,null,12478,null,24900,null,2871,null,161858,null,7389,null,1757357,null,27623,null,226785,null,6403,null,219619,null,6322,null,133088,null,5461,null,56990,null,3485,null,187275,null,5959,null,15435,null,1846,null,7166,null,1541,null,4228848,null,32924,null,3947268,null,34169,null,2221275,null,25319,null,1604617,null,19760,null,364995,null,11587,null,44937,null,3663,null,265516,null,9577,null,1725993,null,26029,null,281580,null,7682,null,274342,null,7504,null,108391,null,4198,null,94804,null,4607,null,268924,null,7495,null,26636,null,2440,null,7238,null,1753,null,4999856,null,29614,null,3069272,null,30565,null,1934037,null,24346,null,974716,null,17790,null,273597,null,9439,null,343657,null,9508,null,569421,null,15461,null,1135235,null,21260,null,1930584,null,10726,null,1900002,null,11063,null,618143,null,10623,null,618257,null,9709,null,1883019,null,10942,null,386876,null,8902,null,30582,null,3794,null,0400000US48,Texas,48
1886411,null,2216,null,816664,null,9371,null,796743,null,9188,null,696986,null,11077,null,634900,null,11176,null,72791,null,4520,null,1919,null,856,null,16786,null,2288,null,99757,null,6823,null,19921,null,1709,null,19321,null,1554,null,12261,null,1329,null,4963,null,986,null,16022,null,1448,null,1058,null,404,null,600,null,453,null,592186,null,10020,null,561607,null,9941,null,413084,null,9114,null,313106,null,8523,null,80897,null,5811,null,5625,null,1370,null,35679,null,3117,null,148523,null,7845,null,30579,null,2152,null,30186,null,2134,null,12528,null,1253,null,11546,null,1819,null,29496,null,2192,null,2113,null,676,null,393,null,345,null,477561,null,7470,null,283215,null,7262,null,221300,null,6432,null,143014,null,5269,null,37722,null,3183,null,23935,null,2418,null,44953,null,3537,null,61915,null,4140,null,194346,null,2915,null,193589,null,2937,null,79337,null,3361,null,74163,null,3479,null,191183,null,2955,null,27614,null,2773,null,757,null,502,null,0400000US49,Utah,49
488894,null,927,null,210830,null,4867,null,205072,null,4679,null,185136,null,4188,null,162053,null,4604,null,15078,null,1757,null,675,null,390,null,13862,null,1908,null,19936,null,2159,null,5758,null,857,null,5740,null,858,null,3570,null,665,null,1437,null,380,null,4779,null,742,null,437,null,245,null,18,null,30,null,154329,null,4211,null,139024,null,3962,null,116208,null,4194,null,74055,null,3718,null,17889,null,1910,null,2953,null,701,null,27530,null,2361,null,22816,null,2123,null,15305,null,1227,null,15249,null,1236,null,6278,null,821,null,6562,null,934,null,14886,null,1213,null,1138,null,365,null,56,null,97,null,123735,null,3626,null,59350,null,2994,null,52984,null,3008,null,19671,null,1607,null,5903,null,971,null,12521,null,1362,null,26377,null,2445,null,6366,null,1231,null,64385,null,1523,null,64374,null,1522,null,21840,null,1763,null,27426,null,1999,null,64040,null,1578,null,12730,null,1413,null,11,null,19,null,0400000US50,Vermont,50
5801224,null,8941,null,2738311,null,18614,null,2658519,null,18045,null,2391681,null,18730,null,2162888,null,17889,null,251070,null,9454,null,9495,null,1642,null,32020,null,3027,null,266838,null,8838,null,79792,null,4045,null,79053,null,4078,null,52109,null,3367,null,22020,null,2529,null,67130,null,4167,null,3948,null,923,null,739,null,445,null,1450944,null,14174,null,1328210,null,14515,null,998292,null,14399,null,729456,null,13786,null,182231,null,7690,null,18828,null,2226,null,79457,null,6029,null,329918,null,11703,null,122734,null,4400,null,121787,null,4341,null,58463,null,3153,null,49099,null,3071,null,118793,null,4307,null,9453,null,1639,null,947,null,575,null,1611969,null,14937,null,895736,null,13952,null,712993,null,11588,null,384737,null,9219,null,114679,null,5734,null,130667,null,6641,null,154096,null,8168,null,182743,null,8118,null,716233,null,6288,null,711244,null,6218,null,287862,null,6550,null,285363,null,7835,null,702261,null,6037,null,107147,null,4909,null,4989,null,1250,null,0400000US51,Virginia,51
4976609,null,4167,null,2076460,null,16928,null,2025800,null,16277,null,1813562,null,15722,null,1651897,null,16884,null,167415,null,7719,null,5931,null,1169,null,51091,null,4675,null,212238,null,7734,null,50660,null,3362,null,50128,null,3320,null,34420,null,2762,null,15090,null,1859,null,41082,null,3000,null,3321,null,757,null,532,null,374,null,1458058,null,16777,null,1363536,null,16143,null,980251,null,14516,null,698645,null,12256,null,170942,null,8093,null,17371,null,3038,null,132919,null,6485,null,383285,null,11070,null,94522,null,3653,null,93207,null,3654,null,39102,null,2662,null,39030,null,2701,null,90917,null,3585,null,8880,null,1192,null,1315,null,804,null,1442091,null,14025,null,806016,null,13229,null,638004,null,11364,null,303907,null,9015,null,103049,null,5993,null,98656,null,5248,null,208927,null,9477,null,168012,null,8474,null,636075,null,5560,null,631389,null,5613,null,225567,null,6823,null,278540,null,7469,null,625854,null,5864,null,103515,null,5571,null,4686,null,1460,null,0400000US53,Washington,53
1410222,null,2139,null,543554,null,9074,null,529707,null,8892,null,453657,null,9268,null,425646,null,9062,null,40969,null,3113,null,1416,null,518,null,16268,null,2073,null,76050,null,4926,null,13847,null,1439,null,13834,null,1435,null,9561,null,1177,null,4329,null,936,null,12289,null,1509,null,688,null,409,null,13,null,25,null,312058,null,8146,null,288711,null,7939,null,197402,null,6301,null,147300,null,5671,null,26114,null,2722,null,4261,null,1205,null,30124,null,2812,null,91309,null,5587,null,23347,null,2088,null,23333,null,2086,null,11945,null,1453,null,9134,null,1304,null,23068,null,2098,null,1936,null,577,null,14,null,24,null,554610,null,6375,null,315896,null,6334,null,250832,null,6961,null,114520,null,4587,null,26490,null,2736,null,71356,null,4392,null,99979,null,5156,null,65064,null,4722,null,238714,null,2664,null,238382,null,2694,null,109647,null,4285,null,74460,null,3651,null,237214,null,2710,null,34006,null,2861,null,332,null,232,null,0400000US54,West Virginia,54
