B24091_001E,B24091_001EA,B24091_001M,B24091_001MA,B24091_002E,B24091_002EA,B24091_002M,B24091_002MA,B24091_003E,B24091_003EA,B24091_003M,B24091_003MA,B24091_004E,B24091_004EA,B24091_004M,B24091_004MA,B24091_005E,B24091_005EA,B24091_005M,B24091_005MA,B24091_006E,B24091_006EA,B24091_006M,B24091_006MA,B24091_007E,B24091_007EA,B24091_007M,B24091_007MA,B24091_008E,B24091_008EA,B24091_008M,B24091_008MA,B24091_009E,B24091_009EA,B24091_009M,B24091_009MA,GEO_ID,NAME,state
36720,null,482,null,34689,null,525,null,33925,null,515,null,50616,null,2854,null,38214,null,1607,null,38637,null,921,null,40272,null,1165,null,58257,null,2061,null,30690,null,1791,null,0400000US01,Alabama,01
45797,null,1609,null,41387,null,1350,null,40670,null,1302,null,58631,null,2164,null,41911,null,3064,null,56692,null,3838,null,52013,null,1814,null,55167,null,4233,null,38110,null,8327,null,0400000US02,Alaska,02
38679,null,279,null,38003,null,375,null,37555,null,420,null,51233,null,2510,null,39714,null,1369,null,41677,null,866,null,39854,null,950,null,52014,null,1099,null,28701,null,1200,null,0400000US04,Arizona,04
32291,null,395,null,31909,null,467,null,31642,null,480,null,42152,null,3685,null,34299,null,2067,null,32510,null,1424,null,34723,null,1083,null,52842,null,2478,null,23448,null,1488,null,0400000US05,Arkansas,05
44574,null,287,null,41882,null,248,null,41186,null,258,null,63383,null,3558,null,48122,null,574,null,56567,null,928,null,55997,null,1392,null,56171,null,1185,null,35012,null,833,null,0400000US06,California,06
42958,null,450,null,42421,null,539,null,41734,null,506,null,52080,null,2235,null,42059,null,1319,null,45658,null,1916,null,47001,null,1793,null,57765,null,2064,null,31845,null,2261,null,0400000US08,Colorado,08
51770,null,567,null,51039,null,650,null,50309,null,655,null,74980,null,4208,null,47865,null,1663,null,58836,null,2081,null,61503,null,2114,null,58189,null,3415,null,48023,null,2883,null,0400000US09,Connecticut,09
42735,null,1195,null,41205,null,1365,null,40779,null,1406,null,50738,null,3889,null,44932,null,4466,null,48482,null,4348,null,45725,null,2110,null,58796,null,3080,null,38303,null,6270,null,0400000US10,Delaware,10
58893,null,1566,null,51322,null,2490,null,50344,null,2397,null,83133,null,9902,null,59204,null,3319,null,56301,null,6507,null,52033,null,5918,null,73943,null,2888,null,47554,null,13479,null,0400000US11,District of Columbia,11
35942,null,248,null,34569,null,276,null,33799,null,285,null,47565,null,1842,null,38516,null,710,null,40862,null,531,null,38551,null,836,null,53894,null,1400,null,25019,null,869,null,0400000US12,Florida,12
