B24091_001E,B24091_001EA,B24091_001M,B24091_001MA,B24091_002E,B24091_002EA,B24091_002M,B24091_002MA,B24091_003E,B24091_003EA,B24091_003M,B24091_003MA,B24091_004E,B24091_004EA,B24091_004M,B24091_004MA,B24091_005E,B24091_005EA,B24091_005M,B24091_005MA,B24091_006E,B24091_006EA,B24091_006M,B24091_006MA,B24091_007E,B24091_007EA,B24091_007M,B24091_007MA,B24091_008E,B24091_008EA,B24091_008M,B24091_008MA,B24091_009E,B24091_009EA,B24091_009M,B24091_009MA,GEO_ID,NAME,state
38713,null,316,null,38081,null,399,null,37550,null,432,null,50101,null,1472,null,39589,null,1385,null,39890,null,616,null,38866,null,1313,null,55172,null,1722,null,29448,null,1270,null,0400000US13,Georgia,13
40018,null,811,null,36885,null,851,null,36506,null,829,null,51131,null,4098,null,41801,null,3011,null,50085,null,1737,null,45941,null,2095,null,58592,null,4409,null,37603,null,4835,null,0400000US15,Hawaii,15
35431,null,593,null,33685,null,755,null,33041,null,805,null,47188,null,7942,null,34838,null,2600,null,36915,null,2067,null,41997,null,1612,null,57534,null,2234,null,28942,null,2437,null,0400000US16,Idaho,16
43539,null,342,null,42084,null,313,null,41532,null,322,null,59667,null,1892,null,43086,null,886,null,51233,null,966,null,49834,null,869,null,54514,null,1264,null,31585,null,1210,null,0400000US17,Illinois,17
38503,null,244,null,38188,null,306,null,37853,null,313,null,49428,null,1412,null,39176,null,750,null,39659,null,733,null,38961,null,1252,null,51621,null,1317,null,31150,null,2025,null,0400000US18,Indiana,18
37887,null,350,null,36884,null,454,null,36528,null,466,null,48595,null,3644,null,35962,null,1649,null,41658,null,916,null,47458,null,1319,null,51976,null,2076,null,29506,null,1453,null,0400000US19,Iowa,19
38194,null,385,null,38317,null,546,null,37946,null,545,null,49344,null,2641,null,37886,null,1359,null,38820,null,649,null,38622,null,1258,null,52711,null,2523,null,27132,null,1597,null,0400000US20,Kansas,20
36060,null,432,null,35465,null,608,null,34933,null,623,null,49788,null,1510,null,35696,null,1167,null,36170,null,1398,null,39506,null,1150,null,50670,null,1461,null,26119,null,1840,null,0400000US21,Kentucky,21
37126,null,476,null,36633,null,601,null,35919,null,617,null,51165,null,3364,null,35776,null,1568,null,37328,null,1036,null,40039,null,1275,null,50766,null,1471,null,31104,null,2801,null,0400000US22,Louisiana,22
37812,null,550,null,37342,null,816,null,36794,null,894,null,47344,null,3443,null,37082,null,1580,null,40435,null,1428,null,42292,null,1683,null,49977,null,2526,null,28502,null,1459,null,0400000US23,Maine,23
50438,null,344,null,46645,null,706,null,45616,null,729,null,61297,null,2993,null,50057,null,920,null,51561,null,1039,null,49418,null,1072,null,78903,null,1241,null,36465,null,2801,null,0400000US24,Maryland,24
50669,null,359,null,50358,null,481,null,49831,null,486,null,68862,null,4722,null,49939,null,1069,null,55958,null,1541,null,54550,null,1808,null,57393,null,1757,null,39051,null,1611,null,0400000US25,Massachusetts,25
41231,null,278,null,39809,null,291,null,39523,null,287,null,49406,null,1476,null,42027,null,938,null,48662,null,883,null,52085,null,914,null,56089,null,1699,null,27026,null,1219,null,0400000US26,Michigan,26
43167,null,381,null,42396,null,377,null,42013,null,364,null,50719,null,1891,null,43846,null,1343,null,47869,null,796,null,49041,null,1350,null,54169,null,1554,null,29893,null,1128,null,0400000US27,Minnesota,27
32236,null,454,null,31367,null,576,null,31034,null,597,null,44079,null,6006,null,34338,null,2837,null,31559,null,1008,null,34514,null,993,null,50160,null,1919,null,29400,null,2289,null,0400000US28,Mississippi,28
37226,null,357,null,37049,null,402,null,36698,null,413,null,48321,null,2332,null,37876,null,954,null,38923,null,696,null,33892,null,898,null,51185,null,1570,null,28381,null,1146,null,0400000US29,Missouri,29
33989,null,1088,null,31840,null,815,null,31478,null,808,null,37461,null,3737,null,32437,null,2837,null,37479,null,1459,null,40563,null,2323,null,48764,null,2387,null,30771,null,3503,null,0400000US30,Montana,30
35703,null,470,null,35075,null,589,null,34752,null,622,null,40989,null,2470,null,36556,null,1959,null,39134,null,985,null,38697,null,1791,null,54680,null,2588,null,27998,null,1372,null,0400000US31,Nebraska,31
39611,null,520,null,37421,null,626,null,36722,null,721,null,60368,null,9145,null,40163,null,2731,null,51219,null,1589,null,50748,null,2400,null,54672,null,5113,null,31853,null,3721,null,0400000US32,Nevada,32
44014,null,834,null,44230,null,968,null,43683,null,1001,null,59047,null,4652,null,43322,null,2511,null,44201,null,2477,null,42693,null,3297,null,56302,null,2900,null,35834,null,3729,null,0400000US33,New Hampshire,33
50859,null,316,null,49845,null,365,null,49369,null,354,null,65113,null,4024,null,49970,null,1119,null,56201,null,1408,null,57063,null,2284,null,59591,null,1768,null,41265,null,2318,null,0400000US34,New Jersey,34
35155,null,907,null,32629,null,919,null,31980,null,798,null,47836,null,4572,null,37276,null,2577,null,34976,null,1648,null,38727,null,1124,null,55016,null,4884,null,26865,null,2958,null,0400000US35,New Mexico,35
45350,null,339,null,42810,null,347,null,42113,null,283,null,58925,null,1246,null,45463,null,799,null,52455,null,584,null,53602,null,1078,null,54964,null,1105,null,29544,null,1106,null,0400000US36,New York,36
37170,null,380,null,36386,null,401,null,35848,null,417,null,50161,null,1578,null,40391,null,958,null,37211,null,773,null,39244,null,734,null,51849,null,1083,null,28085,null,1356,null,0400000US37,North Carolina,37
35500,null,707,null,35014,null,898,null,34354,null,983,null,49353,null,3829,null,34588,null,1386,null,34236,null,1780,null,37990,null,2168,null,47619,null,4932,null,33414,null,2446,null,0400000US38,North Dakota,38
39486,null,221,null,38360,null,271,null,38052,null,275,null,51305,null,1420,null,39586,null,574,null,44484,null,784,null,46391,null,1400,null,54951,null,1303,null,29964,null,1095,null,0400000US39,Ohio,39
34821,null,438,null,34179,null,583,null,33344,null,595,null,50332,null,2243,null,34007,null,1571,null,33666,null,932,null,37178,null,772,null,53490,null,1168,null,27327,null,2068,null,0400000US40,Oklahoma,40
39604,null,428,null,38268,null,561,null,37661,null,611,null,49446,null,1761,null,39837,null,1383,null,47890,null,1087,null,44977,null,2056,null,54965,null,2515,null,27775,null,2342,null,0400000US41,Oregon,41
41179,null,235,null,40296,null,261,null,39879,null,240,null,58765,null,2205,null,41551,null,732,null,45174,null,1021,null,45166,null,1124,null,54355,null,1142,null,32053,null,1102,null,0400000US42,Pennsylvania,42
44937,null,1118,null,42219,null,1055,null,41695,null,1094,null,56324,null,10697,null,48024,null,2383,null,57697,null,4168,null,52398,null,4006,null,60268,null,6587,null,39804,null,3342,null,0400000US44,Rhode Island,44
35464,null,542,null,34604,null,648,null,33983,null,634,null,49388,null,1993,null,39042,null,1441,null,36275,null,1318,null,38341,null,897,null,48805,null,1854,null,28700,null,1468,null,0400000US45,South Carolina,45
32469,null,655,null,31646,null,746,null,31061,null,740,null,48490,null,2360,null,32504,null,2373,null,33950,null,1708,null,34652,null,2398,null,51125,null,4307,null,30324,null,2135,null,0400000US46,South Dakota,46
35713,null,342,null,34330,null,431,null,33953,null,437,null,50925,null,3061,null,38433,null,791,null,37947,null,669,null,36736,null,1008,null,52479,null,2363,null,31604,null,1391,null,0400000US47,Tennessee,47
37550,null,188,null,36498,null,262,null,35924,null,261,null,58254,null,1374,null,39352,null,527,null,40737,null,435,null,38872,null,591,null,52809,null,891,null,29248,null,645,null,0400000US48,Texas,48
39493,null,410,null,38597,null,519,null,37989,null,549,null,52552,null,4265,null,41935,null,2438,null,40886,null,1381,null,40552,null,1812,null,52300,null,2117,null,31542,null,3057,null,0400000US49,Utah,49
40444,null,950,null,39131,null,1008,null,38368,null,1047,null,57871,null,7830,null,41370,null,2411,null,45472,null,2769,null,49012,null,2298,null,54420,null,4492,null,28878,null,1929,null,0400000US50,Vermont,50
44952,null,521,null,41774,null,439,null,41304,null,446,null,53703,null,3699,null,48294,null,879,null,43526,null,812,null,42281,null,1360,null,79515,null,1621,null,30202,null,1294,null,0400000US51,Virginia,51
46499,null,523,null,44588,null,640,null,43961,null,637,null,58197,null,1944,null,44190,null,1710,null,53512,null,1209,null,49078,null,829,null,56428,null,1625,null,34078,null,1955,null,0400000US53,Washington,53
34544,null,690,null,33754,null,1010,null,33105,null,1058,null,50480,null,3617,null,32507,null,1940,null,34591,null,1752,null,33534,null,1725,null,53751,null,2005,null,26307,null,4739,null,0400000US54,West Virginia,54
39775,null,241,null,39033,null,291,null,38771,null,286,null,48204,null,1252,null,38873,null,947,null,46927,null,900,null,48674,null,884,null,52694,null,1311,null,26819,null,1308,null,0400000US55,Wisconsin,55
40318,null,1571,null,39361,null,1661,null,38983,null,1668,null,51752,null,5839,null,36246,null,4197,null,42981,null,2641,null,46643,null,2885,null,51648,null,4019,null,34158,null,4455,null,0400000US56,Wyoming,56
20273,null,367,null,18417,null,387,null,18192,null,387,null,27629,null,6781,null,20107,null,1191,null,17333,null,784,null,25395,null,553,null,36472,null,4177,null,16931,null,1479,null,0400000US72,Puerto Rico,72
